"multimediaID","taxonID","identifier","title","description"
"media-ID_63","taxon-1-Antidaphne_viscoidea","fotg-a-25-63.gif","Fig. 1",""
"media-ID_64","taxon-8-TRIPODANTHUS","fotg-a-25-64.gif","Fig. 2",""
"media-ID_65","taxon-8-TRIPODANTHUS","fotg-a-25-65.gif","Fig. 3",""
"media-ID_66","taxon-8-TRIPODANTHUS","fotg-a-25-66.gif","Fig. 4",""
"media-ID_67","taxon-8-TRIPODANTHUS","fotg-a-25-67.gif","Fig. 5",""
"media-ID_68","taxon-8-TRIPODANTHUS","fotg-a-25-68.gif","Fig. 6",""
"media-ID_69","taxon-8-TRIPODANTHUS","fotg-a-25-69.gif","Fig. 7",""
"media-ID_70","taxon-8-TRIPODANTHUS","fotg-a-25-70.gif","Fig. 8",""
"media-ID_71","taxon-8-TRIPODANTHUS","fotg-a-25-71.gif","Fig. 9",""
"media-ID_72","taxon-8-TRIPODANTHUS","fotg-a-25-72.gif","Fig. 10",""
"media-ID_73","taxon-8-TRIPODANTHUS","fotg-a-25-73.gif","Fig. 11",""
"media-ID_74","taxon-8-TRIPODANTHUS","fotg-a-25-74.gif","Fig. 12",""
"media-ID_75","taxon-8-TRIPODANTHUS","fotg-a-25-75.gif","Fig. 13",""
"media-ID_76","taxon-8-TRIPODANTHUS","fotg-a-25-76.gif","Fig. 14",""
"media-ID_77","taxon-8-TRIPODANTHUS","fotg-a-25-77.gif","Fig. 15",""
"media-ID_78","taxon-8-TRIPODANTHUS","fotg-a-25-78.gif","Fig. 16",""
"media-ID_79","taxon-8-TRIPODANTHUS","fotg-a-25-79.gif","Fig. 17",""
"media-ID_80","taxon-8-TRIPODANTHUS","fotg-a-25-80.gif","Fig. 18",""
"media-ID_81","taxon-8-TRIPODANTHUS","fotg-a-25-81.gif","Fig. 19",""
"media-ID_82","taxon-8-TRIPODANTHUS","fotg-a-25-82.gif","Fig. 20",""
"media-ID_83","taxon-8-TRIPODANTHUS","fotg-a-25-83.gif","Fig. 21",""
"media-ID_84","taxon-8-TRIPODANTHUS","fotg-a-25-84.gif","Fig. 22",""
"media-ID_85","taxon-8-TRIPODANTHUS","fotg-a-25-85.gif","Fig. 23",""
"media-ID_64","taxon-1-Tripodanthus_acutifolius","fotg-a-25-64.gif","Fig. 2",""
"media-ID_65","taxon-1-Tripodanthus_acutifolius","fotg-a-25-65.gif","Fig. 3",""
"media-ID_66","taxon-1-Tripodanthus_acutifolius","fotg-a-25-66.gif","Fig. 4",""
"media-ID_67","taxon-1-Tripodanthus_acutifolius","fotg-a-25-67.gif","Fig. 5",""
"media-ID_68","taxon-1-Tripodanthus_acutifolius","fotg-a-25-68.gif","Fig. 6",""
"media-ID_69","taxon-1-Tripodanthus_acutifolius","fotg-a-25-69.gif","Fig. 7",""
"media-ID_70","taxon-1-Tripodanthus_acutifolius","fotg-a-25-70.gif","Fig. 8",""
"media-ID_71","taxon-1-Tripodanthus_acutifolius","fotg-a-25-71.gif","Fig. 9",""
"media-ID_72","taxon-1-Tripodanthus_acutifolius","fotg-a-25-72.gif","Fig. 10",""
"media-ID_73","taxon-1-Tripodanthus_acutifolius","fotg-a-25-73.gif","Fig. 11",""
"media-ID_74","taxon-1-Tripodanthus_acutifolius","fotg-a-25-74.gif","Fig. 12",""
"media-ID_75","taxon-1-Tripodanthus_acutifolius","fotg-a-25-75.gif","Fig. 13",""
"media-ID_76","taxon-1-Tripodanthus_acutifolius","fotg-a-25-76.gif","Fig. 14",""
"media-ID_77","taxon-1-Tripodanthus_acutifolius","fotg-a-25-77.gif","Fig. 15",""
"media-ID_78","taxon-1-Tripodanthus_acutifolius","fotg-a-25-78.gif","Fig. 16",""
"media-ID_79","taxon-1-Tripodanthus_acutifolius","fotg-a-25-79.gif","Fig. 17",""
