WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI,Volume,Part
wfo-0000157764,distribution,EN,"Thailand, Himalayas (type) to S. China and Taiwan, north to southern edge of Japan (Isl. Yakushima).","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000157764,Forest Herbarium,All rights reserved,"Acrophorus stipellatus. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 328–330. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0462,3,3
wfo-0001115202,distribution,EN,"Thailand, Himalaya, S. India, Sri Lanka, Laos, and Philippines (type).","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001115202,Forest Herbarium,All rights reserved,"Anisocampium cumingianum. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 444–445. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0615,3,3
wfo-0001116817,distribution,EN,"Thailand, N. India (type), Burma, SW. China, N. Vietnam, and Japan.","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001116817,Forest Herbarium,All rights reserved,"Arachniodes assamica. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 344–345. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0484,3,3
wfo-0001116819,distribution,EN,"Thailand, S. China (type), N. Vietnam and southern edge of Japan.","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001116819,Forest Herbarium,All rights reserved,"Arachniodes cavaleriei. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 340–342. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0479,3,3
wfo-0001125364,distribution,EN,"Thailand, S. & SW. China (type), Indochina and Malaya.","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001125364,Forest Herbarium,All rights reserved,"Arachniodes chinensis. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 344. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0483,3,3
wfo-0001114736,distribution,EN,"Thailand, Assam, Indochina (N. Vietnam), Hainan, Taiwan, Ryukyus, and Malesia throughout (type from Java) to New Guinea.","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001114736,Forest Herbarium,All rights reserved,"Arachniodes hasseltii. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 340. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0478,3,3
wfo-0001125361,distribution,EN,"Thailand, SW. China [Szechuwan, Yunnan (type), Hupeh], Upper Burma and N. Vietnam.","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001125361,Forest Herbarium,All rights reserved,"Arachniodes henryi. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 342–343. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0480,3,3
wfo-0001118512,distribution,EN,"Thailand, Himalaya (type) to SW. China and Vietnam.","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001118512,Forest Herbarium,All rights reserved,"Arachniodes speciosa. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 343. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0481,3,3
wfo-0001125363,distribution,EN,"Thailand, E. Himalayas and SW. China (Yunnan, type).","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001125363,Forest Herbarium,All rights reserved,"Arachniodes spectabilis. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 343–344. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0482,3,3
wfo-0001117798,distribution,EN,"Thailand, Sri Lanka, S. India, Himalaya, Burma, SW. China (Yunnan, type, and Kwangtung), Taiwan, Indochina, Malaya, Borneo, and Luzon.","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001117798,Forest Herbarium,All rights reserved,"Athyrium anisopterum. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 448–449. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0620,3,3
wfo-0001117797,distribution,EN,"Thailand, E. Himalaya and Yunnan (type).","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001117797,Forest Herbarium,All rights reserved,"Athyrium dissitifolium. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 446. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0617,3,3
wfo-0001118527,distribution,EN,"Thailand, India (type), SW. China and Indochina.","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001118527,Forest Herbarium,All rights reserved,"Athyrium mackinnoniorum. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 446–448. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0618,3,3
wfo-0001122800,distribution,EN,"Thailand, Himalaya (type) to Yunnan.","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001122800,Forest Herbarium,All rights reserved,"Athyrium setiferum. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 448. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0619,3,3
wfo-0001121797,distribution,EN,"Thailand, Mishmee, Indochina, Malesia throughout (type from Java) to Polynesia and Australia.","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001121797,Forest Herbarium,All rights reserved,"Blechnum indicum. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 300. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0419,3,3
wfo-0001107240,distribution,EN,"Tropics of Asia, Australia and the Pacific, India to Polynesia, north to southern edge of Japan (Yakushima).","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001107240,Forest Herbarium,All rights reserved,"Blechnum orientale. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 298. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0417,3,3
wfo-0001125337,distribution,EN,"Thailand, Himalayas to Ceylon, eastwards to Taiwan (type) and Luzon.","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001125337,Forest Herbarium,All rights reserved,"Bolbitis angustipinna. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 311. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0435,3,3
wfo-0001114885,distribution,EN,"Thailand, S. China, India to SE. Asia generally, throughout Malesia, northwards to Taiwan and the Ryukyus (type from India Or.).","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001114885,Forest Herbarium,All rights reserved,"Bolbitis appendiculata. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 316–317. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0443,3,3
wfo-0000146743,distribution,EN,"Thailand, Indochina (type).","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000146743,Forest Herbarium,All rights reserved,"Bolbitis copelandii. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 312. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0437,3,3
wfo-0001125338,distribution,EN,"Thailand, Himalayas (type).","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001125338,Forest Herbarium,All rights reserved,"Bolbitis costata. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 311–312. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0436,3,3
wfo-0001117296,distribution,EN,"Thailand, N. India, Upper Burma, S. and SW. China, Taiwan, Ryukyu, Indochina, throughout Malesia (type from Luzon) to New Guinea.","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001117296,Forest Herbarium,All rights reserved,"Bolbitis heteroclita. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 320–321. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0449,3,3
wfo-0001043580,distribution,EN,"Thailand, N. India (type) and Indochina.","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001043580,Forest Herbarium,All rights reserved,"Bolbitis hookeriana. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 317–318. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0444,3,3
wfo-0001257601,distribution,EN,"Thailand, Burma, Indo-China, Malesia (type from Luzon).","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001257601,Forest Herbarium,All rights reserved,"Bolbitis scalpturata. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 312–313. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0438,3,3
wfo-0000146794,distribution,EN,"Thailand, Malaya, Sumatra, eastwards to the Philippines (type).","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000146794,Forest Herbarium,All rights reserved,"Bolbitis sinuata. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 321. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0450,3,3
wfo-0001127909,distribution,EN,"Thailand, Tonkin (type).","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001127909,Forest Herbarium,All rights reserved,"Bolbitis tonkinensis. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 319–320. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0448,3,3
wfo-0001381624,distribution,EN,"Thailand, Malaya; also Cochinchina, vide Hennipm., l.c.","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001381624,Forest Herbarium,All rights reserved,"Bolbitis virens compacta. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 316. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=F0442,3,3
wfo-0001122823,distribution,EN,"Thailand, Himalayas, S. China (type from Hongkong), Burma, Indochina, Malaya and N. Sumatra.","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001122823,Forest Herbarium,All rights reserved,"Brainea insignis. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 302. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0423,3,3
