"id","vernacularName","source","language","type","bibliographicCitation","url"
"wfo-0000765659","photsoloma","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000712869","sephatwa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001110754","seremondi","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001130999","monee","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000170413","mokgôrôpô","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000778884","modukguhlu","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000713049","sephatwa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001145364","segôlôbe","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000709929","mothetlwa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000933604","modulatÜhwene","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000961480","mookgopa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000690174","mohlatša","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001067120","kgalagangwê","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000503006","morapa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001284768","motholo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000357048","modumela","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001062869","monepenepe","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000510579","mooka","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001106826","segwapi","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000409480","mohlomê","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000593393","mothibadifate","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001062869","mphahlašilo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001145366","mogôlôbe","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000116602","monokanekane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000916754","mohlokohloko","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000360303","morula-môpšane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000318727","montlho-meetse","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001336838","monyeê","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000797428","motlhabare","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000288190","serapše","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000773775","sekgopha","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000244755","mmupudu","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000407924","nyobabaloko","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000686024","mohlakô","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000797418","motlhabare","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000318491","mutlu","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000981997","mmasepha","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000407924","motolô","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000172643","mmilo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000986071","mošino","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000172325","mogôrôgôrô","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000213258","isithibathibana","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000430319","mokgalwa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000758006","sekgopha","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000186081","mogabo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000709930","mogwane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000557987","monatô","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000183848","mohlalakgakga","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000212048","mogapa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000829834","mothotwê","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001050107","mothêkêlê","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000687193","mphaya","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000475736","sebabi","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000616274","modibo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000181461","mohlalakgakga","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000519672","seboeo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000681136","mokwerekwere","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000335940","serapše","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000663335","mutupe","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001145277","segôlôbe","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000186081","mogohlo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001284768","radiepane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000172814","mohwahlapa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000333375","mburo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001284774","mokgapa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001034643","mphata","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001284774","mogohlo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000212048","motlopye","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000457758","mpokoboko","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000538477","mophala","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000390098","monamane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000214110","monatô","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000475736","kgagaswane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000667462","mofaka","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000269796","mopalamo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000404193","mogônô","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000616927","moduba-tšhipi","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000958258","mohlahlanya","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000745786","mooka-leselo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000667396","mofaka","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001050315","monoko","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000094439","sefahla","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000895401","mothotse","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000649978","mohlatšane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001140375","modumela","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000574234","molalathau","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000757828","sekgopha","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000194865","mosehla","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000962725","mookgopho","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000758006","suwopa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000519672","seboi","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000331239","mmilo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000428923","mogôhlô","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001383246","motšhakhutšhakhu","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000797971","mmukwa-o-sepela","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001427506","mokgwaripa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001384767","mooka","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000486117","segwapi","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000663334","morôbê","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000116602","sefahlane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000817789","mohlware","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001383241","motšhakhutšhakhu","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001130998","mogokgomo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000932507","moêma","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000616388","mohwelere-tÜhipi","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000228924","mosungwani","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000834484","morašane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001290464","mohlopyana","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000931663","motsibi","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000318491","montlho","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000331292","mmilo-rotswana","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000336130","mothoko-nyepe","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000686024","monyela","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001106828","segwapi","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000686024","mongêna","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000981997","masepha","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000616274","moduba-noka","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000408491","moletša-nakana","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001145366","segôlôbe","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000690530","moumo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000239603","modulane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000686021","mohlakô","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000455439","mmaba","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001133109","mofalakwe","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000522640","naunuaba","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001336545","mokwaripa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000663623","mmidibidi","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
