"id","vernacularName","source","language","type","bibliographicCitation","url"
"wfo-0000758006","borolo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000933657","motšhetšhe","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001050107","mmedibibi","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000995790","mogohloro","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001336879","mošibihla","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000690174","monokane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000374940","mokokono","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000180886","mokhupye","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000176231","mosepe","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001284778","mooka-kwena","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000172814","mokwatapa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001256456","mopopyane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000172643","morôtô","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001145277","mogôlôbe","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000803913","morokolo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000540357","lekhutswane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000298219","modulatšhwene","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001284768","mongana","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000962725","mohlohlo-kgomo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000759006","sekgopha","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000970985","mohlono","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000318727","monhlo-meetse","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000687621","moumo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000797971","mmutšwa-o-sepela","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000949109","mohlatswa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000961480","motlotlo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000388245","mphero","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001087314","motšhidi","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000687971","moumo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000919532","mohladyana","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001284774","mošu","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000667426","mofaka","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000331268","serapše","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001132959","monokwane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000616365","mokabi","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001132962","senokomaropa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001143523","lebati","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000931165","mologa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000181461","mošalakgwale","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000212960","motshiwiriri","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001343845","mooka","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000333403","mokgale","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000681136","mohlakola","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000212048","kgomo-nahlabana","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001087314","hwele","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000360303","mokgôkgôthwane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001284771","moritidi","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001336544","mogaletlwa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001110754","seremudi","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000170413","mukolokote","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000574234","molatau","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000503006","mokgwakgwa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000686013","monengenenge","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000681081","mohlakola","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001336544","mologa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000616428","modubu","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001292627","mohlonô","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000298219","monkgobo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000471143","morabadilepe","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000389162","moroko","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000757866","sekgopha","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000653634","mokhwidi","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000180822","mokhupye","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000510224","mphata-kgogo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000933675","motšhetšhe","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000187086","mohlabafota","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000350303","mopalamo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000434904","motšhakhutšhakhu","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000192433","lešitšane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000457758","modutu","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000502889","morutle","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000686024","mokgonu","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000503006","morotlue","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000487907","kgalagangwe","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000313535","morukudu","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000800070","serapše","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000194865","mosese","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000502695","morapa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000306419","motšhetšhepudi","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001145364","mogôlôbe","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001145277","matswane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000710006","mogwane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000933671","mofakudu","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000220714","mokhutswane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000593393","modutu","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000428246","motshekga","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000471143","morotodi","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000687193","monokane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000745786","mologa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000335945","serapše","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001133109","masepa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000081175","motheba","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000802966","mothokolo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001292627","mohlone","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000471143","mongatane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000094439","monokanekane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000667374","mofaka","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000688513","mphaya","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000503013","morapa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001284771","mokgalô","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000616388","motzwere","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000616274","modibu","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000919532","motloumana","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000773775","ngopa nara","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000318491","monhlo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000214110","monoto","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000471663","molaka","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000510224","motha-thaa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000421441","motsêrê","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000434904","monhlohlo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000519672","mohlapu","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000471143","mopsinyugane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001087314","morotologa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000616365","mokata","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001296387","mohwelere","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000667402","mofaka","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000962725","mokgoto","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000612730","monêpênêpê","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000590815","mohlatse","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000502889","morapa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000318679","mohlahlanya","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000522640","mogôbagôba","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001284768","mothole","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000180886","mphapha","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000925175","morethema","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001067120","sephopha-madi","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000194865","monoko","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000187086","mohlalabata","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000510279","motšhakhutšhakhu","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001140847","mokgoba","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001383245","motšhakhutšhakhu","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001384772","mphoka","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000688813","monokane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000427579","molaka","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001383245","mosohlo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001057638","mopane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000434886","motšhakhutšhakhu","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000933671","motšhetšhe","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001384772","mošibihla","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000899604","mphatanare","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000313535","morekuri","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000649978","sesonkwane-sa-letsii","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000580859","mookêlêla","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001290464","mohlotswana","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000331219","lagynias","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000502889","mogôrôgôrô","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000187478","morêtšê","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000448927","motswakhu","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000686013","mohlakô","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000714852","mothêbêrêbê","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000180919","mmalê","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000686021","segwapi","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001050145","mmopu","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000649333","motlouma","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000817683","mmola","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001284768","moroba-diêpe","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000961480","mohlohlo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000569494","mohlôpi","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000690530","mogo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000184159","bohlôko","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001383246","mosohlo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000616553","mokgwethe","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000616388","mmotô","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001132959","senokomaropa","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000288171","serapše","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000295012","monadi","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000690530","mogo-tshetlo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000834629","morašane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000690530","monokane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000519672","motsoo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000244673","mmupudu","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000180919","mokhupye","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000194865","mofehlo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000170688","molope","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000427762","lerokwana","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000965116","motlalamela","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000485622","mogôbagôba","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000460040","mofifi","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0001067120","thatane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000919551","mohlakola","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000094439","sefahlane","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000919552","mohlakola","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000617363","mmetlakgamêlô","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
"wfo-0000803913","mothokolo","40EF8CCE-4069-4E28-B253-87235261F4F0","Pedi; Sepedi; Northern Sotho","vernacular","",""
