"taxonID","scientificName","namePublishedIn","taxonomicStatus"
"taxon-2-Allophylus_edulis","Schmidelia edulis","Pl. Usuel. Bras. t. 67 1828","synonym"
"taxon-2-Allophylus_edulis","Allophylus edulis","C.F.P. von Martius Fl. Bras. 13 3 485 1900","synonym"
"taxon-2-Allophylus_edulis","Allophylus edulis","Bull. Soc. Bot. Genève ser. 2 6 185 1915","synonym"
"taxon-5-Allophylus_racemosus","Schmidelia occidentalis","Fl. Ind. Occid. 2 665 1798 [as a new name]","synonym"
"taxon-5-Allophylus_racemosus","Allophylus occidentalis","Sitzungsber. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss. München 20 230 1890","synonym"
"taxon-5-Allophylus_racemosus","Allophylus occidentalis","Repert. Spec. Nov. Regni Veg. 17 362 1921","synonym"
"taxon-5-Allophylus_racemosus","Schmidelia velutina","Bull. Soc. Imp. Naturalistes Moscou 31 400 1858","synonym"
"taxon-5-Allophylus_racemosus","Allophylus occidentalis","Sitzungsber. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss. München 38 235 1908","synonym"
"taxon-5-Allophylus_racemosus","Allophylus occidentalis","Repert. Spec. Nov. Regni Veg. 17 362 1921","synonym"
"taxon-1-Cardiospermum_halicacabum","Cardiospermum microcarpum","F.W.H.A. von Humboldt, A.J.A. Bonpland & C.S. Kunth Nov. Gen. Sp. 5 (quarto ed.) 104 1821","synonym"
"taxon-1-Cardiospermum_halicacabum","Cardiospermum acuminatum","Linnaea 18 359 1844","synonym"
"taxon-2-Cupania_diphylla","Cupania geminata","Encycl. suppl. 2 419 1812","synonym"
"taxon-3-Cupania_hirsuta","Cupania velutina","Schomburgk Reis. Br.-Guiana 3 1180 1849 nom. nud.","synonym"
"taxon-3-Cupania_hirsuta","Cupania lanuginosa","Sitzungsber. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss. München 9 566 1879","synonym"
"taxon-4-Cupania_kukenanica","Cupania roraimae","Fieldiana Bot. 28 346 1952","synonym"
"taxon-5-Cupania_macrostylis","Matayba macrostylis","Sitzungsber. Math.-Phys. Cl. Königl. Bayer Akad. Wiss. München 9 625 1879","synonym"
"taxon-5-Cupania_macrostylis","Matayba macrolepis","C.F.P. von Martius Fl. Bras. 13 3 605 1900","synonym"
"taxon-5-Cupania_macrostylis","Trichilia caudata","Rev. Acad. Colomb. Cienc. 5 36 1942","synonym"
"taxon-6-Cupania_rubiginosa","Robinia rubiginosa","J.B.A.P.M. de Lamarck Encyc. 4 227 1804","synonym"
"taxon-6-Cupania_rubiginosa","Cupania subrepanda","Flora 21 70 1838","synonym"
