"taxonID","scientificName","scientificNameAuthorship","taxonRank","family","subfamily","genus","namePublishedIn","taxonomicStatus"
"taxon-SAPINDACEAE","SAPINDACEAE","","family","SAPINDACEAE","","","","accepted"
"taxon-1-ALLOPHYLASTRUM","ALLOPHYLASTRUM","Acev.-Rodr.","genus","","","ALLOPHYLASTRUM","Phytokeys 5 40 2011","accepted"
"taxon-1-Allophylastrum_frutescens","Allophylastrum frutescens","Acev.-Rodr.","species","","","Allophylastrum","Phytokeys 5 40 2011","accepted"
"taxon-2-ALLOPHYLUS","ALLOPHYLUS","L.","genus","","","ALLOPHYLUS","Sp. Pl. 348 1753","accepted"
"taxon-1-Allophylus_acutatus","Allophylus acutatus","Radlk.","species","","","Allophylus","C.F.P. von Martius Fl. Bras. 13 3 475 1900","accepted"
"taxon-2-Allophylus_edulis","Allophylus edulis","Hieron. ex Niederlein","species","","","Allophylus","Bol. Mens. Mus. Prod. Argent. 3 29 180 [Oct] 1890","accepted"
"taxon-3-Allophylus_latifolius","Allophylus latifolius","Huber","species","","","Allophylus","Bull. Soc. Bot. Genève ser. 2 6 186 1915","accepted"
"taxon-4-Allophylus_leucoclados","Allophylus leucoclados","Radlk.","species","","","Allophylus","C.F.P. von Martius Fl. Bras. 13 3 473 1900","accepted"
"taxon-5-Allophylus_racemosus","Allophylus racemosus","Sw.","species","","","Allophylus","Prodr. 62 1788","accepted"
"taxon-6-Allophylus_robustus","Allophylus robustus","Radlk.","species","","","Allophylus","Monogr. Paullinia 185 1895","accepted"
"taxon-3-BLIGHIA","BLIGHIA","K. König","genus","","","BLIGHIA","C. König & J. Sims Ann. Bot. 2 571 1806","accepted"
"taxon-1-Blighia_sapida","Blighia sapida","K. König","species","","","Blighia","C. König & J. Sims Ann. Bot. 2 571 1806","accepted"
"taxon-4-CARDIOSPERMUM","CARDIOSPERMUM","L.","genus","","","CARDIOSPERMUM","Sp. Pl. 366 1753","accepted"
"taxon-1-Cardiospermum_halicacabum","Cardiospermum halicacabum","L.","species","","","Cardiospermum","Rumphia 3 185 1847","accepted"
"taxon-5-CUPANIA","CUPANIA","L.","genus","","","CUPANIA","Sp. Pl. 200 1753","accepted"
"taxon-1-Cupania_americana","Cupania americana","L.","species","","","Cupania","Sp. Pl. 200 1753","accepted"
"taxon-2-Cupania_diphylla","Cupania diphylla","Vahl","species","","","Cupania","Eclog. Amer. 3 9 1807","accepted"
