"taxonID","locality","localityType","distributionText"
"taxon-SAPINDACEAE","tropical","world","Distribution: One hundred and forty one genera and about 2,000 species, mostly tropical or subtropical with a few genera in the subtemperate zones ; in the Neotropics 38 genera and about 800 species, in the Guianas 22 genera and 114 species (115 taxa)."
"taxon-SAPINDACEAE","subtropical","world","Distribution: One hundred and forty one genera and about 2,000 species, mostly tropical or subtropical with a few genera in the subtemperate zones ; in the Neotropics 38 genera and about 800 species, in the Guianas 22 genera and 114 species (115 taxa)."
"taxon-SAPINDACEAE","subtemperate zones","world","Distribution: One hundred and forty one genera and about 2,000 species, mostly tropical or subtropical with a few genera in the subtemperate zones ; in the Neotropics 38 genera and about 800 species, in the Guianas 22 genera and 114 species (115 taxa)."
"taxon-SAPINDACEAE","Neotropics","world","Distribution: One hundred and forty one genera and about 2,000 species, mostly tropical or subtropical with a few genera in the subtemperate zones ; in the Neotropics 38 genera and about 800 species, in the Guianas 22 genera and 114 species (115 taxa)."
"taxon-SAPINDACEAE","Guianas","region","Distribution: One hundred and forty one genera and about 2,000 species, mostly tropical or subtropical with a few genera in the subtemperate zones ; in the Neotropics 38 genera and about 800 species, in the Guianas 22 genera and 114 species (115 taxa)."
"taxon-1-ALLOPHYLASTRUM","Guyana","country","Distribution: One species, known only from Guyana and Brazil ( Roraima )."
"taxon-1-ALLOPHYLASTRUM","Brazil","country","Distribution: One species, known only from Guyana and Brazil ( Roraima )."
"taxon-1-ALLOPHYLASTRUM","Roraima","state","Distribution: One species, known only from Guyana and Brazil ( Roraima )."
"taxon-1-Allophylastrum_frutescens","Brazil","country","Distribution: Known only from Brazil ( Roraima ) and Guyana ; in terra firme forest bordering rivers (GU: 2)."
"taxon-1-Allophylastrum_frutescens","Roraima","state","Distribution: Known only from Brazil ( Roraima ) and Guyana ; in terra firme forest bordering rivers (GU: 2)."
"taxon-1-Allophylastrum_frutescens","Guyana","country","Distribution: Known only from Brazil ( Roraima ) and Guyana ; in terra firme forest bordering rivers (GU: 2)."
"taxon-2-ALLOPHYLUS","pantropical","world","Distribution: A taxonomically difficult, pantropical genus with many of its putative species showing clinal variation, and whose number of recognized species varying from one to about 250 according to authors. The genus has never been monographed satisfactorily and much work remains to be done. About 100 species occur in the Neotropics , 6 occurring in the Guianas ."
"taxon-2-ALLOPHYLUS","Neotropics","world","Distribution: A taxonomically difficult, pantropical genus with many of its putative species showing clinal variation, and whose number of recognized species varying from one to about 250 according to authors. The genus has never been monographed satisfactorily and much work remains to be done. About 100 species occur in the Neotropics , 6 occurring in the Guianas ."
