"taxonID","description"
"taxon-SAPINDACEAE","Trees, shrubs, lianas, or less often herbaceous vines. Stems of climbing species usually with multiple vascular cylinders, and very often with white , milky latex . Stipules minute to large, present only in climbing species. Leaves pinnately or ternately compound, rarely simple or unifoliolate, alternate, spirally arranged, or rarely opposite ; leaf rachis of most arborescent species with a distal process (rudimentary leaflet). Inflorescence axillary (usually solitary), distal, or cauliflorous (usually fascicled) , racemose, paniculate, or spicate thyrses, with lateral dichasial or cincinnal cymes ; peduncles angled to terete , bracts and bracteoles usually inconspicuous ; pedicels usually articulate near the base. Flowers actinomorphic or zygomorphic, seemingly bisexual but functionally unisexual, plants dichogamous, monoecious, or dioecious; sepals 4-5 , distinct or connate to various degrees; petals 4-5 , rarely wanting, distinct, usually white or cream , with an adnate appendage on their adaxial surface , or the petals auriculate (conduplicate basal margins) ; petal’s appendage petaloid, simple, bifurcate, or hood-shaped with a fleshy crest , variously pubescent ; disc extrastaminal, annular or unilateral, entire or lobed; stamens (4-7) 8 (10) , the filaments equal or unequal in length, free or connate at base, the anthers dorsifixed or basifixed, introrsely opening by longitudinal slits; ovary superior, of (2)3(-5) connate carpels , usually with same number of locules as carpels , the style usually present, the stigmas elongated or capitate ; placentation axial, ovules 1 or less often 2(-8) per locule . Fruits capsules, schizocarps, or indehiscent and baccate, winged or unwinged, sometimes echinate. Seeds usually one per locule, or less often two , exarillate, arillate, or with a fleshy testa ."
"taxon-1-ALLOPHYLASTRUM","Small trees or shrubs. Stipules wanting. Leaves alternate, trifoliolate; leaflets serrate. Flowers solitary, axillary or in short racemes , actinomorphic, unisexual with staminate flowers sometimes bearing a rudimentary 2-locular gynoecium ; calyx 4-merous , sepals of similar length , in two whorls ; petals wanting; disc cupular; stamens (5)6 , the filaments slightly of unequal length , connate at base , ovary 2-carpellate , with a single ovule per carpel . Fruit of 1-2 basally connate , indehiscent monocarps , with fleshy exocarp , and a semi-woody endocarp . Seeds exarillate, with papery testa ."
"taxon-1-Allophylastrum_frutescens","Shrub or small tree to 7 m tall . Branches terete , glabrous , brown with grayish lineate lenticels . Leaves trifoliolate; petioles flattened-canaliculate adaxially , 1.6-4.5 cm long , minutely puberulent ; pedicels 0-1 mm long ; leaflets chartaceous , elliptic , 6-10.8 × 1.3-3.4 cm (the lateral ones smaller ) , the base cuneate on distal leaflets , obtuse-acute and asymmetrical on lateral ones , the apex acute to acuminate , the margins serrate . Flowers axillary, solitary or in short ( 1-2 cm long ) axillary racemes ; peduncle 8-10 mm long ; sepals 4 , concave, obovate, rounded at apex , puberulent , ca. 2 mm long ; disc cupular, glabrous , with subfimbriate margin ; filaments glabrous , 4-5 mm long . Monocarps ellipsoid, divaricate , glabrous , 1-1.2 cm long ; exocarp red , fleshy and thin ; endocarp subwoody ; seed obovoid , ca. 1 cm long , with papery testa ."
"taxon-2-ALLOPHYLUS","Small trees or understory shrubs. Stipules wanting. Leaves alternate, trifoliolate or less often unifoliolate; petioles as long as the blade or shorter; leaflets entire or serrate . Inflorescence a racemiform or paniculate thyrse , with flowers in lateral cincinni . Flowers zygomorphic, functionally pistillate or staminate; calyx 4(5)-merous , with bilateral or dorsiventral-transverse symmetry ; petals 4 , auriculate or with a bifid appendage ; disc unilateral, semi annular , 4-lobed or less often 2-lobed ; stamens 8 , the filaments unequal, connate at base , variously pubescent or glabrous ; ovary 2(3)-carpellate , with a single ovule per carpel . Fruit of 1(-2) basally connate , monocarps (one of them usually much smaller or one or two carpels aborted or rudimentary), each monocarp late, irregularly dehiscent, with fleshy exocarp , and with a crustose or woody endocarp . Seeds exarillate, with papery testa ."
"taxon-1-Allophylus_acutatus","Shrubs to 3 m tall . Branches terete , puberulent , brown , minutely lenticellate . Leaves unifoliolate; petioles slightly flattened adaxially, submarginate , 1-2.5 cm long , glabrous ; leaflets chartaceous-coriaceous , elliptic to obovate , 6-13 (-20) × 3.5-6.2 (-7.5) cm , the base obtuse , the apex acute to obtuse and retuse or subacuminate , the margins subentire, crenate-serrate . Thyrses simple or panicle-shaped, longer or shorter than the subtending leaf; cincinni sessile, 2-3-flowered . Calyx with a dorsiventral-transversal symmetry , puberulent , the sepals 4 , concave, rounded , ciliate , outer sepals ca. 1 mm long , inner sepal ca. 1.5 mm long ; petals spatulate , ca. 1.5 mm long , clawed , with a pair of marginal appendages ; disc minutely 4-lobed , glabrous ; androgynophore ca. 0.6 mm long ; ovary bilobed, puberulent . Fruit developing a single monocarp, these ellipsoid to slightly obovoid , glabrous , ca. 1.2 cm long ."
"taxon-2-Allophylus_edulis","Shrub or small tree 1-10 (15) m tall . Branches terete , glabrous or puberulent , brown with grayish lineate lenticels . Leaves trifoliolate, seldom unifoliolate; petioles flattened-canaliculate adaxially , (1) 2-4 (6) cm long , glabrous or puberulent ; leaflets membranaceous , elliptic or oblanceolate , 9-17 (21) × 3.5-6 (9.5) cm ( the lateral ones smaller ) , the base nearly cuneate, or sometimes nearly falcate on lateral ones , the apex acute to obtusely acuminate , the margins serrate to obtusely serrate . Thyrses with 1-3 branches when axillary , or paniculate when distal , 3-13 cm long ; cincinni sessile or nearly so, 3-flowered . Calyx with a dorsiventral-transversal symmetry , light green , puberulent , the sepals 4 , concave, rounded , ciliate , outer sepals and posterior sepal 1.5-1.7 mm long , anterior sepal 2-2.2 mm long , notched at apex ; petals white , spatulate , ca. 2.2 mm long , auriculate , sericeous on upper half ; disc 4-lobed to semicircular ; filaments glabrous to puberulent ; ovary appressed-pubescent . Fruit developing 1(2) monocarp, these obovoid , glabrous , 5-8 mm long ."
"taxon-3-Allophylus_latifolius","Tree 3-10 m tall . Stems tomentulose, glabrescent with age . Leaves trifoliolate; petioles adaxially flattened, submarginate , appressed-pubescent , 3.1-7 cm long ; leaflets membranaceous, glabrous except for the abaxially sparingly pubescent veins, or barbulate vein angles, elliptic, lanceolate or oblanceolate , 8-15 × 3.1-6.7 cm (lateral leaflets slightly smaller) , the base obtuse to nearly cuneate on distal leaflets , obtuse-rounded on lateral ones , the apex long-acuminate to cuspidate , the margins obtusely serrate to entire . Thyrses unbranched, 7-15 cm long ; cincinni sessile, 2-3-flowered . Calyx bilaterally symmetric , light green , glabrous or puberulent , the sepals 4 , concave, rounded , ciliate , 1-1.2 mm long , outer sepals slightly smaller than the inner ones; petals white , spatulate , ca. 1.2 mm long , auriculate , sericeous on upper half ; disc 4-lobed ; filaments villosulous; ovary sericeous . Fruits developing a single monocarp, this green , glabrous , obovoid , 1.2-1.5 cm long ."
"taxon-4-Allophylus_leucoclados","Understory shrub, 2-3 m tall . Young parts sparsely tomentulose, glabrescent with age . Leaves unifoliolate (trifoliolate leaves sometimes in same plant); petioles adaxially flattened-canaliculate , 6-22 mm long ; leaflets membranous , glabrous , elliptic , 12.5-21 × 4.5-7.5 cm , the base acute , the apex acuminate, shortly acuminate or acute , the margins remotely serrate or subentire , venation slightly prominent and usually puberulent on abaxial surface . Thyrses simple or with few, short, lateral branches , 5-10 cm long , tomentulose, glabrescent ; cincinni sessile; pedicels 1.5-2 mm long . Sepals 4 , sparsely pubescent , 1.2-1.5 mm long , outer sepals smaller than the inner ones; petals clawed, spatulate , ca. 1.2 mm long ; disc 4-lobed , glabrous ; stamens ca. 1.2 mm long , the filaments puberulent . Monocarps yellow , glabrous , obovoid , 1-1.2 cm long ."
"taxon-5-Allophylus_racemosus","Shrub or small tree 3-15 m tall , young parts covered with minute, reflexed, rusty hairs ; bark light brown , smooth ; stems cylindric , glabrescent with age . Leaves trifoliolate; petioles terete , with same indument as the young parts , 2.5-6 cm long ; petiolules 2-3 mm long ; leaflets chartaceous , glabrous and glossy above, appressed-pubescent below, especially along raised veins , elliptic to oblanceolate , 7-20 × 2.5-6 cm , the apex acute or acuminate , the base acute, slightly unequal on lateral leaflets , the margins serrate . Thyrses unbranched, axillary ; axes 3-7 cm long , densely pubescent . Sepals green , ovate, unequal , 1-1.5 mm long , pubescent ; petals white , obovate , ca. 2 mm long ; appendages simple and sericeous ; nectary disk unilateral, 2-lobed ; stamens 8 , the filaments densely pubescent , ca. 2 mm long in staminate flowers ; ovary ellipsoid , pubescent , the style slender , pubescent . Fruits developing 1(2) monocarps, these obovoid to ellipsoid , ca. 5 mm long , turning from green to red-orange . Seed ca. 3 mm long , brown , ellipsoid ."
"taxon-6-Allophylus_robustus","Shrub 3-7 m tall . Stems tomentulose, glabrescent with age . Leaves trifoliolate; petioles terete (at least at base) , tomentulose or sparsely pubescent , 6-13 cm long ; leaflets chartaceous , glabrous except for the tomentulose prominent veins on abaxial surface , elliptic, oblong or oblanceolate , 13-25 × 5.2-9.5 cm (lateral leaflets smaller) , the base attenuate into an elongated petiolule, acute to nearly cuneate on distal leaflets , inequilateral on lateral leaflets , the apex short-acuminate to obtuse, mucronate , the margins entire or obscurely serrate . Thyrses 1- or 2-branched at base , 8-12 cm long , tomentulose ; cincinni sessile. Calyx with a dorsiventral-transversal symmetry , puberulent , the sepals 4 , concave, rounded , ciliate , ca. 1 mm long ; disc 4-lobed ; ovary sericeous . Monocarps green , puberulent , obovoid , 1.2-1.5 cm long , with prominent venation."
