"taxonID","habitat"
"taxon-1-Allophylus_acutatus","Habitat: in moist forests"
"taxon-2-Allophylus_edulis","Habitat: in moist forests"
"taxon-3-Allophylus_latifolius","Habitat: in moist forest or campina, 200-400 m a.s.l."
"taxon-4-Allophylus_leucoclados","Habitat: in moist forest understory"
"taxon-5-Allophylus_racemosus","Habitat: an occasional tree of lowland ( 100-750 m ) moist forests"
"taxon-6-Allophylus_robustus","Habitat: in non flooded, moist forests, 200-600 m a.s.l."
"taxon-1-Cardiospermum_halicacabum","Habitat: disturbed areas, mostly along roadsides."
"taxon-1-Cupania_americana","Habitat: widely distributed in lowland moist forests."
"taxon-2-Cupania_diphylla","Habitat: in lowland , dense forests"
"taxon-3-Cupania_hirsuta","Habitat: very common in lowland dense, moist forests and scrubs on sandy soils."
"taxon-4-Cupania_kukenanica","Habitat: in gallery forests"
"taxon-5-Cupania_macrostylis","Habitat: in lowland gallery forests"
"taxon-6-Cupania_rubiginosa","Habitat: very common in lowland , dense forest on granitic soils."
"taxon-7-Cupania_scrobiculata","Habitat: in non-flooded moist forest on brown or white sand, secondary and dry forests."
"taxon-1-Dodonaea_viscosa","Habitat: on sandy beaches and mangrove borders."
"taxon-1-Matayba_arborescens","Habitat: in lowland gallery forests and savannas."
"taxon-2-Matayba_ayangannensis","Habitat: in low forest"
"taxon-3-Matayba_camptoneura","Habitat: in lowland gallery forests."
"taxon-4-Matayba_elegans","Habitat: in lowland gallery, and mixed forests."
"taxon-5-Matayba_guianensis","Habitat: in diverse habitats including mixed forest, gallery forest, terra firme forest and cerrado vegetation."
"taxon-6-Matayba_inelegans","Habitat: in humid, non-flooded or deciduous forests, 200-400 m ."
"taxon-7-Matayba_laevigata","Habitat: from moist non-flooded, primary forests."
"taxon-8-Matayba_opaca","Habitat: from moist, mixed forest, savanna island forests, and gallery forests."
"taxon-9-Matayba_peruviana","Habitat: from moist forests with various types of soil."
"taxon-10-Matayba_ptariana","Habitat: 500-1200 m elevation on scrub forest over sandstone; in savanna on eroded sandstone or white sand."
"taxon-2-Melicoccus_oliviformis","Habitat: in xerophytic vegetations, dense forests, gallery forests, shrubby savannas, forest margins, savannas, and forested slopes"
"taxon-3-Melicoccus_pedicellaris","Habitat: in non-flooded moist forest, including transition rain forest-savanna, forest on clay, primary forest, disturbed forest, gallery forest on clayish soil, and virgin terra firme forest."
"taxon-1-Paullinia_alata","Habitat: in dense, moist forests, sometimes in open disturbed areas."
"taxon-2-Paullinia_alsmithii","Habitat: in moist forests and gallery forests"
"taxon-3-Paullinia_anodonta","Habitat: along gallery forests."
"taxon-4-Paullinia_anomophylla","Habitat: from moist, non-flooded forests"
"taxon-6-Paullinia_bracteosa","Habitat: in moist terra firme forests, gallery forest, and open, disturbed sites."
"taxon-7-Paullinia_caloptera","Habitat: in moist forests and gallery forests."
"taxon-9-Paullinia_capreolata","Habitat: in moist or wet, lowland forests."
"taxon-10-Paullinia_cupana","Habitat: in gallery and dense, humid forests"
"taxon-11-Paullinia_dasygonia","Habitat: in gallery forests."
"taxon-12-Paullinia_degranvillei","Habitat: from submontane forests"
"taxon-13-Paullinia_fibulata","Habitat: in gallery forests."
"taxon-14-Paullinia_fuscescens","Habitat: in coastal thickets, savannas, and disturbed vegetations"
"taxon-15-Paullinia_imberbis","Habitat: in moist and gallery forest."
"taxon-16-Paullinia_ingifolia","Habitat: in moist forest."
"taxon-17-Paullinia_isoptera","Habitat: in riparian vegetation."
"taxon-18-Paullinia_latifolia","Habitat: in moist or wet forests."
"taxon-19-Paullinia_leiocarpa","Habitat: in moist open, disturbed habitats, gallery forests, and open shrubby savannas"
"taxon-20-Paullinia_lingulata","Habitat: in non-flooded, moist forest"
"taxon-21-Paullinia_livescens","Habitat: in lowland rainforests"
"taxon-22-Paullinia_oldemanii","Habitat: in gallery and moist forests"
"taxon-23-Paullinia_pinnata","Habitat: in moist secondary forest, mangrove margins, gallery forest, and disturbed sites."
"taxon-24-Paullinia_plagioptera","Habitat: in gallery forests."
"taxon-25-Paullinia_prevostiana","Habitat: in dense, humid forests"
"taxon-26-Paullinia_rubiginosa","Habitat: non-flooded moist forest."
"taxon-27-Paullinia_rufescens","Habitat: in forests and open disturbed areas."
"taxon-30-Paullinia_spicata","Habitat: in moist and gallery forests."
"taxon-31-Paullinia_stellata","Habitat: in dense rainforests."
"taxon-32-Paullinia_stenopetala","Habitat: in non-flooded forest"
"taxon-34-Paullinia_tricornis","Habitat: in lowland riverside forests."
"taxon-36-Paullinia_verrucosa","Habitat: in dense forests, forest bordering savanna, and gallery forests."
"taxon-37-Paullinia_vespertilio","Habitat: in riparian vegetation"
"taxon-1-Pentascyphus_thyrsiflorus","Habitat: in non-flooded, lowland forests."
"taxon-1-Porocystis_demerarae","Habitat: known from secondary forest on brown sands"
"taxon-2-Porocystis_toulicioides","Habitat: in seasonally flooded forests or often in non-flooded forests"
"taxon-1-Pseudima_frutescens","Habitat: in non-flooded or flooded, moist forest."
"taxon-1-Sapindus_saponaria","Habitat: often cultivated for its sudsing fruits, which are widely used for soap and fish poison."
"taxon-1-Serjania_adusta","Habitat: in dense forest, deciduous forest or savanna borders"
"taxon-2-Serjania_caracasana","Habitat: open and disturbed habitats"
"taxon-3-Serjania_chartacea","Habitat: in forest."
"taxon-4-Serjania_grandifolia","Habitat: lowland non-flooded forests."
"taxon-5-Serjania_membranacea","Habitat: open and disturbed areas."
"taxon-6-Serjania_paucidentata","Habitat: secondary forest, disturbed forest edges, savanna or scrubby vegetation."
"taxon-7-Serjania_pedicellaris","Habitat: in lowland gallery forests."
"taxon-8-Serjania_pyramidata","Habitat: in lowland, non-flooded forests and forest edges."
"taxon-1-Talisia_carinata","Habitat: in understory of terra firme and seasonally flooded, lowland forests."
"taxon-b-Talisia_clathrata","Habitat: Non-flooded, moist lowland forest"
"taxon-3-Talisia_cupularis","Habitat: in moist, terra firme lowland forests"
"taxon-4-Talisia_eximia","Habitat: in lowland moist forests"
"taxon-5-Talisia_furfuracea","Habitat: in mixed forests on sandy soils."
"taxon-6-Talisia_guianensis","Habitat: in non-flooded moist forests."
