WFOID,description,type,language,contributor,audience,rightsHolder,created,creator,source,Volume,Part,bibliographicCitation,license,rights,URI
wfo-0000186090,Dried pods steeped in scented water for ablution during the water festival and new year celebration.,use,EN,I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000186090,4,2,"Acacia concinna. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 169. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00819
wfo-0000195712,Perfume is extracted from the flowers. The pods are used for tanning. Cultivated as an ornamental.,use,EN,I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000195712,4,2,"Acacia farnesiana. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 163. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00813
wfo-0000199701,The tree is a good host for lac cultivation; wood for durable construction.,use,EN,I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199701,4,2,"Acacia harmandiana. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 158. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00809
wfo-0000186118,The bark is used for tanning; wood for construction.,use,EN,I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000186118,4,2,"Acacia leucophloea. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 160. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00810
wfo-0000199726,Wood for construction.,use,EN,I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199726,4,2,"Acacia tomentosa. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 161. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00811
wfo-0001387138,Timber for indoor construction.,use,EN,I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001387138,4,2,"Adenanthera pavonina microsperma. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 140. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00789
wfo-0000209692,Timber for indoor construction.,use,EN,I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000209692,4,2,"Adenanthera pavonina pavonina. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 139. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00788
wfo-0000182103,As a shade–tree in coffee and tea plantations.,use,EN,I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000182103,4,2,"Albizia chinensis. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 188. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00837
wfo-0000199751,Wood for indoor construction.,use,EN,I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199751,4,2,"Albizia Iebbekoides. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 194. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00842
wfo-0000184271,Wood for construction.,use,EN,I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000184271,4,2,"Albizia lebbeck. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 186. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00836
