wfo_id,identifier,bibliographicCitation,creator,date,URL,coreId
wfo-0000168995,urn:kew.org:ftea:spec:ref:4316,"Hauman in Flore du Congo Belge et du Ruanda-Urundi, 3: 381 (1952).",Hauman,1952,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:500996-1#bibliography,urn:lsid:ipni.org:names:500996-1
wfo-0000168995,urn:kew.org:ftea:spec:ref:4317,"J. Léon. in Mém. 8°, Classe Sci., Acad. Roy. Belg. 30(2): 175, 176 (1957).",J. Léon.,1957,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:500996-1#bibliography,urn:lsid:ipni.org:names:500996-1
wfo-0000168995,urn:kew.org:ftea:spec:ref:4318,Brenan in Kew Bulletin 17: 224 (1963).,Brenan,1963,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:500996-1#bibliography,urn:lsid:ipni.org:names:500996-1
wfo-0000213562,urn:kew.org:ftea:spec:ref:4319,"Brenan in Kew Bulletin 17: 211, fig. 2 (1963).",Brenan,1963,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:481865-1#bibliography,urn:lsid:ipni.org:names:481865-1
wfo-0000169198,urn:kew.org:ftea:spec:ref:4320,Troupin in Bulletin du Jardin Botanique de l'État a Bruxelles 20: 314 (1950).,Troupin,1950,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:501141-1#bibliography,urn:lsid:ipni.org:names:501141-1
wfo-0000169198,urn:kew.org:ftea:spec:ref:4321,"J. Léon. in Mém. 8°, Classe Sci., Acad. Roy. Belg. 30(2): 192 (1957).",J. Léon.,1957,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:501141-1#bibliography,urn:lsid:ipni.org:names:501141-1
wfo-0000169198,urn:kew.org:ftea:spec:ref:4322,"Dale & Greenway, Kenya Trees and Shrubs p. 105 (1961).",Dale & Greenway,1961,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:501141-1#bibliography,urn:lsid:ipni.org:names:501141-1
wfo-0000169317,urn:kew.org:ftea:spec:ref:4323,"J. Léon. in Mém. 8°, Classe Sci., Acad. Roy. Belg. 30(2): 193 (1957).",J. Léon.,1957,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:501149-1#bibliography,urn:lsid:ipni.org:names:501149-1
wfo-0000169220,urn:kew.org:ftea:spec:ref:4324,Troupin in Bulletin du Jardin Botanique de l'État a Bruxelles 20: 316 (1950).,Troupin,1950,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:501145-1#bibliography,urn:lsid:ipni.org:names:501145-1
wfo-0000169220,urn:kew.org:ftea:spec:ref:4325,Torre & Hillcoat in Consp. Fl. Angol. 2: 211 (1956).,Torre & Hillcoat,1956,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:501145-1#bibliography,urn:lsid:ipni.org:names:501145-1
wfo-0000169220,urn:kew.org:ftea:spec:ref:4326,"J. Léon. in Mém. 8°, Classe Sci., Acad. Roy. Belg. 30(2): 192, 195, 196 (1957).",J. Léon.,1957,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:501145-1#bibliography,urn:lsid:ipni.org:names:501145-1
wfo-0000169220,urn:kew.org:ftea:spec:ref:4327,"F. White, Forest Flora of Northern Rhodesia p. 125 (1962).",F. White,1962,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:501145-1#bibliography,urn:lsid:ipni.org:names:501145-1
wfo-0000169101,urn:kew.org:ftea:spec:ref:4328,Troupin in Bulletin du Jardin Botanique de l'État a Bruxelles 20: 314 (1950).,Troupin,1950,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:501137-1#bibliography,urn:lsid:ipni.org:names:501137-1
wfo-0000169101,urn:kew.org:ftea:spec:ref:4329,"J. Léon. in Mém. 8°, Classe Sci., Acad. Roy. Belg. 30(2): 192, 195 (1957).",J. Léon.,1957,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:501137-1#bibliography,urn:lsid:ipni.org:names:501137-1
wfo-0000169101,urn:kew.org:ftea:spec:ref:4330,"F. White, Forest Flora of Northern Rhodesia p. 125 (1962).",F. White,1962,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:501137-1#bibliography,urn:lsid:ipni.org:names:501137-1
wfo-0000167132,urn:kew.org:ftea:spec:ref:4331,"Harms in A. Engler, Botanische Jahrbücher für Systematik, Pflanzengeschichte und Pflanzengeographie 40: 28, fig. 2 (1907).",Harms,1907,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:493816-1#bibliography,urn:lsid:ipni.org:names:493816-1
wfo-0000167132,urn:kew.org:ftea:spec:ref:4332,"Bak. f., Leguminosae of Tropical Africa: 692 (1930).",Bak. f.,1930,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:493816-1#bibliography,urn:lsid:ipni.org:names:493816-1
wfo-0000167132,urn:kew.org:ftea:spec:ref:4333,"J.P.M. Brenan, Check-lists of the Forest Trees and Shrubs of the British Empire no. 5, part II, Tanganyika Territory p. 102 (1949).",Brenan,1949,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:493816-1#bibliography,urn:lsid:ipni.org:names:493816-1
wfo-0000170926,urn:kew.org:ftea:spec:ref:4334,"L., Sp. Pl.: 34 (1753).",L.,1753,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:520167-1#bibliography,urn:lsid:ipni.org:names:520167-1
wfo-0000170926,urn:kew.org:ftea:spec:ref:4335,"Bak. f., Leguminosae of Tropical Africa: 702 (1930).",Bak. f.,1930,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:520167-1#bibliography,urn:lsid:ipni.org:names:520167-1
wfo-0000170926,urn:kew.org:ftea:spec:ref:4336,"Battiscombe & Dale, Trees and Shrubs of Kenya Colony p. 63 (1936).",Battiscombe & Dale,1936,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:520167-1#bibliography,urn:lsid:ipni.org:names:520167-1
wfo-0000170926,urn:kew.org:ftea:spec:ref:4337,"J.P.M. Brenan, Check-lists of the Forest Trees and Shrubs of the British Empire no. 5, part II, Tanganyika Territory p. 106 (1949).",Brenan,1949,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:520167-1#bibliography,urn:lsid:ipni.org:names:520167-1
wfo-0000170926,urn:kew.org:ftea:spec:ref:4338,"R. O. Williams, Useful and Ornamental Plants in Zanzibar and Pemba p. 461, photo, fig. (1949).",R. O. Williams,1949,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:520167-1#bibliography,urn:lsid:ipni.org:names:520167-1
wfo-0000170926,urn:kew.org:ftea:spec:ref:4339,"J. Léon. in Flore du Congo Belge et du Ruanda-Urundi, 3: 436 (1952).",J. Léon.,1952,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:520167-1#bibliography,urn:lsid:ipni.org:names:520167-1
wfo-0000170926,urn:kew.org:ftea:spec:ref:4340,"W.J. Eggeling, Indigenous Trees of the Uganda Protectorate, ed. 2: 69, fig. 17 (1952).",W.J. Eggeling,1952,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:520167-1#bibliography,urn:lsid:ipni.org:names:520167-1
wfo-0000170926,urn:kew.org:ftea:spec:ref:4341,Torre & Hillcoat in Consp. Fl. Angol. 2: 217 (1956).,Torre & Hillcoat,1956,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:520167-1#bibliography,urn:lsid:ipni.org:names:520167-1
wfo-0000170926,urn:kew.org:ftea:spec:ref:4342,"Roti-Michelozzi in Webbia 13: 134–141, fig. 1 (1957).",Roti-Michelozzi,1957,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:520167-1#bibliography,urn:lsid:ipni.org:names:520167-1
wfo-0000170926,urn:kew.org:ftea:spec:ref:4343,"Dale & Greenway, Kenya Trees and Shrubs p. 109, fig. 21 (1961).",Dale & Greenway,1961,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:520167-1#bibliography,urn:lsid:ipni.org:names:520167-1
wfo-0000170926,urn:kew.org:ftea:spec:ref:4344,"F. White, Forest Flora of Northern Rhodesia p. 128 (1962).",F. White,1962,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:520167-1#bibliography,urn:lsid:ipni.org:names:520167-1
wfo-0000212405,urn:kew.org:ftea:spec:ref:4345,"Exell & Hillcoat in Bol. Soc. Brot., sér. 2, 29: 39 (1955)",Exell & Hillcoat,1955,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:474612-1#bibliography,urn:lsid:ipni.org:names:474612-1
wfo-0000212405,urn:kew.org:ftea:spec:ref:4346,Exell & Hillcoat in Consp. Fl. Angol. 2: 201 (1956).,Exell & Hillcoat,1956,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:474612-1#bibliography,urn:lsid:ipni.org:names:474612-1
wfo-0001057771,urn:kew.org:ftea:spec:ref:4347,J. Léon. in Bulletin du Jardin Botanique de l'État a Bruxelles 24: 348 (1954),J. Léon.,1954,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:512107-1#bibliography,urn:lsid:ipni.org:names:512107-1
wfo-0001057771,urn:kew.org:ftea:spec:ref:4348,"J. Léon. in Mém. 8°, Classe Sci., Acad. Roy. Belg. 30(2): 230 (1957).",J. Léon.,1957,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:512107-1#bibliography,urn:lsid:ipni.org:names:512107-1
wfo-0001057771,urn:kew.org:ftea:spec:ref:4349,Exell & Hillcoat in Consp. Fl. Angol. 2: 200 (1956).,Exell & Hillcoat,1956,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:512107-1#bibliography,urn:lsid:ipni.org:names:512107-1
wfo-0001057771,urn:kew.org:ftea:spec:ref:4350,"Dale & Greenway, Kenya Trees and Shrubs p. 105 (1961).",Dale & Greenway,1961,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:512107-1#bibliography,urn:lsid:ipni.org:names:512107-1
wfo-0000213969,urn:kew.org:ftea:spec:ref:4351,Benth. in Trans. Linn. Soc. 25: 312 (1865).,Benth.,1865,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482255-1#bibliography,urn:lsid:ipni.org:names:482255-1
wfo-0000213969,urn:kew.org:ftea:spec:ref:4352,Oliv. in Flora of Tropical Africa 2: 306 (1871).,Oliv.,1871,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482255-1#bibliography,urn:lsid:ipni.org:names:482255-1
wfo-0000213969,urn:kew.org:ftea:spec:ref:4353,"Burtt Davy & Hutch, in Bulletin of Miscellaneous Information, Kew 1923: 159 (1923), pro parte, excl. Welwitsch 580 (BM, COI & K).","Burtt Davy & Hutch,",1923,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482255-1#bibliography,urn:lsid:ipni.org:names:482255-1
wfo-0000213969,urn:kew.org:ftea:spec:ref:4354,"Bak. f., Leguminosae of Tropical Africa: 727 (1930), excl. syn. B. manga.",Bak. f.,1930,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482255-1#bibliography,urn:lsid:ipni.org:names:482255-1
wfo-0000213969,urn:kew.org:ftea:spec:ref:4355,C. H. N. Jackson in Journ. S. Afr. Bot. 6: 39 (1940).,C. H. N. Jackson,1940,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482255-1#bibliography,urn:lsid:ipni.org:names:482255-1
wfo-0000213969,urn:kew.org:ftea:spec:ref:4356,"B. D. Burtt in Journ. Ecol. 30: 74–78, 82–85, 111, 117, 141, 142, t. 2 (1942).",B. D. Burtt,1942,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482255-1#bibliography,urn:lsid:ipni.org:names:482255-1
wfo-0000213969,urn:kew.org:ftea:spec:ref:4357,"J.P.M. Brenan, Check-lists of the Forest Trees and Shrubs of the British Empire no. 5, part II, Tanganyika Territory p. 92 (1949).",Brenan,1949,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482255-1#bibliography,urn:lsid:ipni.org:names:482255-1
wfo-0000213969,urn:kew.org:ftea:spec:ref:4358,"Hoyle in Flore du Congo Belge et du Ruanda-Urundi, 3: 452, fig. 38, t. 32 (1952).",Hoyle,1952,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482255-1#bibliography,urn:lsid:ipni.org:names:482255-1
wfo-0000213969,urn:kew.org:ftea:spec:ref:4359,"Dale & Greenway, Kenya Trees and Shrubs p. 97, fig. 19 (1961).",Dale & Greenway,1961,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482255-1#bibliography,urn:lsid:ipni.org:names:482255-1
wfo-0000213969,urn:kew.org:ftea:spec:ref:4360,"Hoyle & White in Forest Flora of Northern Rhodesia pp. 107, 117, 118, fig. 23, t. 1/H (1962).",Hoyle & White,1962,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482255-1#bibliography,urn:lsid:ipni.org:names:482255-1
wfo-0000213713,urn:kew.org:ftea:spec:ref:4361,"Harms in A. Engler, Botanische Jahrbücher für Systematik, Pflanzengeschichte und Pflanzengeographie 33: 155 (1902).",Harms,1902,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482196-1#bibliography,urn:lsid:ipni.org:names:482196-1
wfo-0000213713,urn:kew.org:ftea:spec:ref:4362,"Burtt Davy & Hutch. in Bulletin of Miscellaneous Information, Kew 1923: 157 (1923).",Burtt Davy & Hutch.,1923,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482196-1#bibliography,urn:lsid:ipni.org:names:482196-1
wfo-0000213713,urn:kew.org:ftea:spec:ref:4363,"Bak. f., Leguminosae of Tropical Africa: 732 (1930).",Bak. f.,1930,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482196-1#bibliography,urn:lsid:ipni.org:names:482196-1
wfo-0000213713,urn:kew.org:ftea:spec:ref:4364,C. H. N. Jackson in Journ. S. Afr. Bot. 6: 38 (1940).,C. H. N. Jackson,1940,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482196-1#bibliography,urn:lsid:ipni.org:names:482196-1
wfo-0000213713,urn:kew.org:ftea:spec:ref:4365,"B. D. Burtt in Journ. Ecol. 30: 76, 85, 86, 141, t. 3 (1942).",B. D. Burtt,1942,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482196-1#bibliography,urn:lsid:ipni.org:names:482196-1
wfo-0000213713,urn:kew.org:ftea:spec:ref:4366,"J.P.M. Brenan, Check-lists of the Forest Trees and Shrubs of the British Empire no. 5, part II, Tanganyika Territory p. 91 (1949).",Brenan,1949,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482196-1#bibliography,urn:lsid:ipni.org:names:482196-1
wfo-0000213713,urn:kew.org:ftea:spec:ref:4367,"Hoyle in Flore du Congo Belge et du Ruanda-Urundi, 3: 463, fig. 39/A (1952).",Hoyle,1952,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482196-1#bibliography,urn:lsid:ipni.org:names:482196-1
wfo-0000213713,urn:kew.org:ftea:spec:ref:4368,"Hoyle & White in Forest Flora of Northern Rhodesia p. 108, fig. 22/B (1962).",Hoyle & White,1962,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482196-1#bibliography,urn:lsid:ipni.org:names:482196-1
wfo-0001057428,urn:kew.org:ftea:spec:ref:4370,"Burtt Davy & Hutch. in Bulletin of Miscellaneous Information, Kew 1923: 155 (1923).",Burtt Davy & Hutch.,1923,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482264-1#bibliography,urn:lsid:ipni.org:names:482264-1
wfo-0001057428,urn:kew.org:ftea:spec:ref:4371,C. H. N. Jackson in Journ. S. Afr. Bot. 6: 39 (1940).,C. H. N. Jackson,1940,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482264-1#bibliography,urn:lsid:ipni.org:names:482264-1
wfo-0001057428,urn:kew.org:ftea:spec:ref:4372,"B. D. Burtt in Journ. Ecol. 30: 83, 141 (1942).",B. D. Burtt,1942,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482264-1#bibliography,urn:lsid:ipni.org:names:482264-1
wfo-0001057428,urn:kew.org:ftea:spec:ref:4373,"J.P.M. Brenan, Check-lists of the Forest Trees and Shrubs of the British Empire no. 5, part II, Tanganyika Territory p. 93 (1949).",Brenan,1949,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482264-1#bibliography,urn:lsid:ipni.org:names:482264-1
wfo-0001057428,urn:kew.org:ftea:spec:ref:4374,"Hoyle in Flore du Congo Belge et du Ruanda-Urundi, 3: 468, fig. 40/C (1952).",Hoyle,1952,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482264-1#bibliography,urn:lsid:ipni.org:names:482264-1
wfo-0001057428,urn:kew.org:ftea:spec:ref:4375,"Hoyle & White in Forest Flora of Northern Rhodesia pp. 114, 117, 118, fig. 22/I (1962).",Hoyle & White,1962,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482264-1#bibliography,urn:lsid:ipni.org:names:482264-1
wfo-0001057427,urn:kew.org:ftea:spec:ref:4377,"Burtt Davy & Hutch. in Bulletin of Miscellaneous Information, Kew 1923: 156 (1923).",Burtt Davy & Hutch.,1923,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482248-1#bibliography,urn:lsid:ipni.org:names:482248-1
wfo-0001057427,urn:kew.org:ftea:spec:ref:4378,"Bak. f., Leguminosae of Tropical Africa: 721 (1930), nec tamen aff. B. bequaertii nec B. woodianae.",Bak. f.,1930,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482248-1#bibliography,urn:lsid:ipni.org:names:482248-1
wfo-0001057427,urn:kew.org:ftea:spec:ref:4379,"Hoyle in Consp. Fl. Angol. 2: 231, t. 46, figs. 23, 32 (1956).",Hoyle,1956,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482248-1#bibliography,urn:lsid:ipni.org:names:482248-1
wfo-0001057427,urn:kew.org:ftea:spec:ref:4380,"Hoyle & White in Forest Flora of Northern Rhodesia p. 114, t. 1/M (1962).",Hoyle & White,1962,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482248-1#bibliography,urn:lsid:ipni.org:names:482248-1
wfo-0000213875,urn:kew.org:ftea:spec:ref:4381,"Harms in A. Engler, Botanische Jahrbücher für Systematik, Pflanzengeschichte und Pflanzengeographie 28: 397 (1900).",Harms,1900,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482237-1#bibliography,urn:lsid:ipni.org:names:482237-1
wfo-0000213875,urn:kew.org:ftea:spec:ref:4382,"Burtt Davy & Hutch, in Bulletin of Miscellaneous Information, Kew 1923: 153 (1923).","Burtt Davy & Hutch,",1923,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482237-1#bibliography,urn:lsid:ipni.org:names:482237-1
wfo-0000213875,urn:kew.org:ftea:spec:ref:4383,"Bak. f., Leguminosae of Tropical Africa: 716 (1930).",Bak. f.,1930,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482237-1#bibliography,urn:lsid:ipni.org:names:482237-1
wfo-0000213875,urn:kew.org:ftea:spec:ref:4384,"C. H. N. Jackson in Journ. S. Afr. Bot. 6: 35, 39 (1940).",C. H. N. Jackson,1940,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482237-1#bibliography,urn:lsid:ipni.org:names:482237-1
wfo-0000213875,urn:kew.org:ftea:spec:ref:4385,"B. D. Burtt in Journ. Ecol. 30: 74–76, 78, 82–85, 109, 116, 141, t. 2, 5, 7 (1942).",B. D. Burtt,1942,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482237-1#bibliography,urn:lsid:ipni.org:names:482237-1
wfo-0000213875,urn:kew.org:ftea:spec:ref:4386,"J.P.M. Brenan, Check-lists of the Forest Trees and Shrubs of the British Empire no. 5, part II, Tanganyika Territory p. 91 (1949), haud tamen qua syn.",Brenan,1949,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482237-1#bibliography,urn:lsid:ipni.org:names:482237-1
wfo-0000213875,urn:kew.org:ftea:spec:ref:4387,"Hoyle in Flore du Congo Belge et du Ruanda-Urundi, 3: 477 (1952).",Hoyle,1952,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482237-1#bibliography,urn:lsid:ipni.org:names:482237-1
wfo-0000213875,urn:kew.org:ftea:spec:ref:4388,"Hoyle & White in Forest Flora of Northern Rhodesia p. 115, 118, fig. 22/L (1962).",Hoyle & White,1962,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482237-1#bibliography,urn:lsid:ipni.org:names:482237-1
wfo-0000213744,urn:kew.org:ftea:spec:ref:4394,"Benth. in Hook., Ic. Pl. 14: 43 (1881).",Benth.,1881,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482208-1#bibliography,urn:lsid:ipni.org:names:482208-1
wfo-0000213744,urn:kew.org:ftea:spec:ref:4395,"Burtt Davy & Hutch, in Bulletin of Miscellaneous Information, Kew 1923: 157 (1923).","Burtt Davy & Hutch,",1923,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482208-1#bibliography,urn:lsid:ipni.org:names:482208-1
wfo-0000213744,urn:kew.org:ftea:spec:ref:4396,C. H. N. Jackson in Journ. S. Afr. Bot. 6: 38 (1940).,C. H. N. Jackson,1940,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482208-1#bibliography,urn:lsid:ipni.org:names:482208-1
wfo-0000213744,urn:kew.org:ftea:spec:ref:4397,"B. D. Burtt in Journ. Ecol. 30: 78, 141, t. 4 (1942).",B. D. Burtt,1942,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482208-1#bibliography,urn:lsid:ipni.org:names:482208-1
wfo-0000213744,urn:kew.org:ftea:spec:ref:4398,"J.P.M. Brenan, Check-lists of the Forest Trees and Shrubs of the British Empire no. 5, part II, Tanganyika Territory p. 92 (1949).",Brenan,1949,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482208-1#bibliography,urn:lsid:ipni.org:names:482208-1
wfo-0000213744,urn:kew.org:ftea:spec:ref:4399,"Hoyle in Flore du Congo Belge et du Ruanda-Urundi, 3: 465, fig. 39/B (1952).",Hoyle,1952,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482208-1#bibliography,urn:lsid:ipni.org:names:482208-1
wfo-0000213744,urn:kew.org:ftea:spec:ref:4400,"Hoyle & White in Forest Flora of Northern Rhodesia p. 107, fig. 22/A, t. 1/J (1962).",Hoyle & White,1962,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482208-1#bibliography,urn:lsid:ipni.org:names:482208-1
wfo-0000213856,urn:kew.org:ftea:spec:ref:4401,"De Wild., Contrib. Fl. Katanga, Suppl. 2: 48 (1929).",De Wild.,1929,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482236-1#bibliography,urn:lsid:ipni.org:names:482236-1
wfo-0000213856,urn:kew.org:ftea:spec:ref:4402,"Bak. f., Leguminosae of Tropical Africa: 728 (1930), haud tamen aff. B. spiciformi.",Bak. f.,1930,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482236-1#bibliography,urn:lsid:ipni.org:names:482236-1
wfo-0000213856,urn:kew.org:ftea:spec:ref:4403,"Hoyle in Flore du Congo Belge et du Ruanda-Urundi, 3: 464 (1952).",Hoyle,1952,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482236-1#bibliography,urn:lsid:ipni.org:names:482236-1
wfo-0000213856,urn:kew.org:ftea:spec:ref:4404,"Hoyle & White in Forest Flora of Northern Rhodesia p. 110, fig. 22/C, t. 1/1 (1962).",Hoyle & White,1962,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482236-1#bibliography,urn:lsid:ipni.org:names:482236-1
wfo-0000213980,urn:kew.org:ftea:spec:ref:4405,"De Wild. in Ann. Mus. Congo, Bot. sér. 4: 44, t. 12 (1902), in t. sub nom. B. appendiculata De Wild, non Benth.",De Wild.,1902,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482257-1#bibliography,urn:lsid:ipni.org:names:482257-1
wfo-0000213980,urn:kew.org:ftea:spec:ref:4406,"Burtt Davy & Hutch, in Bulletin of Miscellaneous Information, Kew 1923: 150 (1923).","Burtt Davy & Hutch,",1923,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482257-1#bibliography,urn:lsid:ipni.org:names:482257-1
wfo-0000213980,urn:kew.org:ftea:spec:ref:4407,C. H. N. Jackson in Journ. S. Afr. Bot. 6: 39 (1940).,C. H. N. Jackson,1940,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482257-1#bibliography,urn:lsid:ipni.org:names:482257-1
wfo-0000213980,urn:kew.org:ftea:spec:ref:4408,B. D. Burtt in Journ. Ecol. 30: 141 (1942).,B. D. Burtt,1942,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482257-1#bibliography,urn:lsid:ipni.org:names:482257-1
wfo-0000213980,urn:kew.org:ftea:spec:ref:4409,"J.P.M. Brenan, Check-lists of the Forest Trees and Shrubs of the British Empire no. 5, part II, Tanganyika Territory p. 92 (1949).",Brenan,1949,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482257-1#bibliography,urn:lsid:ipni.org:names:482257-1
wfo-0000213980,urn:kew.org:ftea:spec:ref:4410,"Hoyle in Flore du Congo Belge et du Ruanda-Urundi, 3: 457 (1952).",Hoyle,1952,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482257-1#bibliography,urn:lsid:ipni.org:names:482257-1
wfo-0000213980,urn:kew.org:ftea:spec:ref:4411,"Hoyle & White in Forest Flora of Northern Rhodesia p. 106, fig. 22/F (1962).",Hoyle & White,1962,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482257-1#bibliography,urn:lsid:ipni.org:names:482257-1
wfo-0001057422,urn:kew.org:ftea:spec:ref:4412,"Burtt Davy & Hutch. in Bulletin of Miscellaneous Information, Kew 1923: 156 (1923).",Burtt Davy & Hutch.,1923,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482186-1#bibliography,urn:lsid:ipni.org:names:482186-1
wfo-0001057422,urn:kew.org:ftea:spec:ref:4413,"Bak. f., Leguminosae of Tropical Africa: 731 (1930).",Bak. f.,1930,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482186-1#bibliography,urn:lsid:ipni.org:names:482186-1
wfo-0001057422,urn:kew.org:ftea:spec:ref:4414,C. H. N. Jackson in Journ. S. Afr. Bot. 6: 37 (1940).,C. H. N. Jackson,1940,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:482186-1#bibliography,urn:lsid:ipni.org:names:482186-1
