wfo_id,identifier,bibliographicCitation,creator,date,URL,coreId
wfo-0000498034,urn:kew.org:ftea:spec:ref:35159,T.C.E. Fr. in Notizblatt des Botanischen Gartens und Museums zu Berlin-Dahelm 8: 530 (1923).,T.C.E. Fr.,1923,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:371133-1#bibliography,urn:lsid:ipni.org:names:371133-1
wfo-0000498034,urn:kew.org:ftea:spec:ref:35160,"A.D.Q. Agnew, Upland Kenya Wild Flowers p. 503 (1974).",A.D.Q. Agnew,1974,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:371133-1#bibliography,urn:lsid:ipni.org:names:371133-1
wfo-0000498034,urn:kew.org:ftea:spec:ref:35161,"Agnew, A.D.Q. & Agnew, S., Upland Kenya Wild Flowers, ed. 2: 232 (1994).","Agnew, A.D.Q. & Agnew, S.",1994,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:371133-1#bibliography,urn:lsid:ipni.org:names:371133-1
wfo-0000498034,urn:kew.org:ftea:spec:ref:35162,Sileshi in Kew Bulletin 53: 433 (1998).,Sileshi,1998,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:371133-1#bibliography,urn:lsid:ipni.org:names:371133-1
wfo-0001268084,urn:kew.org:ftea:spec:ref:35163,Mildbr. in Notizblatt des Botanischen Gartens und Museums zu Berlin-Dahelm 8: 233 (1922),Mildbr.,1922,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:371125-1#bibliography,urn:lsid:ipni.org:names:371125-1
wfo-0001268084,urn:kew.org:ftea:spec:ref:35164,"T.C.E. Fr. in Notizblatt des Botanischen Gartens und Museums zu Berlin-Dahelm 8: 530, fig. 11 (1923).",T.C.E. Fr.,1923,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:371125-1#bibliography,urn:lsid:ipni.org:names:371125-1
wfo-0001268084,urn:kew.org:ftea:spec:ref:35165,"O. Hedberg, Afroalpine Vascular Plants pp. 154 & 315, t. 3/b (1957).",O. Hedberg,1957,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:371125-1#bibliography,urn:lsid:ipni.org:names:371125-1
wfo-0001268084,urn:kew.org:ftea:spec:ref:35166,"A.D.Q. Agnew, Upland Kenya Wild Flowers p. 503 (1974).",A.D.Q. Agnew,1974,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:371125-1#bibliography,urn:lsid:ipni.org:names:371125-1
wfo-0001268084,urn:kew.org:ftea:spec:ref:35167,"Agnew, A.D.Q. & Agnew, S., Upland Kenya Wild Flowers, ed. 2: 232 (1994).","Agnew, A.D.Q. & Agnew, S.",1994,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:371125-1#bibliography,urn:lsid:ipni.org:names:371125-1
wfo-0001268084,urn:kew.org:ftea:spec:ref:35168,Sileshi in Kew Bulletin 53: 433 (1998).,Sileshi,1998,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:371125-1#bibliography,urn:lsid:ipni.org:names:371125-1
wfo-0000489451,urn:kew.org:ftea:spec:ref:35349,"M.G. Gilbert in Kew Bulletin 55: 800, fig. 1/f–h, map 2 (2000).",M.G. Gilbert,2000,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:1017490-1#bibliography,urn:lsid:ipni.org:names:1017490-1
wfo-0000489305,urn:kew.org:ftea:spec:ref:35350,Schinz in Mém. Herb. Boiss. 20: 18 (1900).,Schinz,1900,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699221-1#bibliography,urn:lsid:ipni.org:names:699221-1
wfo-0000489305,urn:kew.org:ftea:spec:ref:35351,"Poelln. in F. Fedde, Repertorium Speciorum Novarum Regni Vegetabilis 37: 308 (1934).",Poelln.,1934,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699221-1#bibliography,urn:lsid:ipni.org:names:699221-1
wfo-0000489305,urn:kew.org:ftea:spec:ref:35352,"Wild in Flora Zambesiaca 1: 367, t. 69b (1961).",Wild,1961,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699221-1#bibliography,urn:lsid:ipni.org:names:699221-1
wfo-0000489305,urn:kew.org:ftea:spec:ref:35353,"M.G. Gilbert & S.M. Phillips in Kew Bulletin 55: 795, map 3 (2000).",M.G. Gilbert & S.M. Phillips,2000,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699221-1#bibliography,urn:lsid:ipni.org:names:699221-1
wfo-0000489433,urn:kew.org:ftea:spec:ref:35354,M.G. Gilbert in Nord. J. Bot. 14: 309 (1994).,M.G. Gilbert,1994,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:978920-1#bibliography,urn:lsid:ipni.org:names:978920-1
wfo-0000489433,urn:kew.org:ftea:spec:ref:35355,"M.G. Gilbert & S.M. Phillips in Kew Bulletin 55: 793, map 1 (2000).",M.G. Gilbert & S.M. Phillips,2000,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:978920-1#bibliography,urn:lsid:ipni.org:names:978920-1
wfo-0000489351,urn:kew.org:ftea:spec:ref:35356,"L., Mant. Pl. Alt.: 73 (1767).",L.,1767,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699334-1#bibliography,urn:lsid:ipni.org:names:699334-1
wfo-0000489351,urn:kew.org:ftea:spec:ref:35357,Oliv. in Flora of Tropical Africa 1: 149 (1868).,Oliv.,1868,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699334-1#bibliography,urn:lsid:ipni.org:names:699334-1
wfo-0000489351,urn:kew.org:ftea:spec:ref:35358,"Poelln. in F. Fedde, Repertorium Speciorum Novarum Regni Vegetabilis 37: 275 (1934)",Poelln.,1934,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699334-1#bibliography,urn:lsid:ipni.org:names:699334-1
wfo-0000489351,urn:kew.org:ftea:spec:ref:35359,"Poelln. in F. Fedde, Repertorium Speciorum Novarum Regni Vegetabilis 48: 186 (1940).",Poelln.,1940,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699334-1#bibliography,urn:lsid:ipni.org:names:699334-1
wfo-0000489351,urn:kew.org:ftea:spec:ref:35360,"Peter, Flora von Deutsch-Ostafrika: 269 (1938).",Peter,1938,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699334-1#bibliography,urn:lsid:ipni.org:names:699334-1
wfo-0000489351,urn:kew.org:ftea:spec:ref:35361,"Hauman in Flore du Congo Belge et du Ruanda-Urundi, 2: 125 (1951).",Hauman,1951,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699334-1#bibliography,urn:lsid:ipni.org:names:699334-1
wfo-0000489351,urn:kew.org:ftea:spec:ref:35362,"Wild in Flora Zambesiaca 1: 365, t. 69c (1961).",Wild,1961,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699334-1#bibliography,urn:lsid:ipni.org:names:699334-1
wfo-0000489351,urn:kew.org:ftea:spec:ref:35363,R. Geesink in Blumea 17: 290 (1969).,R. Geesink,1969,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699334-1#bibliography,urn:lsid:ipni.org:names:699334-1
wfo-0000489351,urn:kew.org:ftea:spec:ref:35364,"Marais in Fl. Masc. 46: 2, fig. 4–5 (1981).",Marais,1981,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699334-1#bibliography,urn:lsid:ipni.org:names:699334-1
wfo-0000489351,urn:kew.org:ftea:spec:ref:35365,M.G. Gilbert in Fl. Somalia 1: 125 (1993).,M.G. Gilbert,1993,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699334-1#bibliography,urn:lsid:ipni.org:names:699334-1
wfo-0000489351,urn:kew.org:ftea:spec:ref:35366,"Agnew, A.D.Q. & Agnew, S., Upland Kenya Wild Flowers, ed. 2: 64, t.10 (1994).","Agnew, A.D.Q. & Agnew, S.",1994,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699334-1#bibliography,urn:lsid:ipni.org:names:699334-1
wfo-0000489351,urn:kew.org:ftea:spec:ref:35367,M.G. Gilbert & S.M. Phillips in Kew Bulletin 55: 790 (2000).,M.G. Gilbert & S.M. Phillips,2000,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699334-1#bibliography,urn:lsid:ipni.org:names:699334-1
wfo-0000489260,urn:kew.org:ftea:spec:ref:35368,"Poelln. in F. Fedde, Repertorium Speciorum Novarum Regni Vegetabilis 48: 186 (1940).",Poelln.,1940,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699315-1#bibliography,urn:lsid:ipni.org:names:699315-1
wfo-0000489260,urn:kew.org:ftea:spec:ref:35369,"M.G. Gilbert & S.M. Phillips in Kew Bulletin 55: 792, map 1 (2000).",M.G. Gilbert & S.M. Phillips,2000,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699315-1#bibliography,urn:lsid:ipni.org:names:699315-1
wfo-0000484031,urn:kew.org:ftea:spec:ref:35370,M.G. Gilbert in Nordic Journ. Bot. 14: 308 (1994),M.G. Gilbert,1994,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:978919-1#bibliography,urn:lsid:ipni.org:names:978919-1
wfo-0000484031,urn:kew.org:ftea:spec:ref:35371,M.G. Gilbert in Fl. Somalia 1: 125 (1993).,M.G. Gilbert,1993,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:978919-1#bibliography,urn:lsid:ipni.org:names:978919-1
wfo-0000484031,urn:kew.org:ftea:spec:ref:35372,"M.G. Gilbert & S.M. Phillips in Kew Bulletin 55: 784, map 3 (2000).",M.G. Gilbert & S.M. Phillips,2000,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:978919-1#bibliography,urn:lsid:ipni.org:names:978919-1
wfo-0000489272,urn:kew.org:ftea:spec:ref:35381,"M.G. Gilbert in Kew Bulletin 55: 775, fig. 1/a–e, map 1 (2000).",M.G. Gilbert,2000,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:1017487-1#bibliography,urn:lsid:ipni.org:names:1017487-1
wfo-0000489276,urn:kew.org:ftea:spec:ref:35382,Hook. in Bot. Mag. 56: t. 2885 (1829).,Hook.,1829,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:208592-2#bibliography,urn:lsid:ipni.org:names:208592-2
wfo-0000489276,urn:kew.org:ftea:spec:ref:35383,"Poelln. in F. Fedde, Repertorium Speciorum Novarum Regni Vegetabilis 37: 264 (1934).",Poelln.,1934,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:208592-2#bibliography,urn:lsid:ipni.org:names:208592-2
wfo-0000489465,urn:kew.org:ftea:spec:ref:35384,"Chiov. in Atti Ist. Bot. Univ. Pavia, ser. 4, 7: 122, t. 3 (1936).",Chiov.,1936,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699143-1#bibliography,urn:lsid:ipni.org:names:699143-1
wfo-0000489465,urn:kew.org:ftea:spec:ref:35385,"M.G. Gilbert in Fl. Somalia 1: 124, t. 2/c (1993).",M.G. Gilbert,1993,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699143-1#bibliography,urn:lsid:ipni.org:names:699143-1
wfo-0000484425,urn:kew.org:ftea:spec:ref:35386,"L., Sp. Pl.: 445 (1753).",L.,1753,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:323270-2#bibliography,urn:lsid:ipni.org:names:323270-2
wfo-0000484425,urn:kew.org:ftea:spec:ref:35387,Oliv. in Flora of Tropical Africa 1: 148 (1868).,Oliv.,1868,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:323270-2#bibliography,urn:lsid:ipni.org:names:323270-2
wfo-0000484425,urn:kew.org:ftea:spec:ref:35388,"Poelln. in F. Fedde, Repertorium Speciorum Novarum Regni Vegetabilis 37: 258 (1934).",Poelln.,1934,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:323270-2#bibliography,urn:lsid:ipni.org:names:323270-2
wfo-0000484425,urn:kew.org:ftea:spec:ref:35389,"Peter, Flora von Deutsch-Ostafrika: 268 (1938).",Peter,1938,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:323270-2#bibliography,urn:lsid:ipni.org:names:323270-2
wfo-0000484425,urn:kew.org:ftea:spec:ref:35390,"Poelln. in F. Fedde, Repertorium Speciorum Novarum Regni Vegetabilis 48: 184 (1940).",Poelln.,1940,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:323270-2#bibliography,urn:lsid:ipni.org:names:323270-2
wfo-0000484425,urn:kew.org:ftea:spec:ref:35391,"Hauman in Flore du Congo Belge et du Ruanda-Urundi, 2: 126 (1951).",Hauman,1951,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:323270-2#bibliography,urn:lsid:ipni.org:names:323270-2
wfo-0000484425,urn:kew.org:ftea:spec:ref:35392,Wild in Flora Zambesiaca 1: 363 (1961).,Wild,1961,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:323270-2#bibliography,urn:lsid:ipni.org:names:323270-2
wfo-0000484425,urn:kew.org:ftea:spec:ref:35393,R. Geesink in Blumea 17: 292 (1969).,R. Geesink,1969,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:323270-2#bibliography,urn:lsid:ipni.org:names:323270-2
wfo-0000484425,urn:kew.org:ftea:spec:ref:35394,"Danin, I. Baker & H.G. Baker in Israel J. Bot. 27: 177–211 (1978).","Danin, I. Baker & H.G. Baker",1978,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:323270-2#bibliography,urn:lsid:ipni.org:names:323270-2
wfo-0000484425,urn:kew.org:ftea:spec:ref:35395,M.G. Gilbert in Fl. Somalia 1: 123 (1993).,M.G. Gilbert,1993,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:323270-2#bibliography,urn:lsid:ipni.org:names:323270-2
wfo-0000484425,urn:kew.org:ftea:spec:ref:35396,"Agnew, A.D.Q. & Agnew, S., Upland Kenya Wild Flowers, ed. 2: 64, t. 10 (1994).","Agnew, A.D.Q. & Agnew, S.",1994,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:323270-2#bibliography,urn:lsid:ipni.org:names:323270-2
wfo-0000484437,urn:kew.org:ftea:spec:ref:35397,"Peter, Flora von Deutsch-Ostafrika, Descript.: 32, t. 43/2 (1932)",Peter,1932,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699290-1#bibliography,urn:lsid:ipni.org:names:699290-1
wfo-0000484437,urn:kew.org:ftea:spec:ref:35398,"Peter, Flora von Deutsch-Ostafrika: 268 (1938).",Peter,1938,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699290-1#bibliography,urn:lsid:ipni.org:names:699290-1
wfo-0000484437,urn:kew.org:ftea:spec:ref:35399,"Poelln. in F. Fedde, Repertorium Speciorum Novarum Regni Vegetabilis 37: 308 (1934)",Poelln.,1934,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699290-1#bibliography,urn:lsid:ipni.org:names:699290-1
wfo-0000484437,urn:kew.org:ftea:spec:ref:35400,"Poelln. in F. Fedde, Repertorium Speciorum Novarum Regni Vegetabilis 48: 184 (1940).",Poelln.,1940,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699290-1#bibliography,urn:lsid:ipni.org:names:699290-1
wfo-0000489283,urn:kew.org:ftea:spec:ref:35401,"Ker Gawl. in Bot. Reg. 10, t. 793 (1824).",Ker Gawl.,1824,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699198-1#bibliography,urn:lsid:ipni.org:names:699198-1
wfo-0000489283,urn:kew.org:ftea:spec:ref:35402,Oliv. in Flora of Tropical Africa 1: 148 (1868).,Oliv.,1868,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699198-1#bibliography,urn:lsid:ipni.org:names:699198-1
wfo-0000489283,urn:kew.org:ftea:spec:ref:35403,"Poelln. in F. Fedde, Repertorium Speciorum Novarum Regni Vegetabilis 37: 304 (1934)",Poelln.,1934,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699198-1#bibliography,urn:lsid:ipni.org:names:699198-1
wfo-0000489283,urn:kew.org:ftea:spec:ref:35404,"Poelln. in F. Fedde, Repertorium Speciorum Novarum Regni Vegetabilis 48: 179 (1940).",Poelln.,1940,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699198-1#bibliography,urn:lsid:ipni.org:names:699198-1
wfo-0000489283,urn:kew.org:ftea:spec:ref:35405,"Peter, Flora von Deutsch-Ostafrika: 271 (1938).",Peter,1938,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699198-1#bibliography,urn:lsid:ipni.org:names:699198-1
wfo-0000489283,urn:kew.org:ftea:spec:ref:35406,"Hauman in Flore du Congo Belge et du Ruanda-Urundi, 2: 124 (1951).",Hauman,1951,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699198-1#bibliography,urn:lsid:ipni.org:names:699198-1
wfo-0000489283,urn:kew.org:ftea:spec:ref:35407,"Keay in Flora of West Tropical Africa, ed. 2, 1: 137 (1954).",Keay,1954,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699198-1#bibliography,urn:lsid:ipni.org:names:699198-1
wfo-0000489283,urn:kew.org:ftea:spec:ref:35408,"Wild in Flora Zambesiaca 1: 364, t. 69d (1961).",Wild,1961,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699198-1#bibliography,urn:lsid:ipni.org:names:699198-1
wfo-0001105168,urn:kew.org:ftea:spec:ref:35409,"R.E. Fr., Wiss. Ergebn. Schwed. Rhod.–Kongo Exped. 1: 35, fig. 5/a–c (1914).",R.E. Fr.,1914,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699140-1#bibliography,urn:lsid:ipni.org:names:699140-1
wfo-0001105168,urn:kew.org:ftea:spec:ref:35410,"Poelln. in F. Fedde, Repertorium Speciorum Novarum Regni Vegetabilis 37: 305 (1934)",Poelln.,1934,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699140-1#bibliography,urn:lsid:ipni.org:names:699140-1
wfo-0001105168,urn:kew.org:ftea:spec:ref:35411,"Poelln. in F. Fedde, Repertorium Speciorum Novarum Regni Vegetabilis 48: 177 (1940).",Poelln.,1940,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699140-1#bibliography,urn:lsid:ipni.org:names:699140-1
wfo-0000489285,urn:kew.org:ftea:spec:ref:35412,"Pax in A. Engler, Botanische Jahrbücher für Systematik, Pflanzengeschichte und Pflanzengeographie 17: 585 (1893).",Pax,1893,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699194-1#bibliography,urn:lsid:ipni.org:names:699194-1
wfo-0000489285,urn:kew.org:ftea:spec:ref:35413,"Peter, Flora von Deutsch-Ostafrika: 270 (1938).",Peter,1938,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699194-1#bibliography,urn:lsid:ipni.org:names:699194-1
wfo-0000489285,urn:kew.org:ftea:spec:ref:35414,"Poelln. in F. Fedde, Repertorium Speciorum Novarum Regni Vegetabilis 37: 306 (1934)",Poelln.,1934,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699194-1#bibliography,urn:lsid:ipni.org:names:699194-1
wfo-0000489285,urn:kew.org:ftea:spec:ref:35415,"Poelln. in F. Fedde, Repertorium Speciorum Novarum Regni Vegetabilis 48: 178 (1940).",Poelln.,1940,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699194-1#bibliography,urn:lsid:ipni.org:names:699194-1
wfo-0000489319,urn:kew.org:ftea:spec:ref:35416,"Poelln. in F. Fedde, Repertorium Speciorum Novarum Regni Vegetabilis 33: 164 (1933)",Poelln.,1933,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699380-1#bibliography,urn:lsid:ipni.org:names:699380-1
wfo-0000489319,urn:kew.org:ftea:spec:ref:35417,"Poelln. in F. Fedde, Repertorium Speciorum Novarum Regni Vegetabilis 37: 303 (1934)",Poelln.,1934,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699380-1#bibliography,urn:lsid:ipni.org:names:699380-1
wfo-0000489319,urn:kew.org:ftea:spec:ref:35418,"Poelln. in F. Fedde, Repertorium Speciorum Novarum Regni Vegetabilis 48: 188 (1940).",Poelln.,1940,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699380-1#bibliography,urn:lsid:ipni.org:names:699380-1
wfo-0001265068,urn:kew.org:ftea:spec:ref:35419,"Peter, Flora von Deutsch-Ostafrika, Descript.: 35, t. 39/2 (1938)",Peter,1938,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699230-1#bibliography,urn:lsid:ipni.org:names:699230-1
wfo-0001265068,urn:kew.org:ftea:spec:ref:35420,"Peter, Flora von Deutsch-Ostafrika: 270 (1938).",Peter,1938,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699230-1#bibliography,urn:lsid:ipni.org:names:699230-1
wfo-0001265068,urn:kew.org:ftea:spec:ref:35421,"Poelln. in F. Fedde, Repertorium Speciorum Novarum Regni Vegetabilis 48: 181 (1940).",Poelln.,1940,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699230-1#bibliography,urn:lsid:ipni.org:names:699230-1
wfo-0000489349,urn:kew.org:ftea:spec:ref:35422,"Peter, Flora von Deutsch-Ostafrika, Descript.: 34, t. 43 fig. 1 (1938)",Peter,1938,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699337-1#bibliography,urn:lsid:ipni.org:names:699337-1
wfo-0000489349,urn:kew.org:ftea:spec:ref:35423,"Peter, Flora von Deutsch-Ostafrika: 270 (1938).",Peter,1938,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699337-1#bibliography,urn:lsid:ipni.org:names:699337-1
wfo-0000489349,urn:kew.org:ftea:spec:ref:35424,"Poelln. in F. Fedde, Repertorium Speciorum Novarum Regni Vegetabilis 48: 187 (1940).",Poelln.,1940,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699337-1#bibliography,urn:lsid:ipni.org:names:699337-1
wfo-0000489349,urn:kew.org:ftea:spec:ref:35425,S.M. Phillips in Kew Bulletin 55: 688 (2000).,S.M. Phillips,2000,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699337-1#bibliography,urn:lsid:ipni.org:names:699337-1
wfo-0000484065,urn:kew.org:ftea:spec:ref:35426,"M.G. Gilbert in Kew Bulletin 47: 693, fig. 1 (1992)",M.G. Gilbert,1992,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:968446-1#bibliography,urn:lsid:ipni.org:names:968446-1
wfo-0000484065,urn:kew.org:ftea:spec:ref:35427,M.G. Gilbert in Fl. Somalia 1: 125 (1993).,M.G. Gilbert,1993,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:968446-1#bibliography,urn:lsid:ipni.org:names:968446-1
wfo-0000489275,urn:kew.org:ftea:spec:ref:35428,"Peter, Flora von Deutsch-Ostafrika, Descript.: 34, t. 41/2 (1938)",Peter,1938,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699212-1#bibliography,urn:lsid:ipni.org:names:699212-1
wfo-0000489275,urn:kew.org:ftea:spec:ref:35429,"Peter, Flora von Deutsch-Ostafrika: 270 (1938).",Peter,1938,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699212-1#bibliography,urn:lsid:ipni.org:names:699212-1
wfo-0000489275,urn:kew.org:ftea:spec:ref:35430,"Poelln. in F. Fedde, Repertorium Speciorum Novarum Regni Vegetabilis 48: 179 (1940).",Poelln.,1940,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699212-1#bibliography,urn:lsid:ipni.org:names:699212-1
wfo-0000489240,urn:kew.org:ftea:spec:ref:35432,"S.M. Phillips in Kew Bulletin 55: 689, fig. 1 (2000).",S.M. Phillips,2000,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:1016840-1#bibliography,urn:lsid:ipni.org:names:1016840-1
wfo-0000484531,urn:kew.org:ftea:spec:ref:35433,S.M. Phillips in Kew Bulletin 55: 690 (2000).,S.M. Phillips,2000,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:1016841-1#bibliography,urn:lsid:ipni.org:names:1016841-1
wfo-0000489258,urn:kew.org:ftea:spec:ref:35434,"L., Sp. Pl.: 445 (1753).",L.,1753,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:316354-2#bibliography,urn:lsid:ipni.org:names:316354-2
wfo-0000489258,urn:kew.org:ftea:spec:ref:35435,"Bot. Reg. 10, t. 792 (1824).",N/A,1824,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:316354-2#bibliography,urn:lsid:ipni.org:names:316354-2
wfo-0000489258,urn:kew.org:ftea:spec:ref:35436,"Poelln. in F. Fedde, Repertorium Speciorum Novarum Regni Vegetabilis 37: 261 (1934).",Poelln.,1934,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:316354-2#bibliography,urn:lsid:ipni.org:names:316354-2
wfo-0000489258,urn:kew.org:ftea:spec:ref:35437,R. Geesink in Blumea 17: 294 (1969).,R. Geesink,1969,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:316354-2#bibliography,urn:lsid:ipni.org:names:316354-2
wfo-0000489258,urn:kew.org:ftea:spec:ref:35438,Marais in Fl. Masc. 46: 2 (1981).,Marais,1981,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:316354-2#bibliography,urn:lsid:ipni.org:names:316354-2
wfo-0000489258,urn:kew.org:ftea:spec:ref:35439,"J.F. Matthews, Ketron & S.F. Zane in Sida 15: 71–89 (1992).","J.F. Matthews, Ketron & S.F. Zane",1992,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:316354-2#bibliography,urn:lsid:ipni.org:names:316354-2
wfo-0000484040,urn:kew.org:ftea:spec:ref:35440,"S.M. Phillips in Kew Bulletin 55:693, fig. 3 (2000).",S.M. Phillips,2000,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:1016842-1#bibliography,urn:lsid:ipni.org:names:1016842-1
wfo-0001105071,urn:kew.org:ftea:spec:ref:35441,"N.E. Br. in Bulletin of Miscellaneous Information, Kew 1909: 91 (1909).",N.E. Br.,1909,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699242-1#bibliography,urn:lsid:ipni.org:names:699242-1
wfo-0001105071,urn:kew.org:ftea:spec:ref:35442,"Poelln. in F. Fedde, Repertorium Speciorum Novarum Regni Vegetabilis 37: 305 (1934)",Poelln.,1934,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:699242-1#bibliography,urn:lsid:ipni.org:names:699242-1
