title,description
EUROPE,"TDWG Code: 1"
AFRICA,"TDWG Code: 2"
ASIA-TEMPERATE,"TDWG Code: 3"
ASIA-TROPICAL,"TDWG Code: 4"
AUSTRALASIA,"TDWG Code: 5"
PACIFIC,"TDWG Code: 6"
"NORTHERN AMERICA","TDWG Code: 7"
"SOUTHERN AMERICA","TDWG Code: 8"
ANTARCTIC,"TDWG Code: 9"
