WFOID,vernacularName,identifier,isPreferredName,source,language,countryCode,uri,bibliographicCitation,rights,license
wfo-0001107240,kut khang fan (กูดข้างฟาน)(Northern),ver-THA-0001107240.01,0.0,ref-THA-0001107240,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0417,"Blechnum orientale. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 298. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001107240,kut doi (กูดดอย)(Central),ver-THA-0001107240.02,0.0,ref-THA-0001107240,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0417,"Blechnum orientale. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 298. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001107240,mahasadam (มหาสะดำ)(Southeastern),ver-THA-0001107240.03,0.0,ref-THA-0001107240,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0417,"Blechnum orientale. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 298. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001117296,kut pao (กูดเป้า)(Northern),ver-THA-0001117296.01,0.0,ref-THA-0001117296,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0449,"Bolbitis heteroclita. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 320–321. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001117296,kut hang nok kaling (กูดหางนกกะลิง)(Northern),ver-THA-0001117296.02,0.0,ref-THA-0001117296,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0449,"Bolbitis heteroclita. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 320–321. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001122823,kut doi (กูดดอย)(Northern),ver-THA-0001122823.01,0.0,ref-THA-0001122823,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0423,"Brainea insignis. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 302. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001262457,kut Khi lap (กูดขี้หลับ)(Norhtern),ver-THA-0001262457.01,0.0,ref-THA-0001262457,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0503,"Ctenitis manilensis. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 358–360. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001108279,kut khap (กูดขาบ)(Peninsular),ver-THA-0001108279.01,0.0,ref-THA-0001108279,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0466,"Didymochlaena truncatula. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 331–332. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001109577,hatsadam (หัสดำ)(Peninsular),ver-THA-0001109577.01,0.0,ref-THA-0001109577,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0650,"Diplazium esculentum. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 466. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0001109577,kut kin (กูดกิน)(Northern),ver-THA-0001109577.02,0.0,ref-THA-0001109577,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0650,"Diplazium esculentum. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 466. Accessed 2021-07-31",Forest Herbarium,All rights reserved
