WFOID,description,type,language,contributor,audience,rightsHolder,created,creator,source,Volume,Part,bibliographicCitation,license,rights,URI
wfo-0000276216,"Thailand, Malaya, Bangka, Sumatra and Java (type).",distribution,EN,H. Keng,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000276216,2,3,"Aromadendron elegans. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 259. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00438
wfo-0000795581,"Thailand, Malesia (type, Malaya).",distribution,EN,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000795581,2,3,"Gnetum cuspidatum. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 208. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00375
wfo-0000795591,"Thailand, W. Malesia (type, Malaya).",distribution,EN,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000795591,2,3,"Gnetum gnemon. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 205. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00369
wfo-0000802332,"Thailand, Malesia (type, Malaya) to Solomon Is. and Fiji.",distribution,EN,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000802332,2,3,"Gnetum gnemon gnemon. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 205. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00370
wfo-0001380870,"Thailand, W. Malesia (type, Malaya).",distribution,EN,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001380870,2,3,"Gnetum gnemon tenerum. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 206. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00371
wfo-0000795615,"Thailand, Malesia (type, Java),",distribution,EN,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000795615,2,3,"Gnetum latifolium funiculare. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 210. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00379
wfo-0000795623,"Thailand, Indochina, W. Malesia (type, Borneo).",distribution,EN,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000795623,2,3,"Gnetum leptostachyum. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 209. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00376
wfo-0000795633,"Thailand, Tenasserim, Indochina, Malesia (type, Malaya).",distribution,EN,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000795633,2,3,"Gnetum macrostachyum. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 207. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00373
wfo-0000795635,"Thailand, Tenasserim to W. Malesia (type, Malaya).",distribution,EN,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000795635,2,3,"Gnetum microcarpum. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 208. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00374
wfo-0000795644,"Thailand, Indochina (type, Burma).",distribution,EN,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000795644,2,3,"Gnetum montanum. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 209. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00377
wfo-0000795677,"Thailand, W. Malesia (type, Malaya).",distribution,EN,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000795677,2,3,"Gnetum tenuifolium. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 207. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00372
wfo-0000707440,"Thailand, Cambodia and Java (type), Timor.",distribution,EN,K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000707440,2,3,"Goodenia konigsbergeri. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 278. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00467
wfo-0000658626,"From eastern Himalaya (type) through Upper Burma and Thailand eastwards to Vietnam, and north-eastwards to Formosa.",distribution,EN,T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000658626,2,3,"Heterosmilax indica. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 248. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00423
