"taxonID","scientificName","scientificNameAuthorship","taxonRank","family","subfamily","genus","namePublishedIn","taxonomicStatus"
"taxon-3-Dorstenia_contrajerva","Dorstenia contrajerva","L.","species","","","Dorstenia","Sp. Pl. 121 1753","accepted"
"taxon-7-FICUS","FICUS","L.","genus","","","FICUS","Sp. Pl 1059 1753","accepted"
"taxon-Pharmacosycea","Pharmacosycea","","genus","","","Pharmacosycea","","accepted"
"taxon-Urostigma","Urostigma","","genus","","","Urostigma","","accepted"
"taxon-1-Ficus_albert-smithii","Ficus albert-smithii","Standl.","species","","","Ficus","Lloydia 2 174 1939","accepted"
"taxon-2-","","","","","","","","accepted"
"taxon-2a-Ficus_guianensis","Ficus guianensis","Desv.","species","","","Ficus","W. Ham. Prodr. Pl. Ind. Occid. 62 1825","accepted"
"taxon-2b-Ficus_subapiculata","Ficus subapiculata","Miq.","species","","","Ficus","Ann. Mus. Lugd.-Bat. 3 298 1867","accepted"
"taxon-2c-Ficus_mathewsii","Ficus mathewsii","Miq.","species","","","Ficus","Ann. Mus. Lugd.-Bat. 3 298 1867","accepted"
"taxon-2d-Ficus_greiffiana","Ficus greiffiana","Dugand","species","","","Ficus","Caldasia 1 49 1942","accepted"
"taxon-2e-Ficus_americana","Ficus americana","Aubl.","species","","","Ficus","Hist. Pl. Guiane 2 952 1775 (June ca. 10 ?)","accepted"
"taxon-3-Ficus_blepharophylla","Ficus blepharophylla","Vazquez Avila","species","","","Ficus","Acta Amazonica 14 1/2 Supl. 197 1984","accepted"
"taxon-4-Ficus_broadwayi","Ficus broadwayi","Urb.","species","","","Ficus","Repert. Spec. Nov. Regni Veg. 15 110 1917","accepted"
"taxon-5-Ficus_caballina","Ficus caballina","Standl.","species","","","Ficus","Publ. Field Mus. Hist. Bot. Ser. 13 2.2 301 1937","accepted"
"taxon-6-Ficus_catappifolia","Ficus catappifolia","Kunth & Bouche","species","","","Ficus","Index Sem. Hort. Berol. 1846 14 1847 (""catappaefolia"")","accepted"
"taxon-7-","","","","","","","","accepted"
"taxon-7a-Ficus_amazonica","Ficus amazonica","Miq.","species","","","Ficus","Ann. Mus. Lugd.-Bat. 3 298 1867","accepted"
"taxon-7b-Ficus_eximia","Ficus eximia","Schott","species","","","Ficus","Spreng. Syst. Veg. 4 Cur. Post., App. 410 1827","accepted"
"taxon-8-Ficus_cremersii","Ficus cremersii","C.C. Berg","species","","","Ficus","Acta Amazonica 14 1/2 Supl. 199 1984","accepted"
"taxon-9-Ficus_donnell-smithii","Ficus donnell-smithii","Standl.","species","","","Ficus","Contr. U. S. Natl. Herb. 20 21 1917","accepted"
"taxon-10-Ficus_hebetifolia","Ficus hebetifolia","Dugand","species","","","Ficus","Caldasia 1 50 1942","accepted"
"taxon-11-Ficus_insipida","Ficus insipida","Willd.","species","","","Ficus","Sp. Pl. 4 2 1143 1806","accepted"
"taxon-Ficus_insipida","Ficus insipida","Willd.","species","","","Ficus","Acta Amazonica 14 1/2 Supl. 201 1984","accepted"
"taxon-12-Ficus_krukovii","Ficus krukovii","Standl.","species","","","Ficus","Publ. Field Mus. Nat. Hist. Bot. Ser. 17 171 1937","accepted"
"taxon-13-Ficus_leiophylla","Ficus leiophylla","C.C. Berg","species","","","Ficus","Acta Amazonica 14 1/2 Supl. 205 1984","accepted"
"taxon-14-Ficus_malacocarpa","Ficus malacocarpa","Standl.","species","","","Ficus","Publ. Field Mus. Nat. Hist. Bot. Ser. 17 172 1937","accepted"
"taxon-15-Ficus_maroniensis","Ficus maroniensis","Benoist","species","","","Ficus","Bull. Mus. Hist. Nat. (Paris) Ser. 2. 1 164 1929","accepted"
"taxon-16-Ficus_matiziana","Ficus matiziana","Dugand","species","","","Ficus","Caldasia 4 116 1946","accepted"
"taxon-17-Ficus_maxima","Ficus maxima","Mill.","species","","","Ficus","Gard. Diet. ed. 8 nr. 6 1768 (""maximus"").","accepted"
"taxon-18-Ficus_nymphaeifolia","Ficus nymphaeifolia","Mill.","species","","","Ficus","Gard. Diet. ed. 8 nr. 9 1768 (""nymphaeaefolia"")","accepted"
"taxon-19-Ficus_pakkensis","Ficus pakkensis","Standl.","species","","","Ficus","Bull. Torrey Bot. Club 75 297 1948","accepted"
"taxon-20-Ficus_paludica","Ficus paludica","Standl.","species","","","Ficus","Bull. Torrey Bot. Club 75 298 1948","accepted"
"taxon-21-Ficus_panurensis","Ficus panurensis","Standl.","species","","","Ficus","Publ. Field Mus. Nat. Hist. Bot. Ser. 17 174 1937","accepted"
"taxon-22-Ficus_paraensis","Ficus paraensis","Miq.","species","","","Ficus","Ann. Mus. Lugd.-Bat. 3 298 1867","accepted"
"taxon-23-","","","","","","","","accepted"
"taxon-23a-Ficus_pertusa","Ficus pertusa","L.f","species","","","Ficus","Suppl. Pl. 442 1781","accepted"
"taxon-23b-Ficus_padifolia","Ficus padifolia","Kunth","species","","","Ficus","Humboldt Bonpland and Kunth, Nov. Gen. Sp. 2 47 (fol. ed. 38) 1817","accepted"
"taxon-23c-Ficus_schumacheri","Ficus schumacheri","Griseb.","species","","","Ficus","Fl. Brit. W.I. 2 151 1859","accepted"
"taxon-24-Ficus_piresiana","Ficus piresiana","Vazquez Avila & C.C. Berg","species","","","Ficus","Acta Amazonica 14 1/2 Supl. 207 1984","accepted"
"taxon-25-Ficus_tepuiensis","Ficus tepuiensis","C.C. Berg & Simonis","species","","","Ficus","Ernstia 6 8 1981","accepted"
"taxon-26-Ficus_trigona","Ficus trigona","L.f.","species","","","Ficus","Suppl. Pl. 441 1781","accepted"
"taxon-27-","","","","","","","","accepted"
"taxon-27a-Ficus_trigonata","Ficus trigonata","L.","species","","","Ficus","Pl. Surin. 17 1775","accepted"
"taxon-27b-Ficus_gomelleira","Ficus gomelleira","Kunth & Bouche","species","","","Ficus","Index Sem. Hort. Berol. (""1846"") 18 1847","accepted"
"taxon-Ficus_roraimensis","Ficus roraimensis","C.C. Berg","species","","","Ficus","Acta Amazonica 14 1/2 Supl. 209 f. 8 1984","accepted"
"taxon-28-Ficus_benghalensis","Ficus benghalensis","L.","species","","","Ficus","Sp. Pl 1059 1753","accepted"
"taxon-29-Ficus_benjamina","Ficus benjamina","L.","species","","","Ficus","Mant. Pl. 129 1767","accepted"
"taxon-30-Ficus_carica","Ficus carica","L.","species","","","Ficus","Sp. Pl 1059 1753","accepted"
"taxon-31-Ficus_elastica","Ficus elastica","Roxb.","species","","","Ficus","Fl. Ind. ed. 2. 3 541 1832","accepted"
"taxon-32-Ficus_microcarpa","Ficus microcarpa","L.f.","species","","","Ficus","Suppl. Pl. 442 1781","accepted"
"taxon-33-Ficus_pumila","Ficus pumila","L.","species","","","Ficus","Sp. Pl 1060 1753","accepted"
"taxon-34-Ficus_religiosa","Ficus religiosa","L.","species","","","Ficus","Sp. Pl 1059 1753","accepted"
"taxon-8-HELICOSTYLIS","HELICOSTYLIS","Trecul","genus","","","HELICOSTYLIS","Ann. Sci. Nat. Bot. Ser. 3. 8 134 1847","accepted"
"taxon-1-Helicostylis_pedunculata","Helicostylis pedunculata","Benoist","species","","","Helicostylis","Bull. Mus. Hist. Nat. (Paris) 25 298 1919","accepted"
"taxon-2-Helicostylis_tomentosa","Helicostylis tomentosa","Rusby","species","","","Helicostylis","Mem. Torrey Bot. Club 6 120 1896","accepted"
"taxon-9-MACLURA","MACLURA","Nutt.","genus","","","MACLURA","Gen. N. Amer. Pl. 2 233 1818 nom. cons.","accepted"
"taxon-1-Maclura_tinctoria","Maclura tinctoria","G. Don ex Steud.","species","","","Maclura","Nomencl. ed. 2. 2 87 1841","accepted"
"taxon-Maclura_tinctoria","Maclura tinctoria","G. Don ex Steud.","species","","","Maclura","","accepted"
"taxon-10-MAQUIRA","MAQUIRA","Aubl.","genus","","","MAQUIRA","Hist. Pl. Guiane 2 Suppl. 36","accepted"
"taxon-1-Maquira_guianensis","Maquira guianensis","Aubl.","species","","","Maquira","Hist. Pl. Guiane 2 Suppl. 36","accepted"
"taxon-2-Maquira_sclerophylla","Maquira sclerophylla","C.C. Berg","species","","","Maquira","Acta Bot. Neerl. 18 463 1969","accepted"
"taxon-11-NAUCLEOPSIS","NAUCLEOPSIS","Miq.","genus","","","NAUCLEOPSIS","Mart. Fl. Bras. 4 1 120 1853","accepted"
"taxon-1-Naucleopsis_amara","Naucleopsis amara","Ducke","species","","","Naucleopsis","Arch. Jard. Bot. Rio de Janeiro 4 6 1925","accepted"
"taxon-2-Naucleopsis_glabra","Naucleopsis glabra","Spruce ex Pitt.","species","","","Naucleopsis","Contr. U. S. Natl. Herb. 13 440 1912","accepted"
"taxon-3-Naucleopsis_guianensis","Naucleopsis guianensis","C.C. Berg","species","","","Naucleopsis","Acta Bot. Neerl. 18 465 1969","accepted"
"taxon-12-PEREBEA","PEREBEA","Aubl.","genus","","","PEREBEA","Hist. Pl. Guiane 2 953","accepted"
"taxon-1-Perebea_guianensis","Perebea guianensis","Aubl.","species","","","Perebea","Hist. Pl. Guiane 2 953","accepted"
"taxon-Perebea_guianensis","Perebea guianensis","Aubl.","species","","","Perebea","","accepted"
"taxon-2-Perebea_mollis","Perebea mollis","Huber","species","","","Perebea","Bol. Mus. Paraense Hist. Nat. 5 334 1909","accepted"
"taxon-2a-Perebea_mollis","Perebea mollis","Huber","species","","","Perebea","","accepted"
"taxon-2b-Perebea_mollis","Perebea mollis","Huber","species","","","Perebea","Acta Bot. Neerl. 18 463 1969","accepted"
"taxon-13-POULSENIA","POULSENIA","Eggers","genus","","","POULSENIA","Bot. Centralbl. 73 49 (bis) 1898","accepted"
"taxon-1-Poulsenia_spec","Poulsenia spec.","","species","","","Poulsenia","","accepted"
"taxon-14-PSEUDOLMEDIA","PSEUDOLMEDIA","Trecul","genus","","","PSEUDOLMEDIA","Ann. Sci. Nat. Bot. Ser. 3. 8 129 1847","accepted"
"taxon-1-Pseudolmedia_laevigata","Pseudolmedia laevigata","Trecul","species","","","Pseudolmedia","Ann. Sci. Nat. Bot. Ser. 3. 8 131 1847","accepted"
"taxon-2-Pseudolmedia_laevis","Pseudolmedia laevis","Macbr.","species","","","Pseudolmedia","Publ. Field Mus. Nat. Hist. Bot. Ser. 11 16 1931","accepted"
"taxon-15-SOROCEA","SOROCEA","St. Hil.","genus","","","SOROCEA","Mem. Mus. Hist. Nat. 7 473 1821","accepted"
"taxon-1-Sorocea_hirtella","Sorocea hirtella","Mildbr.","species","","","Sorocea","Notizbl. Bot. Gart. Berlin-Dahlem 10 183 1927","accepted"
"taxon-Sorocea_hirtella","Sorocea hirtella","Mildbr.","species","","","Sorocea","Proc. Kon. Ned. Akad. Wetensch. Ser. C. 88 383 1985","accepted"
"taxon-2-Sorocea_muriculata","Sorocea muriculata","Miq.","species","","","Sorocea","Mart. Fl. Bras. 4 1 113 t. 34 1853","accepted"
"taxon-2a-Sorocea_muriculata","Sorocea muriculata","Miq.","species","","","Sorocea","","accepted"
"taxon-2b-Sorocea_muriculata","Sorocea muriculata","Miq.","species","","","Sorocea","Proc. Kon. Ned. Akad. Wetensch. Ser. C. 88 387 1985","accepted"
"taxon-3-Sorocea_sprucei","Sorocea sprucei","Macbr.","species","","","Sorocea","Publ. Field Mus. Nat. Hist. Bot. Ser 11 16 1931","accepted"
"taxon-Sorocea_sprucei","Sorocea sprucei","Macbr.","species","","","Sorocea","","accepted"
"taxon-16-TRYMATOCOCCUS","TRYMATOCOCCUS","Poepp. & Endl.","genus","","","TRYMATOCOCCUS","Nov. Gen. Sp. Pl. 2 30 1838","accepted"
"taxon-1-Trymatococcus_oligandrus","Trymatococcus oligandrus","Lanj.","species","","","Trymatococcus","Recueil. Trav. Bot. Neerl. 32 271 1935","accepted"
"taxon-2-Trymatococcus_paraensis","Trymatococcus paraensis","Ducke","species","","","Trymatococcus","Arch. Jard. Bot. Rio de Janeiro 3 22 1922","accepted"
"taxon-22-CECROPIACEAE","CECROPIACEAE","","family","CECROPIACEAE","","","","accepted"
"taxon-1-CECROPIA","CECROPIA","Loefl.","genus","","","CECROPIA","Iter Hispan. 272 1758 nom. cons.","accepted"
"taxon-1-Cecropia_angulata","Cecropia angulata","IW. Bailey","species","","","Cecropia","Bot. Gaz. (Crawfordsville) 74 378 t. 1-7 1922","accepted"
"taxon-2-Cecropia_granvilleana","Cecropia granvilleana","C.C. Berg","species","","","Cecropia","Bull. Mus. Hist. Nat. (Paris) Ser. 4 sect. B, Adansonia 7 255 1985","accepted"
"taxon-3-Cecropia_kavanayensis","Cecropia kavanayensis","Cuatrec.","species","","","Cecropia","Fieldiana, Bot. 28 210 1951","accepted"
"taxon-4-Cecropia_latiloba","Cecropia latiloba","Miq.","species","","","Cecropia","Mart. Fl. Bras. 4 1 147 1853","accepted"
"taxon-5-Cecropia_obtusa","Cecropia obtusa","Trecul","species","","","Cecropia","Ann. Sci. Nat. Bot. Ser. 3. 8 79 1847","accepted"
"taxon-6-Cecropia_palmata","Cecropia palmata","Willd.","species","","","Cecropia","Sp. Pl. 4 2 652 1806","accepted"
"taxon-7-Cecropia_peltata","Cecropia peltata","L.","species","","","Cecropia","Pl. Jamaic. Pug. Amoen Acad. 5 97 410 1760","accepted"
"taxon-8-Cecropia_sciadophylla","Cecropia sciadophylla","Mart.","species","","","Cecropia","Flora 24 Beibl. 2 93 1841","accepted"
"taxon-9-Cecropia_silvae","Cecropia silvae","C.C. Berg","species","","","Cecropia","Acta Bot. Neerl. 21 655 1972","accepted"
"taxon-2-COUSSAPOA","COUSSAPOA","Aubl.","genus","","","COUSSAPOA","Hist. Pl. Guiane 2 955 1775","accepted"
"taxon-1-Coussapoa_angustifolia","Coussapoa angustifolia","Aubl.","species","","","Coussapoa","Hist. Pl. Guiane 2 956","accepted"
"taxon-2-Coussapoa_argentea","Coussapoa argentea","Akkermans & C.C. Berg","species","","","Coussapoa","Proc. Kon. Ned. Akad. Wetensch. Ser. C. 85 443 t. 2 1982","accepted"
"taxon-3-Coussapoa_asperifolia","Coussapoa asperifolia","Trecul","species","","","Coussapoa","Ann. Sci. Nat. Bot. Ser. 3. 8 96 1847","accepted"
"taxon-3a-Coussapoa_asperifolia","Coussapoa asperifolia","Trecul","species","","","Coussapoa","","accepted"
"taxon-3b-Coussapoa_asperifolia","Coussapoa asperifolia","Trecul","species","","","Coussapoa","Proc. Kon. Ned. Akad. Wetensch. Ser. C. 85 445 1982","accepted"
"taxon-4-Coussapoa_crassivenosa","Coussapoa crassivenosa","Mildbr.","species","","","Coussapoa","Notizbl. Bot. Gart. Berlin-Dahlem 15 784 1942","accepted"
"taxon-5-Coussapoa_ferruginea","Coussapoa ferruginea","Trecul","species","","","Coussapoa","Ann. Sci. Nat. Bot. Ser. 3. 8 93 1847","accepted"
"taxon-6-Coussapoa_latifolia","Coussapoa latifolia","Aubl.","species","","","Coussapoa","Hist. Pl. Guiane 2 955","accepted"
"taxon-7-Coussapoa_leprieurii","Coussapoa leprieurii","Benoist","species","","","Coussapoa","Bull. Mus. Hist. Nat. (Paris) 30 102 1924","accepted"
"taxon-8-Coussapoa_microcephala","Coussapoa microcephala","Trecul","species","","","Coussapoa","Ann. Sci. Nat. Bot. Ser. 3. 8 96 1847 (Aug.)","accepted"
"taxon-9-Coussapoa_parvifolia","Coussapoa parvifolia","Standl.","species","","","Coussapoa","Publ. Field Mus. Nat. Hist. Bot. Ser. 17 165 1937","accepted"
"taxon-10-Coussapoa_viridifolia","Coussapoa viridifolia","Cuatrec.","species","","","Coussapoa","Fieldiana, Bot. 28 213 1956","accepted"
"taxon-3-POUROUMA","POUROUMA","Aubl.","genus","","","POUROUMA","Hist. Pl. Guiane 2 891 1775","accepted"
"taxon-1-Pourouma_bicolor","Pourouma bicolor","Mart.","species","","","Pourouma","Syst. Mat. Med. Bras. 34 1843","accepted"
"taxon-1a-Pourouma_bicolor","Pourouma bicolor","Mart.","species","","","Pourouma","","accepted"
"taxon-1b-Pourouma_bicolor","Pourouma bicolor","Mart.","species","","","Pourouma","Proc. Kon. Ned. Akad. Wetensch. Ser. C. 91 106 1988","accepted"
"taxon-2-Pourouma_bolivarensis","Pourouma bolivarensis","C.C. Berg","species","","","Pourouma","Brittonia 34 39 1982","accepted"
"taxon-3-Pourouma_guianensis","Pourouma guianensis","Aubl.","species","","","Pourouma","Hist. Pl. Guiana 2 892 t. 341 1775","accepted"
"taxon-Pourouma_guianensis","Pourouma guianensis","Aubl.","species","","","Pourouma","","accepted"
"taxon-4-Pourouma_melinonii","Pourouma melinonii","Benoist","species","","","Pourouma","Bull. Mus. Hist. Nat. (Paris) 28 318 1922","accepted"
"taxon-Pourouma_melinonii","Pourouma melinonii","Benoist","species","","","Pourouma","","accepted"
"taxon-5-Pourouma_minor","Pourouma minor","Benoist","species","","","Pourouma","Bull. Mus. Hist. Nat. (Paris) 30 103 1924","accepted"
"taxon-6-Pourouma_mollis","Pourouma mollis","Trecul","species","","","Pourouma","Ann. Sci. Nat. Bot. Ser. 3. 8 102 1847","accepted"
"taxon-Pourouma_mollis","Pourouma mollis","Trecul","species","","","Pourouma","","accepted"
"taxon-7-Pourouma_saulensis","Pourouma saulensis","C.C. Berg & F. Kooy","species","","","Pourouma","Brittonia 34 36 1982","accepted"
"taxon-8-Pourouma_stipulacea","Pourouma stipulacea","C.C. Berg","species","","","Pourouma","Brittonia 34 37 1982","accepted"
"taxon-9-Pourouma_tomentosa","Pourouma tomentosa","Miq.","species","","","Pourouma","Mart. Fl. Bras 4 1 128 t. 38 1853","accepted"
"taxon-9a-Pourouma_tomentosa","Pourouma tomentosa","Miq.","species","","","Pourouma","Proc. Kon. Ned. Akad. Wetensch. Ser. C. 91 109 1988","accepted"
"taxon-9b-Pourouma_tomentosa","Pourouma tomentosa","Miq.","species","","","Pourouma","Proc. Kon. Ned. Akad. Wetensch. Ser. C. 91 109 1988","accepted"
"taxon-10-Pourouma_velutina","Pourouma velutina","Miq.","species","","","Pourouma","Mart. Fl. Bras 4 1 130 t. 41 1853","accepted"
"taxon-11-Pourouma_villosa","Pourouma villosa","Trecul","species","","","Pourouma","Ann. Sci. Nat. Bot. Ser. 3. 8 103 1847","accepted"
"taxon-23-URTICACEAE","URTICACEAE","","family","URTICACEAE","","","","accepted"
"taxon-1-BOEHMERIA","BOEHMERIA","Jacq.","genus","","","BOEHMERIA","Enum. Syst. Pl. 9 1760","accepted"
"taxon-1-Boehmeria_cylindrica","Boehmeria cylindrica","Sw.","species","","","Boehmeria","Prodr. 34 1788","accepted"
"taxon-2-Boehmeria_ramiflora","Boehmeria ramiflora","Jacq.","species","","","Boehmeria","Stirp. Amer. Hist. 246. t. 157 1763","accepted"
"taxon-2-LAPORTEA","LAPORTEA","Gaud.","genus","","","LAPORTEA","Voy. Uranie 498 1820 (""1826"") nom. cons.","accepted"
"taxon-1-Laportea_aestuans","Laportea aestuans","Chew","species","","","Laportea","Gard. Bull. Straits Settlem. Ser. 3. 21 200 1965","accepted"
"taxon-3-PHENAX","PHENAX","Wedd.","genus","","","PHENAX","Ann. Sci. Nat. Bot. Ser. 4. 1 191 1854","accepted"
"taxon-1-Phenax_sonneratii","Phenax sonneratii","Wedd.","species","","","Phenax","A.DC. Prodr. 16 235 1869","accepted"
"taxon-4-PILEA","PILEA","Lindl.","genus","","","PILEA","Coli. Bot t. 4 1821 nom. cons.","accepted"
"taxon-1-Pilea_imparifolia","Pilea imparifolia","Wedd.","species","","","Pilea","Ann. Sci. Nat. Bot. Ser. 3. 18 212 1852","accepted"
"taxon-2-Pilea_microphylla","Pilea microphylla","Liebm.","species","","","Pilea","Kongel. Danske Vidensk.-Selsk. Skr. Ser. 5. 2 296 1851","accepted"
"taxon-3-Pilea_pubescens","Pilea pubescens","Liebm.","species","","","Pilea","Kongel. Danske Vidensk.-Selsk. Skr. Ser. 5. 2 301 1851","accepted"
"taxon-4-Pilea_tabularis","Pilea tabularis","C.C. Berg","species","","","Pilea","Bull. Mus. Hist. Nat. (Paris) Ser. 4 sect. B, Adansonia 7 429 1985","accepted"
"taxon-5-URERA","URERA","Gaud.","genus","","","URERA","Voy. Uranie 496 1830 (""1826"")","accepted"
"taxon-1-Urera_baccifera","Urera baccifera","Gaud. ex Wedd.","species","","","Urera","Ann. Sci. Nat. Bot. Ser. 3. 18 199 1852","accepted"
"taxon-2-Urera_caracasana","Urera caracasana","Griseb.","species","","","Urera","Fl. Brit. W. I. 154 1856","accepted"
"taxon-3-Urera_laciniata","Urera laciniata","Wedd.","species","","","Urera","Ann. Sci. Nat. Bot. Ser. 3. 18 203 1852","accepted"
"taxon-CASUARINALES","CASUARINALES","","","","","","","accepted"
"taxon-26-CASUARINACEAE","CASUARINACEAE","","family","CASUARINACEAE","","","","accepted"
"taxon-1-CASUARINA","CASUARINA","Adans.","genus","","","CASUARINA","Fam. Pl. 2 481 1763","accepted"
"taxon-1-Casuarina_equisetifolia","Casuarina equisetifolia","J.R. & G. Forster","species","","","Casuarina","Char. Gen. Pl. ed. 1 104 1775","accepted"
