"taxonID","description"
"taxon-1-Artocarpus_altilis","Tree up to 35 m tall . Stipules 10-25 cm long ; blade pinnately incised, elliptic , up to 50 x 20 cm . Inflorescences in the leaf axils. Staminate inflorescences cylindrical to clavate , 10-30 cm long . Pistillate inflorescences ellipsoid to globose , in fruit 15-30 cm in diam. , covered with conical processes or (in the seedless form) rather smooth ."
"taxon-2-Artocarpus_heterophyllus","Tree up to 10m tall . Stipules 1.5-8 cm long ; blade elliptic to obovate , up to 25 x 10 cm , entire. Inflorescences mostly on the trunk and main branches. Staminate inflorescences clavate , up to 10 cm long . Pistillate inflorescences ellipsoid to globose , in fruit 30-60(-100) cm long , covered with conical processes ."
"taxon-2-BAGASSA","Trees, dioecious. Leaves (usually) opposite; stipules lateral , free; blade entire or 3-lobed to 3-parted , 3-veined . Inflorescences in the leaf axils, pedunculate, with bracts. Staminate inflorescences spicate; tepals 4 , basally connate ; stamens 2 ; pistillode present. Pistillate inflorescences globose-capitate ; tepals 4 , basally connate ; ovary free, stigmas 2 , subulate . Fruiting perianth enlarged, fleshy , greenish ; fruit free; seed small, with endosperm, cotyledons flat and equal ."
"taxon-1-Bagassa_guianensis","Tree up to 45 m tall . Branchlets minutely puberulous , ( when juvenile scabrous ). Stipules 0.5-1.5(-2) cm long , puberulous ; petiole 3-10(-14) cm long ; blade chartaceous to subcoriaceous , cordiform to broadly ovate to suborbicular, 6-30 x 4-23 cm , entire to 3-lobed (when juvenile to 3-parted ) , apex short-acuminate to acute, (when juvenile to serrate) ; smooth and puberulous on the main vein above, densely minutely puberulous beneath ( when juvenile scabrous to scabridulous above and beneath ), veins prominent beneath. Staminate inflorescences 4-13 cm long , including the 1-2 cm long peduncle . Pistillate inflorescences 1-1.5 cm in diam. ; peduncle 0.5-1.5 cm long . Infructescences 2.5-3.5 cm in diam."
"taxon-3-BATOCARPUS","Trees, dioecious. Leaves alternate and distichous; stipules lateral , free; blade entire, pinnately veined. Inflorescences in the leaf axils, pedunculate, with bracts. Staminate inflorescences spicate; tepals 3-5 , free; stamens 1 or 2 ; pistillode absent. Pistillate inflorescences globose-capitate ; perianth tubular , subentire to 4-lobed ; ovary free, stigmas 2 , subulate . Fruiting perianth enlarged, fleshy , greenish ; fruit free; seed large, without endosperm, cotyledons thick and equal ."
"taxon-1-Batocarpus_amazonicus","Tree up to 25 m tall . Branchlets minutely puberulous . Stipules 0.2-0.6 cm long , puberulous ; petiole 0.3-1.5 cm long ; blade subcoriaceous , obovate to elliptic or narrowly obovate to narrowly elliptic , 5-26 x 2.5-13 cm , margin subentire to irregularly crenate , apex acuminate , base obtuse to rounded to subcordate ; sparsely puberulous to subtomentose above, more densely so on the primary veins, sparsely to densely puberulous beneath ; veins prominent beneath, secondary veins 8-14 pairs . Staminate inflorescences 8-22 cm long , including the 0.6-1 cm long peduncle . Pistillate inflorescences 1-2 cm in diam. ; peduncle 0.7-1.5 cm long ; stigmas ca. 3 mm long . Infructescences 3-4 cm in diam."
"taxon-4-BROSIMUM","Trees, monoecious or dioecious. Leaves alternate and distichous; stipules fully amplexicaul and connate, or semi-amplexicaul and free ; blade entire, pinnately veined. Inflorescences in the leaf axils, bisexual or unisexual, pedunculate, receptacle (sub)globose, hemispheric, turbinate or convexly discoid , at first completely covered with peltate bracts . Staminate flowers several to numerous , on the surface of the receptacle; perianth well-developed, vestigial or lacking; stamens 4-1 ; pistillode absent. Pistillate flowers one to several , embedded in the receptacle; ovary adnate to the perianth; stigmas 2 , filiform to band-shaped . Fruit(s) forming a drupaceous whole with the enlarged, fleshy and often coloured receptacle ; seed large, without endosperm, cotyledons thick, equal or unequal."
"taxon-1-Brosimum_acutifolium","Tree up to 35 m tall , dioecious. Branchlets white to brownish puberulous to hirtellous . Stipules free, semi-amplexicaul, 0.2-0.8 cm long , pubescent ; petiole 0.3-1.6 cm long ; blade chartaceous to (sub)coriaceous , elliptic to narrowly elliptic, or obovate to narrowly obovate , (1-)3-20 x (0.5-)2-7 cm , margin entire , apex acuminate , base acute to obtuse ; scabrous to smooth , sparsely hispidulous to puberulous above, hirtellous to puberulous beneath ; primary vein plane above, veins prominent beneath, secondary veins 8-15 pairs , tertiary veins not parallel. Receptacle with many densely white -puberulous bracts . Staminate inflorescences globose , 0.4-0.8 cm in diam. ; peduncle 0.5-1.5 cm long ; perianth lacking; stamens 1-3 , surrounded by 3 perianth-like bracts . Pistillate inflorescences (sub)globose , 0.5-1.2 cm in diam. ; peduncle 0.5-1.2 cm long ; flowers 1-5 ; stigmas ca. 0.5 mm long . Infructescences (sub)globose to convexly discoid , 2-3 cm in diam. , orange to yellow at maturity ."
"taxon-1a-Brosimum_acutifolium","Petiole 0.3-0.7 cm long ; blade chartaceous to subcoriaceous , usually narrowly elliptic, convex (and thus in herbarium specimens often folded) , scabrous to scabridulous above , (rather) densely hirtellous to subtomentose beneath ; veins prominent beneath. Pistillate inflorescences often with more than 1 flower ."
"taxon-1b-Brosimum_acutifolium","Petiole 0.5-1.6 cm long ; blade subcoriaceous (to coriaceous) , usually obovate to narrowly obovate , plane, smooth and sparsely (on the primary vein rather densely) puberulous above, (rather) sparsely appressed-puberulous beneath ; smaller veins (almost) plane beneath. Pistillate inflorescences mostly one-flowered ."
"taxon-Brosimum_alicastrum","Tree up to 35 m tall , dioecious. Branchlets glabrous or sparsely puberulous . Stipules free, nearly fully amplexicaul, (0.3-)0.5-1(-1.5) cm long , glabrous, puberulous or pubescent ; petiole 0.2-0.8(-1.1) cm long ; blade coriaceous to chartaceous , elliptic to narrowly elliptic, often obovate to narrowly obovate , 4-18(-28) x 2-7(-11) cm , apex usually acuminate , base acute to truncate, sometimes to subcordate , margin entire, sometimes denticulate , glabrous above, glabrous or sparsely puberulous to pubescent beneath ; primary vein (almost) plane above, veins more or less prominent beneath, secondary veins 12-16(21) pairs , tertiary venation mostly reticulate . Staminate inflorescences (sub)globose to ellipsoid , 0.3-0.8 cm in diam. , subsessile or up to 1.5 cm long pedunculate ; perianth absent; stamen 1 . Pistillate inflorescences (sub)globose to ellipsoid , 0.2-0.4 cm in diam. , subsessile or up to 1.5 cm long pedunculate ; stigmas 0.2-8 mm long . Infructescences (sub)globose , 1.5-2 cm in diam. , at maturity, yellow, orange brownish ."
"taxon-3-Brosimum_guianense","Tree up to 30m tall , or shrub, monoecious. Branchlets sparsely to densely white to brown puberulous . Stipules free, semi-amplexicaul, 0.2-0.5 cm long , puberulous to almost glabrous ; petiole 0.2-0.6 cm long ; blade subcoriaceous to chartaceous , elliptic to narrowly elliptic or obovate to narrowly obovate , (2-)4-13 x (l-)2-6 cm , apex acuminate to acute to obtuse to emarginate , base acute to obtuse , margin entire, sometimes denticulate , glabrous above, almost glabrous, appressed-puberulous, (sub)velutinous or scabrous beneath, mostly distinctly papillate ; primary vein almost plane above, veins more or less prominent beneath, secondary veins 6-14 pairs , tertiary venation reticulate . Inflorescences usually bisexual, discoid to broadly turbinate to hemisphaerical, often more or less lobed , 0.3-1.2 cm in diam. , subsessile or up to 2 cm long pedunculate . Staminate flowers a few to numerous , perianth 0.2-0.4 mm high , 3-4-lobed ; stamen 1 . Pistillate flowers 1 to several ; stigmas 0.1-0.3 mm long . Infructescences (sub)globose to turbinate and ca. 1.2 cm in diam. , or if containing 2 or more fruits, then more or less lobed and up to 1.6 cm in diam. , at maturity reddish ."
"taxon-4-Brosimum_lactescens","Tree up to 50 m tall , dioecious. Branchlets sparsely to densely white puberulous . Stipules free, semi-amplexicaule, 0.3-1.5 cm long , puberulous to pubescent , venation more or less prominent, subflabellate-furcate ; petiole 0.3-0.5 cm long ; blade subcoriaceous to chartaceous , elliptic to narrowly elliptic , 4-20(-32) x 1.5-6(-16) cm , apex acuminate to subacute , base acute to obtuse to emarginate , margin entire , glabrous or sparsely puberulous to hirtellous, glabrescent above, sparsely to rather densely puberulous to hirtellous beneath ; primary vein impressed above, veins prominent beneath, secondary veins 9-20 pairs , tertiary venation mostly reticulate . Staminate inflorescences globose , 0.3-1 cm in diam. ; peduncle 0.1-0.8 cm long ; perianth 1.5-2.5 mm high , (3-)4-lobed to (3-)4-parted ; stamens 2-4 . Pistillate inflorescences (sub)globose, ovoid or obovoid, often more or less lobed , 0.2-0.6 cm in diam. , peduncle 0.1-0.8 cm long ; flowers 1-5(-13) ; stigmas 2-9 mm long . Infructescences subglobose, or if containing 2 or more fruits, then to convexly discoid and lobed , 1-2(-3) cm in diam. , at maturity yellow or reddish ."
"taxon-Brosimum_parinarioides","Tree up to 40 m tall , usually monoecious. Branchlets brown puberulous to subvelutinous . Stipules connate , fully amplexicaul, 0.5-2(-2.5) cm long , brownish puberulous, pubescent or subsericeous ; petiole 0.4-2 cm long ; blade coriaceous , elliptic to narrowly elliptic , 6-24(-40) x 3-8(-14) cm , apex acuminate to subacute , base obtuse to subcordate , margin entire , glabrous above, densely brown to yellowish puberulous around the areoles and for the rest more sparsely puberulous to pubescent beneath ; primary vein almost plane above, veins very prominent beneath, secondary veins (12-)14-32 pairs , tertiary venation for the greater part scalariform . Inflorescences usually bisexual, subglobose to hemispherical , 0.4-1.2 cm in diam. ; peduncle 0.5-2.5 cm long . Staminate flowers several to numerous ; perianth 0.2-0.3 mm high , 3-4-lobed , vestigial or lacking; stamen 1 . Pistillate flower 1 , stigmas 0.3-1 mm long . Infructescences subglobose , ca. 2-2.5 cm in diam."
"taxon-6-Brosimum_rubescens","Tree up to 40 m tall , usually monoecious. Branchlets sparsely to densely yellowish to greyish puberulous . Stipules connate , fully amplexicaul, 1-2.5(-3.5) cm long , puberulous to subvelutinous ; petiole 0.2-1.3 cm long , when dry its periderm persisting; blade coriaceous to subcoriaceous , elliptic to narrowly elliptic or obovate to narrowly obovate , 2-13 x 1-6.5 cm , apex short to long-acuminate , base acute to obtuse , margin entire , glabrous above, glabrous to sparsely pubescent beneath, sometimes densely pubescent on the primary veins ; primary vein almost plane above, veins slightly prominent to plane beneath, secondary veins 10-22 pairs , tertiary venation reticulate . Inflorescences usually bisexual, subglobose, subturbinate to hemispherical , 0.2-0.8 cm in diam. ; peduncle 0.2-1.2 cm long . Staminate flowers few to numerous ; perianth 0.1-0.5 mm high , 3-5 parted ; stamens 1-3 . Pistillate flowers 1 to several ; stigmas 0.1-0.8 mm long . Infructescences (sub)globose , up to 1.5 cm in diam. , at maturity reddish ."
"taxon-Brosimum_utile","Tree up to 50 m tall , usually monoecious. Branchlets white puberulous to pubescent . Stipules connate , fully amplexicaul, (0.5-)1-4.5 cm long , puberulous or pubescent ; petiole 0.3-2.5(-2) cm long , when dry its epidermis flaking off; blade coriaceous , ovate to narrowly ovate or elliptic to narrowly elliptic , (2-)5-20(-26) x (2-)3-10 cm , apex acuminate , base obtuse sometimes acute or subcordate , margin entire , almost glabrous above, almost glabrous or sparsely puberulous beneath ; primary vein almost plane above, veins slightly prominent to plane beneath, secondary veins 12-24 pairs , tertiary venation partly scalariform . Inflorescences usually bisexual, globose, turbinate or hemispherical , 0.5-0.8 cm in diam. , peduncle 0.1-3.5 cm long . Staminate flowers a few to numerous ; perianth 0.1-1 mm high , with 1-5 tepals; stamens 1 ; stigmas 0.3-0.8 cm long . Infructescences globose ca. 3 cm in diam. , at maturity brownish ."
"taxon-5-CLARISIA","Trees or shrubs, dioecious. Leaves alternate and distichous; stipules lateral , free; blade entire or pinnately incised, pinnately veined. Inflorescences in the leaf axils or on leafless branchlets or spurs on the older wood, pedunculate, bracteate. Staminate inflorescences spicate; flowers indistinct; tepals (2-)3-5(-7) , free or connate ; stamens 1-3 ; pistillode absent. Pistillate inflorescences capitate or uniflorous; perianth tubular , 4-lobed ; ovary adnate to the perianth or almost free; stigmas 2 , filiform or tongue-shaped . Fruiting perianth enlarged, fleshy , red or orange ; fruit adnate to the perianth; seed large, without endosperm, cotyledons thick and equal ."
"taxon-1-Clarisia_ilicifolia","Shrub or small tree, sometimes up to 20m tall ; most hairs uncinate. Branchlets puberulous . Stipules 0.1-0.3 cm long , puberulous ; petiole 0.3-2.5 cm long ; blade subcoriaceous to coriaceous , elliptic to narrowly elliptic , (3-)8-33 x (1.5-)2.5-12 cm , apex acuminate , acumen spinulose , base acute to obtuse , margin entire, spinulose-dentate or more or less deeply lobed , glabrous above glabrous or sparsely puberulous beneath ; primary vein prominent above, veins prominent beneath, secondary veins (5-)8-20 pairs . Inflorescences on spurs. Staminate inflorescences capitate , ca. 0.5 cm in diam. ; peduncle 0.3-2 cm long ; flowers ca. 5-20 ; stigmas 1-2 mm long . Fruiting perianth ellipsoid to narrowly ellipsoid , 1.5-2 cm high ."
"taxon-2-Clarisia_racemosa","Tree up to 40 m tall ; hairs straight. Branchlets minutely puberulous to almost glabrous . Stipules ovate , 0.1-0.3 cm long , puberulous ; petiole 0.5-1.5 cm long ; blade coriaceous to subcoriaceous , elliptic to narrowly elliptic , 5-14 x 2-6.5 cm , apex acuminate , base obtuse to truncate or sometimes to acute , margin entire , glabrous above, sparsely puberulous beneath ; primary vein plane to slightly impressed above, veins more or less prominent beneath, secondary veins 9-18 pairs . Inflorescences on leafless branchlets. Staminate inflorescences 1-10 cm long ; peduncle 0.1-0.8 cm long ; stamens 1-2(-3) . Pistillate inflorescences uniflorous, occasionally 2 flowers ; stigmas 5-7 cm long . Fruiting perianth ellipsoid , ca. 1.5 cm high ."
"taxon-6-DORSTENIA","Herbs, monoecious (or dioecious). Leaves spirally arranged, rosulate ; stipules semi-amplexicaul, free, persistent; blade entire or lobed to parted , pinnately to subpalmately veined. Inflorescences in the leaf axils, bisexual or unisexual, pedunculate; receptacle discoid to cup-shaped , with (sub)marginal bracts . Staminate flowers numerous, superficial; tepals 2(-3) , free; stamens 2 ; pistillode absent. Pistillate flowers numerous , embedded in the receptacle; perianth tubular ; ovary free, stigmas 2 , subulate . Fruit free, a dehiscent drupelet, the white , fleshy exocarp ejecting the endocarp body ; seed small, with endosperm, cotyledons flat and equal ."
"taxon-1-Dorstenia_brasiliensis","Stem subterraneous, 4-15 mm thick , often more or less tuberous . Leaves rosulate ; stipules triangular , 0.2-0.7 cm long ; petiole 1-10(-17) cm long ; blade chartaceous to papyraceous , elliptic to narrowly elliptic to narrowly obovate (or narrowly ovate) , 1.5-1.8 x 1-7 cm , apex rounded to obtuse to acute to acuminate , base cordate to obtuse , margin crenate , scabrous to smooth and sparsely strigose above, puberulous on the veins beneath ; secondary veins 6-14 pairs . Inflorescences bisexual, green ; peduncle 1-12 cm long ; receptacle discoid to shallowly cup-shaped, orbicular , 0.5-1.5 cm in diam. Endocarp body tuberculate ."
"taxon-Dorstenia_cayapia","Stem partly subterraneous, 5-12 mm thick , sometimes ± tuberous . Leaves rosulate ; stipules broadly ovate to elliptic , 0.2-0.3 mm long ; petiole 3-10(-20) cm long ; blade chartaceous , reniform (to cordiform or to suborbicular) , 3.5-8.5 x 3.5-10 cm , apex rounded , base cordate , margin crenate-dentate to sinuate, sometimes lobate or to 3-5-fid , scabrous to scabridulous above , puberulous on the veins beneath ; secondary veins 3-4(-5) pairs . Inflorescences unisexual, at least the flowering face reddish-brown to purplish ; receptacle discoid to shallowly cup-shaped, orbicular , ca. 1 cm in diam. Endocarp body smooth ."
"taxon-3-Dorstenia_contrajerva","Stem (partly) subterraneous, 3-14 mm thick . Leaves rosulate ; stipules triangular to ovate , 0.2-0.6 cm long ; petiole 3-20 cm long ; blade chartaceous , broadly ovate to cordiform to subhastate , 4-25 x 3.5-30 cm , entire or pinnately to subpalmately or subpedately incised, apex acute , base cordate to acute , margin crenate-dentate to subentire , usually scabrous , hirtellous to strig(ill)ose above, puberulous on the veins beneath ; secondary veins 3-7 pairs . Inflorescences green or with a purplish margin ; peduncle 5-30 cm long ; receptacle discoid, quadrangular to more or less irregularly lobed , (0.5-)1.5-2 cm in diam. Endocarp body tuberculate ."
"taxon-7-FICUS","Trees or shrubs, monoecious, terrestrial or hemi-epiphytic and then with aerial roots and often strangling (the host tree). Leaves alternate in spirals; stipules fully amplexicaul, free; blade entire, pinnately veined, with one or two (waxy) glandular spots at the base of the primary vein beneath . Inflorescences (figs, syconia) solitary, or in pairs in the leaf axils, or just below the leaves or on spurs in the leaf axils and on the older wood, bisexual, pedunculate or sessile, receptacle urceolate , subtended by 2 or 3 bracts (= basal bracts), the apical opening (ostiole) closed by interlocking bracts . Staminate flowers numerous to several , tepals 2-6 , free or basally connate ; stamens 1 or 2 ; pistillode absent or present. Pistillate flowers numerous , pedicellate or sessile; tepals 2-4 , free or basally connate ; ovary free, stigmas 1 or 2 ; pistillate flowers more or less differentiated into seed flowers (to produce seeds) and gall flowers (to hatch the larvae of fig wasps, the pollinators), seed flowers often (sub)sessile and with relatively long styles, gall flowers usually pedicellate, with relatively short styles. Fruiting perianth hardly enlarged, membranous ; fruits free, achenes or slightly drupaceous; seeds small, with endosperm, cotyledons flat and equal ."
"taxon-Pharmacosycea","trees, terrestrial; two ± lateral waxy (glandular) spots at the base of the primary vein beneath; figs usually solitary in the leaf axils; basal bracts 3 ; stamens 2 ; stigmas 2 ."
"taxon-Urostigma","trees, often hemi-epiphytic; one median waxy (glandular) spot at the base of the primary vein beneath; figs in pairs in the leaf axils or on spurs, also on the older wood; basal bracts mostly 2 ; stamen 1 ; stigma 1 ."
"taxon-1-Ficus_albert-smithii","Tree up to 15m tall . Branchlets 8-13 mm thick , with sparse to dense dark-brown indument, glabrescent . Stipules 1-1.5 cm long , minutely puberulous , caducous; petiole 2.5-6.5(-10) cm long , glabrous or minutely puberulous ; blade, coriaceous , elliptic to narrowly elliptic , 12-29 x 6.5-13.5 cm , apex subacuminate to rounded , base rounded to subacute , margin entire , (almost) glabrous above, with dense pale- to dark-brown indument beneath ; secondary veins (10-)14-16 pairs . Figs usually several together on spurs, also below the leaves, (sub)globose , 0.5-1 cm in diam. , puberulous with brown hairs, at maturity pink or reddish , subsessile or up to 0.3 cm long pedunculate ; basal bracts 2 , 3.5-6.5 mm long ; ostiole 2.5-3 mm in diam. , plane ."
"taxon-2a-Ficus_guianensis","Tree up to 35 m tall . Branchlets 2.5-7 mm thick , minutely puberulous or glabrous (or densely, brown short-pubescent) . Stipules 0.3-1 cm long , puberulous glabrous , caducous; petiole 0.5-3 cm long , minutely puberulous or glabrous (or brown short-pubescent) ; blade coriaceous , obovate to narrowly obovate or elliptic to narrowly elliptic , 3-16(-22) x 2-6(-11.5) cm , apex acute, acuminate or rounded , base acute to subobtuse or rounded, truncate or subcordate , glabrous above, glabrous or sometimes minutely puberulous with appressed brown hairs beneath ; secondary veins (8-)10-16 pairs . Figs usually several together on spurs, also below the leaves, subglobose , 0.3-1(-1.2) cm in diam. , minutely puberulous with appressed brown hairs, at maturity red, often with darker spots , up to 0.8 cm long pedunculate or subsessile; basal bracts 2(-3) , ca. 1.5 mm long ; ostiole 1.5-3 mm in diam. , plane to slightly prominent ."
"taxon-2b-Ficus_subapiculata","Similar to F. guianensis but the figs with a protruding (apiculate) apex . The figs are 0.6-0.8 cm in diam."
"taxon-2c-Ficus_mathewsii","Similar to F. guianensis but the blade (usually) small , up to 10 cm long , and often (ob)lanceolate to subobovate ; petiole up to 1 cm long , ca. 1.5 mm thick ; figs subsessile or up to 0.2(-0.3) cm long pedunculate and 0.3-0.4 cm in diam."
"taxon-2d-Ficus_greiffiana","Tree up to 10 m tall . Branchlets 2-4 mm thick , minutely puberulous . Stipules 0.5-1 cm long , minutely puberulous , caducous; petiole 0.5-1.2(-2) cm long , minutely puberulous , when dry blackish ; blade coriaceous , elliptic to narrowly elliptic , 4.5-12 x 2-5(-6) cm , apex acuminate , base acute (to obtuse) , glabrous above, often blackish when dry, glabrous beneath, brown when dry ; secondary veins 8-12 pairs . Figs in pairs in the leaf axils, globose , 0.5-0.7 cm in diam. , glabrous , at maturity red to pink ; peduncle 0.3-0.5 cm long ; basal bracts 2 , ca. 1.5 mm long ; ostiole ca. 2 mm in diam. , plane or slightly prominent ."
"taxon-2e-Ficus_americana","Tree up to 20 m tall . Branchlets 1.5-3 mm thick , minutely puberulous to glabrous . Stipules 0.6-1.2 cm long , glabrous ; petiole 0.5-1 cm long ; blade coriaceous , elliptic , 1.5-4.5 x 0.5-2 cm , apex acuminate to acute , base rounded to subacute , glabrous above and beneath ; secondary veins 8-10 pairs , prominent on both sides. Figs in pairs in the leaf axils, globose , 0.3-0.5 cm in diam. , at maturity red to pink ; peduncle 0.1-0.2 cm long ; basal bracts ca. 1.5 mm long ; ostiole ca. 1.5 mm in diam. , plane to sligthly prominent ."
"taxon-3-Ficus_blepharophylla","Tree up to 10m tall . Branchlets 2-3 mm thick , brown- to white -tomentose . Stipules 0.5-1 cm long , brown -subsericeous to -subtomentose , subpersistent; petiole 0.5-5 cm long ; blade coriaceous , elliptic to narrowly elliptic, or obovate to narrowly obovate , 1.5-5 x 1-2.5 cm , apex very shortly acuminate to rounded , base obtuse to subcordate , margin entire , ciliolate, glabrous above, sparsely tomentose (to hirtellous) on the main veins beneath ; secondary veins 5-7 pairs . Figs in pairs in the leaf axils, subglobose , ca. 0.5 cm in diam. , densely white puberulous , sessile; basal bracts 2 , 1.5 mm long ; ostiole ca. 1.5 mm in diam. , surrounded by a slightly lobed rim ."
"taxon-4-Ficus_broadwayi","Tree up to 25 m tall . Branchlets 2.5-6(-8) mm thick , usually glabrous . Stipules (0.5-)1-1.8 cm long , glabrous and appressed-puberulous , caducous; petiole 1-2.5(-7) cm long , usually glabrous ; blade coriaceous , elliptic to narrowly elliptic , (5-)10-21 x 3.5-9 cm , apex acuminate, sometimes subacute , base rounded to cordate , margin entire , glabrous on both sides ; secondary veins 6-8(-10) pairs . Figs usually in pairs in the leaf axils, (sub)globose , 1.2-2 cm in diam. , glabrous , at maturity greenish ; peduncle 0.5-1.5 cm long ; basal bracts 2 , ca. 2.5 mm long ; ostiole sunken in the crateriform apex of the fig ."
