"multimediaID","taxonID","identifier","title","description"
"media-ID_514","taxon-2-CELTIS","fotg-a-11-514.gif","Fig. 1",""
"media-ID_541","taxon-2-CELTIS","fotg-a-11-541.jpg","Fig. 1","Transverse section."
"media-ID_542","taxon-2-CELTIS","fotg-a-11-542.jpg","Fig. 2","Transverse section."
"media-ID_543","taxon-2-CELTIS","fotg-a-11-543.jpg","Fig. 3","Transverse section."
"media-ID_544","taxon-2-CELTIS","fotg-a-11-544.jpg","Fig. 4","Transverse section."
"media-ID_545","taxon-2-CELTIS","fotg-a-11-545.jpg","Fig. 5","Tangential section."
"media-ID_546","taxon-2-CELTIS","fotg-a-11-546.jpg","Fig. 6","Radial section."
"media-ID_515","taxon-1-Trema_micrantha","fotg-a-11-515.gif","Fig. 2",""
"media-ID_516","taxon-1-Trema_micrantha","fotg-a-11-516.gif","Fig. 3",""
"media-ID_517","taxon-2-BAGASSA","fotg-a-11-517.gif","Fig. 4",""
"media-ID_547","taxon-3-BATOCARPUS","fotg-a-11-547.jpg","Fig. 7","Transverse section."
"media-ID_548","taxon-3-BATOCARPUS","fotg-a-11-548.jpg","Fig. 8","Tangential section."
"media-ID_549","taxon-3-BATOCARPUS","fotg-a-11-549.jpg","Fig. 9","Transverse section."
"media-ID_550","taxon-3-BATOCARPUS","fotg-a-11-550.jpg","Fig. 10","Transverse section."
"media-ID_551","taxon-3-BATOCARPUS","fotg-a-11-551.jpg","Fig. 11","Transverse section."
"media-ID_552","taxon-3-BATOCARPUS","fotg-a-11-552.jpg","Fig. 12","Tangential section."
"media-ID_553","taxon-3-BATOCARPUS","fotg-a-11-553.jpg","Fig. 13","Radial section."
"media-ID_554","taxon-3-BATOCARPUS","fotg-a-11-554.jpg","Fig. 14","Transverse section."
"media-ID_555","taxon-3-BATOCARPUS","fotg-a-11-555.jpg","Fig. 15","Radial section."
"media-ID_556","taxon-3-BATOCARPUS","fotg-a-11-556.jpg","Fig. 16","Transverse section."
"media-ID_557","taxon-3-BATOCARPUS","fotg-a-11-557.jpg","Fig. 17","Tangential section."
"media-ID_558","taxon-3-BATOCARPUS","fotg-a-11-558.jpg","Fig. 18","Transverse section."
"media-ID_559","taxon-3-BATOCARPUS","fotg-a-11-559.jpg","Fig. 19","Transverse section."
"media-ID_560","taxon-3-BATOCARPUS","fotg-a-11-560.jpg","Fig. 20","Tangential section."
"media-ID_561","taxon-3-BATOCARPUS","fotg-a-11-561.jpg","Fig. 21","Transverse section."
"media-ID_562","taxon-3-BATOCARPUS","fotg-a-11-562.jpg","Fig. 22","Transverse section."
"media-ID_518","taxon-1-Batocarpus_amazonicus","fotg-a-11-518.gif","Fig. 5",""
"media-ID_519","taxon-Brosimum_parinarioides","fotg-a-11-519.gif","Fig. 6",""
"media-ID_563","taxon-5-CLARISIA","fotg-a-11-563.jpg","Fig. 23","Tangential section."
"media-ID_564","taxon-5-CLARISIA","fotg-a-11-564.jpg","Fig. 24","Tangential section."
"media-ID_565","taxon-5-CLARISIA","fotg-a-11-565.jpg","Fig. 25","Transverse section."
"media-ID_566","taxon-5-CLARISIA","fotg-a-11-566.jpg","Fig. 26","Transverse section."
"media-ID_520","taxon-6-DORSTENIA","fotg-a-11-520.gif","Fig. 7",""
"media-ID_521","taxon-1-Dorstenia_brasiliensis","fotg-a-11-521.gif","Fig. 8",""
"media-ID_523","taxon-9-Ficus_donnell-smithii","fotg-a-11-523.gif","Fig. 10",""
"media-ID_522","taxon-24-Ficus_piresiana","fotg-a-11-522.gif","Fig. 9",""
"media-ID_524","taxon-2-Helicostylis_tomentosa","fotg-a-11-524.gif","Fig. 11",""
"media-ID_567","taxon-9-MACLURA","fotg-a-11-567.jpg","Fig. 27","Transverse section."
"media-ID_568","taxon-9-MACLURA","fotg-a-11-568.jpg","Fig. 28","Transverse section."
"media-ID_569","taxon-9-MACLURA","fotg-a-11-569.jpg","Fig. 29","Transverse section."
"media-ID_570","taxon-9-MACLURA","fotg-a-11-570.jpg","Fig. 30","Radial section."
"media-ID_571","taxon-9-MACLURA","fotg-a-11-571.jpg","Fig. 31","Transverse section."
"media-ID_572","taxon-9-MACLURA","fotg-a-11-572.jpg","Fig. 32","Transverse section."
"media-ID_573","taxon-9-MACLURA","fotg-a-11-573.jpg","Fig. 33","Transverse section."
"media-ID_574","taxon-9-MACLURA","fotg-a-11-574.jpg","Fig. 34","Tangential section."
"media-ID_575","taxon-9-MACLURA","fotg-a-11-575.jpg","Fig. 35","Transverse section."
"media-ID_576","taxon-9-MACLURA","fotg-a-11-576.jpg","Fig. 36","Transverse section."
"media-ID_577","taxon-9-MACLURA","fotg-a-11-577.jpg","Fig. 37","Tangential section."
"media-ID_578","taxon-9-MACLURA","fotg-a-11-578.jpg","Fig. 38","Tangential section."
"media-ID_525","taxon-10-MAQUIRA","fotg-a-11-525.gif","Fig. 12",""
"media-ID_526","taxon-1-Maquira_guianensis","fotg-a-11-526.gif","Fig. 13",""
"media-ID_527","taxon-3-Naucleopsis_guianensis","fotg-a-11-527.gif","Fig. 14",""
"media-ID_528","taxon-2-Perebea_mollis","fotg-a-11-528.gif","Fig. 15",""
"media-ID_529","taxon-13-POULSENIA","fotg-a-11-529.gif","Fig. 16",""
"media-ID_579","taxon-14-PSEUDOLMEDIA","fotg-a-11-579.jpg","Fig. 39","Transverse section."
"media-ID_580","taxon-14-PSEUDOLMEDIA","fotg-a-11-580.jpg","Fig. 40","Transverse section."
"media-ID_581","taxon-14-PSEUDOLMEDIA","fotg-a-11-581.jpg","Fig. 41","Transverse section."
"media-ID_582","taxon-14-PSEUDOLMEDIA","fotg-a-11-582.jpg","Fig. 42","Transverse section."
"media-ID_530","taxon-2-Pseudolmedia_laevis","fotg-a-11-530.gif","Fig. 17",""
"media-ID_583","taxon-15-SOROCEA","fotg-a-11-583.jpg","Fig. 43","Transverse section."
"media-ID_584","taxon-15-SOROCEA","fotg-a-11-584.jpg","Fig. 44","Transverse section."
"media-ID_585","taxon-15-SOROCEA","fotg-a-11-585.jpg","Fig. 45","Tangential section."
"media-ID_586","taxon-15-SOROCEA","fotg-a-11-586.jpg","Fig. 46","Tangential section."
