"taxonID","scientificName","namePublishedIn","taxonomicStatus"
"taxon-1-Celtis_iguanaea","Rhamnus iguanaeus","Enum. Syst. Pl. 16 1760","synonym"
"taxon-1-Celtis_iguanaea","Celtis aculeata","Prodr. 53 1788","synonym"
"taxon-1-Celtis_iguanaea","Momisia iguanaea","Contr. U. S. Natl. Herb. 16 8 1912","synonym"
"taxon-1-Trema_micrantha","Rhamnus micranthus","Syst. Veg. ed. 10 937 1759","synonym"
"taxon-1-Trema_micrantha","Celtis micronthus","Prodr. 53 1788","synonym"
"taxon-1-Trema_micrantha","Sponia micrantha","Ann. Sci. Nat. Bot. Ser. 3. 10 333 1848","synonym"
"taxon-1-Artocarpus_altilis","Sitodium altile","J. Voy. South Seas 45 1773","synonym"
"taxon-1-Artocarpus_altilis","Artocarpus communis","Char. Gen. Pl. ed. 1 102 1775 (""1776"")","synonym"
"taxon-2-BAGASSA","Laurea","Voy. Uranie 513 1830 (""1826"")","synonym"
"taxon-1-Bagassa_guianensis","Piper tiliifolium","W. Ham. Prodr. Pl. Ind. Occid. 4 1825 non Schlechtend. & Cham.","synonym"
"taxon-1-Bagassa_guianensis","Bagassa tiliifolia","Arch. Bot. Mem. 5 31 1933","synonym"
"taxon-1-Bagassa_guianensis","Laurea tiliaefolia","Voy. Bonite, Bot. t. 88 1844","synonym"
"taxon-1-Bagassa_guianensis","Bagassa sagotiana","Gen. Pl. 3 1 362 1880","synonym"
"taxon-3-BATOCARPUS","Anonocarpus","Arch. Jard. Bot. Rio de Janeiro 3 38 1922","synonym"
"taxon-1-Batocarpus_amazonicus","Anonocarpus amazonicus","Arch. Jard. Bot. Rio de Janeiro 3 39 1939","synonym"
"taxon-1-Batocarpus_amazonicus","Batocarpus maranhensis","Bol. Mus. Nac. Rio de Janeiro Bot. Ser. 2. 37 9 1968","synonym"
"taxon-4-BROSIMUM","Alicastrum","Civ. Nat. Hist. Jamaica 372 1756 nom. rejic., no type.","synonym"
"taxon-4-BROSIMUM","Piratinera","Hist. Pl. Guiane 2 888 1775 nom. rejic.","synonym"
"taxon-4-BROSIMUM","Ferolia","Hist. Pl. Guiane 2 Suppl. 7 1775 nom. rejic.","synonym"
"taxon-4-BROSIMUM","Galactodendrum","Humb. & Bonpl. Voyage aux regions equin. Relat. Hist. 2 108 1819","synonym"
"taxon-4-BROSIMUM","Brosimopsis","Trans. Linn. Soc. London Bot. ser. 2. 4 473 1895","synonym"
"taxon-1-Brosimum_acutifolium","Piratinera acutifolia","Contr. U. S. Natl. Herb. 20 100 1918","synonym"
"taxon-1-Brosimum_acutifolium","Brosimopsis acutifolia","Arch. Jard. Bot. Rio de Janeiro 3 30 1922","synonym"
"taxon-1b-Brosimum_acutifolium","Brosimopsis obovata","Bull. Mus. Hist. Nat. (Paris) Ser. 2. 4 722 1932","synonym"
"taxon-1b-Brosimum_acutifolium","Brosimum caniceps","Publ. Field Mus. Nat. Hist. Bot. Ser. 17 156 1937","synonym"
"taxon-Brosimum_alicastrum","Helicostylis bolivarensis","Contr. U. S. Natl. Herb. 20 96 1918","synonym"
"taxon-Brosimum_alicastrum","Brosimum bolivarense","Mutisia 33 2 1970","synonym"
"taxon-3-Brosimum_guianense","Piratinera guianensis","Hist. PI. Guiane 2 888","synonym"
"taxon-3-Brosimum_guianense","Alicastrum guianense","Revis. Gen. Pl. 2 623 1891","synonym"
"taxon-3-Brosimum_guianense","Brosimum aubletii","Nov. Gen. Sp. Pl. 2 34 t. 148 1838","synonym"
"taxon-3-Brosimum_guianense","Piratinera scabridula","J. Wash. Acad. Sci. 12 398 1922","synonym"
"taxon-3-Brosimum_guianense","Piratinera velutina","J. Wash. Acad. Sci. 12 398 1922","synonym"
"taxon-3-Brosimum_guianense","Brosimum velutinum","Arch. Jard. Bot. Rio de Janeiro 4 1 1925","synonym"
"taxon-3-Brosimum_guianense","Piratinera lemeei","Bull. Mus. Hist. Nat. (Paris) 31 468 1931","synonym"
"taxon-3-Brosimum_guianense","Brosimum lemeei","Fl. Guyane Fran. 1 510 1955","synonym"
"taxon-3-Brosimum_guianense","Brosimum rotundatum","Bull. Torrey Bot. Club 75 293 1948","synonym"
"taxon-4-Brosimum_lactescens","Brosimopsis lactescens","Trans. Linn. Soc. London Bot. Ser. 2. 4 473 1895","synonym"
"taxon-6-Brosimum_rubescens","Alicastrum rubescens","Bot. Jahrb. Syst. 15 Beibl. 34 16 1892","synonym"
"taxon-6-Brosimum_rubescens","Piratinera rubescens","Contr. U. S. Natl. Herb. 20 100 1918","synonym"
"taxon-6-Brosimum_rubescens","Ferolia guianensis","Hist. Pl. Guiane 2 Suppl. 7","synonym"
"taxon-6-Brosimum_rubescens","Brosimum paraense","Bol. Mus. Paraense Hist. Nat. 6 67 1910","synonym"
"taxon-6-Brosimum_rubescens","Piratinera paraensis","Arch. Hot. 5 Mem. 1 45 1931","synonym"
