WFOID,vernacularName,identifier,isPreferredName,source,language,countryCode,uri,bibliographicCitation,rights,license
wfo-0000764069,chuanchom (ชวนชม)(Bangkok),ver-THA-0000764069.01,0.0,ref-THA-0000764069,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02205,"Adenium obesum. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 78. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000764069,lanthom daeng (ลั่นทมแดง)(Bangkok),ver-THA-0000764069.02,0.0,ref-THA-0000764069,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02205,"Adenium obesum. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 78. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000764069,lanthom yawa (ลั่นทมยะวา)(Bangkok),ver-THA-0000764069.03,0.0,ref-THA-0000764069,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02205,"Adenium obesum. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 78. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000896264,som lom (ส้มลม)(Northeastern),ver-THA-0000896264.01,0.0,ref-THA-0000896264,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02281,"Aganonerion polymorphum. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 141. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000897552,khua nang nuan (เครือนางนวล)(Lampang),ver-THA-0000897552.01,0.0,ref-THA-0000897552,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02238,"Aganosma cymosa. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 105. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000899440,khruea sai ton (เครือไส้ตัน)(Northern),ver-THA-0000899440.01,0.0,ref-THA-0000899440,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02239,"Aganosma marginata. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 106. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000899440,duadin (เดื่อดิน)(Northern),ver-THA-0000899440.02,0.0,ref-THA-0000899440,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02239,"Aganosma marginata. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 106. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000899440,duanam (เดื่อน้ำ)(Northern),ver-THA-0000899440.03,0.0,ref-THA-0000899440,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02239,"Aganosma marginata. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 106. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000899440,duakhruea (เดื่อเครือ)(Northern),ver-THA-0000899440.04,0.0,ref-THA-0000899440,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02239,"Aganosma marginata. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 106. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000899440,sai tan (ไส้ตัน)(Nakhon Ratchasima),ver-THA-0000899440.05,0.0,ref-THA-0000899440,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02239,"Aganosma marginata. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 106. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000899440,yan dueai bit (ย่านเดือยบิด)(Surat Thani),ver-THA-0000899440.06,0.0,ref-THA-0000899440,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02239,"Aganosma marginata. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 106. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000899440,dueai dip (เดือยดิบ)(Krabi),ver-THA-0000899440.07,0.0,ref-THA-0000899440,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02239,"Aganosma marginata. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 106. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000900824,takloi yan (ตะคล้อยย่าน)(Surat Thani),ver-THA-0000900824.01,0.0,ref-THA-0000900824,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02242,"Aganosma wallichii. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 108. Accessed 2021-07-31",Forest Herbarium,All rights reserved
