WFOID,identifier,vernacularName,isPreferredName,source,language,countryCode,uri,rights,license,bibliographicCitation,Volume,Part
wfo-0000541072,ver-THA-0000541072.01,kritsana (กฤษณา)(Eastern),0.0,ref-THA-0000541072,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01787,Forest Herbarium,All rights reserved,"Aquilaria crassna. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 228. Accessed 2021-07-31",6,3
wfo-0001142510,ver-THA-0001142510.01,mai hom (ไม้หอม)(Peninsular),0.0,ref-THA-0001142510,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01786,Forest Herbarium,All rights reserved,"Aquilaria malaccensis. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 227. Accessed 2021-07-31",6,3
wfo-0001142510,ver-THA-0001142510.02,kayu karu (กายูการู)(Malay-Pattani),0.0,ref-THA-0001142510,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01786,Forest Herbarium,All rights reserved,"Aquilaria malaccensis. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 227. Accessed 2021-07-31",6,3
wfo-0000637556,ver-THA-0000637556.01,khem khao pa (เข็มขาวป่า)(Northern),0.0,ref-THA-0000637556,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01807,Forest Herbarium,All rights reserved,"Daphne composita. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 243. Accessed 2021-07-31",6,3
wfo-0000637556,ver-THA-0000637556.02,mueat soi (เหมือดสร้อย)(Northeastern),0.0,ref-THA-0000637556,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01807,Forest Herbarium,All rights reserved,"Daphne composita. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 243. Accessed 2021-07-31",6,3
wfo-0000668124,ver-THA-0000668124.01,pradu khok (ประดู่โคก)(Eastern),0.0,ref-THA-0000668124,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01794,Forest Herbarium,All rights reserved,"Enkleia thorelii. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 234. Accessed 2021-07-31",6,3
wfo-0000685503,ver-THA-0000685503.01,chaba phrai (ชะบาไพร)(Peninsular),0.0,ref-THA-0000685503,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01750,Forest Herbarium,All rights reserved,"Fagraea acuminatissima. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 202. Accessed 2021-07-31",6,3
wfo-0000685516,ver-THA-0000685516.01,thian ruese (เทียนฤาษี)(Northern),0.0,ref-THA-0000685516,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01753,Forest Herbarium,All rights reserved,"Fagraea auriculata. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 204. Accessed 2021-07-31",6,3
wfo-0000685516,ver-THA-0000685516.02,chaba chang (ชะบาช้าง)(Peninsular),0.0,ref-THA-0000685516,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01753,Forest Herbarium,All rights reserved,"Fagraea auriculata. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 204. Accessed 2021-07-31",6,3
wfo-0000685537,ver-THA-0000685537.01,niam ruese (เนียมฤาษี)(Northern),0.0,ref-THA-0000685537,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01754,Forest Herbarium,All rights reserved,"Fagraea carnosa. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 204. Accessed 2021-07-31",6,3
