WFOID,description,type,language,contributor,audience,rightsHolder,created,creator,source,Volume,Part,bibliographicCitation,license,rights,URI
wfo-0000685516,The sticky liquid in the fruit can be used as a glue.,use,EN,"O. Griffin, J. Parnell",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000685516,6,3,"Fagraea auriculata. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 204. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01753
wfo-0000685540,Occasionally cultivated as an ornamental.,use,EN,"O. Griffin, J. Parnell",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000685540,6,3,"Fagraea ceilanica. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 201. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01749
wfo-0000685554,In Sumatra the timber is used for piling.,use,EN,"O. Griffin, J. Parnell",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000685554,6,3,"Fagraea crenulata. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 203. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01752
wfo-0000685577,The timber is hard and very durable. Decoctions of the bark are used as a febrifuge and from the leaves in the treatment of severe diarrhoea.,use,EN,"O. Griffin, J. Parnell",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000685577,6,3,"Fagraea fragrans. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 198. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01747
wfo-0000685672,The timber is used for construction and firewood. Various decoctions are used as tonics.,use,EN,"O. Griffin, J. Parnell",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000685672,6,3,"Fagraea racemosa. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 199. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01748
wfo-0000696048,"Whole plant, but especially leaves and roots, very poisonous (various alkaloids); minimal doses can be used as febrifuges and as general central nervous system relaxants. Used nefariously for murder and suicide (a single cup-of-tea made with three leaves from the plant is lethal).",use,EN,"O. Griffin, J. Parnell",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000696048,6,3,"Gelsemium elegans. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 206. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01757
wfo-0000366385,Fibers used under the name of flax; oil from seed used under the name of linseed oil. The fruiting specimens are also harvested from Doi Inthanon and exported as dried “flowers”,use,EN,K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000366385,6,3,"Linum usitatissimum. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 192. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01740
wfo-0001242741,In Malaysia and Indonesia (Java) grown as an ornamental and occasionally found as a garden escape.,use,EN,K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001242741,6,3,"Reinwardtia indica. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 195. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01744
wfo-0000398907,Young shoots are eaten raw as a salad plant.,use,EN,I. Hedge,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000398907,6,3,"Rorippa nasturtium-aquaticum. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 182. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01720
wfo-0001074221,The roots can be used medicinally and the stems for ropes.,use,EN,"O. Griffin, J. Parnell",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001074221,6,3,"Strychnos axillaris. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 210. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01761
