WFOID,description,type,language,contributor,audience,rightsHolder,created,creator,source,Volume,Part,bibliographicCitation,license,rights,URI
wfo-0000537190,Open mountain vegetation at higher altitudes.,ecology,EN,K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000537190,6,3,"Anisadenia saxatilis. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 194. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01742
wfo-0000541072,"Scattered in evergreen forest, sometimes on granite hills.",ecology,EN,B. Peterson,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000541072,6,3,"Aquilaria crassna. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 228. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01787
wfo-0000541078,Evergreen lowland forest; 200–500 m alt. Flowering March.,ecology,EN,B. Peterson,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000541078,6,3,"Aquilaria hirta. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 230. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01789
wfo-0001142510,Scattered in evergreen forest.,ecology,EN,B. Peterson,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001142510,6,3,"Aquilaria malaccensis. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 227. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01786
wfo-0000541096,In evergreen forest between 300–550 m above sea level.,ecology,EN,B. Peterson,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000541096,6,3,"Aquilaria subintegra. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 230. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01788
wfo-0000586648,Under bushes.,ecology,EN,I. Hedge,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000586648,6,3,"Cardamine circaeoides. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 181. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01718
wfo-0000586924,"In moist places, in river shingle, waste ground and cultivated ground; alt. 700–1300 m.",ecology,EN,I. Hedge,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000586924,6,3,"Cardamine hirsuta. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 180. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01717
wfo-0000637556,Scattered to common on mountain slopes and ridges in evergreen and lower montane forests up to 2000 m above sea level.,ecology,EN,B. Peterson,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000637556,6,3,"Daphne composita. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 243. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01807
wfo-0000637911,Scattered on mountain ridges in lower montane forests between 1200–2200 m above sea level.,ecology,EN,B. Peterson,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000637911,6,3,"Daphne sureil. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 244. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01808
wfo-0000668124,"On road-sides and in open scrub, on dry sandy ground up to 400 m altitude.",ecology,EN,B. Peterson,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000668124,6,3,"Enkleia thorelii. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 234. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01794
