WFOID,identifier,vernacularName,isPreferredName,source,language,countryCode,uri,rights,license,bibliographicCitation,Volume,Part
wfo-0000350733,ver-THA-0000350733.01,wan nam lek (ว่านน้ำเล็ก)(Chiang Mai),,ref-THA-0000350733,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05088,Forest Herbarium,All rights reserved,"Acorus calamus . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 323. Accessed 2022-04-21",11,2
wfo-0000350733,ver-THA-0000350733.02,wan nam (ว่านน้ำ)(Chiang Mai),,ref-THA-0000350733,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05088,Forest Herbarium,All rights reserved,"Acorus calamus . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 323. Accessed 2022-04-21",11,2
wfo-0000350733,ver-THA-0000350733.03,hang khao pha (ฮางคาวผา)(Northern),,ref-THA-0000350733,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05088,Forest Herbarium,All rights reserved,"Acorus calamus . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 323. Accessed 2022-04-21",11,2
wfo-0000350733,ver-THA-0000350733.04,hang khao nam (ฮางคาวนำ )(Northern),,ref-THA-0000350733,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05088,Forest Herbarium,All rights reserved,"Acorus calamus . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 323. Accessed 2022-04-21",11,2
wfo-0000350733,ver-THA-0000350733.05,hang khao ban (ฮางคาวบ้าน)(Northern),,ref-THA-0000350733,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05088,Forest Herbarium,All rights reserved,"Acorus calamus . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 323. Accessed 2022-04-21",11,2
wfo-0000350733,ver-THA-0000350733.06,phom pha (ผมผา)(Northern),,ref-THA-0000350733,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05088,Forest Herbarium,All rights reserved,"Acorus calamus . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 323. Accessed 2022-04-21",11,2
wfo-0000350733,ver-THA-0000350733.07,som chuen (ส้มชื่น)(Northern),,ref-THA-0000350733,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05088,Forest Herbarium,All rights reserved,"Acorus calamus . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 323. Accessed 2022-04-21",11,2
wfo-0000350733,ver-THA-0000350733.08,khrai nam (ไคร้น้ำ)(Phetchabun),,ref-THA-0000350733,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05088,Forest Herbarium,All rights reserved,"Acorus calamus . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 323. Accessed 2022-04-21",11,2
wfo-0000350733,ver-THA-0000350733.09,ta khrai nam (ตะไครน้ำ)(Phrae),,ref-THA-0000350733,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05088,Forest Herbarium,All rights reserved,"Acorus calamus . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 323. Accessed 2022-04-21",11,2
wfo-0000352676,ver-THA-0000352676.01,wan nam (ว่านน้ำ)(General),,ref-THA-0000352676,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05089,Forest Herbarium,All rights reserved,"Acorus gramineus . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 325. Accessed 2022-04-21",11,2
wfo-0000915610,ver-THA-0000915610.01,hora (โหรา)(Trat),,ref-THA-0000915610,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04839,Forest Herbarium,All rights reserved,"Aglaonema brevispathum . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 112. Accessed 2022-04-21",11,2
wfo-0000916144,ver-THA-0000916144.01,kap choeng thian (กาบเชิงเทียน)(Peninsular),,ref-THA-0000916144,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04840,Forest Herbarium,All rights reserved,"Aglaonema chermsiriwattanae . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 112. Accessed 2022-04-21",11,2
wfo-0000916275,ver-THA-0000916275.01,kluai tao (กล้วยเต่า)(Southwestern),,ref-THA-0000916275,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04841,Forest Herbarium,All rights reserved,"Aglaonema cochinchinense . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 113. Accessed 2022-04-21",11,2
wfo-0000916275,ver-THA-0000916275.02,hua laman (หัวละมาน)(Southwestern),,ref-THA-0000916275,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04841,Forest Herbarium,All rights reserved,"Aglaonema cochinchinense . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 113. Accessed 2022-04-21",11,2
wfo-0000917172,ver-THA-0000917172.01,bai sam si (ใบ้สามสี)(General),,ref-THA-0000917172,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04842,Forest Herbarium,All rights reserved,"Aglaonema costatum . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 113. Accessed 2022-04-21",11,2
wfo-0000917172,ver-THA-0000917172.02,sam si (สามสี)(General),,ref-THA-0000917172,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04842,Forest Herbarium,All rights reserved,"Aglaonema costatum . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 113. Accessed 2022-04-21",11,2
wfo-0000917172,ver-THA-0000917172.03,ai bai sam si (อ้ายใบ้สามสี)(General),,ref-THA-0000917172,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04842,Forest Herbarium,All rights reserved,"Aglaonema costatum . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 113. Accessed 2022-04-21",11,2
wfo-0000921877,ver-THA-0000921877.01,khiao muen pi (เขียวหมื่นปี)(General),,ref-THA-0000921877,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04843,Forest Herbarium,All rights reserved,"Aglaonema modestum . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 114. Accessed 2022-04-21",11,2
wfo-0000922580,ver-THA-0000922580.01,cha ngot khao (ชะงดเขา)(Peninsular),,ref-THA-0000922580,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04844,Forest Herbarium,All rights reserved,"Aglaonema nitidum . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 115. Accessed 2022-04-21",11,2
wfo-0000922580,ver-THA-0000922580.02,hora (โหรา)(Peninsular),,ref-THA-0000922580,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04844,Forest Herbarium,All rights reserved,"Aglaonema nitidum . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 115. Accessed 2022-04-21",11,2
wfo-0000922580,ver-THA-0000922580.03,bon lin thing (บอนลิ้นทิง)(Trang),,ref-THA-0000922580,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04844,Forest Herbarium,All rights reserved,"Aglaonema nitidum . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 115. Accessed 2022-04-21",11,2
wfo-0000922580,ver-THA-0000922580.04,hua klak (หัวกลัก)(Trang),,ref-THA-0000922580,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04844,Forest Herbarium,All rights reserved,"Aglaonema nitidum . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 115. Accessed 2022-04-21",11,2
wfo-0000922580,ver-THA-0000922580.05,hat dong (หัดดง)(Krabi),,ref-THA-0000922580,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04844,Forest Herbarium,All rights reserved,"Aglaonema nitidum . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 115. Accessed 2022-04-21",11,2
wfo-0000922580,ver-THA-0000922580.06,o phon (อ้อพน)(Nakhon Si Thammarat),,ref-THA-0000922580,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04844,Forest Herbarium,All rights reserved,"Aglaonema nitidum . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 115. Accessed 2022-04-21",11,2
wfo-0000922580,ver-THA-0000922580.07,ratsami ngoen (รัศมีเงิน)(General),,ref-THA-0000922580,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04844,Forest Herbarium,All rights reserved,"Aglaonema nitidum . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 115. Accessed 2022-04-21",11,2
wfo-0000922580,ver-THA-0000922580.08,rio ngoen (ริ้วเงิน)(General),,ref-THA-0000922580,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04844,Forest Herbarium,All rights reserved,"Aglaonema nitidum . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 115. Accessed 2022-04-21",11,2
wfo-0000924583,ver-THA-0000924583.01,wan ngot hin (ว่านงดหิน)(Trang),,ref-THA-0000924583,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04847,Forest Herbarium,All rights reserved,"Aglaonema simplex . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 117. Accessed 2022-04-21",11,2
wfo-0000924583,ver-THA-0000924583.02,wan khan mak (ว่านขันหมาก)(Central),,ref-THA-0000924583,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04847,Forest Herbarium,All rights reserved,"Aglaonema simplex . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 117. Accessed 2022-04-21",11,2
wfo-0000924583,ver-THA-0000924583.03,phrom tin sung (พรหมตีนสูง)(Chanthaburi),,ref-THA-0000924583,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04847,Forest Herbarium,All rights reserved,"Aglaonema simplex . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 117. Accessed 2022-04-21",11,2
wfo-0000924583,ver-THA-0000924583.04,hora (โหรา)(Trat),,ref-THA-0000924583,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04847,Forest Herbarium,All rights reserved,"Aglaonema simplex . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 117. Accessed 2022-04-21",11,2
wfo-0000948800,ver-THA-0000948800.01,wan thorahot (ว่านทรหด)(Central),,ref-THA-0000948800,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04850,Forest Herbarium,All rights reserved,"Alocasia cucullata . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 121. Accessed 2022-04-21",11,2
wfo-0000948800,ver-THA-0000948800.02,wan nok khum (ว่านนกคุ้ม)(Central),,ref-THA-0000948800,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04850,Forest Herbarium,All rights reserved,"Alocasia cucullata . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 121. Accessed 2022-04-21",11,2
wfo-0000949005,ver-THA-0000949005.01,kradat dong (กระดาษดง)(Central),,ref-THA-0000949005,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04851,Forest Herbarium,All rights reserved,"Alocasia fornicata . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 122. Accessed 2022-04-21",11,2
wfo-0000949355,ver-THA-0000949355.01,kacho nok (กะเจาะนก)(Peninsular),,ref-THA-0000949355,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04854,Forest Herbarium,All rights reserved,"Alocasia longiloba . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 125. Accessed 2022-04-21",11,2
wfo-0000949409,ver-THA-0000949409.01,kradat (กระดาด)(Bangkok),,ref-THA-0000949409,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04855,Forest Herbarium,All rights reserved,"Alocasia macrorrhizos . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 126. Accessed 2022-04-21",11,2
