WFOID,description,type,language,contributor,audience,rightsHolder,created,creator,source,Volume,Part,bibliographicCitation,license,rights,URI
wfo-0000350733,"The rhizomes are used to treat neurasthenia, chronic bronchitis, diarrhoea, abdominal distention, chills, colds, externally for abscesses, liver disturbance, and stomach and gut disease. The rhizome of <i>Acorus calamus</i> is most often used because the content of the essential oil is highest in the rhizome; the leaves are sometimes used, although the roots and leaves have a low oil content and are of no wide or practical use. Other uses are reported as aromatizer for wine and tobacco, as perfume and insecticide, and as medicine for ulcers, kidney disease, and other diseases, though basarone is said to be carcinogenic. Both species are grown as ornamentals.",use,EN,P.C. Boyce,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000350733,11,2,"Acorus calamus . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 323. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05088
wfo-0000352676,Numerous variegated cultivars of <i>A. gramineus</i> have been selected and named.,use,EN,P.C. Boyce,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000352676,11,2,"Acorus gramineus . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 325. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05089
wfo-0000921877,"This species is commonly cultivated as an ornamental, and is called Wan-lien-tching in Mandarin Chinese literally ‘10,000 years green’ and is considered to bring good fortune 
to the owner.",use,EN,P.C. Boyce et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000921877,11,2,"Aglaonema modestum . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 114. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04843
wfo-0000948800,"In China all parts are used externally for treatment of snake bites, abscesses, rheumatism and arthritis.",use,EN,P.C. Boyce et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000948800,11,2,"Alocasia cucullata . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 121. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04850
wfo-0000949409,Stems formerly used as a subsistence crop in times of famine.,use,EN,P.C. Boyce et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000949409,11,2,"Alocasia macrorrhizos . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 126. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04855
wfo-0000964470,"Used as a food resource by the indigenous Dai, Hani, Lahu, Wa, Bulang & Jingpo peoples in Yunnan (Li, 1988, sub <i>A. ximengensis</i>).",use,EN,P.C. Boyce et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000964470,11,2,"Amorphophallus krausei . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 157. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04887
wfo-0000964601,Peduncles eaten.,use,EN,P.C. Boyce et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000964601,11,2,"Amorphophallus linearis . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 158. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04888
wfo-0000965117,"Extensively used as a starch crop in India, elsewhere widely used as a secondary crop in times of rice shortage. Otherwise widely used as fodder.",use,EN,P.C. Boyce et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000965117,11,2,"Amorphophallus paeoniifolius . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 167. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04897
wfo-0000965681,"Inflorescences are sold in markets and eaten as a vegetable after being boiled in water, tasting like <i>Asparagus</i> (Bogner, 1976: 18).",use,EN,P.C. Boyce et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000965681,11,2,"Amorphophallus sumawongii . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 177. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04909
wfo-0000917419,Widely cultivated in the tropics and sub-tropics as a carbohydrate and green vegetable crop.,use,EN,P.C. Boyce et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000917419,11,2,"Colocasia esculenta . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 214. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04956
wfo-0000917516,"Petioles harvested and used in soup. Sometimes planted on smallholdings as a vegetable crop in Phuket and Phangnga, and extensively (commercially) so in N. Vitenam, and S.W.China (Yunnan).",use,EN,P.C. Boyce et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000917516,11,2,"Colocasia gigantea . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 216. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04958
wfo-0000917476,"Used as medicine in China for treatment of traumatic injury, rheumatic arthritis, and stomachache.",use,EN,P.C. Boyce et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000917476,11,2,"Cryptocoryne crispatula yunnanensis. Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 230. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=04976
wfo-0000952367,Ornamental.,use,EN,P.C. Boyce et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000952367,11,2,"Epipremnum aureum . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 233. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04981
wfo-0000223543,The emerging leaves and inflorescences are used locally as a green vegetable (recorded by several collectors).,use,EN,P.C. Boyce et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000223543,11,2,"Lasia spinosa . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 249. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04998
wfo-0000281259,Used fresh and applied topically on insect and animal bites (<i>Brun et al. 502</i>); decoction from entire plant used in bath to treat tumours (<i>Brun et al. 704</i>) and drinking for anticough (<i>Anderson 5572</i>).,use,EN,P.C. Boyce et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000281259,11,2,"Pothos chinensis . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 255. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05004
wfo-0000281440,"In China the plants are used as blood coagulant, principally for wounds. Fruits and leaves made into a compress [<i>Keenan et al. 3281</i>, (GH)].",use,EN,P.C. Boyce et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000281440,11,2,"Pothos scandens . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 260. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05010
