WFOID,vernacularName,identifier,isPreferredName,source,language,countryCode,uri,bibliographicCitation,rights,license
wfo-0000350733,wan nam lek (ว่านน้ำเล็ก)(Chiang Mai),ver-THA-0000350733.01,,ref-THA-0000350733,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05088,"Acorus calamus . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 323. Accessed 2022-04-21",Forest Herbarium,All rights reserved
wfo-0000350733,wan nam (ว่านน้ำ)(Chiang Mai),ver-THA-0000350733.02,,ref-THA-0000350733,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05088,"Acorus calamus . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 323. Accessed 2022-04-21",Forest Herbarium,All rights reserved
wfo-0000350733,hang khao pha (ฮางคาวผา)(Northern),ver-THA-0000350733.03,,ref-THA-0000350733,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05088,"Acorus calamus . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 323. Accessed 2022-04-21",Forest Herbarium,All rights reserved
wfo-0000350733,hang khao nam (ฮางคาวนำ )(Northern),ver-THA-0000350733.04,,ref-THA-0000350733,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05088,"Acorus calamus . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 323. Accessed 2022-04-21",Forest Herbarium,All rights reserved
wfo-0000350733,hang khao ban (ฮางคาวบ้าน)(Northern),ver-THA-0000350733.05,,ref-THA-0000350733,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05088,"Acorus calamus . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 323. Accessed 2022-04-21",Forest Herbarium,All rights reserved
wfo-0000350733,phom pha (ผมผา)(Northern),ver-THA-0000350733.06,,ref-THA-0000350733,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05088,"Acorus calamus . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 323. Accessed 2022-04-21",Forest Herbarium,All rights reserved
wfo-0000350733,som chuen (ส้มชื่น)(Northern),ver-THA-0000350733.07,,ref-THA-0000350733,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05088,"Acorus calamus . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 323. Accessed 2022-04-21",Forest Herbarium,All rights reserved
wfo-0000350733,khrai nam (ไคร้น้ำ)(Phetchabun),ver-THA-0000350733.08,,ref-THA-0000350733,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05088,"Acorus calamus . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 323. Accessed 2022-04-21",Forest Herbarium,All rights reserved
wfo-0000350733,ta khrai nam (ตะไครน้ำ)(Phrae),ver-THA-0000350733.09,,ref-THA-0000350733,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05088,"Acorus calamus . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 323. Accessed 2022-04-21",Forest Herbarium,All rights reserved
wfo-0000352676,wan nam (ว่านน้ำ)(General),ver-THA-0000352676.01,,ref-THA-0000352676,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05089,"Acorus gramineus . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 325. Accessed 2022-04-21",Forest Herbarium,All rights reserved
