"wfo_id","description","source","bibiographicCitation","URL"
"wfo-0000187282","Robust, often aromatic, mostly woody scrambler or climber 1.8–7.5 m long, or a ± erect shrub 0.6–1.5 m tall. Stems ± sticky, covered with dense short glandular hairs, later glabrescent, reddish and often fissured. Leaflets 3, paler beneath, 1.5–9 × 1.2–8.5 cm, mostly rhombic or triangular, less often oblate or ovate, the laterals oblique, markedly acuminate, rounded at the base, pubescent and sparsely to very densely gland-dotted on both surfaces; petiole 1.1–5.7 cm long; rhachis 5–18 mm long; petiolules 1–3 mm long; stipules 7.5 × 1.5 mm, lanceolate. Inflorescences axillary and terminal, sometimes branched, glandular and sticky, 3–17 cm long; peduncle 0.5–8 cm long; pedicels 4–11 mm long; bracts deciduous, 7–12 × 3–5 mm, ovate, pubescent and glandular. Calyx usually pale, pubescent and with varying amounts of short yellowish bristly hairs, glandular; tube 4–5 × 6 mm, distinctly saccate; lobes 8–17 × 2–4 mm, lanceolate, the lowest the longest, the laterals 6–12 × 2.5–4 mm, the upper pair joined at the base or for up to half their length. Standard yellow, often veined or flushed outside with reddish-purple, 11–16 × 9–11 mm, elliptic, pubescent and glandular on the upper half outside; wings yellow; keel pale yellow or cream-coloured. Pod straw-coloured with pale brown reticulation, enclosed in calyx, 15 × 4–4.5 mm, oblong, with short and long whitish hairs and also glands. Seeds dark reddish-brown mottled with black, 4.5 × 2.5–3 × 2 mm, narrowly oblong or oblong-reniform.","00019677-3BA4-47F1-9783-A6B8AF770CC5","Leguminosae, B. Mackinder, R. Pasquet, R. Polhill and B. Verdcourt. Flora Zambesiaca 3:5. 2001","http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:517480-1#descriptions"
"wfo-0000187366","Erect herb or small shrub 0.4–1.8 m tall; all parts silvery silky appressed hairy particularly at apices of shoots but leaves eventually much less so or ± glabrescent. Leaflets 3, 1.5–8 × 0.6–4.5 cm, elliptic, oblong-elliptic or ovate, obtuse to subacute but apiculate at the apex, rounded to cuneate at the base, rather prominently 3-nerved from the base, the laterals often reaching over half-way up the lamina; petiole 2–4 mm long; rhachis (excluding petiolule) c. 1 mm long; stipules 6 × 2 mm, lanceolate, silky outside. Inflorescences axillary, shorter than the leaves, 1–2-flowered; peduncle 6 mm long; pedicels 2 mm long. Calyx tube 2 mm long; lobes 5–9 × 1–1.5 mm, narrowly triangular-lanceolate. Corolla yellow; standard 9(12) × 4.5 mm (including short claw), oblong, glabrous, with sparse hairs at the apex. Pods 15–20 × 6 mm, oblong, densely silky pilose. Seeds blackish-brown, 5 × 4 × 2 mm, compressed oblong-ellipsoid.","0CFCD4DB-5D41-47FA-8553-543B7EF8EC0D","Leguminosae, B. Mackinder, R. Pasquet, R. Polhill and B. Verdcourt. Flora Zambesiaca 3:5. 2001","http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:517527-1#descriptions"
"wfo-0000187427","Climber; stems slender, densely covered with pale spreading ferruginous hairs. Leaflets 3, 2–3 × 2–3.5 cm, broadly ovate to almost round, obtuse but mucronulate at the apex, rounded to slightly cordate at the base, pubescent, venation reticulate beneath; petiole 1–3 cm long with similar indumentum to stem; rhachis 5–15 mm long; stipules 2–4 × 1 mm, narrowly triangular, hairy outside, nervose. Inflorescences axillary with flowers congested at the apex; peduncles 2–3(4) cm long; pedicels 1–2 mm long; bracts 5–6 × 2 mm, ovate-lanceolate, cuspidate-acuminate. Calyx densely ferruginous-pilose; tube 3 mm long; lobes 4–6 mm long, narrowly triangular-subulate, the lowest the longest. Standard yellow with dark red or purple striations, 10–13 × 6–8 cm, obovate, glabrous. Young fruits densely silky hairy but adult pods and seeds not seen.","E90404DB-D929-41FB-97C1-3E445FFAA960","Leguminosae, B. Mackinder, R. Pasquet, R. Polhill and B. Verdcourt. Flora Zambesiaca 3:5. 2001","http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:517535-1#descriptions"
"wfo-0000187437","Perennial prostrate or climbing herb up to c. 2 m long from a long stout woody rootstock. Stems glabrescent to densely pubescent. Leaflets 3, 1.8–8 × 1.8–8.5 cm, rhombic, elliptic to ovate, rounded at both ends, often slightly lobed at the base, the laterals only on the outer side, glabrescent to pubescent, rarely velvety, the venation often reddish-brown beneath; petiole 1.2–6 cm long; rhachis 3–22 mm long; petiolules 1–2 mm long; stipules 5–6 × 2 mm, lanceolate, hairy. Inflorescences lax; rhachis 3.5–20 cm long; peduncle 2–14 cm long; pedicels 1.5–4 mm long; bracts deciduous, 2.5–5 × 0.5–2 mm, lanceolate, pubescent. Flowers opening in the early evening. Calyx pubescent and glandular; tube 3 mm long; lobes 2.5–6 mm long, linear-lanceolate to oblong-triangular, the upper pair joined for two-thirds of to almost their entire length. Standard deep yellow or cream-coloured with reddish-brown or purplish veining outside, 9–22 × 7–12 mm, obovate, pubescent; wings yellow; keel greenish-yellow, usually purplish at the apex. Pods 2.1–3 × 0.8–1.3 cm, oblong-falcate, inflated very characteristically when ripe, narrowed to the base, very finely velvety puberulous at first then shortly pubescent or puberulous and glandular, but without long hairs or only very rarely with a few (to many in some Tanzanian specimens). Seeds dark brown, mottled black or entirely black, 4.3–5 × 3.5–3.8 × 2.5–3.2 mm, rounded-reniform, microscopically roughened.","1E748A16-DC40-4BF8-9BBC-6FADA6E029A0","Leguminosae, B. Mackinder, R. Pasquet, R. Polhill and B. Verdcourt. Flora Zambesiaca 3:5. 2001","http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:517541-1#descriptions"
"wfo-0000187502","Climber or twiner or ascending herb 0.2–1 m long, with slender stems from a tuberous rootstock. Stems glabrescent to densely covered with long silvery or ferruginous appressed or spreading hairs. Leaflets 3 (or in some South African variants some 1-foliolate leaves also present), 1–9.5 × 0.3–2.7 cm, narrowly elliptic-oblong to elliptic, round or oblong-lanceolate, acute or subacute and mucronulate at the apex, rounded or slightly subcordate at the base, glabrescent to silky pilose or velvety, obscurely gland-dotted; venation usually very prominent and reticulate, particularly beneath, usually pale and yellowish, at least in dried specimens, particularly above; petiole 0.7–3 cm long; rhachis 1–6 mm long; petiolules 0.5–1.5 mm long; stipules 2.5–6 × 0.5–2 mm, lanceolate. Flowers solitary to few in very lax inflorescences; peduncle 1.3–3.5 cm long; true pedicels 2–4 mm long; bracts c. 1–5 × 0.5 mm, ovate or lanceolate. Calyx pubescent to silky pilose; tube 2 mm long; lobes 2.5–8 mm long, lanceolate, the lowest usually the longest, the upper pair joined for ± half their length. Standard yellow, flushed reddish, 7–12(14) × 6–8.5 mm, obovate, glabrous or rarely pubescent; wings yellow; keel greenish-yellow. Pods 15–37 × 5–8 mm, falcate-oblanceolate, narrowed below, apiculate, covered with rather long and shorter pubescence or silky pilose. Seeds dark red, mottled black to ± entirely black, 3–4.5 × 2–3.5 mm, reniform.","BE9E1F9E-A1D6-4878-B5B5-0CC55DCF68E2","Leguminosae, B. Mackinder, R. Pasquet, R. Polhill and B. Verdcourt. Flora Zambesiaca 3:5. 2001","http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:517560-1#descriptions"
"wfo-0000187567","Erect or somewhat scrambling sticky shrub 0.6–1.8 m tall, smelling of balsam. Stems pubescent and, when young, also with dense longer yellow tubercular based glandular hairs. Leaflets 3, paler beneath, 1.3–6 × 0.7–4.3 cm, ovate to ovate-lanceolate, all acute or acuminate or terminal leaflets tricuspidate and laterals ± bicuspidate, all ± rounded at the base, pubescent and obscurely glandular on both surfaces; petiole 0.5–3.7 cm long; rhachis 2–17 mm long; petiolules 2–3.5 mm long; stipules 2–10 × 1–4 mm, lanceolate or ovate, veined, hairy. Inflorescences axillary and terminal; rhachis 2–5 cm long; peduncle 7–15 mm long; pedicels 2–3.5 mm long; bracts deciduous, 7–10 × 3.5–8 mm, elliptic. Calyx pubescent and with yellow tubercular based hairs; tube 4–5 mm long and wide; lobes 0.7–1.4 cm long, lanceolate, the lowest the longest, the upper pair free. Standard yellow, veined purple outside, (13)18–25 × 16 mm, obovate, slightly hairy near apex outside or glabrous. Pods 17–20 × 7 mm, elliptic-oblong, apiculate, puberulous and with dense long yellow tubercular based hairs which are ultimately deciduous and leave a surface with a somewhat blistered appearance. Seeds dark brown with obscure pale markings, 4.5 × 3.5–5 × 2 mm, elliptic-reniform.","DC894400-6355-4716-A09C-A6A95D713685","Leguminosae, B. Mackinder, R. Pasquet, R. Polhill and B. Verdcourt. Flora Zambesiaca 3:5. 2001","http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:517564-1#descriptions"
"wfo-0000187614","Perennial climbing or prostrate herb c. 60 cm long, less often somewhat shrubby. Stems pubescent or velvety. Leaflets 3, usually paler beneath, 0.8–3.5(6) × 0.7–4.5(6) cm, rounded or rhombic, rounded at both ends, softly pubescent on both surfaces, usually velvety and silvery-grey beneath; venation raised beneath; petiole 0.6–5.5 cm long; rhachis 0.2–1.3 cm long; petiolules 1.5 mm long; stipules 2.5 × 0.5 mm, lanceolate, pubescent. Inflorecences 2–4-flowered, axillary, sometimes fascicled; rhachis 1–3.5 cm long, somewhat zigzag; peduncle 6–25 mm long; pedicels 4–7 mm long; bracts minute, c. 1.5 mm long. Calyx pubescent; tube 2.5–3.5 mm long; lobes 1.5–6 mm long, oblong or triangular, sometimes narrowed at the apex, the lowest the longest or all subequal, the upper pair joined for two-thirds of their length. Standard bright yellow (rarely pink, fide Peter 39315), 8–15 × 4–10 mm, obovate, finely pubescent. Pods 1.6–3.3 × 0.7–1 cm, oblong-falcate, subacute at the apex, narrowed and curved at the base, finely pubescent and sometimes sparsely to rather densely covered with long white hairs as well (single-seeded pods are 19 × 8 mm). Seeds mottled grey-black and buff or black and red-brown or entirely black, 5–6.3 × 3.5–4.5 × 2.5–3 mm, oblong-reniform.","45FB1E62-5D90-4FAC-B466-82705018A952","Leguminosae, B. Mackinder, R. Pasquet, R. Polhill and B. Verdcourt. Flora Zambesiaca 3:5. 2001","http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:517572-1#descriptions"
"wfo-0000187797","Scrambler up to 2 m long. Stems pubescent and also with longer spreading hairs. Leaflets 3, markedly paler beneath, 1.3–8.5 × 1–6.3 cm, broadly elliptic to ovate, acute to shortly acuminate or sometimes ± rounded at the apex, rounded to subcordate at the base, pubescent above, softly velvety hairy beneath but leaf surface not entirely obscured; venation raised beneath the hairs, ferruginous; petiole 1–8 cm long; rhachis 2–12 mm long; petiolules 1–3 mm long; stipules deciduous, 7 × 2 mm, lanceolate, veined, hairy. Inflorescences axillary, glandular-hairy, sometimes apparently branched (but actually a reduced axillary branchlet with several inflorescences from axils without developed leaves); rhachis 1–3 cm long; peduncle 5(10) mm long; pedicels 1.5–2.5 mm long; bracts deciduous, 7–8 × 4 mm, ovate, veined, hairy. Calyx glandular-hairy; tube 3 mm long; lobes lanceolate, the lowest the longest, 12 mm long, the rest 6–7 mm long, the upper pair joined only at the extreme base. Standard yellow with pellucid nerves, 13 × 11 mm, round, glabrous; wings bright yellow; keel very pale greenish-yellow. Pods 30 × 8 mm, falcate, densely covered with long hairs, short hairs and glands. Seeds not seen.","6FBEA7AC-2D7B-41C9-AA83-CD1964088D27","Leguminosae, B. Mackinder, R. Pasquet, R. Polhill and B. Verdcourt. Flora Zambesiaca 3:5. 2001","http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:517594-1#descriptions"
"wfo-0000187859","Compact shrub or small tree 1-5 m. high, sometimes low and spreading, or even scandent; young branchlets puberulous and with very many minute brown glands. Prickles scattered, deflexed, arising from longitudinal bands along the wholly blackish-brown stems. Leaves: petiole 0·5-1·2 cm. long; pinnae 10-23 pairs, 0·6-3·5 cm. long; leaflets very numerous and neat, 0·3-0·75 mm. wide, linear-oblong; midrib subcentral at the base. Flowers white, in heads 8-10 mm. in diam., often irregularly paniculate. Stipules at base of peduncles small, 0·3-0·5 mm. wide, inconspicuous, soon caducous, not subcordate at the base. Calyx-lobes with many minute brown glands outside (use x 20 lens). Pods dehiscent, 6·5-15 x 1·6-3·6 cm., subcoriaceous or stiffly papery, oblong, puberulous or glabrous and with very many minute brown glands. Seeds black, 8-9 x 5·5-6 mm., smooth, elliptic, compressed; areole 5-6 x 2·5-3 mm.","53797F09-FFDE-4C0F-921A-ECA68AE14B80","Leguminosae, J.P.M. Brenan. Flora Zambesiaca 3:1. 1970","http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:469650-1#descriptions"
"wfo-0000187909","Perennial herb from a thick, often extensively branched, frequently horizontal woody rootstock, nearly always flowering before the leaves appear. Stem at first erect, later prostrate or, less often, climbing, 6 cm to 1.8 m tall or long, glabrous or puberulous on the leafy shoots, densely pubescent or setulose when young but later glabrescent. Leaflets 3, 3.5–9.5 × 0.4–6.5 cm, ovate-oblong, lanceolate or subrhombic-oblong, obtuse at the apex, cuneate, rounded or minutely subcordate at the base, mostly rather leathery, glabrescent or rather roughly pilose on both surfaces; venation raised and closely reticulate on both surfaces; petiole 3–13 cm long; rhachis 1–2.6 cm long; stipules 4–10 × 1–3 mm, ovate to lanceolate, usually slightly bilobed but sometimes peltate or almost truncate, multinerved. Peduncle 4–20 cm × 1.5–3 mm, shortly pubescent or scabrous; rhachis 2–5 cm long, 2–6-noded, internodes 2–13 mm long, rarely up to 22 mm long. Flower 13–25 mm long; pedicel 1–3 mm long, not expanding as the pod matures; bracts at base of peduncles in leafless state are short stipules; true bract 1–3 × 1–1.5 mm, oblong; bracteoles 1–3 × 0.5–1.5 mm, oblong-lanceolate, usually 1-nerved, rarely multinerved. Calyx sparsely to moderately pubescent; tube c. 4 mm long; lobes 2–9 mm long, subequal, the upper pair joined for half their length or almost to quite free. Standard asymmetrical, with 2 parallel widely spaced appendages; keel twisted towards the right as well as incurved and bearing an upwardly directed pocket on the left-hand petal. Ovary 7–15-ovuled. Pods 7–11 cm × 4–7 mm, linear-cylindrical, slightly compressed, sparsely puberulous, with a straight beak. Seed 5.5–8 × 3–4 × 2–3 mm; hilum central, 1.5–3 mm long; rim aril slightly developed.","6B6F7B92-CC63-43C1-BE8F-5960D0AF2D8A","Leguminosae, B. Mackinder, R. Pasquet, R. Polhill and B. Verdcourt. Flora Zambesiaca 3:5. 2001","http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:525297-1#descriptions"
"wfo-0000187940","Perennial prostrate or climbing herb, 0.4–1.2 m long. Stem rather graceful to somewhat robust, covered with dense short white pubescence. Leaflets 3, 0.8–6 × 0.4–3.5 cm, ovate to lanceolate, often hastately lobed, rounded to subacute at the apex, cuneate or rounded at the base, pubescent or glabrescent; petiole 0.6–3.5 cm long; rhachis 0.2–1 cm long; stipules 1.5–3 mm long, filiform, 1-nerved, truncate and not prolonged at the base. Peduncle 4–25 cm × 0.2–1 mm, pubescent; rhachis slightly zigzag, 0.5–2.5 cm long, 5–12-noded, internodes 1–2 mm long. Flower yellow or sometimes described as mauve and yellow, 6–13 mm long; pedicel 0.5–2 mm long, expanding as the pod matures; bracteoles 1.5–5 mm long, lanceolate, 1-nerved. Calyx sparsely pubescent; tube 1.5–2 mm long; lobes triangular, the lowest apiculate and as long as the laterals, the upper pair united into an emarginate or bidentate lip. Standard with 2 centrally placed appendages; keel with a short scarcely incurved beak, slightly twisted towards the left. Ovary 2–6-ovuled. Pods 1.5–4 × 0.4–0.5 cm, oblong-falcate, compressed, sparsely pubescent, with a short curved beak. Seed 3–5 × 2–3.5 × c. 2 mm; hilum excentric; aril rugulose, markedly excentric.","34C87940-0672-46E0-8729-CACE7C47330F","Leguminosae, B. Mackinder, R. Pasquet, R. Polhill and B. Verdcourt. Flora Zambesiaca 3:5. 2001","http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:525327-1#descriptions"
"wfo-0000188059","Tree 6-30 m. high, with rough dark-brown or greenish-grey bark and spreading branches; young branchlets ashen to whitish. Stipules spinescent, up to 1·3(2·3) cm. long, straight, never enlarged and inflated; no prickles below the stipules. Leaves: rhachis with a single conspicuous gland at the junction of each of the (2)3-10 pairs of pinnae; no gland on the petiole; leaflets 6-23 pairs, (2·5)3·5-9(14) x 0·7-3(5) mm., rounded to subacute and mucronate at the apex. Flowers cream, sessile or to 0·5(2) mm. pedicellate, in inflorescences 3·5-14 cm. long on peduncles 1·3-3·5 cm. long. Calyx 1-1·7(2·5) mm. long. Corolla 3-3·5(4·5) mm. long, with 5 lobes 1·5-2·5 mm. long. Stamen-filaments 4-6 mm. long, connate for c. 1 mm. at the base; anthers 0·2-0·4 mm. across, eglandular even in bud. Pods bright orange, thick, indehiscent, 6-25 x (1·5)2-3·5(5) cm., glabrous or very rarely puberulous, falcate or curled into a circular coil. Seeds 9-11 x 6-8 mm., elliptic-lenticular; central areole large, 7-9 x 4-6 mm.","981171D2-0F0F-45B5-B4DD-55E1CADB07A2","Leguminosae, J.P.M. Brenan. Flora Zambesiaca 3:1. 1970","http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:469674-1#descriptions"
"wfo-0000188286","Climbing perennial herb. Stem sparsely pilose to velvety hairy. Leaflets 3, 5–11 × 2.5–10 cm, acuminate or obtuse-apiculate, base rounded or slightly cordate, sparsely pilose to pubescent, more hairy when young; petiole 2.5–12 cm long; rhachis 0.6–2 cm long; stipules 6–14 × 1.5–3 mm, multinerved, bilobed at the base, lobes unequal. Peduncle 5–26 cm × 0.5–1.5 mm, pubescent; rhachis 1.2–7 cm long, 4–10-noded, internodes 2–5 mm long, rarely up to 9 mm long. Flower blue to purple, 10–16 mm long; pedicel 1.5–7 mm long, expanding as the pod matures; bracteoles 3–11 mm long, linear, 1-nerved. Calyx pubescent or hairy; tube 2–3 mm long; lobes 1–3 mm long, deltate, the lower one as long or slightly longer than the laterals, upper lip slightly bifid. Standard with two L- or U-shaped appendages, with each appendage sometimes reduced to the lateral part of the L or U; keel with a marked beak (c. 3 mm long), twisted towards the right. Ovary 5–9-ovuled. Pod 3.5–5 cm × 5–6 mm, linear cylindrical, curved, hairy, with a short curved beak. Seed c. 5 × 3.5 × 3 mm thick; hilum central, small rim aril.","9D43D1F2-5319-43C3-9935-F32EBB80E37B","Leguminosae, B. Mackinder, R. Pasquet, R. Polhill and B. Verdcourt. Flora Zambesiaca 3:5. 2001","http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:525355-1#descriptions"
"wfo-0000188315","Erect subshrub, c. 0.7–1.2 m tall. Stem branched, covered with dense whitish appressed pubescence. Leaflets 3, rather thick, 1–3 × 0.75–3 cm, elliptic, round or rounded-ovate, rounded to emarginate but apiculate or more rarely acute at the apex, rounded or very slightly subcordate at the base, sparsely puberulous above, appressed silky pubescent beneath; venation raised on both surfaces; petiole 0.5–2 cm long; rhachis 0.2–1 cm long; stipules 1.5–3 mm long, linear, truncate and thickened at the base, 1-nerved. Peduncle 0–0.3 cm × 1–1.5 mm, pubescent; rhachis 0.5–1 cm long, 4–14-noded, internodes 0.5–1 mm long. Flower yellow, 10–16 × 12–17 mm; pedicel 0.5–3 mm long, expanding as the pod matures; bracteoles c. 1.5 mm long, ovate-lanceolate, 3-nerved. Calyx covered with white hairs; tube 2–3 mm long; lobes 1.5–3 mm long, deltate, ciliate, the lower as long as the laterals, the upper pair joined to form an emarginate lip. Standard with two central appendages; keel with an obtuse beak, twisted towards the left. Ovary 3–4-ovuled. Pods 3–4.5 cm × 4.5–6 mm, linear-oblanceolate, compressed, curved, sparsely white pubescent, with a curved beak. Seed 5–7.5 × 3–5 × 2.5 mm; hilum excentric; aril excentric.","E44E83EC-1787-46FB-A75C-F0DC87FE4BC1","Leguminosae, B. Mackinder, R. Pasquet, R. Polhill and B. Verdcourt. Flora Zambesiaca 3:5. 2001","http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:525370-1#descriptions"
"wfo-0000188325","Annual or perennial climbing, or rarely suberect, herb, 0.9–7 m long. Stem pubescent, covered with spreading often dark ferruginous hairs 0.5–2 mm long. Leaflets 3, 4.5–15 × 1–5 cm, oblong or ovate-lanceolate or ovate-oblong to linear-lanceolate, narrowly rounded to acuminate and apiculate at the apex, rounded or subcordate at the base, sparsely to densely pubescent on both surfaces; petiole 4–6 cm long; rhachis 0.7–1.5 cm long; stipules 2–4 × 1–1.5 mm, ovate-lanceolate, bilobed at the base, multinerved. Peduncle 5–15 cm × 0.5–1.5 mm, pubescent; rhachis 0.7–2 cm long, 4–6-noded, internodes 1–4 mm long. Flower blue to mauve and violet, 11–14 × 12–15 mm; pedicel 1–4 mm long, expanding as the pod matures; bracteoles 1.5–5 mm long, ovate-lanceolate, multinerved, rarely 1- or 3-nerved. Calyx pubescent; tube 1.5–2.5 mm long; lobes 1–4 mm long, deltate, the lower as long as the laterals, the upper pair united to form an entire or slightly bifid lobe. Standard pubescent or velvety outside with appressed hairs, with two U-shaped appendages inside; keel slightly twisted towards the right, with a short beak. Ovary 6–10-ovuled. Pod 3.5–4.5 cm × 4–5 mm, linear-cylindrical, S-shaped, slightly pubescent to densely covered with spreading, dark ferruginous bristly hairs, with a short curved beak. Seed 4–5.5 × 2–3.5 × c. 2 mm; hilum excentric; aril very excentric.","971F407B-FEBE-4D66-8BC7-CABB56E7D4D5","Leguminosae, B. Mackinder, R. Pasquet, R. Polhill and B. Verdcourt. Flora Zambesiaca 3:5. 2001","http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:525372-1#descriptions"
"wfo-0000188345","Annual or perennial, creeping, up to a few metres long. Stem glabrous to villous, hairs up to 0.8 mm long. Leaflets 3, 1.5–9 × 1.5–2.5 cm, obtuse and mucronulate at the apex, rounded-obtuse at the base, pubescent; petiole 1.5–8 cm long; rhachis 0.2–1.5 cm long; stipules 2.5–3 × 0.8 mm, bilobed at the base with lobes unequal, 3-nerved. Peduncle 2–8 cm × 0.2–0.8 mm, slightly pubescent; rhachis 0–2 cm long, 1–12-noded, internodes 2–3 mm long. Flower yellow, 7–8 × 7–10 mm; pedicel 1–3 mm long, expanding as the pod matures; bracteoles c. 1 mm long, 1-nerved. Calyx slightly pubescent; tube c. 1 mm long; lobes deltate, 0.8–1 mm long, lower as long as the laterals, upper united in a rounded and emarginate lip. Standard with two U-shaped appendages; keel slightly twisted towards the left, without a beak. Ovary 3–4-ovuled. Pod 2–3 cm × c. 4 mm, linear-cylindrical, slightly curved, glabrous to pubescent, with a short curved beak. Seed c. 5 × 3 mm; hilum 2 mm long, almost central; rim aril reduced, not excentric.","7B87AC16-B8C4-41C8-972F-057BC1CD2B63","Leguminosae, B. Mackinder, R. Pasquet, R. Polhill and B. Verdcourt. Flora Zambesiaca 3:5. 2001","http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:60472180-2#descriptions"
"wfo-0000188366","Small or medium tree 2-15 m. high; bark rough, fissured, grey (or brown fide F.C.B.). Stipules spinescent, up to 1·6(5·5) cm. long, stout, brown, glossy, compressed. Leaves large, 10-20 cm. wide; rhachis (with petiole) 10-37 cm. long; pinnae mostly 9-16(27) pairs; leaflets 12-70 pairs, 4(6)-11(20) x 1-3·5(6) mm., rather stiff and glossy above, glabrous, or ciliolate on the margins. Flowers orange or yellow, strongly and sweetly scented, in heads 8-13 mm. in diam., in a panicle up to c. 45 x 30 cm. whose branches (and usually also the main axis) are leafless. Pods blackish, blackish-purple or brown, 7-20 x 1·5-2·5 cm., coriaceous, glossy, glabrous, oblong, straight. Seeds olive- or deep-brown, 8-10 x 7-9 mm., smooth, elliptic to subcircular, compressed; areole 4-5 x 3-3·5 mm.","554DAC9E-84A0-4471-AEBD-08A24348EDE8","Leguminosae, J.P.M. Brenan. Flora Zambesiaca 3:1. 1970","http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:470828-1#descriptions"
"wfo-0000188460","Perennial climbing herb 1.8–4 m long. Stem glabrescent or with short appressed tubercular-based hairs which on the older stem lose their fine points and leave characteristic minute hooks. Leaflets 3, 1.5–10 × 0.5–5.5 cm, ovate or oblong to ovate-lanceolate, obtuse acute to rounded and mucronulate at the apex, truncate, rounded or subcordate sometimes subhastate at the base, glabrous or sparsely pubescent; venation slightly raised and reticulate; petioles 1–10 cm long; rhachis 0.1–2 cm long; stipules 2–6 × c. 1 mm, lanceolate, bilobed at the base, multinerved. Peduncle 2–15 cm × 0.3–1 mm, glabrous to sparsely pubescent; rhachis usually 1-noded, rarely up to 5-noded, internodes 2–6 mm long. Flower pink or (in Zambia) whitish, 11–15 mm long; pedicel 1–3 mm long, not really expanding as the pod matures; bracteoles 1.5–2.5 mm long, oblong-lanceolate, 1-nerved. Calyx pubescent or glabrous; tube 2–3 mm long; lobes 1–4 mm long, the lower slightly longer, the upper pair united to form an emarginate to apiculate lip. Standard asymmetrical, without appendages; keel twisted towards the right, curved inward for c. 260°, the left-hand petal with a small but distinct upward pocket just behind the middle. Ovary 11–15-ovuled. Pod 7–9.5 cm × 3.5–4.5 mm, linear cylindrical, almost straight, glabrous or covered with hooked hairs, with a short curved beak. Seed 4–5 × 2–2.5 × 1.8 mm; hilum excentric; aril excentric.","BA5DA24E-3B64-471B-B4D4-907116E2C63E","Leguminosae, B. Mackinder, R. Pasquet, R. Polhill and B. Verdcourt. Flora Zambesiaca 3:5. 2001","http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:525397-1#descriptions"
"wfo-0000188551","Perennial erect herb, 20–50 cm tall, sometimes trailing up to 1 m long. Stem sparsely hairy. Leaflets 3, 13–25 × 0.5–1.2 cm, acute, cuneate at the base, sparsely pubescent, 3-nerved from the base to almost the tip; petiole 4.5–7 cm long; rhachis reduced to a pulvinus; stipules 7 × 1.5–2 mm, multinerved, bilobed at the base. Peduncle 20–30 cm × 0.8–2 mm, sparsely hairy; rhachis 0–4 mm long, 1–2-noded, internodes 1–3 mm long. Flower purple, 12–19 mm long; pedicel 1 mm long, not expanding as the pod matures; bracteoles 1.5–4 mm long, filiform, 1-nerved. Calyx pubescent; tube c. 3 mm long; lobes 5–8 mm long, acute, the lower longer, the upper two united for half their length. Standard asymmetrical, without appendages; keel with a small obtuse pocket on the left-hand petal, twisted towards the right. Ovary 15–23-ovuled. Pod c. 5 cm × c. 3 mm, linear cylindrical, with a straight beak, ± hairy. Seed c. 2 × 2 mm wide, hilum central, rim aril present.","019CD888-9976-4CE3-AEA6-66E89AC7FCA8","Leguminosae, B. Mackinder, R. Pasquet, R. Polhill and B. Verdcourt. Flora Zambesiaca 3:5. 2001","http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:525416-1#descriptions"
