"taxonID","scientificName","namePublishedIn","taxonomicStatus"
"taxon-5-Tontelea_laxiflora","Anthodon laxiflorum","Hooker's J. Bot. Kew Gard. Misc. 4 10 1852","synonym"
"taxon-5-Tontelea_laxiflora","Amphizoma laxiflora","Trans. Linn. Soc. London 28 422 pl. 32 1872","synonym"
"taxon-5-Tontelea_laxiflora","Salacia laxiflora","Mart. Fl. Bras. 11 1 145 1878","synonym"
"taxon-5-Tontelea_laxiflora","laxiflora","Mart. Fl. Bras. 11 1 145 1878","synonym"
"taxon-5-Tontelea_laxiflora","Salacia laxiflora","Mart. Fl. Bras. 11 1 145 1878","synonym"
"taxon-6-Tontelea_nectandrifolia","Salacia nectandrifolia","Bull. Torrey Bot. Club 66 241 1939","synonym"
"taxon-7-Tontelea_ovalifolia","Cuervea ovalifolia","Trans. Linn. Soc. London 28 371 1872","synonym"
"taxon-7-Tontelea_ovalifolia","Salacia patens","Ann. Sci. Nat. Bot. Ser. 5. 16 374 1872","synonym"
"taxon-7b-Tontelea_ovalifolia","Salacia richardi","Mart. Fl. Bras. 11 1 148 1878","synonym"
"taxon-7b-Tontelea_ovalifolia","Tontelea richardi","Brittonia 3 478 1940","synonym"
"taxon-7b-Tontelea_ovalifolia","Tonteleafluminensis","Brittonia 3 477 1940","synonym"
"taxon-7b-Tontelea_ovalifolia","Salacia fluminensis","Mart. Fl. Bras. 11 1 149 1878","synonym"
"taxon-1-CASIMIRELLA","Humirianthera","Bull. Soc. Bot. Geneve Ser. 2. 6 184 1914","synonym"
"taxon-1-Casimirella_ampla","Leretia ampla","Ann. Mag. Nat. Hist. Ser. 3. 4 364 1859","synonym"
"taxon-1-Casimirella_ampla","Mappia ampla","Mart. Fl. Bras. 12 2 51 1872","synonym"
"taxon-1-Casimirella_ampla","Humirianthera ampla","Candollea 7 182 1936","synonym"
"taxon-1-Casimirella_ampla","Humirianthera duckei","Bull.Soc.Bot. Geneve Ser. 2 6 184 1914","synonym"
"taxon-2-DENDROBANGIA","Clavapetalum","Recueil Trav. Bot. Neerl. 9 148 1912","synonym"
"taxon-2-DENDROBANGIA","Asterolepidion","Arch. Jard. Bot. Rio de Janeiro 3 207 1922","synonym"
"taxon-1-Dendrobangia_boliviana","Clavapetalum surinamense","Recueil Trav. Bot. Neerl. 9 148 1912","synonym"
"taxon-1-Dendrobangia_boliviana","Asterolepidion elatum","Arch. Jard. Bot. Rio de Janeiro 3 207 1922","synonym"
"taxon-1-Dendrobangia_boliviana","Clavapetalum elatum","Arch. Jard. Bot. Rio de Janeiro 4 116 1925","synonym"
"taxon-3-DISCOPHORA","Kummeria","Mart. Fl. Bras. 12 2 52 1872","synonym"
"taxon-1-Discophora_guianensis","Kummeria brasiliensis","Mart. Fl. Bras. 12 2 52 1872","synonym"
"taxon-1-Discophora_guianensis","Lasianthera amazonica","Vellosia 1 12 1891","synonym"
"taxon-1-Discophora_guianensis","Discophora panamensis","Publ. Field Mus. Nat. Hist. Bot. Ser. 4 222 1929","synonym"
"taxon-4-EMMOTUM","Pogopetalum","Trans. Linn. Soc. London 18 680 1841","synonym"
"taxon-1-Emmotum_acuminatum","Pogopetalum acuminatum","Trans. Linn. Soc. London 18 685 1841","synonym"
"taxon-1-Emmotum_acuminatum","Emmotum nudum","J. Arnold Arbor. 23 485 1942","synonym"
"taxon-3-Emmotum_fagifolium","Pogopetalum acutum","Lond. J. Bot. 2 377 1843","synonym"
"taxon-5-Emmotum_glabrum","Emmotum argenteum","Bull. Torrey Bot. Club 58 385 1931","synonym"
"taxon-5-Emmotum_glabrum","Emmotum ptarianum","Fieldiana Bot. 28 341 1952","synonym"
"taxon-6-Emmotum_orbiculatum","Pogopetalum orbiculatum","Trans. Linn. Soc. London 18 685 1841","synonym"
"taxon-6-Emmotum_orbiculatum","holosericeum","Arq. lnst. Bioi. Veg. 4 45 1938","synonym"
"taxon-1-Leretia_cordata","Mappia cordata","Mart. Fl. Bras. 12 2 50 1872","synonym"
"taxon-1-Leretia_cordata","vellozii","Ann. Mag. Nat. Hist. Ser. 2. 9 392 1852","synonym"
"taxon-1-Leretia_cordata","nitida","Ann. Mag. Nat. Hist. Ser. 3. 4 365 1859","synonym"
"taxon-1-Leretia_cordata","Mappia nitida","Mart. Fl. Bras. 12 2 51 1872","synonym"
"taxon-1-Leretia_cordata","Mappia poeppigiana","Adansonia 11 17 1874","synonym"
"taxon-1-Leretia_cordata","Leretia poeppigiana","Notizbl. Bot. Gart. Berhn-Dahlem 15 245 1940","synonym"
"taxon-6-PLEURISANTHES","Martia","Crit. Overz. Olacin. 259 1886 non Spreng. 1818, nee al.","synonym"
"taxon-6-PLEURISANTHES","Valetonia","Index Gen. Phan. 64 1888","synonym"
"taxon-4-Pleurisanthes_parviflora","Leretia parviflora","Arch. Jard. Bot. Rio de Janeiro 4 199 1925","synonym"
"taxon-4-Pleurisanthes_parviflora","Mappia parviflora","Candollea 7 174 1936","synonym"
"taxon-1-Poraqueiba_guianensis","surinamensis","Ann. Mag. Nat. Hist. ser. 2. 9 483 1852","synonym"
