"taxonID","scientificName","namePublishedIn","taxonomicStatus"
"taxon-1-ANTHODON","Hippocratea","Sitz. Ber. Akad. Wien 70 1 423 1875","synonym"
"taxon-1-Anthodon_decussatum","Salacia brevistaminea","Bol. Soc. Venez. Ci. Nat. 5 309 1939","synonym"
"taxon-2-CHEILOCLINIUM","Kippistia","Trans. Linn. Soc. London 28 416 1872","synonym"
"taxon-1-Cheiloclinium_anomalum","Cheiloclinium glaziovii","Brittonia 3 549 1940","synonym"
"taxon-2-Cheiloclinium_belizense","Salacia belizense","Publ. Field Mus. Nat. Hist. Bot. Ser.8 19 1930","synonym"
"taxon-2-Cheiloclinium_belizense","Cheiloclinium podostemmum","Bdttonia 3 542 1940","synonym"
"taxon-2-Cheiloclinium_belizense","Salacia podostemma","Bull. Misc. Inform 1931 187 1931","synonym"
"taxon-2-Cheiloclinium_belizense","Cheiloclinium jenmani","Brittonia 3 542 1940","synonym"
"taxon-2-Cheiloclinium_belizense","Cheiloclinium meianthum","J. Arnold Arb. 27 88 1946","synonym"
"taxon-3-Cheiloclinium_cognatum","Kippistia cognata","Trans. Linn. Soc. London 28 417 1872","synonym"
"taxon-3-Cheiloclinium_cognatum","Salacia cognata","Mart. Fl. Bras. 11 1 144 1878","synonym"
"taxon-3-Cheiloclinium_cognatum","Cheiloclinium lineolatum","Brittonia 3 533 1940","synonym"
"taxon-3-Cheiloclinium_cognatum","Salacia lineolata","Bull. Torrey Bot. Club 66 234 1939","synonym"
"taxon-3-Cheiloclinium_cognatum","Salacia cognata","Mart. Fl. Bras. 11 1 144 1878","synonym"
"taxon-3-Cheiloclinium_cognatum","Tontelea egensis","","synonym"
"taxon-4-Cheiloclinium_diffusiflorum","Kippistia diffusiflora","Trans. Linn. Soc. London 28 418 1872","synonym"
"taxon-4-Cheiloclinium_diffusiflorum","Salacia diffusiflora","Mart. Fl. Bras. 11 1 143 1878","synonym"
"taxon-4-Cheiloclinium_diffusiflorum","Cheiloclinium parviflorum","Brittonia 3 537 1940","synonym"
"taxon-4-Cheiloclinium_diffusiflorum","Tontelea parviflora","Trans. Linn. Soc. London 28 386 1872","synonym"
"taxon-4-Cheiloclinium_diffusiflorum","Salacia parvijlora","Mart. Fl. Bras. 11 1 143 1878","synonym"
"taxon-4-Cheiloclinium_diffusiflorum","Cheiloclinium lucidum","Brittonia 3 537 1940","synonym"
"taxon-5-Cheiloclinium_hippocrateoides","Salacia hippocrateoides","Mart. Fl. Bras. 11 1 142 1878","synonym"
"taxon-5-Cheiloclinium_hippocrateoides","Spiricladus hippocrateoides","Peyr. Mart. Fl. Bras. 11 1 142 1878","synonym"
"taxon-5-Cheiloclinium_hippocrateoides","Salacia divaricata","Bull. Torrey Bot. Club 66 238 1939","synonym"
"taxon-5-Cheiloclinium_hippocrateoides","Cheiloclinium gleasonianum","Brittonia 3 546 1940","synonym"
"taxon-5-Cheiloclinium_hippocrateoides","Salacia gleasoniana","Lloydia 2 191 1939","synonym"
"taxon-5-Cheiloclinium_hippocrateoides","Cheiloclinium krukovii","Brittonia 3 544 1940","synonym"
"taxon-5-Cheiloclinium_hippocrateoides","Salacia krukovii","Bull. Torrey Bot. Club 66 237 1939","synonym"
"taxon-3-CUERVEA","Hippocratea","Gen. Pl. 1 369 1863","synonym"
"taxon-3-CUERVEA","Hippocratea","Sitz. Ber. Akad. Wien 70 1 414 1875","synonym"
"taxon-1-Cuervea_kappleriana","Hippocratea kappleriana","Linnaea 26 220 1853","synonym"
"taxon-1-Cuervea_kappleriana","Cuervea granadensis","Trans. Linn. Soc. London 28 371 1872","synonym"
"taxon-1-Cuervea_kappleriana","Hippocratea granatensis","Mart. Fl. Bras. 11 1 137 1878","synonym"
"taxon-1-Cuervea_kappleriana","Pristimera apiculata","Trans. Linn. Soc. London 28 360 1872","synonym"
"taxon-1-Cuervea_kappleriana","Hippocratea inundata","Sitz. Ber. Akad. Wien 70 1 414 1875","synonym"
"taxon-1-Cuervea_kappleriana","Hippocratea aggregata","Mart. Fl. Bras. 11 1 137 1878","synonym"
"taxon-1-Cuervea_kappleriana","Hippocratea lutea","Bull. Torrey Bot. Club 54 611 1927","synonym"
"taxon-1-Cuervea_kappleriana","Hippocratea flava","Bull. Torrey Bot. Club 54 612 1927","synonym"
"taxon-1-Cuervea_kappleriana","Cuervea mitchellae","Brittonia 3 401 1940","synonym"
"taxon-1-Cuervea_kappleriana","Hippocratea mitchellae","Contr. Gray Herb. 81 93 1928","synonym"
"taxon-1-Elachyptera_floribunda","Hippocratea floribunda","Bot. Voy. Sulph. 78 1844","synonym"
"taxon-1-Elachyptera_floribunda","Tonteleafloribunda","Trans. Linn. Soc. London 28 385 1872","synonym"
"taxon-1-Elachyptera_floribunda","Hippocratea lancifolia","Phytologia I 338 1939","synonym"
"taxon-5-HIPPOCRATEA","Coa","Gen. p. 8 tab. 35 1703","synonym"
"taxon-6-HYLENAEA","Tyloderma","Trans. Linn. Soc. London 28 413 1872","synonym"
"taxon-1-Hylenaea_comosa","Hippocratea comosa","Prodr. 17 1788","synonym"
"taxon-1-Hylenaea_comosa","Hylenaea capilliflora","Trans. Linn. Soc. London 28 368 1872 (based on Salacia capilliflora Sagot in ms.)","synonym"
"taxon-1-Hylenaea_comosa","Hippocratea crinita","Bal. Soc. Venez. Ci. Nat. 6 10 1939","synonym"
"taxon-2-Hylenaea_praecelsa","Tylodermapraecelsa","Trans. Linn.Soc. London 28 414 Fig. 29 1872","synonym"
"taxon-2-Hylenaea_praecelsa","Salacia praecelsa","Contr. U.S. Natl. Herb. 27 243 1928","synonym"
"taxon-7-PERITASSA","Sarcocampsa","Trans. Linn. Soc. London 28 408 1872","synonym"
"taxon-7-PERITASSA","Sicyomorpha","Trans. Linn. Soc. London 28 412 1872","synonym"
"taxon-1-Peritassa_compta","Salacia laevigata","Mart. Fl. Bras. 11 1 153 1878","synonym"
"taxon-2-Peritassa_huanucana","Hippocratea huanucana","Fedde Repert. Spec. Nov. Regni Veg. 1 163 1905","synonym"
"taxon-3-Peritassa_laevigata","Tonsella laevigata","Jahrb. Gewachsk. 1 3 68 1820","synonym"
"taxon-3-Peritassa_laevigata","Salacia laevigata","Prodr. 1 570 1824","synonym"
"taxon-3-Peritassa_laevigata","Salacia laevigata","Mart. Fl. Bras. 11 1 153 1878","synonym"
"taxon-3-Peritassa_laevigata","Salacia laevigata","Mart. Fl. Bras. 11 1 153 1878","synonym"
"taxon-3-Peritassa_laevigata","Peritassa rorida","Trans. Linn. Soc. London 28 406 1872","synonym"
"taxon-3-Peritassa_laevigata","Peritassa smaragdina","Trans. Linn. Soc. London 28 404 1872","synonym"
"taxon-3-Peritassa_laevigata","Peritassa rubicunda","Trans. Linn. Soc. London 28 405 1872","synonym"
"taxon-3-Peritassa_laevigata","Peritassa granulata","Brittonia 3 512 1940","synonym"
"taxon-3-Peritassa_laevigata","Salacia granulata","Repert. Spec. Nov. Regni Veg. 14 333 1916","synonym"
"taxon-1-Prionostemma_aspera","Hippocratea aspera","Encycl. 1 101 1791","synonym"
"taxon-1-Prionostemma_aspera","Prionostemma malpighiaefolia","Trans. Linn. Soc. London 28 356 1872","synonym"
"taxon-1-Prionostemma_aspera","Hippocratea malpighiaefolia","Plant. Guian. Rarior. 1 10 t. 8 1805","synonym"
"taxon-1-Prionostemma_aspera","Tonsella malpighiaefolia","Prim. Fl. Esseq. 20 1 1818","synonym"
"taxon-1-Prionostemma_aspera","Hippocratea schomburgkii","","synonym"
"taxon-9-PRISTIMERA","Hippocratea","Engler & Prantl. Nat. Pflanzenfam. 3 5 228 1892","synonym"
"taxon-2-Pristimera_holdeniana","Hippocratea holdeniana","Lloydia 2 190 1939","synonym"
"taxon-3-Pristimera_nervosa","Sicyomorpha nervosa","Trans. Linn. Soc. London 28 412 1872","synonym"
"taxon-4-Pristimera_tenuiflora","Hippocratea tenuiflora","Mart. Fl. Bras. 11 1 132 1878","synonym"
"taxon-4-Pristimera_tenuiflora","Hippocratea tenuiflora","Repert. Spec. Nov. Regni Veg. 14 165 1915","synonym"
"taxon-5-Pristimera_verrucosa","Hippocratea verrucosa","Nov. Gen. Sp. 5 138 1822","synonym"
"taxon-10-SALACIA","Raddia","DC. Prodr. 1 570 1824 (suggested substitute for Raddisia Leandro)","synonym"
"taxon-10-SALACIA","Raddisia","Denkschr. Konigl. Akad. Wiss. Mtinchen Cl. Math Phys. 7 244 t.15 1821","synonym"
"taxon-10-SALACIA","Thermophila","Trans. Linn. Soc. London 28 398 1872","synonym"
"taxon-2-Salacia_cordata","Thermophila cordata","Trans. Linn. Soc. London 28 401 1872","synonym"
"taxon-2-Salacia_cordata","Salacia acreana","Bull. Torrey Bot. Club 66 243 1939","synonym"
"taxon-4-Salacia_elliptica","Anthodus ellipticus","Mant. l 348 1822 sphalm. pro Anthodon Ruiz & Pav.","synonym"
"taxon-4-Salacia_elliptica","Raddia elliptica","Trans. Linn. Soc. London 28 395 1872 nom. illeg.","synonym"
"taxon-4-Salacia_elliptica","Salacia guianensis","M.R. Schomburgk Reis. Br.-Guiana 3 1183 1848 nomen nudum","synonym"
"taxon-4-Salacia_elliptica","Salacia lacunosa","Mart. Fl. Bras. 11 1 158 1878","synonym"
"taxon-4-Salacia_elliptica","Raddia lacunosa","Trans. Linn. Soc. London 28 392 1872 nom. illeg.","synonym"
"taxon-4-Salacia_elliptica","Salacia elliptica","Mart. Fl. Bras. 11 1 157 1878","synonym"
"taxon-4-Salacia_elliptica","Salacia affinis","Mart. Fl. Bras. 11 1 159 1878","synonym"
"taxon-5-Salacia_impressifolia","Raddia impressifolia","Trans. Linn. Soc. London 28 392 1872","synonym"
"taxon-5-Salacia_impressifolia","Salacia grandiflora","Mart. Fl. Bras. 11 1 157 1878 non Kurz 1872","synonym"
"taxon-5-Salacia_impressifolia","Anthodon grandiflorus","Hooker's J. Bot. Kew Gard. Misc. 4 10 1852","synonym"
"taxon-5-Salacia_impressifolia","Raddia grandiflora","Trans. Linn. Soc. London 28 391 1872","synonym"
"taxon-10-Salacia_miqueliana","Salacia macrophylla","Stirp. Sur. Sel. 85 1851 non Blume 1825-6","synonym"
"taxon-10-Salacia_miqueliana","Thermophila macrophylla","Trans. Linn. Soc. London 28 399 1872","synonym"
"taxon-10-Salacia_miqueliana","Salacia costata","","synonym"
"taxon-11-Salacia_multiflora","Hippocratea multiflora","Encycl. 1 101 1791","synonym"
"taxon-11a-Salacia_multiflora","Salacia mucronata","Descr. S. Amer. Pl. 53 1920","synonym"
"taxon-11b-Salacia_multiflora","Hippocratea enwrginata","PI. Guian. 11 t. 9 1805","synonym"
"taxon-11b-Salacia_multiflora","Thermophila emarginata","Trans. Linn. Soc. London 28 401 PI. 25 1872","synonym"
"taxon-11b-Salacia_multiflora","Thermophila rugulosa","Trans. Linn. Soc. London 28 400 1872","synonym"
"taxon-11b-Salacia_multiflora","Salacia rugulosa","Lemee Fl. Guian. Fr. 2 300 1952","synonym"
"taxon-11b-Salacia_multiflora","Hippocratea obovata","Act. Soc. Hist. Nat. Paris 1 406 1792","synonym"
"taxon-11b-Salacia_multiflora","Thermophila obovata","Trans. Linn. Soc. London 28 399 1872","synonym"
"taxon-11b-Salacia_multiflora","Salacia obovata","Mart. Fl. Bras. 11 1 154 1878","synonym"
"taxon-11b-Salacia_multiflora","obovata","Mart. Fl. Bras. 11 1 154 1878","synonym"
"taxon-11b-Salacia_multiflora","Salacia pittieriana","Brittonia 3 440 1940","synonym"
"taxon-11b-Salacia_multiflora","Salacia crassifolia","Bol. Soc. Venez. Ci. Nat. 5 310 1939 non G. Don 1831.","synonym"
"taxon-12-Salacia_pachyphylla","Raddia pachyphylla","Trans. Linn. Soc. London 28 396 1872","synonym"
"taxon-13-TONTELEA","Amphizoma","Trans. Linn. Soc. London 28 422 1872","synonym"
"taxon-13-TONTELEA","Salacia","Engl. & Prantl Nat. Pflanzenfam. 3 5 229 1893","synonym"
"taxon-1-Tontelea_attenuata","Salacia attenuata","Mart. Fl. Bras. 11 1 149 1878","synonym"
"taxon-1-Tontelea_attenuata","Tontelea scandens","Hist. Pl. Guiane 1 31, 4 t. 10, fig. 10 1775 (nom. nud.)","synonym"
"taxon-1-Tontelea_attenuata","Tontelea longifolia","Trans. Linn. Soc. London 28 384 1872 excluding syn. Tonsella malpighiaefolia (Rudge) G. Mey.","synonym"
"taxon-3-Tontelea_cylindrocarpa","Salacia cylindrocarpa","Bull. Torrey Bot. Club 66 240 1939","synonym"
