"taxonID","description"
"taxon-5-Cheiloclinium_hippocrateoides","Liana; branchlets terete, slightly swollen at nodes . Petiole 7-16 mm long ; blades chartaceous to coriaceous , often discolorous, usually olivaceous or glaucous, sometimes yellowish when dried , narrowly to broadly elliptic(-oblong) , 7-20 x 3-11 cm , margins entire to crenulate , apex cuspidate, acute or acuminate with acumen to 1.5 cm long , base obtuse or acute, decurrent into the petiole ; primary vein prominent on both surfaces , secondary veins 5-11 per side, flattened to prominulous above, prominulous to prominent below , tertiary veins inconspicuous . Inflorescence dichotomously branched, with long, slender branchlets , to 5.5 cm long ; peduncle to 0.8 cm long ; bracts and bracteoles to 0.2 mm long ; pedicels to 0.5 mm long . Flowers 2-2.5 mm diam. ; sepals ovate-deltoid , to 0.7 x 1.1 mm ; petals fleshy or slightly so , greenish white to yellow or orange , ovate-elliptic or suborbicular , 0.8-1.5 mm , glabrous or puberulous without ; margins strongly erosulous; disk 0.3-0.5 mm high , consisting of 3 staminiferous pockets; filaments 0.2-0.4 mm long , anthers ca. 0.1 x 0.2 mm ; ovary 0.5-1 mm diam. , ovules 2 per locule , superposed, stigma tips deeply bilobed, sometimes slightly so . Fruit on thickened pedicel, ellipsoid , to 3 x 2 cm , green, maturing yellow or orange, (brown spotted), often with 6-10 lines or folds originating from the base ; seeds ellipsoid , to 2 cm long , orange-red ."
"taxon-3-CUERVEA","Lianas, shrubs or slender trees, glabrous ; branchlets subterete to quadrangular . Inflorescences axillary , laxly flowered. Flowers large for the family (8-)10-18 mm diam. ; sepals 5 ; petals 5 ; disk erect , short-cylindric or flattened , margin entire to minutely crenulate ; stamens 3 , suberect, filaments ligulate, strongly widened towards the base , anthers transversely ellipsoid , dehiscing by wide, transverse, confluent clefts ; ovary trigonous, deeply sulcate, gradually tapering into the short, truncate style , locules 3 , ovules 4-8 per locule , stigmas 3 , opposite the stamens. Fruits consisting of 3 , convex , distinct, separately attached, conspicuously veined mericarps ; seeds erect from the base , embryoniferous part coriaceous , ellipsoid , affixed by a basal, thin-coriaceous stipe or reduced wing ."
"taxon-1-Cuervea_kappleriana","Lianas. Branches greyish to purplish brown, smooth , young twigs greenish . Petiole 4-10(-15) mm long ; blades chartaceous , light greyish or yellowish green , narrowly elliptic to ovate , (7.5-)9-15(-23) x (3-)5-8(-11) cm , margins entire or slightly crenulate , apex glandular, obtuse or acuminate (acumen 2-12 mm long ) , base rounded or attenuate, decurrent into the petiole, often somewhat falcate ; primary vein prominent above, conspicuously so beneath , secondary veins 5-7 per side, arcuately ascending , prominulous below , tertiary veins reticulate, prominulous on both sides . Inflorescence 5-8(-12) cm long , with up to 7 cm long peduncle , or branched from the base, branches subopposite or alternate ; bracts papyraceous , orbicular , 1-1.5 mm long , erosulous; pedicels slender , 2-6 mm long , articulate 1-3 mm below the flower ; buds globular . Flowers fragrant, 10-18 mm diam. at anthesis ; sepals green , membranous , broadly ovate to deltoid , 1.3-2.5 x 1.7-3.5 mm , entire or erosulous, flabellate-veined; petals white, cream or yellow , membranous , concave, obovate-elliptic , 5-9 x 3.5-8 mm , entire or erosulous; disk green , thin, 0.5 mm high , ca. 3 mm diam. , margin undulate ; filaments 1 mm long , 1 mm wide at base , becoming reflexed , anthers 0.4-0.6 x 0.8 mm ; ovary 0.8-1.6 mm diam. , yellowish green , ovules 4(-6) per locule , style stout, 0.5-0.7 mm long , stigmas oblong, 0.4 mm long , obtuse , erect or spreading . Fruiting pedicel to 4 mm diam. Mericarps rounded or broadly obovoid, 5-9.5 x 6-9.5 cm , abruptly stipitate (stipe 1-4 mm) , pericarp coriaceous to woody , glaucous green with shallow crimson cracks , less than 1 mm thick ; seeds often abortive, embryoniferous part 2-4 x 1.5-2 cm , wing to 5-10(-25) x 5 mm ."
"taxon-4-ELACHYPTERA","Lianas, shrubs or slender trees with scandent branches, glabrous except for parts of the inflorescence ; branches (sub)opposite. Inflorescences axillary or terminal , densely flowered, paniculate-corymbose often super-numerary branches in the axils ; peduncle and branchlets almost quadrangular . Flowers minute, congested; sepals 5 , imbricate ; petals 5 , suberect ; disk shortly cylindrical, erect , the rim often thickened, with short pointed extensions between the stamens ; stamens 3 , suberect ; filaments membranous , ligulate, hardly broadened towards the base , anthers dehiscing by transverse, confluent clefts ; ovary deeply sulcate, trilobed , ovules 2 per locule , collateral, style ending in a minute, capitate, triangular stigmatic shield or stigmas obscure . Fruits several per infructescence . Mericarps 3 , divergent, separately attached to the slightly swollen receptacle ; seeds affixed by a membranous wing that continues distally as a more or less widened flange around the embryoniferous part , the wing always shorter than the latter part ."
"taxon-1-Elachyptera_floribunda","Liana, shrub (or slender tree with scandent branches); branches purplish brown or cinereous , smooth or strongly lenticellate . Petiole 3-10(-12) mm long , slender, canaliculate ; blades chartaceous or thin-coriaceous , brownish or olivaceous when dried, slightly glossy above , elliptic or ovate-elliptic , (4-)5-10(-15) x (1.5-)2.5-5(-7.5) cm , margins entire, sinuate or crenulate, often remotely dentate near the apex , apex acuminate, the tip glandular , base acute to rounded ; primary vein prominent on both surfaces , secondary veins 4-6 per side, arcuately ascending , flattened or slightly prominulous above, prominent beneath , tertiary veins reticulate, nearly flattened above, prominulous beneath . Inflorescences axillary , solitary or paired, 2-11 cm long ; peduncle 0.6-3 cm long ; bracts ovate , ca. 1 mm long , acute , fimbriate, cinereous-puberulent, like the bracteoles and flowers ; bracteoles 0.5 mm long , deltoid, acute , fimbriolate ; pedicels slender , 1-2 mm long ; buds globose . Flowers (0.6-)1.5-2.7 mm diam. , fragrant; sepals deltoid to semiorbicular, acute , mostly entire, 0.35-0.5 x 0.3-0.5 mm ; petals white, cream, or purplish white , fleshy , oblong to elliptic , (1-)1.2-1.6 x 0.5-1.2 mm , entire, apex rounded ; disk (0.4-)0.6-1 mm wide , 0.1-0.2 mm high ; filaments ligulate , 0.3-0.4 mm long , anthers 0.2-0.3 x 0.4-0.5 mm ; ovary 0.3-0.5 mm diam. , style 0.1 mm long , stigmas forming a minute, capitate, triangular shield . Mericarps elliptic or slightly obovate, 3.5-6 x 2-2.5(-4) cm , ca. 3 mm thick , obtuse or slightly emarginate at apex , pericarp thin-coriaceous with fine, densely, flabellate-costate veins, the veins copiously anastomosing , 0.2-0.4 mm thick ; seeds with embryoniferous part coriaceous , ellipsoid , 20-26 x 7 mm , and wing membranous or coriaceous , the basal part to 8 mm long , flange to 5 mm wide or inconspicuous ."
"taxon-5-HIPPOCRATEA","Usually lianas, with long twining branches, young parts puberulent ; branchlets mostly opposite. Inflorescences terminal and axillary , many-flowered , cymosely paniculate or corymbose , often with 1-2 , few-flowered branchlets in each dichotomy ; flowers solitary or in cymes at the end of the branchlets, or arranged laterally along those . Sepals 5 ; petals 5 , spreading ; disk fleshy , cushion-like to truncate-conical , puberulent without ; stamens 3 , suberect to reflexed , filaments often adnate to upper margin of disk , anthers transversely ellipsoid , dehiscing by transverse, confluent clefts ; ovary trigonous , immersed in the disk , ovules 4-6 per locule , style subulate , stigmas inconspicuous. Fruits 1-3 per infructescence, consisting of 3 dry, divergent, flattened , leathery mericarps, attached to a swollen receptacle . Mericarps dehiscing along an inconspicuous median suture ; seeds affixed by a conspicuous basal, membranous wing ."
"taxon-1-Hippocratea_volubilis","Liana to 20m long . Petiole 5-16 mm long ; blades when dried brownish above, or greyish to olivaceous, then discolorous , elliptic, sometimes narrowly so, or oblong, or (ob)ovate , 3-14 x 2-6 cm , margins undulate to serrate or crenate , apex acute, acuminate or somewhat cuspidate , base rounded to acute, often decurrent into the petiole ; primary vein prominulous or prominent above, prominent below , secondary veins 5-8 per side, prominulous on both surfaces , tertiary veins reticulate, inconspicuous . Inflorescence brown- to orange -puberulous , 1-6 x 2.5-9 cm ; peduncles 1-5 cm long ; bracts ovate, acute , 1-1.5 mm long ; pedicels 1-4 mm long ; bracteoles 0.5 mm long , caducous. Flowers 4-8 mm diam. ; sepals tomentellous, broadly ovate or deltoid , 0.5-1.2 x 0.6-1.4 mm , erose or ciliolate ; petals oblong or elliptic , greenish, creamish or yellow , 4 x 2.6 mm , densely puberulous on both surfaces, a transverse line of hairs within on the upper half ; disk to 3 mm diam. , to 1.7 mm high , sometimes expanded at base , puberulous ; filaments ligulate, to 1.3 mm long , often contiguous at base , anthers 0.3-0.5 x 0.5-0.7 mm ; ovary ca. 1 mm diam. , style to 1.3 mm long , stigmas inconspicuous. Receptacle to 4 mm diam. Mericarps obovate, elliptic or oblong-elliptic, 4-8 x 1.5-3 cm , rounded or emarginate at apex , pericarp ca. 0.2 mm thick densely and finely striate without, smooth within ; seeds 3-6.5 cm long , 1-2.5(-7) mm broad , embryoniferous part of seed 13-25 x 4-7 mm , wing 20-40 x 10-15(-25) mm ."
"taxon-6-HYLENAEA","Lianas or small trees, glabrous throughout ; branches opposite. Inflorescences axillary and/or terminal , often aggregated, paniculate-corymbose or pseudo-cymose , pedunculate, branchlets sometimes capillaceous ; bracts and bracteoles imbricate, minute. Sepals 5 ; petals 5 ; disk thin-fleshy , erect , short-cylindric ; stamens 3 , erect or strongly reflexed , filaments ligulate, slightly broadened towards base , anthers very small, dehiscing by transverse, confluent clefts ; ovary depressed globose-trigonous , locules 3 , ovules 4-8 per locule , superposed, style fleshy , subulate , stigmas obscure. Fruits consisting of 3 , free, divergent mericarps, attached to the swollen receptacle , convex , dehiscing along median suture , pericarp woody ; seeds erect from the base , affixed by a basal wing of variable shape , embryoniferous part apical, thick, coriaceous ."
"taxon-1-Hylenaea_comosa","Large liana (rarely a tree with scandent branches ); young twigs with reddish or purplish , peeling bark . Petiole stout, rugose , 5-14 mm long ; blades chartaceous to subcoriaceous , elliptic to oblong-ovate , 9-26 x 5-12 cm , margins entire, slightly revolute , apex gradually acuminate , base rounded or subcordate ; primary vein prominent on both surfaces , yellowish in dried leaves , secondary veins 7-10 per side, also yellowish , prominulous above, prominent below , widely arcuately ascending , tertiary veins densely reticulate, prominulous on both surfaces . Panicles axillary, often in groups of 3-8 , and terminal , (2-)4-14 cm long ; peduncle 0.5-2.5 cm long , lateral branches slender, numerous, several times irregularly branched, resulting in a hair-like mass of capillaceous branchlets , bearing flowers laterally and a single distal one ; pedicels very slender , ca. 1 mm long . Flowers very numerous , most of them abortive, normal ones 1.5-2 mm diam. ; sepals membranous , deltoid to lanceolate , 0.4-0.6 mm , entire; petals spreading at anthesis , yellowish or greenish yellow , membranous , elliptic-oblong , 0.8-1.2 x 0.4-0.7 mm , dark-veined , entire; disk 0.6-0.8 mm diam. , 0.1-0.2 mm high ; stamens erect to reflexed , filaments 0.3-0.4 mm long , anthers ca. 0.1 x 0.2 mm ; ovary 0.4 mm diam. , ovules 4-6 per locule , style 0.2-0.3 mm long . Fruit large, glaucous green ; mericarps elliptic , 8-10 cm long , 4.5-7.5 cm wide , 1-1.5 cm thick , rounded or emarginated at apex, obtuse and swollen at base, (lanceolate when seeds are abortive) , pericarp coriaceous , coarsely costate , ca. 1 mm thick , not involute; seeds chestnut brown at maturity , often abortive, embryoniferous part more or less ellipsoid , to 4-8.5 x 1.5-2 cm , smooth, but coarsely granular along raphe , basal wing thin-coriaceous , narrow alongside embryo, gradually widening towards base , ca. 5 x 3.5 cm , variable ."
"taxon-2-Hylenaea_praecelsa","This species differs from H. comosa and from H. unguiculata by the flowers that are not abortive as in the former and half the size of the latter ; the petals are not-unguiculate . Mericarps 7.5-10 x 4-8 x 1-2 cm , obtuse at base , pericarp rugose , not costate , furfuraceous with greyish scales and with 1.5-2 mm thick pericarp , often involute after dehiscence (in dried collections) ."
"taxon-3-Hylenaea_unguiculata","Woody liana to 15m long ; branchlets with faint longitudinal ridges , bark peeling, dark-brown . Petiole slender , 6-10 mm long , terete, slightly winged ; blades thin-coriaceous , brown or greenish when dried, somewhat lustrous above , ovate to elliptic-ovate , (7-)12-16 x (5-)7-10 cm , margins entire, slightly undulate and revolute , apex obtuse or rounded or with short, blunt acumen , base obtuse to cordate ; primary vein prominent on both surfaces , secondary veins 7-8 per side, arcuately ascending , prominent on both surfaces , tertiary veins loosely reticulate, prominulous on both surfaces . Inflorescence axillary , 6-20 cm long , many-flowered , lax, thyrsoid-paniculate, pseudo-dichotomously branched ; peduncle and rachis dark, purplish brown , ultimate branchlets alternate , branches slightly thickened towards the nodes ; bracts semiorbicular , less than 1 mm long , more or less erosulous; pedicels slender , to 1 mm long ; bracteoles minute, acute . Flowers 2.5-3 mm wide ; sepals slightly fleshy , punctate at base, deltoid, 0.4-0.8 x 0.6-1 mm , rounded or acute , margins scariose ; petals spreading or reflexed , yellowish , membranous, glandular-punctate , orbicular to ovate and unguiculate ; disk slightly fleshy , cylindric , 0.1-0.2 x 0.7 mm , margin entire ; filaments 0.3 mm long , anthers ellipsoid , 0.1 x 0.15 mm ; ovules 6-8 per locule , style 0.3 mm long . Mericarps ovoid or oblongoid , to 10 x 6 x 5 cm , pericarp smooth , pale brown to greyish and flabellately veined when dry; seeds to 3 cm long , wing narrow, to 4 x 1 cm or not developed ."
"taxon-7-PERITASSA","Lianas or shrubs with scandent branches ; branchlets cinereous, sometimes minutely puberulous . Inflorescences axillary or arising from defoliate branches , thyrsoid-paniculate or corymbose or cymose , branches (pseudo-)dichotomously divided, glabrous or puberulent . Sepals 5 ; petals 5 , weakly or distinctly erosulous; disk short-tubular with sinuate margin ; stamens 3 , erect , anthers: thecae parallel or slightly divergent, vertically dehiscent, connective produced beyond the thecae or not; ovary subglobose , ovules 2 or 4 per locule , style short, truncate , stigmas inconspicuous. Fruits drupaceous, small or medium-sized, pericarp leathery , pruinose ; seeds embedded in mucilaginous pulp ."
"taxon-1-Peritassa_compta","Shrub or small tree or twiner. Petiole 4-12 mm long ; blades chartaceous to coriaceous , light green but dark brown when dried , narrowly elliptic to oblong-obovate, 5-13 x 2.5-5(-9.5) cm , entire, rounded to emarginate at apex , base obtuse or acute and decurrent into the petiole ; primary vein flattened to prominulous above, prominent beneath , secondary veins (7-)9-13 per side, flattened or inconspicuous above, prominulous beneath , tertiary veins hardly visible. Inflorescences axillary , few together, thyrsoid-paniculate , to 5 cm long , glabrous , peduncle 2-7 mm long ; bracts and bracteoles less than 1 mm long , fimbriate, persistent; pedicels 0.4-0.6 mm long . Flowers to 2.5(-4) mm diam. ; sepals brownish green , deltoid-ovate , 0.6-1 mm long and wide , slightly erosulous; petals pale, cream-yellow , spathulate , erect , 1.8-2.6 x 1-1.3 mm , margins narrow-scariose , fimbriate; disk ca. 0.5 mm high ; filaments yellow , 0.6 mm long , anthers 0.3 mm long , thecae parallel, connective produced beyond the thecae; ovary subglobose , ca. 0.7 mm diam. , style ca. 0.3 mm long . Fruits 3 cm long , to 4.5 cm diam. , apple-like , blue , pericarp pruinose , 1-2 mm thick ; seeds angled , 1.8 x 1.1 x 1.1 cm ."
"taxon-2-Peritassa_huanucana","Liana, low shrub or small tree; branchlets slender , brown -lenticellate , minutely puberulent, glabrescent . Petiole 4-8 mm long ; blades chartaceous to thin-coriaceous , brownish when dried (somewhat paler beneath) , elliptic or somewhat obovate , 8-20 x 3.5-7 cm , margins entire or undulate , apex acuminate (acumen 6-16 mm long ) , base cuneate or obtuse ; primary vein prominent on both sides , secondary veins 7-9 per side, the basal pair sharply ascending, the others more arcuately so , flattened or prominulous above, prominent or prominulous beneath , tertiary veins inconspicuous above. Inflorescence ca. 2 cm long , puberulous or papillose , dichotomously branched; peduncle ca. 0.5 cm long ; bracts to 1 mm long , erosulous; pedicels ca. 1 mm long . Flowers 1.5 mm diam. ; sepals deltoid , to 1.1 mm long and wide , pubescent without, ciliolate or erosulous; petals yellowish green , reflexed, slightly longer than the sepals , oblong , 1.2-2 x 0.6-0.8 mm , rounded and entire or erosulous at apex , minutely hairy ; disk ca. 0.5 mm high ; filaments thin, 0.6-0.8 mm long , anthers 0.3-0.4 mm long , thecae subparallel, connective not produced beyond the thecae; ovary ovoid , 0.5 mm diam. , style 0.3 mm long . Infructescence to 8 cm long , glabrescent . Fruit ovoid to ellipsoid, sometimes globose , to 4.5 x 3 x 3 cm (Jacquemin 2031) , pericarp 1-3 mm thick , maturing from green or whitish green to yellow or bright orange, bluish or white-pruinose when dried ; seeds angled , 15 x 8 x 5 mm ."
"taxon-3-Peritassa_laevigata","Liana or scandent shrub (or tree?). Petiole 7-18(-25) mm long ; blades chartaceous to coriaceous , sometimes discolorous, greyish green beneath , elliptic to oblong-obovate , 7-21 x 4-9.5 cm , margins entire, undulate or remotely serrate , apex acuminate, undulate or distinctly cuspidate with a callose, to 1 cm long tip , base acute, obtuse to truncate ; primary vein prominulous above, prominent beneath , secondary veins 5-11 per side, nearly flattened to slightly impressed above, prominulous beneath and sometimes yellowish . Inflorescences axillary , thyrsoid-paniculate , to 8 cm long , glabrous , loosely branched almost from the base or peduncle to 1.5 cm long ; bracts and bracteoles acute , fimbriate, spreading , persistent; pedicels to 3.5 mm long . Flowers 2.5-4 mm diam. ; sepals broadly ovate to deltoid , unequal, 0.5-0.7 x 0.8-1.5 mm , slightly erosulous; petals creamish white to yellow , suberect, obovate-oblong , 1.5-3 x 1-1.5 mm , margins scariose , more or less strongly erosulous; disk 0.3-0.6 mm high ; filaments 0.6-1.3 mm long , anthers 0.3-0.5 mm long , thecae parallel, connective distinctly produced beyond the thecae; ovary subglobose , to 1.2 mm diam. , style 0.2-0.3 mm long . Infructescence branches and pedicels greatly swollen . Fruit subglobose , to 5 cm diam. , pericarp 1-3 mm thick , pruinose and blue in dried collections ; seeds 2.8 x 2.3 x 1.8 cm ."
