"multimediaID","taxonID","identifier","title","description"
"media-ID_494","taxon-10-SALACIA","fotg-a-16-494.jpg","Fig. 27","Transverse section."
"media-ID_495","taxon-10-SALACIA","fotg-a-16-495.jpg","Fig. 28","Tangential section."
"media-ID_456","taxon-5-Salacia_impressifolia","fotg-a-16-456.gif","Fig. 12",""
"media-ID_457","taxon-11b-Salacia_multiflora","fotg-a-16-457.gif","Fig. 13",""
"media-ID_496","taxon-13-TONTELEA","fotg-a-16-496.jpg","Fig. 29","Tangential section."
"media-ID_497","taxon-13-TONTELEA","fotg-a-16-497.jpg","Fig. 30","Transverse section."
"media-ID_498","taxon-13-TONTELEA","fotg-a-16-498.jpg","Fig. 31","Tangential section."
"media-ID_499","taxon-13-TONTELEA","fotg-a-16-499.jpg","Fig. 32","Transverse section."
"media-ID_458","taxon-3-Tontelea_cylindrocarpa","fotg-a-16-458.gif","Fig. 14",""
"media-ID_459","taxon-7a-Tontelea_ovalifolia","fotg-a-16-459.gif","Fig. 15",""
"media-ID_460","taxon-8-Tontelea_sandwithii","fotg-a-16-460.gif","Fig. 16",""
"media-ID_461","taxon-1-Casimirella_ampla","fotg-a-16-461.gif","Fig. 17",""
"media-ID_500","taxon-2-DENDROBANGIA","fotg-a-16-500.jpg","Fig. 33","Transverse section."
"media-ID_501","taxon-2-DENDROBANGIA","fotg-a-16-501.jpg","Fig. 34","Transverse section."
"media-ID_502","taxon-2-DENDROBANGIA","fotg-a-16-502.jpg","Fig. 35","Tangential section."
"media-ID_503","taxon-2-DENDROBANGIA","fotg-a-16-503.jpg","Fig. 36","Radial section."
"media-ID_462","taxon-1-Dendrobangia_boliviana","fotg-a-16-462.gif","Fig. 18",""
"media-ID_463","taxon-3-DISCOPHORA","fotg-a-16-463.gif","Fig. 19",""
"media-ID_464","taxon-3-Emmotum_fagifolium","fotg-a-16-464.gif","Fig. 20",""
"media-ID_504","taxon-5-LERETIA","fotg-a-16-504.jpg","Fig. 37","Transverse section."
"media-ID_505","taxon-5-LERETIA","fotg-a-16-505.jpg","Fig. 38","Tangential section."
"media-ID_506","taxon-5-LERETIA","fotg-a-16-506.jpg","Fig. 39","Radial section."
"media-ID_507","taxon-5-LERETIA","fotg-a-16-507.jpg","Fig. 40","Transverse section."
"media-ID_465","taxon-1-Leretia_cordata","fotg-a-16-465.gif","Fig. 21",""
"media-ID_508","taxon-6-PLEURISANTHES","fotg-a-16-508.jpg","Fig. 41","Tangential section."
"media-ID_509","taxon-6-PLEURISANTHES","fotg-a-16-509.jpg","Fig. 42","Transverse section."
"media-ID_510","taxon-6-PLEURISANTHES","fotg-a-16-510.jpg","Fig. 43","Tangential section."
"media-ID_511","taxon-6-PLEURISANTHES","fotg-a-16-511.jpg","Fig. 44","Transverse section."
"media-ID_466","taxon-4-Pleurisanthes_parviflora","fotg-a-16-466.gif","Fig. 22","Pleurisanthesflava Sandw.: A, habit; B, bud; C, flowers; D, flower, petals and stamens removed; E, stamen; F, fruit; G, transverse section of fruit With seed; (A,"
"media-ID_467","taxon-7-PORAQUEIBA","fotg-a-16-467.gif","Fig. 23",""
"media-ID_512","taxon-7-PORAQUEIBA","fotg-a-16-512.jpg","Fig. 45","Transverse section."
"media-ID_513","taxon-7-PORAQUEIBA","fotg-a-16-513.jpg","Fig. 46","Tangential section."
