"multimediaID","taxonID","identifier","title","description"
"media-ID_445","taxon-1-ANTHODON","fotg-a-16-445.gif","Fig. 1",""
"media-ID_468","taxon-1-ANTHODON","fotg-a-16-468.jpg","Fig. 1","Transverse section."
"media-ID_469","taxon-1-ANTHODON","fotg-a-16-469.jpg","Fig. 2","Tangential section."
"media-ID_470","taxon-1-ANTHODON","fotg-a-16-470.jpg","Fig. 3","Radial section."
"media-ID_471","taxon-1-ANTHODON","fotg-a-16-471.jpg","Fig. 4","Tranverse section."
"media-ID_446","taxon-3-Cheiloclinium_cognatum","fotg-a-16-446.gif","Fig. 2",""
"media-ID_447","taxon-5-Cheiloclinium_hippocrateoides","fotg-a-16-447.gif","Fig. 3",""
"media-ID_472","taxon-3-CUERVEA","fotg-a-16-472.jpg","Fig. 5","Tangential section."
"media-ID_473","taxon-3-CUERVEA","fotg-a-16-473.jpg","Fig. 6","Transverse section."
"media-ID_474","taxon-3-CUERVEA","fotg-a-16-474.jpg","Fig. 7","Tangential section."
"media-ID_475","taxon-3-CUERVEA","fotg-a-16-475.jpg","Fig. 8","Radial section."
"media-ID_448","taxon-1-Cuervea_kappleriana","fotg-a-16-448.gif","Fig. 4",""
"media-ID_449","taxon-4-ELACHYPTERA","fotg-a-16-449.gif","Fig. 5",""
"media-ID_476","taxon-5-HIPPOCRATEA","fotg-a-16-476.jpg","Fig. 9","Transverse section."
"media-ID_477","taxon-5-HIPPOCRATEA","fotg-a-16-477.jpg","Fig. 10","Tangential section."
"media-ID_478","taxon-5-HIPPOCRATEA","fotg-a-16-478.jpg","Fig. 11","Transverse section."
"media-ID_479","taxon-5-HIPPOCRATEA","fotg-a-16-479.jpg","Fig. 12","Transverse section."
"media-ID_450","taxon-1-Hippocratea_volubilis","fotg-a-16-450.gif","Fig. 6",""
"media-ID_451","taxon-1-Hylenaea_comosa","fotg-a-16-451.gif","Fig. 7",""
"media-ID_480","taxon-7-PERITASSA","fotg-a-16-480.jpg","Fig. 13","Tangential section."
"media-ID_481","taxon-7-PERITASSA","fotg-a-16-481.jpg","Fig. 14","Transverse section."
"media-ID_482","taxon-7-PERITASSA","fotg-a-16-482.jpg","Fig. 15","Tangential section."
"media-ID_483","taxon-7-PERITASSA","fotg-a-16-483.jpg","Fig. 16","Transverse section."
"media-ID_452","taxon-7-PERITASSA","fotg-a-16-452.gif","Fig. 8",""
"media-ID_453","taxon-1-Peritassa_compta","fotg-a-16-453.gif","Fig. 9",""
"media-ID_484","taxon-8-PRIONOSTEMMA","fotg-a-16-484.jpg","Fig. 17","Tangential section."
"media-ID_485","taxon-8-PRIONOSTEMMA","fotg-a-16-485.jpg","Fig. 18","Transverse section."
"media-ID_486","taxon-8-PRIONOSTEMMA","fotg-a-16-486.jpg","Fig. 19","Tangential section."
"media-ID_487","taxon-8-PRIONOSTEMMA","fotg-a-16-487.jpg","Fig. 20","Radial section."
"media-ID_454","taxon-1-Prionostemma_aspera","fotg-a-16-454.gif","Fig. 10",""
"media-ID_455","taxon-3-Pristimera_nervosa","fotg-a-16-455.gif","Fig. 11",""
"media-ID_488","taxon-10-SALACIA","fotg-a-16-488.jpg","Fig. 21","Transverse section."
"media-ID_489","taxon-10-SALACIA","fotg-a-16-489.jpg","Fig. 22","Tangential section."
"media-ID_490","taxon-10-SALACIA","fotg-a-16-490.jpg","Fig. 23","Transverse section."
"media-ID_491","taxon-10-SALACIA","fotg-a-16-491.jpg","Fig. 24","Tangential section."
"media-ID_492","taxon-10-SALACIA","fotg-a-16-492.jpg","Fig. 25","Radial section."
"media-ID_493","taxon-10-SALACIA","fotg-a-16-493.jpg","Fig. 26","Transverse section."
