WFO_ID,AssessmentID,TaxonID,scientificName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes,url,citation
wfo-0001346454,179971515,179953630,Rubovietnamia coronula,RUBIACEAE,Rubovietnamia,coronula,,,,Alejandro & Meve,Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2020-3.rlts.t179953630a179971515.en,"(2020). Rubovietnamia coronula: Energy Development Corporation (EDC). IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2020-3.rlts.t179953630a179971515.en"
wfo-0000393631,179998244,179998242,Phaeanthus tephrocarpus,ANNONACEAE,Phaeanthus,tephrocarpus,,,,Merr.,Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2023-1.rlts.t179998242a179998244.en,"(2020). Phaeanthus tephrocarpus: Sugau, J., Damit, A. & Pereira, J.T. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2023-1.rlts.t179998242a179998244.en"
wfo-0000626412,180037972,180034778,Crossandrella adamii,ACANTHACEAE,Crossandrella,adamii,,,,Heine,Critically Endangered,B2ab(iii),3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2022-1.rlts.t180034778a180037972.en,"(2021). Crossandrella adamii: Paradis, A.-H., Bidault, E., Lowry II, P.P. & Stévart, T. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2022-1.rlts.t180034778a180037972.en"
wfo-0001319297,180243537,180243535,Eugenia ruschiana,MYRTACEAE,Eugenia,ruschiana,,,,"Bünger, Mazine & Stehmann",Critically Endangered,B2ab(iii),3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180243535a180243537.pt,"(2020). Eugenia ruschiana: Fernandez, E., Arguello, L., Gomes, M., Crispim, G., Jordão, L., Martinelli, G. & Valdemarin, K. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180243535a180243537.pt"
wfo-0001318851,180244000,180243998,Mezilaurus microphylla,LAURACEAE,Mezilaurus,microphylla,,,,F.M.Alves & V.C.Souza,Critically Endangered,"B1ab(i,ii,iii)+2ab(i,ii,iii)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180243998a180244000.pt,"(2020). Mezilaurus microphylla: Amorim, E., Gomes, M., Jordão, L. & Quinet, A. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180243998a180244000.pt"
wfo-0000508950,180244690,180244687,Cryptocarya sellowiana,LAURACEAE,Cryptocarya,sellowiana,,,,P.L.R.Moraes,Critically Endangered,"B1ab(i,ii,iii)+2ab(i,ii,iii)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180244687a180244690.pt,"(2020). Cryptocarya sellowiana: Amorim, E., Gomes, M., Jordão, L., Martinelli, G. & Quinet, A. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180244687a180244690.pt"
wfo-0001071289,180245293,180245291,Pleurothyrium amplifolium,LAURACEAE,Pleurothyrium,amplifolium,,,,(Mez) Rohwer,Critically Endangered,"B1ab(i,ii,iii)+2ab(i,ii,iii)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180245291a180245293.pt,"(2020). Pleurothyrium amplifolium: Amorim, E., Gomes, M., Jordão, L., Martinelli, G. & Quinet, A. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180245291a180245293.pt"
wfo-0001249561,180245549,180245547,Pavonia crispa,MALVACEAE,Pavonia,crispa,,,,Krapov.,Critically Endangered,"B1ab(ii,iii,iv)+2ab(ii,iii,iv)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180245547a180245549.pt,"(2020). Pavonia crispa: Fernandez, E., Gomes, M., Jordão, L. & Martinelli, G. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180245547a180245549.pt"
wfo-0001249562,180245658,180245656,Pavonia ducke-limae,MALVACEAE,Pavonia,ducke-limae,,,,Monteiro,Critically Endangered,"B2ab(ii,iii,iv)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180245656a180245658.pt,"(2020). Pavonia ducke-limae: Fernandez, E., Gomes, M., Jordão, L. & Martinelli, G. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180245656a180245658.pt"
wfo-0001249571,180245765,180245763,Pavonia sancti,MALVACEAE,Pavonia,sancti,,,,Krapov.,Critically Endangered,"B1ab(ii,iii,iv)+2ab(ii,iii,iv)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180245763a180245765.pt,"(2020). Pavonia sancti: Fernandez, E., Gomes, M., Jordão, L. & Martinelli, G. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180245763a180245765.pt"
