WFO_ID,AssessmentID,TaxonID,scientificName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes,url,citation
wfo-0000604990,145415908,145304198,Cinnamomum chantinii,LAURACEAE,Cinnamomum,chantinii,,,,Lukman.,Data Deficient,,3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2021-1.rlts.t145304198a145415908.en,"(2020). Cinnamomum chantinii: de Kok, R. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2021-1.rlts.t145304198a145415908.en"
wfo-0000605032,145415976,145306777,Cinnamomum decaisnei,LAURACEAE,Cinnamomum,decaisnei,,,,Lukman.,Data Deficient,,3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2021-2.rlts.t145306777a145415976.en,"(2020). Cinnamomum decaisnei: de Kok, R. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2021-2.rlts.t145306777a145415976.en"
wfo-0000605034,145415981,145306819,Cinnamomum decourtilzii,LAURACEAE,Cinnamomum,decourtilzii,,,,Lukman.,Data Deficient,,3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2021-1.rlts.t145306819a145415981.en,"(2020). Cinnamomum decourtilzii: de Kok, R. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2021-1.rlts.t145306819a145415981.en"
wfo-0000605035,145415986,145306833,Cinnamomum degeneri,LAURACEAE,Cinnamomum,degeneri,,,,C.K.Allen,Data Deficient,,3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2021-1.rlts.t145306833a145415986.en,"(2019). Cinnamomum degeneri: de Kok, R. & Hills, R. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2021-1.rlts.t145306833a145415986.en"
wfo-0000605083,145416031,145309112,Cinnamomum gaudichaudii,LAURACEAE,Cinnamomum,gaudichaudii,,,,Lukman.,Data Deficient,,3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2021-2.rlts.t145309112a145416031.en,"(2020). Cinnamomum gaudichaudii: de Kok, R. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2021-2.rlts.t145309112a145416031.en"
wfo-0000605107,145416046,145309287,Cinnamomum guyanense,LAURACEAE,Cinnamomum,guyanense,,,,Lukman.,Data Deficient,,3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2022-1.rlts.t145309287a145416046.en,"(2020). Cinnamomum guyanense: de Kok, R. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2022-1.rlts.t145309287a145416046.en"
wfo-0000605122,145416061,145309566,Cinnamomum hookeri,LAURACEAE,Cinnamomum,hookeri,,,,Lukman.,Data Deficient,,3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2021-2.rlts.t145309566a145416061.en,"(2020). Cinnamomum hookeri: de Kok, R. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2021-2.rlts.t145309566a145416061.en"
wfo-0000605171,145416131,145311036,Cinnamomum lanuginosum,LAURACEAE,Cinnamomum,lanuginosum,,,,Kosterm.,Data Deficient,,3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2021-1.rlts.t145311036a145416131.en,"(2019). Cinnamomum lanuginosum: de Kok, R. & Hills, R. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2021-1.rlts.t145311036a145416131.en"
wfo-0000605181,145416146,145311785,Cinnamomum ligneum,LAURACEAE,Cinnamomum,ligneum,,,,Lukman.,Data Deficient,,3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2021-1.rlts.t145311785a145416146.en,"(2020). Cinnamomum ligneum: de Kok, R. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2021-1.rlts.t145311785a145416146.en"
wfo-0000605185,145416151,145311826,Cinnamomum lineatum,LAURACEAE,Cinnamomum,lineatum,,,,Kosterm.,Data Deficient,,3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2019-3.rlts.t145311826a145416151.en,"(2019). Cinnamomum lineatum: de Kok, R. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2019-3.rlts.t145311826a145416151.en"
wfo-0000605220,145416201,145338177,Cinnamomum martiniquense,LAURACEAE,Cinnamomum,martiniquense,,,,Lukman.,Data Deficient,,3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2021-1.rlts.t145338177a145416201.en,"(2020). Cinnamomum martiniquense: de Kok, R. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2021-1.rlts.t145338177a145416201.en"
