WFO_ID,AssessmentID,TaxonID,scientificName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes,url,citation
wfo-0000692742,11002802,45523,Fuchsia harlingii,ONAGRACEAE,Fuchsia,harlingii,,,,Munz,Vulnerable,B1ab(iii),3.1,,Global,https://doi.org/10.2305/iucn.uk.2004.rlts.t45523a11002802.en,"(2004). Fuchsia harlingii: León-Yánez, S. & Pitman, N. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2004.rlts.t45523a11002802.en"
wfo-0001279509,11003225,45597,Nasa amaluzensis,LOASACEAE,Nasa,amaluzensis,,,,(Weigend) Weigend,Vulnerable,D2,3.1,,Global,https://doi.org/10.2305/iucn.uk.2004.rlts.t45597a11003225.en,"(2004). Nasa amaluzensis: Cornejo, X., Suin, L. & Pitman, N. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2004.rlts.t45597a11003225.en"
wfo-0000692852,11003269,45528,Fuchsia pilaloensis,ONAGRACEAE,Fuchsia,pilaloensis,,,,P.E.Berry,Vulnerable,D2,3.1,,Global,https://doi.org/10.2305/iucn.uk.2004.rlts.t45528a11003269.en,"(2004). Fuchsia pilaloensis: León-Yánez, S. & Pitman, N. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2004.rlts.t45528a11003269.en"
wfo-0001279513,11003332,45598,Nasa asplundii,LOASACEAE,Nasa,asplundii,,,,Weigend,Vulnerable,B1ab(iii),3.1,,Global,https://doi.org/10.2305/iucn.uk.2004.rlts.t45598a11003332.en,"(2004). Nasa asplundii: Cornejo, X., Suin, L. & Pitman, N. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2004.rlts.t45598a11003332.en"
wfo-0001279514,11003422,45599,Nasa auca,LOASACEAE,Nasa,auca,,,,(Weigend) Weigend,Vulnerable,D2,3.1,,Global,https://doi.org/10.2305/iucn.uk.2004.rlts.t45599a11003422.en,"(2004). Nasa auca: Cornejo, X., Suin, L. & Pitman, N. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2004.rlts.t45599a11003422.en"
wfo-0000692910,11003466,45530,Fuchsia steyermarkii,ONAGRACEAE,Fuchsia,steyermarkii,,,,P.E.Berry,Vulnerable,D2,3.1,,Global,https://doi.org/10.2305/iucn.uk.2004.rlts.t45530a11003466.en,"(2004). Fuchsia steyermarkii: León-Yánez, S. & Pitman, N. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2004.rlts.t45530a11003466.en"
wfo-0000692913,11003512,45531,Fuchsia summa,ONAGRACEAE,Fuchsia,summa,,,,P.E.Berry,Vulnerable,D2,3.1,,Global,https://doi.org/10.2305/iucn.uk.2004.rlts.t45531a11003512.en,"(2004). Fuchsia summa: León-Yánez, S. & Pitman, N. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2004.rlts.t45531a11003512.en"
wfo-0000565470,11003601,45533,Biophytum heinrichsae,OXALIDACEAE,Biophytum,heinrichsae,,,,R.Knuth,Vulnerable,B1ab(iii),3.1,,Global,https://doi.org/10.2305/iucn.uk.2004.rlts.t45533a11003601.en,"(2004). Biophytum heinrichsae: Quintana, C. & Pitman, N. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2004.rlts.t45533a11003601.en"
wfo-1200074509,11003785,45537,Oxalis rufescens,OXALIDACEAE,Oxalis,rufescens,,,,Turcz.,Vulnerable,B1ab(iii),3.1,,Global,https://doi.org/10.2305/iucn.uk.2004.rlts.t45537a11003785.en,"(2004). Oxalis rufescens: Quintana, C. & Pitman, N. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2004.rlts.t45537a11003785.en"
wfo-0001091353,11003831,45538,Passiflora ampullacea,PASSIFLORACEAE,Passiflora,ampullacea,,,,(Mast.) Harms,Vulnerable,B1ab(iii),3.1,,Global,https://doi.org/10.2305/iucn.uk.2004.rlts.t45538a11003831.en,"(2004). Passiflora ampullacea: Jørgensen, P. & Pitman, N. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2004.rlts.t45538a11003831.en"
wfo-0001091203,11004015,45542,Passiflora deltoifolia,PASSIFLORACEAE,Passiflora,deltoifolia,,,,Holm-Niels. & Lawesson,Vulnerable,D2,3.1,,Global,https://doi.org/10.2305/iucn.uk.2004.rlts.t45542a11004015.en,"(2004). Passiflora deltoifolia: Jørgensen, P. & Pitman, N. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2004.rlts.t45542a11004015.en"
