WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI,Volume,Part
wfo-0000522240,distribution,EN,"Thailand, subtropical Himalaya, Sikkim, Assam (type), Burma, Laos and S.-W. Yunnan.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000522240,Forest Herbarium,All rights reserved,"Aesculus assamica. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 395. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00550,2,4
wfo-0001140390,distribution,EN,"Thailand, India (type), Ceylon, Burma, Vietnam, Malesia (except the Malay Peninsula, Sumatra, the Lesser Sunda Is., and New Guinea) to Queensland and the north of New South Wales.",H.P. Nooteboom,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001140390,Forest Herbarium,All rights reserved,"Ailanthus triphysa. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 440. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00585,2,4
wfo-0000572711,distribution,EN,"From the East Himalayas, Burma, Thailand, Laos, Cambodia, and Hainan to the Philippines (type).",H.P. Nooteboom,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000572711,Forest Herbarium,All rights reserved,"Brucea mollis. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 442. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00588,2,4
wfo-0000584001,distribution,EN,"Cultivated nearly throughout the world, native of Central Asia, type from India.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000584001,Forest Herbarium,All rights reserved,"Cannabis sativa. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 392. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00547,2,4
wfo-0000590691,distribution,EN,"Thailand, Java (Wonosari, type), lesser Sunda Is.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000590691,Forest Herbarium,All rights reserved,"Casuarina junghuhniana. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 401. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00557,2,4
wfo-0000648506,distribution,EN,"Thailand, Laos, Malay Peninsula (type).",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000648506,Forest Herbarium,All rights reserved,"Diospyros apiculata. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 376. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00535,2,4
wfo-0000648509,distribution,EN,"Thailand, Malay Peninsula (type).",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000648509,Forest Herbarium,All rights reserved,"Diospyros areolata. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 334. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00508,2,4
wfo-0000648546,distribution,EN,Endemic to Thailand.,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000648546,Forest Herbarium,All rights reserved,"Diospyros bambuseti. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 290. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00475,2,4
wfo-0000648560,distribution,EN,"Thailand, Cambodia (type), Malay Peninsula.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000648560,Forest Herbarium,All rights reserved,"Diospyros bejaudii. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 378. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00537,2,4
wfo-0000648591,distribution,EN,"Thailand, Malay Peninsula, Indonesia (Borneo, type).",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000648591,Forest Herbarium,All rights reserved,"Diospyros borneensis. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 359. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00525,2,4
