WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI,Volume,Part
wfo-0000522240,general,EN,"Tree 15–20 m high, 100–150 cm girth; bark grey or brownish, smooth, with spacing yellow lenticels, inner bark brownish-orange. Leaves opposite, digitately compound; leaflets (6–)7, unequal, the terminal one largest, oblanceolate, 12–35 by 5–12 cm, sub-coriaceous, glabrous; margin serrulate or double serrate; apex cuspidate; base cuneate; petiole terete, glabrous, 11–27 cm long; petiolules 0.25–2 cm long. Panicle including peduncle up to 70 cm long; composed of sub-helicoid 1.5–8 cm long cymes. Calyx 5-lobed, one is slightly larger than the other four, pubescent outside. Petals 4, white, yellow to orange towards the centre, obovate, 2–2.5 by ± 0.5 cm, glabrescent. Stamens 7, 3–4 cm long; anthers versatile. Fruits irregularly ovoid or ellipsoid, smooth, 2.5 cm across, brown with long stalk.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000522240,Forest Herbarium,All rights reserved,"Aesculus assamica. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 395. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00550,2,4
wfo-0001140390,general,EN,"Tree, up to 45 m high and 0.75(–1.5) m diam. Leaves 6–17(–30)-jugate, 20–70 cm long; leaflets glabrous above, more or less pubescentbeneath, obliquely ovate-lanceolate to oblong-lanceolate, rarely ovate or oblong, falcate, acuminate (5–)9–15(–26) by 2.5–5.5 cm; nerves 8–20 pairs; at the end of the midrib beneath usually with a hairy gland, making the apex obtuse or even emarginate, apex rarely acute; on the undersurface often with acarodomatia in the nerve forks. Inflorescence paniculate, dense and many-flowered, more or less pubescent, ca 20–60 cm long; bracts small, ovate to triangular, caducous; pedicels up to ca 4 mm. Calyx pubescent, less than 1 mm high, lobes triangular, acute as long as the tube or a little longer. Petals glabrous or nearly so, ca 3–5 by 1–1.5 mm. Stamens: filaments tortuous-folded in bud, filiform or sometimes attenuate from the base to the top, usually with spreading hairs in the lower part, ca 3–6 mm long in male flowers, and ca 1–3 mm long in female flowers; anthers ca 1.2 by 1 mm in male flowers, smaller in female flowers flowers. Carpels (2–)3(–4), glabrous, ca 2–2.5 by 1–1.5 mm; styles free or coherent at the base, connate at the top, ca 1–1.5 mm: stigma (2–)3(–4)-lobed, peltate, ca 2 mm. diam. Fruit: samaras 1–3(–4), obtuse at the apex, main vascular bundle towards the seed intramarginal, scar of the style at the same level as the seed, ca 4.5–8 by 1.35–2.5 cm; pedicels 8–20 mm.",H.P. Nooteboom,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001140390,Forest Herbarium,All rights reserved,"Ailanthus triphysa. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 440. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00585,2,4
wfo-0000572705,general,EN,"Shrub or small tree, 0.3–10 m, up to 10 cm diam. Leaves 20–50 cm long; leaflets 3–15, ovate-oblong to ovate-lanceolate, sparsely hairy above, more or less pubescent beneath, sometimes completely glabrous, 3.5–11 by 1.5–5 cm, the younger ones usually densely pubescent; margin bluntly serrate or crenate; nerves 6–15 pairs, parallel, ending in a marginal gland; petiole 5–10 cm, lateral petiolues 2–9 mm, terminal one 3–40 mm. Peduncle almost absent, rhachis 7–60 cm; bracts deltoid, small. Flowers greenish-white to greenish-red or purple. Male flowers: pedicels very slender, up to ca 3 mm long; sepals pubescent, sometimes toothed, ca 0.5–1 by 0.35–0.5 mm; petals sparsely pubescent to nearly glabrous, sometimes toothed, 1–2 by 0.5–1 mm; filaments subulate, ca 0.6 mm, anthers ca 0.4 mm long. Female flowers: pedicels up to 2.5 mm; sepals and petals as in male flowers. Stamens 0 or vestigial. Fruit: mature dried drupes 1–4 together, 4–5(–7) mm long; pedicels 2–6 mm; endosperm 0.2–0.5 mm thick.",H.P. Nooteboom,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000572705,Forest Herbarium,All rights reserved,"Brucea javanica. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 442. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00587,2,4
wfo-0000572711,general,EN,"Shrub or small tree, 1–8 m, stem 3–10 cm diam. Leaves 20–60 cm long; leaflets 3–9(–13), ovate-oblong to ovate-lanceolate or lanceolate, entire, toothed, undulate, bluntly serrate, or crenate, glabrous or pubescent, 5–16 by 1–8 cm; nerves 4–9(–11) pairs, not parallel, usually anastomosing; petiole 2–13 cm, lateral petiolules 2–10 mm, terminal one 3–40 mm. Inflorescence and flowers as in B. javanica, but the pedicels of the female flowers up to 6 mm long. Flowers white, creamy, green, or red. Fruit: mature dried drupes 1–2(–3) together, 9–13 mm long; pedicels 4–10 mm; endosperm membranous.",H.P. Nooteboom,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000572711,Forest Herbarium,All rights reserved,"Brucea mollis. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 442. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00588,2,4
wfo-0000584001,general,EN,"Robust, tall, erect herb, 1–5 m high; all parts viscid pubescent; stems slightly angular. Leaves opposite at base, spirally arranged upwards; stipules erect, filiform or narrowly subulate, ± 0.5 cm long, persistent; petioles 1.5–7 cm long, pubescent; lamina (3–)5–7(–11)-partite; upper ones often undivided, entire; segments narrowly lanceolate, serrate, 4–14 by 0.3–1.8 cm; upper surface scabrid with short, stiff hairs on systoliths, and pubescent with appressed hairs on the under surface; apex acuminate to caudate; base narrowly cuneate; nerves 8–20 pairs, reticulate veins inconspicuous. Male flowers in axillary or terminal panicles with few leaves. Tepals 5, free, finely pubescent, ± 5 mm long. Stamens 5, with slender filaments; anthers dehiscing by an apical pore. Female flowers solitary, axillary and terminal; each flower enveloped by a membranous spathe-like, dark green bract with glandular hairs. Perianth absent. Ovary 1-locular; style short divided into 2 long stigmatic arms; ovule 1. Fruit smooth, shining, yellowish or brownish, ovoid or ellipsoid, ± 4 mm long; seeds with fleshy endosperm.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000584001,Forest Herbarium,All rights reserved,"Cannabis sativa. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 392. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00547,2,4
wfo-0000590691,general,EN,"Evergreen, dioecious tree, 10–15 m high, with conical-cylindric crown; lateral branches sweeping; switch-like twigs greyish-green, shallowly grooved, ± glabrous; internodes, 10–15 mm long. Leaves very small, tooth-like or scale-like, greenish-white, in whorls of 9–11 (rarely 12 or 13). Male inflorescence a cylindrical or slightly clavate spikes, 3–8 cm long; bracts hairy on the outer parts, bracteoles 1–2 with cuspidate apex. Female inflorescence an ellipsoid spike, 1–2 cm long. Infructescence cone-like, ellipsoid, truncate, 1.5–2 cm long; seeds many, winged, 4–5 mm long.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000590691,Forest Herbarium,All rights reserved,"Casuarina junghuhniana. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 401. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00557,2,4
wfo-0000648493,general,EN,"Evergreen tree, up to 5 m high, twigs unarmed. Leaves (elliptic-)oblong, 8–18 by 4–7 cm, base rounded, apex acuminate or acute, chartaceous, glabrous on upper surface, sericeous, glabrescent on lower surface; brown when dry, secondary nerves 6–10 pairs, arched and anastomosing well away from the margin, depressed on upper surface, prominent on lower surface; scalariform veins inconspicuous on lower surface; petiole ± 3 mm long, tomentose. Male flowers cymose, 3-merous; pedicel 2–5 mm long. Calyx campanulate, 3–4 mm long, divided to the base, sericeous outside, glabrous inside. Corolla salver-shaped, 10–14 mm long, divided to one third, glabrous on both sides. Stamens 9–12, glabrous. Rudimentary ovary glabrous. Female flowers cymose, 3-merous; pedicel 3–15 mm long, tomentose. Calyx campanulate, divided to one half or three fifths, tomentose outside, glabrous inside. Corolla urceolate, divided to one third, ± glabrous on both sides. Ovary ovoid, glabrous, 6-locular; style single, glabrous. Staminodes absent. Fruit ovoid or ellipsoid, 1.5–2.5 by 1.5–2 cm, woody, ± glabrous, base acute, rounded or truncate, apex obtuse or rounded; fruiting calyx divided ± to the base, pubescent outside, glabrous inside, lobes triangular, ± 2.5 by 2 mm, not reflexed, not plicate nor undulate, without nerves; fruit-stalk ± 5 mm long, tomentose; endosperm ruminate or smooth.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000648493,Forest Herbarium,All rights reserved,"Diospyros andamanica. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 301. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00485,2,4
wfo-0000648506,general,EN,"Evergreen tree, up to 5 m high, twigs unarmed. Leaves ovate-oblong orovate-lanceolate, 10–15 by 3.5–4.5 cm, base rounded or cordate, apex apiculate or cuspidate, subcoriaceous to coriaceous, tomentose on upper surface and hispid on lower surface later glabrescent except along midrib and nerves on both surfaces; lateral veins 6–8 pairs, arched and ± anastomosing well away from the margin, ± impressed on upper surface, prominent on lower surface; reticulation ± impressed on upper surface, inconspicuous on lower surface; petiole 4–5 mm long, hispid, glabrescent. Male flowers cymose, 4(–5)-merous, sessile or subsessile. Calyx campanulate, divided to or nearly to the base, ± 5 mm long, hispid on both sides. Corolla salver-shaped, divided to one third, 8–10 mm long, glabrous on both sides. Stamens 6–12, 4–6 mm long glabrous. Rudimentary ovary long hairy. Female flowers solitary 4(–5)-merous, subsessile. Calyx and Corolla as in male flowers but larger. Ovary ovoid, sericeous, 4-locular; styles 2, sericeous. Staminodes absent. Fruit sessile, conical or ovoid, 1.5–2 by 1–1.5 cm, sericeous, glabrescent at maturity except around apex, base rounded, apex acute; fruiting calyx divided to or nearly to the base, pubescent on both sides; lobes ovate-oblong, 5–10 by 3–5 mm, not reflexed, not plicate nor undulate, without nerves; endosperm smooth.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000648506,Forest Herbarium,All rights reserved,"Diospyros apiculata. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 376. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00535,2,4
wfo-0000648509,general,EN,"Evergreen tree, up to 15 m high; young twigs ± glabrous, unarmed. Leaves oblong, 7–20 by 4–7 cm, base rounded, apex acute, rarely obtuse, coriaceous, glabrous on both surfaces or only pilose along midrib on lower surface; secondary nerves 6–12 pairs, not anastomosing, inconspicuous on both surfaces; reticulation usually conspicuous only on upper surface indistinct on lower surface; petiole 1–1.5 cm long, pilose. Male flowers cymose; not cauliflorous; 4(–5)-merous; pedicel ± 2 mm long, tomentose. Calyx broadly campanulate, ± 3 mm long, divided to a quarter, glabrous on both sides. Corolla urceolate or ovoid, divided to a quarter, ± 7 mm long, tube glabrous on both sides, lobes pubescent outside, entirely glabrous inside. Stamens 20–21; filaments glabrous, 2.5–3.5 mm long; anthers sparsely hairy along the mid-line. Rudimentary ovary covered with long hairs. Female flowers solitary or cymose, 4-merous; pedicels 5–10 mm long, densely hairy. Calyx campanulate, ± 3 mm long, divided to a fifth, woolly on both sides. Corolla as in male flowers but larger. Ovary ovoid, hispid, 8-locular; styles 2, glabrous; stigmas 4. Staminodes ± 20, glabrous. Fruit ovoid or globose, 3–5 by 2.5–3.5 cm, more or less succulent and not fragrant when ripe, pericarp ± 1 mm thick, sparsely covered with dark red caducous scales, base rounded or slightly cuneate, apex rounded; fruiting calyx divided to or nearly to the base, glabrous or puberulous on both sides; lobes usually reflexed, rarely ascending, plicate, ± undulate, with inconspicuous nerves; fruit-stalk ± 1 cm long; endosperm smooth.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000648509,Forest Herbarium,All rights reserved,"Diospyros areolata. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 334. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00508,2,4
wfo-0000648546,general,EN,"Evergreen tree, up to 20 m high; sapwood white. Leaves oblong orelliptic-oblong, 3.5–8 by 1.5–2.5 cm, base obtuse, rarely acute, apex obtuse, rarely acute, chartaceous; upper surface glabrous, except pubescent midrib; lower surface sparsely sericeous, glabrescent; secondary nerves 6–12 pairs, 40°–50° degrees to midrib, arched and anastomosing well away from the margin, conspicuous on both surfaces; reticulation conspicuous only on upper surface; petiole ±2 mm long, pubescent. Male flowers cymose, 3-merous, sessile. Calyx campanulate, 1–2 mm long, divided to middle, glabrous on both sides. Corolla broadly campanulate or ovoid, 2–3 mm long, divided to middle; tube glabrous on both sides, lobes pubescent then glabrescent outside, glabrous inside. Stamens 16–20, glabrous. Rudimentary ovary glabrous. Female flowers sessile, not sufficiently known.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000648546,Forest Herbarium,All rights reserved,"Diospyros bambuseti. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 290. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00475,2,4
