WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI,Volume,Part
wfo-0000580855,use,EN,"The wood is fragrant, very durable, resistant to termites, often used underground. It is much esteemed for cabinet work and furniture.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000580855,Forest Herbarium,All rights reserved,"Calocedrus macrolepis. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 196. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00356,2,2
wfo-0000582677,use,EN,Cultivated for conventional tea and fermented tea.,H. Keng,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000582677,Forest Herbarium,All rights reserved,"Camellia sinensis assamica. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 148. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00275,2,2
wfo-0000594956,use,EN,"Wood used for furniture, but rarely so in Thailand owing to the inaccessibility of its habitat. ",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000594956,Forest Herbarium,All rights reserved,"Cephalotaxus griffithii. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 195. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00353,2,2
wfo-0000612722,use,EN,The seeds are said to be poisonous. Roots and leaves are used in local medicine.,J.E. Vidal,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000612722,Forest Herbarium,All rights reserved,"Cnestis palala. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 118. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00223,2,2
wfo-0000618079,use,EN,The Malays use the fruits for poisoning dogs.,J.E. Vidal,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000618079,Forest Herbarium,All rights reserved,"Connarus ferrugineus. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 128. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00241,2,2
wfo-0000618259,use,EN,"Young shoots are probably eaten as a vegetable, as they are in neighbouring countries, Cambodia, Laos, Vietnam.",J.E. Vidal,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000618259,Forest Herbarium,All rights reserved,"Connarus semidecandrus. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 127. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00240,2,2
wfo-0000631644,use,EN,"A starch is extracted from the trunk; the seeds are edible when cooked, but poisonous when eaten raw.",T. Smitinand,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000631644,Forest Herbarium,All rights reserved,"Cycas rumphii. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 186. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00341,2,2
wfo-0000666434,use,EN,Fruit said to be edible.,J.E. Vidal,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000666434,Forest Herbarium,All rights reserved,"Ellipanthus tomentosus gibbosus. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 126. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00238,2,2
wfo-0000424775,use,EN,Split stems used for binding attaps. ,K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000424775,Forest Herbarium,All rights reserved,"Flagellaria indica. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 162. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00307,2,2
wfo-0000481052,use,EN,"Wood used for building furniture, for wood pulp; resin and turpentine for medicine. ",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000481052,Forest Herbarium,All rights reserved,"Pinus kesiya. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 194. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00350,2,2
wfo-0000482024,use,EN,"Wood used for building purposes, for wood pulp and general carpentry; resin and turpentine for medicine.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000482024,Forest Herbarium,All rights reserved,"Pinus merkusii. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 193. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00349,2,2
wfo-0001278859,use,EN,In local medicine the infusion of stem and leaves is used as a tonic.,J.E. Vidal,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001278859,Forest Herbarium,All rights reserved,"Roureopsis stenopetala. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 121. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00228,2,2
wfo-0001045865,use,EN,As medicine; leaves as sandpaper for polishing wood.,R.D. Hoogland,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001045865,Forest Herbarium,All rights reserved,"Tetracera scandens. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 105. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00200,2,2
