LocalID,WFOID,scientificName,Publishedin,Devnagari,transliteration,Ecology,Distribution
NEP07808,wfo-0001238419,Silene conoidea L. ,Sp. Pl. 1: 418. 1753. ,,,"W, C Nepal: 1200-2500 m. ","Nepal, W Himalaya, Tibetan Plateau, N Asia, C Asia, SW Asia, Europe and N Africa. "
NEP07809,wfo-0000438677,Silene davidlongii Rajbh. & Mits.Suzuki,J. Jap. Bot. 82(5): 276. 2007. ,,,W Nepal: 4500-4600 m.,Endemic to Nepal.
NEP07810,wfo-0000510357,Silene falconeriana Benth. ,"Ill. Bot. Himal. Mts. 79, pl. 20. 1834.",,,W Nepal: 2400-2500 m. ,Nepal and W Himalaya.
NEP07811,wfo-0000438707,Silene fissicalyx Bocquet & Chater,Enum. Fl. Pl. Nepal 2: 55. 1979.,,,C Nepal: 4000-4600 m. ,Endemic to Nepal.
NEP07812,wfo-0000438707,Silene greywilsonii Rajbh. & Mits.Suzuki,J. Jap. Bot. 82(5): 278. 2007. ,,,W Nepal: 5300 m. ,Endemic to Nepal.
NEP07813,wfo-0000510359,Silene helleboriflora Exell & Bocquet,Candollea 17: 37. 1959.,,,"W, C Nepal: 3000-5500 m. ",Endemic to Nepal.
NEP07814,wfo-0000440266,Silene hideakiohbae Rajbh. & Mits.Suzuki,J. Jap. Bot. 82(5): 275. 2007.,,,C Nepal: 2500-2600 m. ,Endemic to Nepal.
NEP07815,wfo-0000510360,Silene himalayensis (Rohrb.) Majumdar,J. Indian Bot. Soc. 42: 648. 1963.,gf? ,Naru,"W, C, E Nepal: 2000-5000 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, E Asia and SW Asia."
NEP07822,wfo-0001238368,Silene holosteifolia Bocquet & Chater,Enum. Fl. Pl. Nepal 2: 55. 1979.,,,"W, C Nepal: 2500-3600 m. ",Nepal and E Himalaya.
NEP07823,wfo-0000440437,Silene indica Roxb. ex Otth. var. indica ,Prodr. 1: 368. 1824. ,,,"W, C, E Nepal: 1200-4600 m. ","Nepal, W Himalaya, E Himalaya and Tibetan Plateau."
NEP07827,wfo-0000440078,Silene indica Roxb. ex Otth. var. bhutanica (W.W.Sm.) Bocquet ,Candollea 22(1): 13. 1967.,,,"W, C, E Nepal: 2800-4000 m. ","Nepal, W Himalaya, E Himalaya and Tibetan Plateau. "
NEP07830,wfo-0001238434,Silene indica Roxb. ex Otth. var. edgeworthii (Bocquet) Y.J.Nasir,Fl. Pakistan 175: 70. 1986.,,,W Nepal: 1900-3000 m. ,Nepal and W Himalaya.
NEP07832,wfo-0001281194,Silene jugora (F.N.Williams) Majumdar,Bull. Bot. Surv. India 15(1-2): 39. 1976.,,,"W, C Nepal: 3100-4000 m. ",Nepal and Tibetan Plateau.
NEP07835,wfo-0000440909,Silene khasiana Rohrb. ,Linnaea 36(3): 258. 1870. ,,,"C, E Nepal: 1800-2800 m. ","Nepal, Tibetan Plateau and Assam-Burma."
NEP07836,wfo-0001238546,Silene kumaonensis F.N.Williams ,"J. Linn. Soc., Bot. 32: 43. 1896.",,,"W, C Nepal: 2500-4500 m. ",Nepal and W Himalaya.
NEP07837,wfo-0000440921,Silene laxantha Majumdar ,J. Indian Bot. Soc. 52: 650. 1963.,,,"W, C Nepal: 3500-4750 m. ",Nepal and W Himalaya.
NEP07839,wfo-0001281199,Silene moorcroftiana Wall. ex Benth. ,Ill. Bot. Himal. Mts. 79. 1834.,,,"W, C Nepal: 2500-4500 m. ","Nepal, W Himalaya, Tibetan Plateau and SW Asia."
NEP07841,wfo-0001238499,Silene nepalensis Majumdar ,J. Indian Bot. Soc. 42: 649. 1963.,,,"W, C, E Nepal: 3300-5000 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia."
NEP07843,wfo-0001238401,Silene nigrescens (Edgew.) Majumdar ,J. Indian Bot. Soc. 42: 647. 1963.,‰jfgL ,Jhwani,"C, E Nepal: 3400-5000 m. ","Nepal, E Himalaya, Tibetan Plateau and Assam-Burma. "
NEP07845,wfo-0001291368,Silene pseudocashmeriana Bocquet & Chater,Enum. Fl. Pl. Nepal 2: 56. 1979. ,,,C Nepal: 1200-1300 m. ,Nepal and Tibetan Plateau.
NEP07846,wfo-0000439826,Silene setisperma Majumdar ,J. Indian Bot. Soc. 42(4): 649. 1963.,,,"W, C, E Nepal: 3300-4700 m. ","Nepal, W Himalaya and Assam-Burma."
NEP07848,wfo-0000439572,Silene stellariifolia Bocquet & Chater,Enum. Fl. Pl. Nepal 2: 56. 1979. ,,,C Nepal: 1600-1700 m. ,Endemic to Nepal.
NEP07849,wfo-0000439572,Silene stracheyi Edgew. ,Fl. Bor.-Amer. 1: 221. 1874. ,GoflD;;L ,Nyamsisi: Tibetan,"W, C Nepal: 2900-3900 m. ",Nepal and E Himalaya. 
NEP07850,wfo-0000439621,Silene subcretacea F.N.Williams,"J. Linn. Soc., Bot. 38: 404. 1909.",,,"W, C Nepal: 2000-4100 m. ",Nepal and Tibetan Plateau.
NEP07852,wfo-0000440246,Silene vautierae Bocquet,Candollea 22: 17. 1967. ,,,"W, C Nepal: 3500-5000 m. ",Endemic to Nepal.
NEP07853,wfo-0000440246,Silene vulgaris (Moench) Garcke ,Fl. N. Mitt.-Deutschland 64. 1869.,,,"W, C Nepal: 2000-3000 m. ","Nepal, W Himalaya, Tibetan Plateau, N Asia, C Asia, SW Asia, Europe and N Africa."
NEP07856,wfo-0000440353,Spergula arvensis L. ,Sp. Pl. 1: 440. 1753. ,"‰ofp emf/, njª\tf ","Jhyau jhar, Lawangta","W, C Nepal: 700-2100 m (Invasive species in Nepal). ","Native range is W Himalaya, Macaronesia, Europe to Siberia and Africa. "
NEP07857,wfo-0000439880,Stellaria alsine Grimm ,Acta Phys.-Med. Acad. Caes. Leop.-Carol. Nat. Cur. 3(app.): 313. 1767.,,,"W, C, E Nepal: 500-4500 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, E Asia, SE Asia, C Asia and Europe."
NEP07860,wfo-0001291574,Stellaria apetala Ucria,Arch. Bot. 1(1): 68. 1796.,,,C Nepal: 1200-1500 m. ,"Nepal, C Asia, SW Asia, Europe and N Africa."
NEP07862,wfo-0000436821,Stellaria aquatica (L.) Scop. ,Fl. Carniol. (ed. 2) 1: 319. 1771.,,,C Nepal: 100-1400 m. ,Temperate regions of Eurasia and N Africa. 
NEP07867,wfo-0001238219,Stellaria congestiflora H.Hara,J. Jap. Bot. 52(7): 195. 1977.,,,"W, C, E Nepal: 3900-5100 m. ","Nepal, E Himalaya and Tibetan Plateau. "
NEP07868,wfo-0001238219,Stellaria decumbens Edgew. var. decumbens,"Trans. Linn. Soc. London, Bot. 20: 35. 1846.",,,"W, C, E Nepal: 3200-4200(-6200) m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, E Asia and SW Asia."
NEP07869,wfo-0001238215,Stellaria decumbens Edgew. var. polyantha Edgew. & Hook.f. ,Fl. Brit. India 1: 235. 1874.,,,"C, E Nepal: 3800-4900 m. ","Nepal, W Himalaya, E Himalaya and Tibetan Plateau."
NEP07870,wfo-0001238218,Stellaria decumbens Edgew. var. pulvinata Edgew. & Hook.f. ,Fl. Brit. India 1: 235. 1874.,,,"C, E Nepal: 3600-5030 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia."
NEP07871,wfo-0001238216,Stellaria graminea L. ,Sp. Pl. 1: 422. 1753. ,,,"W, C, E Nepal: 1800-4200 m. ","Nepal, W Himalaya, Tibetan Plateau, E Asia, N Asia, C Asia, SW Asia and Europe. "
NEP07872,wfo-0000436380,Stellaria himalayensis Majumdar ,J. Indian Bot. Soc. 44: 141. 1965. ,,,"W, C Nepal: 1800-3400 m.",Nepal and W Himalaya.
NEP07874,wfo-0000359919,Stellaria lanata Hook.f. ,Fl. Brit. India 1: 232. 1874. ,,,"W, C, E Nepal: 2500-4300 m. ","Nepal, E Himalaya and Tibetan Plateau."
NEP07875,wfo-0001238154,Stellaria media (L.) Vill. ,Hist. Pl. Dauphiné 3(2): 615. 1789.,"cd{n] emf/, af]]S;L emf/ ","Armale jhar, Boksi jhar","W, C Nepal: 500-3600 m (Naturalized in Nepal). ",Native range is Temperate Eurasia and Tropical Africa. 
NEP07879,wfo-0001263773,Stellaria nepalensis Majumdar & Vartak,J. Indian Bot. Soc. 50: 215. 1971.,,,C Nepal: 700-3800 m. ,"Nepal, E Himalaya and Tibetan Plateau."
NEP07881,wfo-0001238231,Stellaria ovatifolia (M.Mizush.) M.Mizush. ,J. Jap. Bot. 41: 250. 1966. ,,,"C, E Nepal: 2200-2500 m. ",Nepal and Tibetan Plateau. 
NEP07883,wfo-1200027114,Stellaria patens D.Don var. patens ,Prodr. Fl. Nepal. 215. 1825.,,,"C, E Nepal: 1300-4200 m.","Nepal, W Himalaya, E Himalaya and Tibetan Plateau."
NEP07886,wfo-0001238156,Stellaria patens D.Don var. ovatifolia H.Hara,Enum. Fl. Pl. Nepal. 2: 58. 1979.,,,C Nepal: 2100-3400 m. ,Endemic to Nepal.
NEP07887,wfo-0000436905,Stellaria semivestita Edgew. ,Fl. Brit. India 1: 230. 1874. ,,,"W, C Nepal: 2500-4900 m. ",Nepal and W Himalaya. 
NEP07888,wfo-0000436905,Stellaria sikkimensis Hook.f. ,Fl. Brit. India 1: 230. 1874. ,n]:of s'/f] ,Lesya kuro,E Nepal: 2000-3800 m. ,Nepal and E Himalaya. 
NEP07889,wfo-0000436893,Stellaria subumbellata Edgew. ,Fl. Brit. India 1: 233. 1874.,,,C Nepal: 4300-4800 m. ,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia. "
NEP07891,wfo-0001292284,Stellaria vestita Kurz ,J. Bot. 11: 194. 1873. ,"cd{n] emf/, v/fg] emf/ ","Armale jhar, Kharane jhar","W, C, E Nepal: 600-3700 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia. "
NEP07893,wfo-0001238121,Stellaria wallichiana Haines,Bull. Misc. Inform. Kew 1920: 66. 1920. ,,,E Nepal: 80-150 m. ,S Asia.
NEP07894,wfo-0000436864,Thylacospermum caespitosum (Cambess.) Schischk. ,Sched. Herb. Fl. Ross. 9: 90. 1932. ,,,"W, C Nepal: 4800-5800 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, E Asia, N Asia and C Asia."
NEP07896,wfo-0001238257,Achyranthes aspera L. var. aspera,Sp. Pl. 1: 204. 1753. ,"ckdfu{, bltjg, pN6] s'/f] ","Apamarga, Datiwan, Ulte kuro","W, C, E Nepal: 100-2900 m. ","Nepal, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, SW Asia and Africa. "
NEP07898,wfo-0000516186,Achyranthes aspera L. var. porphyristachya (Wall. ex Moq.) Hook.f. ,Fl. Brit. India 4: 730. 1885. ,,,E Nepal: 500-1200 m. ,"Nepal, W Himalaya, E Himalaya, Assam-Burma and S Asia."
NEP07900,wfo-0000516426,Achyranthes bidentata Blume ,Bijdr. Fl. Ned. Ind. 11: 545. 1826.,"/ftf] ckdfu{, bltjg ","Rato apamarga, Datiwan","W, C, E Nepal: 900-2600 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. "
NEP07901,wfo-0000516220,Acroglochin persicarioides (Poir.) Moq. ,Prodr. 13(2): 254. 1849. ,,,"W, C Nepal: 1700-3100 m. ","Nepal, W Himalaya, E Himalaya and Tibetan Plateau."
NEP07905,wfo-0000358968,Alternanthera bettzickiana (Regel) G.Nicholson ,Ill. Dict. Gard. 1: 59. 1884. ,,,"C, E Nepal: 100-1400 m (Naturalized in Nepal). ",Native of S America.
NEP07907,wfo-0000410260,Alternanthera paronychioides A.St.-Hil. ,Voy. Distr. Diam. 2: 439. 1833.,,,"W, C, E Nepal: 100-1400 m (Naturalized in Nepal). ",Native of Tropical and Subtropical America.
NEP07908,wfo-0000528723,Alternanthera philoxeroides (Mart.) Griseb. ,Abh. Königl. Ges. Wiss. Göttingen 24: 36. 1879. ,"hn hDa', ;/FrL ;fu ","Jal jambu, Saranchi sag","C, E Nepal: 80-1500 m (Invasive species in Nepal). ",Native of S America.
NEP07910,wfo-0000573822,Alternanthera pungens Kunth ,Nov. Gen. Sp. 2: 206. 1818. ,,,"W, C Nepal: 1300-1700 m (Naturalized in Nepal). ",Native range is Mexico to Tropical America (Colombia).
NEP07911,wfo-0000528787,Alternanthera sessilis (L.) R.Br. ex DC. ,Cat. Pl. Horti Monsp. 77. 1813.,lel/ª\uL emf/ ,Bhiringi jhar,"W, C, E Nepal: 80-2500 m.","Tropical and Subtropical Asia, Australia to Tropical America. "
NEP07914,wfo-0000528777,Amaranthus blitum L.,Sp. Pl. 2: 990. 1753. ,n§] 3fF; ,Latte ghans,"W, C, E Nepal: 400-2300 m (Naturalized in Nepal). ",Native of S America. 
NEP07916,wfo-0000530322,Amaranthus cruentus L.,Syst. Nat. (ed. 10) 2: 1269. 1759.,"n§] 3fF;, n§] bfgf ","Latte ghans, Latte dana",C Nepal: 2600 m (Naturalized in Nepal).,Native of Mexico; now a cosmopolitan weed. 
NEP07918,wfo-0000530260,Amaranthus dubius Mart. ex Thell. ,Fl. Advent. Montpellier 38: 203. 1912.,d/f]Fu ,Marong,C Nepal: 1200-1500 m (Naturalized in Nepal). ,Native range is Mexico to Tropical America.
NEP07919,wfo-0000530192,Amaranthus hypochondriacus L.,Sp. Pl. 2: 991. 1753.,,,"C, E Nepal: 900-1700 m (Naturalized in Nepal). ",Native of N America. 
NEP07922,wfo-0000530495,Amaranthus spinosus L. ,Sp. Pl. 2: 991. 1753. ,"jg n'F8], n'F8] sfF8f ","Ban lunde, Lunde kanda","W, C, E Nepal: 60-2700 m (Invasive species in Nepal). ",Native range is Mexico to Tropical America. 
NEP07923,wfo-0000530495,Amaranthus tenuifolius Willd. ,Sp. Pl. (ed. 4) 4(1): 381. 1805.,,,E Nepal: 100-200 m. ,S Asia.
NEP07924,wfo-0000530507,Amaranthus tricolor L. ,Sp. Pl. 2: 989. 1753. ,"/ftf] n§], u]g/L ;fu ","Rato latte, Genaree sag","W, E Nepal: 200-300 m.",Pantropical in distribution.
NEP07925,wfo-0000530523,Amaranthus viridis L. ,Sp. Pl. (ed. 2) 2: 1405. 1763.,"n'F8] ;fu, n§] ;fu ","Lunde sag, Latte sag","W, C, E Nepal: 100-2500 m (Naturalized in Nepal). ",Native of Mexico and Tropical America. 
NEP07926,wfo-0000530552,Atriplex hortensis L.,Sp. Pl. 2: 1053. 1753. ,,,C Nepal:   (Naturalized in Nepal). ,Native range is Caucasus to C Asia.
NEP07927,wfo-0000556137,Axyris mira Sukhor. ,Willdenowia 41(1): 76. 2011. ,,,"W, C, E Nepal: 2500-4600 m. ","Nepal, W Himalaya and Tibetan Plateau."
NEP07928,wfo-0000748430,Axyris prostrata L. ,Sp. Pl. 2: 980. 1753. ,,,"W, C Nepal: 3200-4600 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, N Asia and C Asia."
NEP07929,wfo-0000557466,Bassia scoparia (L.) A.J.Scott ,Fedd. Repert. 89(2-3): 108. 1978.,,,C Nepal: 2500-3500 m (Naturalized in Nepal). ,Originated probably in C Asia (Kazakhstan to West China and Mongolia).
NEP07932,wfo-0000356305,Blitum virgatum L. ,Sp. Pl. 1: 4. 1753.,,,"W, C Nepal: 2600-4000 m. ","Nepal, W Himalaya, C Asia, SW Asia and Europe."
NEP07934,wfo-0000569589,Bosea amherstiana (Moq.) Hook.f. ,Fl. Brit. India 4: 716. 1885. ,,,"W, C Nepal: 1200-2100 m. ","Nepal, W Himalaya and Assam-Burma."
NEP07936,wfo-0001035674,Celosia argentea L. ,Sp. Pl. 1: 205. 1753. ,";]tf] rfFb], rf]of k""mn, rfFb] k""mn ","Seto chande, Choya phool, Chande phul","W, C, E Nepal: 100-1600 m (Naturalized in Nepal). ",Native of Tropical Africa.
NEP07939,wfo-0000593051,Centrostachys aquatica (R.Br.) Wall. ,Fl. Ind. 2: 497. 1824.,,,E Nepal: 100-200 m. ,"Nepal, Assam-Burma, S Asia, E Asia, SE Asia and Tropical Africa."
NEP07941,wfo-0000516172,Chenopodiastrum badachschanicum (Tzvelev) S.Fuentes,Willdenowia 42(1): 14. 2012.,,,"W, C Nepal: 2600-4000 m. ","Nepal, W Himalaya, Tibetan Plateau, E Asia, N Asia and C Asia. "
NEP07943,wfo-0000601056,Chenopodiastrum murale (L.) S.Fuentes,Willdenowia 42(1): 14. 2012. ,sfnf] a]y] ,Kalo bethe,"W, C Nepal: 1300-1400 m. ","Nepal, W Himalaya, E Asia, N America and Australasia. "
NEP07945,wfo-0000601534,Chenopodium album L. ,Sp. Pl. 1: 219. 1753. ,a]y] ;fu ,Bethe sag,"W, C, E Nepal: 100-4100 m. ",Cosmopolitan weed.
NEP07946,wfo-0000600897,Chenopodium atripliciforme Murr ,Magyar Bot. Lapok. 1: 360. 1902.,,,C Nepal: 1800 m. ,"Nepal, W Himalaya and SW Asia."
NEP07948,wfo-0000601136,Chenopodium bengalense (Lam.) Spielm. ex Steud. ,Nomencl. Bot. (ed. 2) 1: 348. 1840. ,,,C Nepal: 700-2200 m. ,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, E Asia, C Asia and North Africa."
NEP07952,wfo-0000601305,Chenopodium ficifolium Sm. ,Fl. Brit. 1: 276. 1800.,,,"W, C, E Nepal: 900-2200 m. ","Nepal, W Himalaya, E Himalaya, E Asia, SE Asia, N Asia, C Asia, Europe and Africa."
NEP07953,wfo-0000601268,Chenopodium harae Sukhor. ,Phytotaxa 226(3): 290. 2015.,,,C Nepal: 1500-3200 m. ,Nepal and W Himalaya.
NEP07954,wfo-0000601435,Chenopodium karoi (Murr) Aellen ,Fedd. Repert. 26: 149. 1929.,,,C Nepal: 2500-3900 m. ,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, E Asia and N Asia."
NEP07956,wfo-1200027069,Chenopodium perttii Sukhor. ,Phytotaxa 191(1): 21. 2014.,,,"W, C Nepal: 2400-4000 m. ","Nepal, W Himalaya and Tibetan Plateau."
NEP07957,wfo-0000631174,Cyathula capitata Moq. ,Prodr. 13(2): 329. 1849. ,,,"W, C, E Nepal: 1300-2900 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, E Asia and SE Asia."
NEP07958,wfo-0000631174,Cyathula prostrata (L.) Blume ,Bijdr. Fl. Ned. Ind. 11: 549. 1826.,/St ckdfu{ ,Rakta apamarg,"C, E Nepal: 100-1100 m. ","Nepal, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, Africa and Australasia. "
NEP07960,wfo-0000516430,Cyathula tomentosa (Roth) Moq. ,Prodr. 13(2): 327. 1849.,"skf;] s'/f], cfFVn] s'/f] ","Kapase kuro, Ankhle kuro","W, C, E Nepal: 900-2400 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia and E Asia."
NEP07962,wfo-0000516498,Deeringia amaranthoides (Lam.) Merr. ,Interpr. Herb. Amb. 211. 1917.,"/ftf] n§], k;/f a]y] ","Rato latte, Pasara bethe","W, C, E Nepal: 200-1600 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia, SE Asia and Australasia. "
NEP07966,wfo-0000639169,Digera muricata (L.) Mart. ,Nova Acta Phys.-Med. Acad. Caes. Leop.-Carol. Nat. Cur. 13: 285. 1826.,,,"W, C Nepal: 100-200 m. ","Nepal, Assam-Burma, S Asia, SE Asia, SW Asia and Africa. "
NEP07969,wfo-0000647240,Dysphania ambrosioides (L.) Mosyakin & Clemants ,Ukr. Bot. Zhurn. 59(4): 382. 2002. ,/ftf] a]y] ,Rato bethe,"W, C, E Nepal: 100-2900 m (Naturalized in Nepal). ",Native of Tropical America.
NEP07971,wfo-0000600974,Dysphania bhutanica Sukhor. ,Willdenowia 42(2): 171. 2012.,,,C Nepal: 3200 m. ,"Nepal, E Himalaya and Tibetan Plateau."
NEP07972,wfo-0000658871,Dysphania botrys (L.) Mosyakin & Clemants,Ukrayins'k. Bot. Zhurn. 59(4): 383. 2002.,,,C Nepal: 2600-4000 m. ,"Nepal, E Himalaya, Tibetan Plateau, N Asia, C Asia, SW Asia and S Europe. "
NEP07974,wfo-0000601133,Dysphania geoffreyi Sukhor ,Phytotaxa 203(2): 139. 2015.,,,C Nepal: 4000-4100 m. ,"Nepal, E Himalaya and Tibetan Plateau."
NEP07975,wfo-1200027070,Dysphania himalaica Uotila ,Willdenowia 43(1): 68. 2013.,,,C Nepal: 3400-4700 m. ,"Nepal, W Himalaya and Tibetan Plateau."
NEP07976,wfo-1200027071,Dysphania neglecta Sukhor.,Karpologiya Chenopodiaceae: 347. 2014. ,,,W Nepal: 1800-3500 m. ,Nepal and W Himalaya.
NEP07977,wfo-0000743793,Dysphania nepalensis (Link ex Colla) Mosyakin & Clemants ,J. Bot. Res. Inst. Texas 2(1): 428. 2008.,,,"W, C, E Nepal: 800-4000 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia."
NEP07980,wfo-0000601533,Gomphrena celosioides Mart. ,Nova Acta Phys.-Med. Acad. Caes. Leop.-Carol. Nat. Cur. 13(1): 301. 1826.,,,"W, C, E Nepal: 80-1700 m (Naturalized in Nepal). ",Native of S America (Ecuador to N Argentina).
NEP07981,wfo-0000705896,Krascheninnikovia ceratoides (L.) Gueldenst. ,Nov. Comm. Acad. Petrop. 16: 555. 1772. ,,,C Nepal: 2700-4300 m. ,"Nepal, W Himalaya, Tibetan Plateau, E Asia, Europe and N Africa."
NEP07983,wfo-0000557458,Microgynoecium tibeticum Hook.f. ,Fl. Brit. India 5: 9. 1890.,,,"W, C Nepal: 3500-5500 m. ","Nepal, W Himalaya and Tibetan Plateau."
NEP07984,wfo-0001294946,Ouret lanata (L.) Kuntze,Revis. Gen. Pl. 2: 544. 1891. ,,,"W, C Nepal: 200-2000 m. ","S Asia, SE Asia, SW Asia, Africa and Australasia."
NEP07987,wfo-0001046262,Ouret sanguinolenta (L.) Kuntze,Revis. Gen. Pl. 2: 544. 1891.,"c}ltgaf]6, dfG;L 3fF; ","Aitinbot, Mansi ghans","W, C, E Nepal: 100-1400 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia."
NEP07990,wfo-0000521801,Oxybasis glauca (L.) S.Fuentes,Willdenowia 42(1): 15. 2012. ,,,C Nepal: 2700-4100 m. ,"Nepal, W Himalaya, Tibetan Plateau, E Asia, C Asia, SW Asia and Europe."
NEP07992,wfo-0001046388.,Psilotrichum ferrugineum (Roxb.) Voigt ,Hort. Suburb. Calcutt. 318. 1845.,,,"W, C Nepal: 600-1000 m. ","Nepal, Assam-Burma, S Asia, E Asia and SE Asia."
NEP07994,wfo-0000516275,Pupalia lappacea (L.) Juss. ,Ann. Mus. Natl. Hist. Nat. 2: 132. 1803. ,,,W Nepal: 700-800 m.,"Nepal, W Himalaya, Assam-Burma, S Asia, SW Asia and Africa."
NEP07996,wfo-0000516337,Salsola jacquemontii Moq. ,Prodr. 13(2): 188. 1849.,,,"W, C Nepal: 2400-4700 m. ",Nepal and Tibetan Plateau.
NEP08000,wfo-0001295478,Teloxys aristata (L.) Moq. ,"Ann. Sci. Nat. Bot., sér. 2, 1: 289. 1834.",,,C Nepal: 2700-3600 m. ,"Nepal, Tibetan Plateau, E Asia, SW Asia and SE Europe."
NEP08002,wfo-0000601032,Trianthema portulacastrum L. ,Sp. Pl. 1: 223. 1753.,";]tf] k'g/gef, ubk'l/gf ","Seto punarnava, Gadapurina","W, C, E Nepal: 100-1700 m. ","Nepal, Assam-Burma, S Asia, E Asia, SE Asia, SW Asia, Africa, N America and S America. "
NEP08004,wfo-0000410308,Phytolacca acinosa Roxb. ,Fl. Ind. 2: 458. 1832. ,hl/Fuf] ;fu ,Jaringo sag,"W, C, E Nepal: 2000-3200 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia. "
NEP08005,wfo-0000482074,Boerhavia diffusa L. ,Sp. Pl. 1: 3. 1753. ,"cf}n] ;fu, k'g/gef ","Aule sag, Punarnava","W, C, E Nepal: 60-3400 m. ","Nepal, Assam-Burma, E Asia, SE Asia, Africa and Australasia."
NEP08007,wfo-0000568062,Mirabilis himalaica (Edgew.) Heimerl,Nat. Pflanzenfam. 3(1b): 21. 1889.,s'yn ,Kuthal,"W, C Nepal: 2300-4000 m. ",Nepal and E Himalaya.
NEP08009,wfo-0001238065,Mirabilis jalapa L. ,Sp. Pl. 1: 777. 1753. ,"n+sf k""mn, dfntL k""mn ","Lanka phul, Malati phul","W, C, E Nepal: 100-2900 m (Cultivated/ naturalized in Nepal).",Native range is Mexico to C America.
NEP08010,wfo-0000448428,Glinus lotoides L. ,Sp. Pl. 1: 463. 1753. ,,,E Nepal: 80-200 m. ,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, SW Asia, Europe, Africa and Australasia."
NEP08011,wfo-0000703708,Glinus oppositifolius (L.) Aug.DC. ,"Bull. Herb. Boissier, sér. 2, 1: 552. 1901.",,,E Nepal: 80-200 m. ,"Nepal, Assam-Burma, S Asia, E Asia, SE Asia, Tropical Africa and Australasia."
NEP08013,wfo-0001294498,Paramollugo nudicaulis (Lam.) Thulin,Taxon 65(4): 786. 2016.,,,"W, E Nepal: 200-800 m. ","Nepal, E Himalaya, S Asia, E Asia, SW Asia and Tropical Africa."
NEP08015,wfo-0000450300,Trigastrotheca pentaphylla (L.) Thulin,Taxon 65(4): 784. 2016.,GofpnL ,Nyaulee,C Nepal: 600-900 m. ,S Asia. 
NEP08017,wfo-0001294503,Trigastrotheca stricta (L.) Thulin,Taxon 65(4): 784. 2016.,,,"W, C, E Nepal: 100-700 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, SW Asia and Australasia."
NEP08019,wfo-0001294504,Anredera cordifolia (Ten.) Steenis,Fl. Males. 5(3): 303. 1957.,"dfofn', kf]O ;fu ","Mayalu, Poi sag","W, C, E Nepal: 100-1800 m (Naturalized in Nepal). ",Native of S America.
NEP08021,wfo-0000826036,Basella alba L. ,Sp. Pl. 1: 272. 1753. ,"dfofn', kf]O ;fu ","Mayalu, Poi sag","W, C, E Nepal: 200 m. ",Tropical Asia and Africa. 
NEP08023,wfo-0000823224,Talinum portulacifolium (Forssk.) Asch. ex Schweinf.,Bull. Herb. Boissier 4: 172. 1896. ,,,"W, C Nepal: 100-200 m. ",S. Asia and Africa. 
NEP08026,wfo-0000454624,Portulaca oleracea L. ,Sp. Pl. 1: 445. 1753. ,"s'Nkmf ;fu, g'gl9sL ","Kulpha sag, Nundhiki","W, C, E Nepal: 100-2800 m (Naturalized in Nepal). ","Native range is Macaronesia, Tropical Africa to SW Asia."
NEP08027,wfo-0000484425,Portulaca quadrifida L. ,Mant. Pl. 73. 1767. ,s'Nkmf ;fu ,Kulpha sag,E Nepal: 100-200 m. ,"Nepal, Assam-Burma, S Asia, E Asia, SE Asia, SW Asia and Africa. "
NEP08028,wfo-0000489351,Opuntia monacantha Haw. ,Suppl. Pl. Succ. 81. 1819.,"kft] l;pF8L, gfukmgL sfF8f ","Pate siundee, Nagphani kanda","W, C, E Nepal: 100-2000 m (Naturalized in Nepal). ",Native of S America. 
NEP08030,wfo-0000577920,Deutzia compacta Craib ,Bull. Misc. Inform. Kew 1913(7): 264. 1913.,,,"W, C, E Nepal: 1900-3900 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia."
