Volume,Part,type,description,bibliographicCitation,WFOID,language,contributor,audience,rightsHolder,created,creator,source,rights,license,URI
3,1,ecology,This is common throughout Thailand usually in shade.,"Angiopteris evecta. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 41–42. Accessed 2021-07-31",wfo-0001115201,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001115201,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0066
3,1,ecology,"Terrestrial on rather dry mountain slopes in thickets or in muddy crevices of cliffs in light shade, at medium altitudes, locally abundant. The habitat of this species on Doi Chiang Dao is different from that on Doi Inthanon. On a huge limestone cliff, Doi Chiang Dao, this species is known only in the muddy crevices of calcareous rock, and no leaves are observed in winter. On Doi Inthanon, on the contrary, it is a common terrestrial on grassy slopes, and the plants still persist in December. The Chiang Dao plants are more slender, though no taxonomic distinction is recognizable between them.","Botrychium lanuginosum. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 39–40. Accessed 2021-07-31",wfo-0001115231,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001115231,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0063
3,1,ecology,On rocks in evergreen forest at about 1100 alt.,"Callistopteris apiifolia. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 85. Accessed 2021-07-31",wfo-0001116506,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001116506,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0135
3,1,ecology,On sandy slopes or on wet muddy rocks by streams in dense evergreen forest at low or medium altitudes.,"Cephalomanes javanicum. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 96–97. Accessed 2021-07-31",wfo-0001124572,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001124572,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0157
3,1,ecology,On moist sandy slopes near streams in dense moist evergreen forest at about 800 m alt.,"Christensenia aesculifolia. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 43. Accessed 2021-07-31",wfo-0001117730,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001117730,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0070
3,1,ecology,"On open hill slopes and stream banks in tropical evergreen forest at 500–800 m alt., and in lower montane forest at 1000–1500 m alt.","Cibotium barometz. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 109–110. Accessed 2021-07-31",wfo-0000748037,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000748037,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0174
3,1,ecology,On moist rocks along streams usually in spray in dense evergreen forest.,"Crepidomanes bilabiatum. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 90. Accessed 2021-07-31",wfo-0001126769,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001126769,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0144
3,1,ecology,On mossy or muddy rocks or on mossy tree trunks in dense forest at various altitudes.,"Crepidomanes bipunctatum. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 90–91. Accessed 2021-07-31",wfo-0001109776,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001109776,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0145
3,1,ecology,On moist rocks near streams in dense evergreen forest.,"Crepidomanes brevipes. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 91. Accessed 2021-07-31",wfo-0000145670,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000145670,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0146
3,1,ecology,On branches of trees in evergreen forest at low altitudes.,"Crepidomanes christii. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 88. Accessed 2021-07-31",wfo-0000145674,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000145674,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0141
3,1,ecology,"On damp rocks near the river in dense forest at low altitudes, khown only in one locality.","Crepidomanes kurzii. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 92–93. Accessed 2021-07-31",wfo-0001125318,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001125318,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0148
3,1,ecology,"On mossy tree trunks or on mossy or muddy rocks in moist dense forest, common at various altitudes.","Crepidomanes latealatum. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 89–90. Accessed 2021-07-31",wfo-0001117769,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001117769,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0143
3,1,ecology,On muddy or mossy rocks in mixed or in evergreen forest at medium altitudes.,"Crepidomanes latemarginale. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 91–92. Accessed 2021-07-31",wfo-0001116517,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001116517,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0147
3,1,ecology,On wet rocks in tropical evergreen forest at about 500 m alt.,"Crepidomanes megistostomum. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 88–89. Accessed 2021-07-31",wfo-0000145690,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000145690,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0142
3,1,ecology,"On rather dry ground near rivers in light shade in tropical evergreen forest at 400–1800 m alt. or in lower montane forest at high altitudes, 1000–1600 m alt.","Cyathea borneensis. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 103–104. Accessed 2021-07-31",wfo-0001255454,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001255454,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0167
3,1,ecology,On moist slopes at edge of lower montane forest at about 1200 m alt.,"Cyathea chinensis. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 102. Accessed 2021-07-31",wfo-0001125321,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001125321,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0165
3,1,ecology,On mountain slopes or stream banks in dense tropical evergreen forest or in open areas at low altitudes.,"Cyathea contaminans. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 106–107. Accessed 2021-07-31",wfo-0001128161,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001128161,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0171
3,1,ecology,"On mountain slopes usually in dense tropical evergreen forest, lowland and in lower montane forest to about 1300 m alt.","Cyathea gigantea. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 105–106. Accessed 2021-07-31",wfo-0001115244,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001115244,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0170
3,1,ecology,On mountain slopes usually in dense tropical evergreen forest below 1000 m alt.,"Cyathea latebrosa. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 104. Accessed 2021-07-31",wfo-0001118146,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001118146,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0168
3,1,ecology,On mountain slopes usually near streams in shade at 800–1200 m alt.,"Cyathea podophylla. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 104–105. Accessed 2021-07-31",wfo-0001115178,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001115178,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0169
3,1,ecology,"In deep shade usually in moist places in the lower montane forest at about 700 m alt. When the forests are cut down, this species cannot survive the resulting dry condition.","Cyathea spinulosa. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 102–103. Accessed 2021-07-31",wfo-0001107268,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001107268,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0166
3,1,ecology,At summit on the highest mountain in Thailand in <i>Sphagnum</i>-bog; usually growing on gentle mountain slopes in rather open forest in Japan.,"Dennstaedtia scabra. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 111–112. Accessed 2021-07-31",wfo-0001107281,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001107281,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0177
3,1,ecology,On rather dry slopes in open areas at edge of forest at low or medium altitudes.,"Dicranopteris curranii. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 54. Accessed 2021-07-31",wfo-0001254565,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001254565,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0088
3,1,ecology,In clearings usually at edge of forest in open or half-shaded places at low to medium altitudes.,"Dicranopteris linearis linearis. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 56. Accessed 2021-07-31",wfo-0001117735,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001117735,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/florainfra.html?tdcode=F0092
3,1,ecology,On dry slopes along highways in open areas at about 100 m alt.,"Dicranopteris speciosa. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 55. Accessed 2021-07-31",wfo-0001117733,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001117733,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0090
3,1,ecology,On clayey slopes along paths in half-shaded places at edge of deep primitive forest at medium altitudes.,"Dicranopteris splendida. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 54–55. Accessed 2021-07-31",wfo-0001124457,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001124457,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0089
3,1,ecology,On moist mossy rocks in dense evergreen forest.,"Didymoglossum exiguum. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 96. Accessed 2021-07-31",wfo-0000145739,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000145739,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0155
3,1,ecology,Terrestrial on wet ground along streams in open areas or in light shade at low to medium altitudes.,"Equisetum debile. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 34. Accessed 2021-07-31",wfo-0001117763,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001117763,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0053
3,1,ecology,Along stream in dense evergreen forest at about 1200 m alt.,"Gleichenia blotiana. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 52. Accessed 2021-07-31",wfo-0001124203,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001124203,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0084
3,1,ecology,On rather dry slopes in clearing at medium altitude.,"Gleichenia longissima. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 52–53. Accessed 2021-07-31",wfo-0001124216,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001124216,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0085
3,1,ecology,On open ground at about 1000 m alt.,"Gleichenia microphylla. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 51. Accessed 2021-07-31",wfo-0001220327,EN,"M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001220327,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0082
