WFOID,vernacularName,identifier,isPreferredName,source,language,countryCode,uri,bibliographicCitation,rights,license
wfo-0000337413,maniu (มะนีวา)(Northern),ver-THA-0000337413.01,0.0,ref-THA-0000337413,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01833,"Actinoscirpus grossus. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 274. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000337413,ma nieo (มะเนี่ยว)(Northern),ver-THA-0000337413.02,0.0,ref-THA-0000337413,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01833,"Actinoscirpus grossus. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 274. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000337413,haeo kradan (แห้วกระดาน)(Central),ver-THA-0000337413.03,0.0,ref-THA-0000337413,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01833,"Actinoscirpus grossus. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 274. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000337413,haeo hin (แห้วหิน)(Central),ver-THA-0000337413.04,0.0,ref-THA-0000337413,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01833,"Actinoscirpus grossus. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 274. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000337413,kok (กก)(Central),ver-THA-0000337413.05,0.0,ref-THA-0000337413,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01833,"Actinoscirpus grossus. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 274. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000337413,kok prue (กกปรือ)(Central),ver-THA-0000337413.06,0.0,ref-THA-0000337413,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01833,"Actinoscirpus grossus. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 274. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000337413,kok samliam (กกสามเหลี่ยม)(Central),ver-THA-0000337413.07,0.0,ref-THA-0000337413,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01833,"Actinoscirpus grossus. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 274. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000337413,kok takrap (กกตะกรับ)(Central),ver-THA-0000337413.08,0.0,ref-THA-0000337413,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01833,"Actinoscirpus grossus. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 274. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000337413,kok tadaeng (กกตาแดง)(Central),ver-THA-0000337413.09,0.0,ref-THA-0000337413,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01833,"Actinoscirpus grossus. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 274. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000337413,kok khombang (กกคมบาง)(Southwestern),ver-THA-0000337413.10,0.0,ref-THA-0000337413,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01833,"Actinoscirpus grossus. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 274. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000342079,ya nuat maeo (หญ้าหนวดแมว)(Southwestern),ver-THA-0000342079.01,0.0,ref-THA-0000342079,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01934,"Bulbostylis barbata. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 345. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000344790,ya khom bang (หญ้าคมบาง)(Southeastern),ver-THA-0000344790.01,0.0,ref-THA-0000344790,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02079,"Carex baccans. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 452. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000345798,toei nuu (เตยหนู)(Peninsular),ver-THA-0000345798.01,0.0,ref-THA-0000345798,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02108,"Carex cryptostachys. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 470. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000347699,ya khom bang lek (หญ้าคมบางเล็ก)(Northern),ver-THA-0000347699.01,0.0,ref-THA-0000347699,TH,THA,https://botany.dnp.go.th/eflora/florainfra.html?tdcode=02087,"Carex indica indica. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 456. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000347699,ya sam khom (หญ้าสามคม)(Northern),ver-THA-0000347699.02,0.0,ref-THA-0000347699,TH,THA,https://botany.dnp.go.th/eflora/florainfra.html?tdcode=02087,"Carex indica indica. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 456. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000351965,ya kra thing (หญ้ากระทิง)(Central),ver-THA-0000351965.01,0.0,ref-THA-0000351965,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02093,"Carex thailandica. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 460. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000352084,dok din (ดอกดิน)(Northeastern),ver-THA-0000352084.01,0.0,ref-THA-0000352084,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02102,"Carex tricephala. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 467. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000369738,ya bai khom (หญ้าใบคม)(Northeastern),ver-THA-0000369738.01,0.0,ref-THA-0000369738,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01980,"Cyperus compactus. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 379. Accessed 2021-07-31",Forest Herbarium,All rights reserved
