taxonId	coreId
wfo-0000229065	urn:lsid:ipni.org:names:863771-1
wfo-0000230738	urn:lsid:ipni.org:names:755396-1
wfo-0000231857	urn:lsid:ipni.org:names:351068-1
wfo-0000231883	urn:lsid:ipni.org:names:351086-1
wfo-0000232936	urn:lsid:ipni.org:names:351447-1
wfo-0000234204	urn:lsid:ipni.org:names:642485-1
wfo-0000235926	urn:lsid:ipni.org:names:787674-1
wfo-0000236781	urn:lsid:ipni.org:names:80121-1
wfo-0000239364	urn:lsid:ipni.org:names:352131-1
wfo-0000239603	urn:lsid:ipni.org:names:339151-1
wfo-0000239729	urn:lsid:ipni.org:names:598032-1
wfo-0000239783	urn:lsid:ipni.org:names:598063-1
wfo-0000239797	urn:lsid:ipni.org:names:598073-1
wfo-0000243003	urn:lsid:ipni.org:names:352286-1
wfo-0000243017	urn:lsid:ipni.org:names:898241-1
wfo-0000243018	urn:lsid:ipni.org:names:644139-1
wfo-0000243031	urn:lsid:ipni.org:names:909092-1
wfo-0000243038	urn:lsid:ipni.org:names:644153-1
wfo-0000243039	urn:lsid:ipni.org:names:644154-1
wfo-0000243043	urn:lsid:ipni.org:names:644156-1
wfo-0000243051	urn:lsid:ipni.org:names:644161-1
wfo-0000244374	urn:lsid:ipni.org:names:352349-1
wfo-0000244475	urn:lsid:ipni.org:names:787835-1
wfo-0000244478	urn:lsid:ipni.org:names:787837-1
wfo-0000244690	urn:lsid:ipni.org:names:788027-1
wfo-0000244755	urn:lsid:ipni.org:names:788090-1
wfo-0000244920	urn:lsid:ipni.org:names:30068711-2
wfo-0000244989	urn:lsid:ipni.org:names:931725-1
wfo-0000245142	urn:lsid:ipni.org:names:933027-1
wfo-0000245156	urn:lsid:ipni.org:names:352379-1
wfo-0000245160	urn:lsid:ipni.org:names:352380-1
wfo-0000245171	urn:lsid:ipni.org:names:352385-1
wfo-0000245173	urn:lsid:ipni.org:names:352387-1
wfo-0000245184	urn:lsid:ipni.org:names:352393-1
wfo-0000245191	urn:lsid:ipni.org:names:352395-1
wfo-0000245213	urn:lsid:ipni.org:names:352407-1
wfo-0000245223	urn:lsid:ipni.org:names:352410-1
wfo-0000245239	urn:lsid:ipni.org:names:933030-1
wfo-0000245248	urn:lsid:ipni.org:names:944590-1
wfo-0000245251	urn:lsid:ipni.org:names:352419-1
wfo-0000175314	urn:lsid:ipni.org:names:501273-1
wfo-0000175544	urn:lsid:ipni.org:names:501285-1
wfo-0000175621	urn:lsid:ipni.org:names:501288-1
wfo-0000175726	urn:lsid:ipni.org:names:501291-1
wfo-0000175962	urn:lsid:ipni.org:names:128478-2
wfo-0000175963	urn:lsid:ipni.org:names:510628-1
wfo-0000176507	urn:lsid:ipni.org:names:525983-1
wfo-0000176655	urn:lsid:ipni.org:names:526068-1
wfo-0000176871	urn:lsid:ipni.org:names:492423-1
wfo-0000176873	urn:lsid:ipni.org:names:473557-1
wfo-0000177056	urn:lsid:ipni.org:names:491677-1
wfo-0000177078	urn:lsid:ipni.org:names:491697-1
wfo-0000177109	urn:lsid:ipni.org:names:491714-1
wfo-0000177343	urn:lsid:ipni.org:names:492059-1
wfo-0000177440	urn:lsid:ipni.org:names:492135-1
wfo-0000177482	urn:lsid:ipni.org:names:1200850-2
wfo-0000177537	urn:lsid:ipni.org:names:492236-1
wfo-0000177735	urn:lsid:ipni.org:names:493485-1
wfo-0000178167	urn:lsid:ipni.org:names:518484-1
wfo-0000178252	urn:lsid:ipni.org:names:1003508-2
wfo-0000178308	urn:lsid:ipni.org:names:518511-1
wfo-0000178404	urn:lsid:ipni.org:names:518528-1
wfo-0000178514	urn:lsid:ipni.org:names:518536-1
wfo-0000178631	urn:lsid:ipni.org:names:518548-1
wfo-0000178702	urn:lsid:ipni.org:names:469605-1
wfo-0000178724	urn:lsid:ipni.org:names:30417519-2
wfo-0000178985	urn:lsid:ipni.org:names:472235-1
wfo-0000179877	urn:lsid:ipni.org:names:493108-1
wfo-0000179974	urn:lsid:ipni.org:names:493182-1
wfo-0000180283	urn:lsid:ipni.org:names:473171-1
wfo-0000180335	urn:lsid:ipni.org:names:493520-1
wfo-0000180715	urn:lsid:ipni.org:names:494420-1
wfo-0000180759	urn:lsid:ipni.org:names:494431-1
wfo-0000181120	urn:lsid:ipni.org:names:494574-1
wfo-0000181142	urn:lsid:ipni.org:names:473175-1
wfo-0000181247	urn:lsid:ipni.org:names:473176-1
wfo-0000181428	urn:lsid:ipni.org:names:495362-1
wfo-0000181741	urn:lsid:ipni.org:names:505852-1
wfo-0000181770	urn:lsid:ipni.org:names:505853-1
wfo-0000181945	urn:lsid:ipni.org:names:505861-1
wfo-0000182308	urn:lsid:ipni.org:names:473233-1
wfo-0000182437	urn:lsid:ipni.org:names:509198-1
wfo-0000182475	urn:lsid:ipni.org:names:509199-1
wfo-0000182726	urn:lsid:ipni.org:names:473242-1
wfo-0000182926	urn:lsid:ipni.org:names:473250-1
wfo-0000183223	urn:lsid:ipni.org:names:192347-2
wfo-0000183263	urn:lsid:ipni.org:names:513918-1
wfo-0000183365	urn:lsid:ipni.org:names:515902-1
wfo-0000183893	urn:lsid:ipni.org:names:519230-1
wfo-0000184073	urn:lsid:ipni.org:names:521037-1
wfo-0000184095	urn:lsid:ipni.org:names:521042-1
wfo-0000184139	urn:lsid:ipni.org:names:521046-1
wfo-0000185030	urn:lsid:ipni.org:names:515927-1
wfo-0000185697	urn:lsid:ipni.org:names:473353-1
wfo-0000185865	urn:lsid:ipni.org:names:520954-1
wfo-0000185944	urn:lsid:ipni.org:names:517171-1
wfo-0000186253	urn:lsid:ipni.org:names:517235-1
wfo-0000186262	urn:lsid:ipni.org:names:517243-1
wfo-0000186271	urn:lsid:ipni.org:names:473389-1
wfo-0000186491	urn:lsid:ipni.org:names:517306-1
wfo-0000186557	urn:lsid:ipni.org:names:517316-1
wfo-0000186708	urn:lsid:ipni.org:names:473405-1
wfo-0000186859	urn:lsid:ipni.org:names:470876-1
wfo-0000186899	urn:lsid:ipni.org:names:488781-1
wfo-0000186901	urn:lsid:ipni.org:names:489041-1
wfo-0000186941	urn:lsid:ipni.org:names:517423-1
wfo-0000187208	urn:lsid:ipni.org:names:517464-1
wfo-0000187282	urn:lsid:ipni.org:names:517480-1
wfo-0000187614	urn:lsid:ipni.org:names:517572-1
wfo-0000188112	urn:lsid:ipni.org:names:525351-1
wfo-0000188325	urn:lsid:ipni.org:names:525372-1
wfo-0000188472	urn:lsid:ipni.org:names:469709-1
wfo-0000189063	urn:lsid:ipni.org:names:525481-1
wfo-0000189181	urn:lsid:ipni.org:names:525498-1
wfo-0000190344	urn:lsid:ipni.org:names:498968-1
wfo-0000190897	urn:lsid:ipni.org:names:499072-1
wfo-0000191001	urn:lsid:ipni.org:names:499090-1
wfo-0000191119	urn:lsid:ipni.org:names:499132-1
wfo-0000191130	urn:lsid:ipni.org:names:469898-1
wfo-0000191331	urn:lsid:ipni.org:names:499166-1
wfo-0000191399	urn:lsid:ipni.org:names:499173-1
wfo-0000191441	urn:lsid:ipni.org:names:499190-1
wfo-0000191943	urn:lsid:ipni.org:names:499301-1
wfo-0000192492	urn:lsid:ipni.org:names:499419-1
wfo-0000192531	urn:lsid:ipni.org:names:470200-1
wfo-0000192581	urn:lsid:ipni.org:names:499438-1
wfo-0000192923	urn:lsid:ipni.org:names:499496-1
wfo-0000193355	urn:lsid:ipni.org:names:499599-1
wfo-0000193478	urn:lsid:ipni.org:names:499607-1
wfo-0000193520	urn:lsid:ipni.org:names:499622-1
wfo-0000193673	urn:lsid:ipni.org:names:499657-1
wfo-0000193703	urn:lsid:ipni.org:names:499661-1
wfo-0000193714	urn:lsid:ipni.org:names:499666-1
wfo-0000193811	urn:lsid:ipni.org:names:499684-1
wfo-0000193882	urn:lsid:ipni.org:names:499707-1
wfo-0000194091	urn:lsid:ipni.org:names:499748-1
wfo-0000194123	urn:lsid:ipni.org:names:499757-1
wfo-0000194314	urn:lsid:ipni.org:names:499801-1
wfo-0000194417	urn:lsid:ipni.org:names:499832-1
wfo-0000194785	urn:lsid:ipni.org:names:475245-1
wfo-0000194788	urn:lsid:ipni.org:names:475268-1
wfo-0000194829	urn:lsid:ipni.org:names:494641-1
wfo-0000194916	urn:lsid:ipni.org:names:499919-1
wfo-0000194938	urn:lsid:ipni.org:names:499927-1
wfo-0000194981	urn:lsid:ipni.org:names:470275-1
wfo-0000195045	urn:lsid:ipni.org:names:499959-1
wfo-0000195261	urn:lsid:ipni.org:names:500006-1
wfo-0000195283	urn:lsid:ipni.org:names:500010-1
wfo-0000195369	urn:lsid:ipni.org:names:494114-1
wfo-0000195372	urn:lsid:ipni.org:names:494041-1
wfo-0000195432	urn:lsid:ipni.org:names:494170-1
wfo-0000195449	urn:lsid:ipni.org:names:494075-1
wfo-0000195478	urn:lsid:ipni.org:names:494102-1
wfo-0000195500	urn:lsid:ipni.org:names:494131-1
wfo-0000195518	urn:lsid:ipni.org:names:494202-1
wfo-0000195712	urn:lsid:ipni.org:names:470307-1
wfo-0000195895	urn:lsid:ipni.org:names:500104-1
wfo-0000196265	urn:lsid:ipni.org:names:500177-1
wfo-0000196392	urn:lsid:ipni.org:names:500190-1
wfo-0000196421	urn:lsid:ipni.org:names:500194-1
wfo-0000196465	urn:lsid:ipni.org:names:500201-1
wfo-0000196634	urn:lsid:ipni.org:names:470431-1
wfo-0000198749	urn:lsid:ipni.org:names:487718-1
wfo-0000199067	urn:lsid:ipni.org:names:502310-1
wfo-0000199264	urn:lsid:ipni.org:names:502907-1
wfo-0000245252	urn:lsid:ipni.org:names:352420-1
wfo-0000246425	urn:lsid:ipni.org:names:944189-1
wfo-0000246429	urn:lsid:ipni.org:names:932417-1
wfo-0000246431	urn:lsid:ipni.org:names:944186-1
wfo-0000246435	urn:lsid:ipni.org:names:944187-1
wfo-0000246551	urn:lsid:ipni.org:names:756618-1
wfo-0000246676	urn:lsid:ipni.org:names:756732-1
wfo-0000248712	urn:lsid:ipni.org:names:599719-1
wfo-0000249326	urn:lsid:ipni.org:names:645157-1
wfo-0000249515	urn:lsid:ipni.org:names:757089-1
wfo-0000250110	urn:lsid:ipni.org:names:60470337-2
wfo-0000251512	urn:lsid:ipni.org:names:645436-1
wfo-0000251672	urn:lsid:ipni.org:names:645479-1
wfo-0000251689	urn:lsid:ipni.org:names:645495-1
wfo-0000251738	urn:lsid:ipni.org:names:645535-1
wfo-0000251758	urn:lsid:ipni.org:names:863923-1
wfo-0000252727	urn:lsid:ipni.org:names:645788-1
wfo-0000254503	urn:lsid:ipni.org:names:646762-1
wfo-0000254506	urn:lsid:ipni.org:names:1073117-2
wfo-0000254529	urn:lsid:ipni.org:names:646782-1
wfo-0000254689	urn:lsid:ipni.org:names:757676-1
wfo-0000254762	urn:lsid:ipni.org:names:757740-1
wfo-0000254776	urn:lsid:ipni.org:names:757750-1
wfo-0000254823	urn:lsid:ipni.org:names:757791-1
wfo-0000254893	urn:lsid:ipni.org:names:757845-1
wfo-0000254975	urn:lsid:ipni.org:names:757902-1
wfo-0000255022	urn:lsid:ipni.org:names:757942-1
wfo-0000255124	urn:lsid:ipni.org:names:758026-1
wfo-0000256748	urn:lsid:ipni.org:names:80627-1
wfo-0000256759	urn:lsid:ipni.org:names:80638-1
wfo-0000261543	urn:lsid:ipni.org:names:758717-1
wfo-0000261584	urn:lsid:ipni.org:names:758726-1
wfo-0000261593	urn:lsid:ipni.org:names:758733-1
wfo-0000261775	urn:lsid:ipni.org:names:758777-1
wfo-0000262141	urn:lsid:ipni.org:names:788249-1
wfo-0000262186	urn:lsid:ipni.org:names:758857-1
wfo-0000262192	urn:lsid:ipni.org:names:898345-1
wfo-0000262346	urn:lsid:ipni.org:names:758925-1
wfo-0000264515	urn:lsid:ipni.org:names:759423-1
wfo-0000265028	urn:lsid:ipni.org:names:759441-1
wfo-0000265059	urn:lsid:ipni.org:names:759469-1
wfo-0000265063	urn:lsid:ipni.org:names:759472-1
wfo-0000265170	urn:lsid:ipni.org:names:759533-1
wfo-0000265266	urn:lsid:ipni.org:names:759597-1
wfo-0000265293	urn:lsid:ipni.org:names:759619-1
wfo-0000265437	urn:lsid:ipni.org:names:759726-1
wfo-0000265594	urn:lsid:ipni.org:names:759831-1
wfo-0000265598	urn:lsid:ipni.org:names:931727-1
wfo-0000265629	urn:lsid:ipni.org:names:759859-1
wfo-0000265793	urn:lsid:ipni.org:names:759991-1
wfo-0000265812	urn:lsid:ipni.org:names:760005-1
wfo-0000265830	urn:lsid:ipni.org:names:760018-1
wfo-0000265872	urn:lsid:ipni.org:names:760048-1
wfo-0000265881	urn:lsid:ipni.org:names:760053-1
wfo-0000265917	urn:lsid:ipni.org:names:760081-1
wfo-0000265920	urn:lsid:ipni.org:names:760084-1
wfo-0000266907	urn:lsid:ipni.org:names:760246-1
wfo-0000266935	urn:lsid:ipni.org:names:760259-1
wfo-0000266954	urn:lsid:ipni.org:names:760272-1
wfo-0000266974	urn:lsid:ipni.org:names:760279-1
wfo-0000266975	urn:lsid:ipni.org:names:760280-1
wfo-0000267010	urn:lsid:ipni.org:names:760298-1
wfo-0000267021	urn:lsid:ipni.org:names:760304-1
wfo-0000268071	urn:lsid:ipni.org:names:650450-1
wfo-0000268363	urn:lsid:ipni.org:names:760434-1
wfo-0000270596	urn:lsid:ipni.org:names:353593-1
wfo-0000271147	urn:lsid:ipni.org:names:898395-1
wfo-0000271257	urn:lsid:ipni.org:names:354087-1
wfo-0000271444	urn:lsid:ipni.org:names:354211-1
wfo-0000271824	urn:lsid:ipni.org:names:354469-1
wfo-0000272238	urn:lsid:ipni.org:names:898402-1
wfo-0000272377	urn:lsid:ipni.org:names:898404-1
wfo-0000274820	urn:lsid:ipni.org:names:928824-1
wfo-0000274888	urn:lsid:ipni.org:names:651992-1
wfo-0000274889	urn:lsid:ipni.org:names:651993-1
wfo-0000276275	urn:lsid:ipni.org:names:81136-1
wfo-0000279164	urn:lsid:ipni.org:names:81256-1
wfo-0000280178	urn:lsid:ipni.org:names:760889-1
wfo-0000280198	urn:lsid:ipni.org:names:760904-1
wfo-0000280201	urn:lsid:ipni.org:names:760907-1
wfo-0000280208	urn:lsid:ipni.org:names:760911-1
wfo-0000280257	urn:lsid:ipni.org:names:654229-1
wfo-0000280286	urn:lsid:ipni.org:names:654250-1
wfo-0000280294	urn:lsid:ipni.org:names:654255-1
wfo-0000280295	urn:lsid:ipni.org:names:654256-1
wfo-0000280343	urn:lsid:ipni.org:names:654294-1
wfo-0000280364	urn:lsid:ipni.org:names:654315-1
wfo-0000280406	urn:lsid:ipni.org:names:654353-1
wfo-0000280418	urn:lsid:ipni.org:names:654363-1
wfo-0000280482	urn:lsid:ipni.org:names:654412-1
wfo-0000280502	urn:lsid:ipni.org:names:654428-1
wfo-0000280546	urn:lsid:ipni.org:names:654464-1
wfo-0000280638	urn:lsid:ipni.org:names:654540-1
wfo-0000280660	urn:lsid:ipni.org:names:654559-1
wfo-0000280665	urn:lsid:ipni.org:names:654565-1
wfo-0000280675	urn:lsid:ipni.org:names:654574-1
wfo-0000280682	urn:lsid:ipni.org:names:654580-1
wfo-0000280686	urn:lsid:ipni.org:names:654585-1
wfo-0000282823	urn:lsid:ipni.org:names:864404-1
wfo-0000282833	urn:lsid:ipni.org:names:864418-1
wfo-0000282834	urn:lsid:ipni.org:names:864419-1
wfo-0000282838	urn:lsid:ipni.org:names:864424-1
wfo-0000282888	urn:lsid:ipni.org:names:864469-1
wfo-0000283312	urn:lsid:ipni.org:names:864502-1
wfo-0000284428	urn:lsid:ipni.org:names:211886-2
wfo-0000284515	urn:lsid:ipni.org:names:600923-1
wfo-0000284705	urn:lsid:ipni.org:names:900708-1
wfo-0000284845	urn:lsid:ipni.org:names:761310-1
wfo-0000285151	urn:lsid:ipni.org:names:761555-1
wfo-0000285168	urn:lsid:ipni.org:names:761568-1
wfo-0000285489	urn:lsid:ipni.org:names:761808-1
wfo-0000285504	urn:lsid:ipni.org:names:761821-1
wfo-0000286025	urn:lsid:ipni.org:names:762207-1
wfo-0000286040	urn:lsid:ipni.org:names:762221-1
wfo-0000286348	urn:lsid:ipni.org:names:762423-1
wfo-0000286554	urn:lsid:ipni.org:names:762586-1
wfo-0000286997	urn:lsid:ipni.org:names:762930-1
wfo-0000287097	urn:lsid:ipni.org:names:763000-1
wfo-0000287231	urn:lsid:ipni.org:names:763113-1
wfo-0000287268	urn:lsid:ipni.org:names:763141-1
wfo-0000287649	urn:lsid:ipni.org:names:763432-1
wfo-0000288173	urn:lsid:ipni.org:names:906926-1
wfo-0000288194	urn:lsid:ipni.org:names:915418-1
wfo-0000295103	urn:lsid:ipni.org:names:81591-1
wfo-0000295863	urn:lsid:ipni.org:names:655602-1
wfo-0000333251	urn:lsid:ipni.org:names:865856-1
wfo-0000333294	urn:lsid:ipni.org:names:865886-1
wfo-0000333471	urn:lsid:ipni.org:names:866017-1
wfo-0000333520	urn:lsid:ipni.org:names:940496-1
wfo-0000335113	urn:lsid:ipni.org:names:915601-1
wfo-0000335117	urn:lsid:ipni.org:names:661504-1
wfo-0000335285	urn:lsid:ipni.org:names:661543-1
wfo-0000336741	urn:lsid:ipni.org:names:60447729-2
wfo-0000338037	urn:lsid:ipni.org:names:871827-1
wfo-0000338040	urn:lsid:ipni.org:names:871829-1
wfo-0000338056	urn:lsid:ipni.org:names:871843-1
wfo-0000338123	urn:lsid:ipni.org:names:871903-1
wfo-0000340806	urn:lsid:ipni.org:names:564957-1
wfo-0000342565	urn:lsid:ipni.org:names:33335-2
wfo-0000343637	urn:lsid:ipni.org:names:698603-1
wfo-0000343805	urn:lsid:ipni.org:names:319130-2
wfo-0000348810	urn:lsid:ipni.org:names:617838-1
wfo-0000348821	urn:lsid:ipni.org:names:617839-1
wfo-0000349736	urn:lsid:ipni.org:names:617851-1
wfo-0000355267	urn:lsid:ipni.org:names:612981-1
wfo-0000355354	urn:lsid:ipni.org:names:612972-1
wfo-0000357550	urn:lsid:ipni.org:names:274372-1
wfo-0000357571	urn:lsid:ipni.org:names:274383-1
wfo-0000357833	urn:lsid:ipni.org:names:813802-1
wfo-0000358699	urn:lsid:ipni.org:names:138141-2
wfo-0000358860	urn:lsid:ipni.org:names:170681-1
wfo-0000358886	urn:lsid:ipni.org:names:293075-1
wfo-0000360256	urn:lsid:ipni.org:names:69817-1
wfo-0000361522	urn:lsid:ipni.org:names:293036-1
wfo-0000363176	urn:lsid:ipni.org:names:796326-1
wfo-0000366385	urn:lsid:ipni.org:names:544772-1
wfo-0000369427	urn:lsid:ipni.org:names:161800-1
wfo-0000373063	urn:lsid:ipni.org:names:74092-1
wfo-0000373073	urn:lsid:ipni.org:names:74084-1
wfo-0000374940	urn:lsid:ipni.org:names:162115-1
wfo-0000375128	urn:lsid:ipni.org:names:161833-1
wfo-0000375517	urn:lsid:ipni.org:names:155379-1
wfo-0000375651	urn:lsid:ipni.org:names:147742-1
wfo-0000376916	urn:lsid:ipni.org:names:293413-1
wfo-0000379248	urn:lsid:ipni.org:names:370181-1
wfo-0000381502	urn:lsid:ipni.org:names:553901-1
wfo-0000381509	urn:lsid:ipni.org:names:553902-1
wfo-0000382059	urn:lsid:ipni.org:names:605604-1
wfo-0000382180	urn:lsid:ipni.org:names:605577-1
wfo-0000382493	urn:lsid:ipni.org:names:1182548-2
wfo-0000382657	urn:lsid:ipni.org:names:617978-1
wfo-0000382928	urn:lsid:ipni.org:names:617985-1
wfo-0000385517	urn:lsid:ipni.org:names:70169-1
wfo-0000385761	urn:lsid:ipni.org:names:1151735-2
wfo-0000386865	urn:lsid:ipni.org:names:375210-1
wfo-0000386977	urn:lsid:ipni.org:names:694816-1
wfo-0000387020	urn:lsid:ipni.org:names:694837-1
wfo-0000387257	urn:lsid:ipni.org:names:608175-1
wfo-0000387375	urn:lsid:ipni.org:names:177910-2
wfo-0000388524	urn:lsid:ipni.org:names:662226-1
wfo-0000388818	urn:lsid:ipni.org:names:614494-1
wfo-0000389112	urn:lsid:ipni.org:names:606688-1
wfo-0000389116	urn:lsid:ipni.org:names:606697-1
wfo-0000389162	urn:lsid:ipni.org:names:606638-1
wfo-0000389952	urn:lsid:ipni.org:names:317815-1
wfo-0000390274	urn:lsid:ipni.org:names:608091-1
wfo-0000390739	urn:lsid:ipni.org:names:318000-1
wfo-0000392095	urn:lsid:ipni.org:names:318196-1
wfo-0000392514	urn:lsid:ipni.org:names:318274-1
wfo-0000392709	urn:lsid:ipni.org:names:93797-1
wfo-0000394152	urn:lsid:ipni.org:names:941673-1
wfo-0000394787	urn:lsid:ipni.org:names:909612-1
wfo-0000394842	urn:lsid:ipni.org:names:909617-1
wfo-0000394950	urn:lsid:ipni.org:names:318552-1
wfo-0000395455	urn:lsid:ipni.org:names:30116479-2
wfo-0000399261	urn:lsid:ipni.org:names:293805-1
wfo-0000399853	urn:lsid:ipni.org:names:219250-2
wfo-0000402805	urn:lsid:ipni.org:names:70429-1
wfo-0000403274	urn:lsid:ipni.org:names:70807-1
wfo-0000403671	urn:lsid:ipni.org:names:224413-2
wfo-0000404193	urn:lsid:ipni.org:names:589728-1
wfo-0000404244	urn:lsid:ipni.org:names:554235-1
wfo-0000404543	urn:lsid:ipni.org:names:608294-1
wfo-0000406946	urn:lsid:ipni.org:names:171000-1
wfo-0000407034	urn:lsid:ipni.org:names:163308-1
wfo-0000407810	urn:lsid:ipni.org:names:294352-1
wfo-0000408491	urn:lsid:ipni.org:names:171387-1
wfo-0000408737	urn:lsid:ipni.org:names:171089-1
wfo-0000408780	urn:lsid:ipni.org:names:171199-1
wfo-0000408824	urn:lsid:ipni.org:names:171217-1
wfo-0000409480	urn:lsid:ipni.org:names:910167-1
wfo-0000410707	urn:lsid:ipni.org:names:329935-2
wfo-0000411900	urn:lsid:ipni.org:names:335463-1
wfo-0000412153	urn:lsid:ipni.org:names:994710-1
wfo-0000412993	urn:lsid:ipni.org:names:335596-1
wfo-0000413230	urn:lsid:ipni.org:names:551906-1
wfo-0000413901	urn:lsid:ipni.org:names:430783-1
wfo-0000414734	urn:lsid:ipni.org:names:335855-1
wfo-0000414780	urn:lsid:ipni.org:names:335870-1
wfo-0000415721	urn:lsid:ipni.org:names:526603-1
wfo-0000415731	urn:lsid:ipni.org:names:526594-1
wfo-0000415736	urn:lsid:ipni.org:names:526582-1
wfo-0000415788	urn:lsid:ipni.org:names:526703-1
wfo-0000415894	urn:lsid:ipni.org:names:75563-1
wfo-0000416574	urn:lsid:ipni.org:names:857019-1
wfo-0000416794	urn:lsid:ipni.org:names:340136-1
wfo-0000416948	urn:lsid:ipni.org:names:857987-1
wfo-0000417256	urn:lsid:ipni.org:names:527205-1
wfo-0000417439	urn:lsid:ipni.org:names:527052-1
wfo-0000418069	urn:lsid:ipni.org:names:340148-1
wfo-0000418385	urn:lsid:ipni.org:names:719106-1
wfo-0000421441	urn:lsid:ipni.org:names:340183-1
wfo-0000425048	urn:lsid:ipni.org:names:552308-1
wfo-0000428721	urn:lsid:ipni.org:names:76261-1
wfo-0000429335	urn:lsid:ipni.org:names:785637-1
wfo-0000429338	urn:lsid:ipni.org:names:775999-1
wfo-0000430127	urn:lsid:ipni.org:names:294424-1
wfo-0000430319	urn:lsid:ipni.org:names:719359-1
wfo-0000432013	urn:lsid:ipni.org:names:289595-1
wfo-0000432991	urn:lsid:ipni.org:names:58075-1
wfo-0000434908	urn:lsid:ipni.org:names:71162-1
wfo-0000435048	urn:lsid:ipni.org:names:337204-1
wfo-0000435578	urn:lsid:ipni.org:names:913344-1
wfo-0000435701	urn:lsid:ipni.org:names:162690-1
wfo-0000443121	urn:lsid:ipni.org:names:686741-1
wfo-0000443230	urn:lsid:ipni.org:names:606368-1
wfo-0000443574	urn:lsid:ipni.org:names:578879-1
wfo-0000444086	urn:lsid:ipni.org:names:686979-1
wfo-0000444209	urn:lsid:ipni.org:names:688335-1
wfo-0000444251	urn:lsid:ipni.org:names:77066315-1
wfo-0000296214	urn:lsid:ipni.org:names:764644-1
wfo-0000297077	urn:lsid:ipni.org:names:355498-1
wfo-0000298282	urn:lsid:ipni.org:names:765164-1
wfo-0000298429	urn:lsid:ipni.org:names:765218-1
wfo-0000299107	urn:lsid:ipni.org:names:765703-1
wfo-0000299114	urn:lsid:ipni.org:names:765707-1
wfo-0000299122	urn:lsid:ipni.org:names:906982-1
wfo-0000299145	urn:lsid:ipni.org:names:765725-1
wfo-0000299167	urn:lsid:ipni.org:names:765739-1
wfo-0000299180	urn:lsid:ipni.org:names:960017-1
wfo-0000299190	urn:lsid:ipni.org:names:765755-1
wfo-0000299200	urn:lsid:ipni.org:names:765760-1
wfo-0000299206	urn:lsid:ipni.org:names:765764-1
wfo-0000299212	urn:lsid:ipni.org:names:931702-1
wfo-0000299222	urn:lsid:ipni.org:names:931712-1
wfo-0000299240	urn:lsid:ipni.org:names:943816-1
wfo-0000299370	urn:lsid:ipni.org:names:765821-1
wfo-0000299391	urn:lsid:ipni.org:names:765840-1
wfo-0000299396	urn:lsid:ipni.org:names:765842-1
wfo-0000299495	urn:lsid:ipni.org:names:765914-1
wfo-0000302742	urn:lsid:ipni.org:names:617349-1
wfo-0000303022	urn:lsid:ipni.org:names:861130-1
wfo-0000304627	urn:lsid:ipni.org:names:656872-1
wfo-0000304665	urn:lsid:ipni.org:names:656905-1
wfo-0000304683	urn:lsid:ipni.org:names:656921-1
wfo-0000304684	urn:lsid:ipni.org:names:656922-1
wfo-0000304758	urn:lsid:ipni.org:names:656990-1
wfo-0000304801	urn:lsid:ipni.org:names:657026-1
wfo-0000304802	urn:lsid:ipni.org:names:657027-1
wfo-0000304878	urn:lsid:ipni.org:names:657090-1
wfo-0000304899	urn:lsid:ipni.org:names:657109-1
wfo-0000304979	urn:lsid:ipni.org:names:88690-1
wfo-0000307171	urn:lsid:ipni.org:names:657469-1
wfo-0000309577	urn:lsid:ipni.org:names:766303-1
wfo-0000311676	urn:lsid:ipni.org:names:657979-1
wfo-0000312418	urn:lsid:ipni.org:names:766723-1
wfo-0000312459	urn:lsid:ipni.org:names:766755-1
wfo-0000312516	urn:lsid:ipni.org:names:766791-1
wfo-0000312601	urn:lsid:ipni.org:names:766854-1
wfo-0000312686	urn:lsid:ipni.org:names:766911-1
wfo-0000312781	urn:lsid:ipni.org:names:766988-1
wfo-0000312796	urn:lsid:ipni.org:names:241474-2
wfo-0000313273	urn:lsid:ipni.org:names:813589-1
wfo-0000313493	urn:lsid:ipni.org:names:873106-1
wfo-0000313545	urn:lsid:ipni.org:names:356439-1
wfo-0000314888	urn:lsid:ipni.org:names:864749-1
wfo-0000317112	urn:lsid:ipni.org:names:659444-1
wfo-0000317115	urn:lsid:ipni.org:names:659446-1
wfo-0000317130	urn:lsid:ipni.org:names:659457-1
wfo-0000317294	urn:lsid:ipni.org:names:81909-1
wfo-0000317305	urn:lsid:ipni.org:names:81922-1
wfo-0000317320	urn:lsid:ipni.org:names:81935-1
wfo-0000317657	urn:lsid:ipni.org:names:356672-1
wfo-0000317684	urn:lsid:ipni.org:names:356693-1
wfo-0000318724	urn:lsid:ipni.org:names:601750-1
wfo-0000318797	urn:lsid:ipni.org:names:601793-1
wfo-0000319171	urn:lsid:ipni.org:names:602060-1
wfo-0000320794	urn:lsid:ipni.org:names:767335-1
wfo-0000321016	urn:lsid:ipni.org:names:767498-1
wfo-0000321039	urn:lsid:ipni.org:names:767515-1
wfo-0000321094	urn:lsid:ipni.org:names:767565-1
wfo-0000321177	urn:lsid:ipni.org:names:931731-1
wfo-0000321187	urn:lsid:ipni.org:names:767630-1
wfo-0000321229	urn:lsid:ipni.org:names:864923-1
wfo-0000321500	urn:lsid:ipni.org:names:767649-1
wfo-0000326562	urn:lsid:ipni.org:names:903275-1
wfo-0000326612	urn:lsid:ipni.org:names:357685-1
