Volume,Part,type,description,bibliographicCitation,WFOID,language,contributor,audience,rightsHolder,created,creator,source,rights,license,URI
2,1,general,"Stems hairy or villous. Leaves 5–9-foliolate with smaller leaflets ntermediate. Leaflets sessile, alternate, elliptic or obovate, obtusely serrate, hairy on both surfaces, ± glandular. Petiole slender, villous. Stipules leafy, semi-lunate, toothed. Racemes slender, 10–30cm long. Pedicel short. Bracts 3-fid. Petals yellow. Fruiting calyx hardened, villous, enlarged, grooved, top of the tube with a dense ring of erect and hooked spines.","Agrimonia nepalensis. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 63. Accessed 2021-07-31",wfo-0000993131,EN,J.E. Vidal,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000993131,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00116
2,1,general,"Tree, 10–15(–30) m. trunk 20–40(–70) cm diam.; bark rough, dark grey to brown. Branchlets with sparse oblong lenticles. Leaves of a bitter and astringent taste, oblong-to ovate-elliptic, apex mostly shortly acutely acuminate, rarely obtuse, base often unequal, acute or unilaterally obtuse-rounded, thin-coriaceous, brownish-blackish in the dry state, with minute ± appressed and crisped yellowish hairs on upper surface of midrib, as on petioles and inflorescences, otherwise glabrous, (5–)6–13 by (2.5–)3–6 cm, nerves 6–10 spreading paris; petiole 1–2 cm. Corymbs many-flowered, 3–8 cm incl. the 1–3 cm long peduncle, their branches in a ± right angle. Petals oblong white to yellowish, fragrant, 5–6 mm. Filaments 1.5 mm. Anthers 3.5 mm. Ovary narrow-ovoid, densely to laxly pubescent; style 2.5 mm. Drupe obliquely ellipsoid, compressed, veined, first dark purple, at full maturity blackish and shiny, ca 5 by 9 mm, with a large lateral succulent scarlet appendage, and the lateral style almost at its base.","Apodytes dimidiata. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 81. Accessed 2021-07-31",wfo-0000540853,EN,H. Sleumer,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000540853,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00161
2,1,general,"Shrub or tree, up to 15 m; branches erect. Leaves 7–19-jugate, usually teminally tufted; rachis 17–60 cm; leaflets up to 12 by 4 cm, underneath tomentose to puberulous, not glaucous, lowest reflexed. Panicles cauliflorous down to ground level, rarely axillary, up to 20 cm. Pedicels 4–17 mm, articulate near the middle. Petals 10–20 by 3–4 mm, distinct, glabrous inside. All stamens with anthers. Ovules 4–7 per cell. Berry up to 10 by 5 cm, terete-obtuse-angular in cross section. Seeds exarillate.","Averrhoa bilimbi. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 22. Accessed 2021-07-31",wfo-0000557404,EN,J.F. Veldkamp,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000557404,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00040
2,1,general,"Tree up to 14 m; branches often drooping. Leaves 3–6-jugate, not crowded terminaly; rachis up to 20 cm; leaflets up to 10 by 4 cm, glabrescent, glaucous beneath, lowest not reflexed. Panicles axillary, rarely some ramiflorous, up to 7 cm. Pedicels 3–6 mm, articulated below the flower. Petals up to 8 by 2 mm, coherent above the claw, inside with minute septate-glandular hairs. Shorter stamens without anthers, often with swollen base. Ovules 3–5 per cell. Berry up to 12.5 by 6 cm, stellate in cross section. Aril present, bilabiate, enclosing the seed.","Averrhoa carambola. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 21. Accessed 2021-07-31",wfo-0000557405,EN,J.F. Veldkamp,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000557405,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00039
2,1,general,"Erect, dwarf shrub, often sympodially branched, up to 30 cm. Leaves 18–27 jugate, rachis 7–17 cm; terminal leaflets oblong to lanceolate, widest on or above the middle, 9–22 by 3–8 mm, as long as the preceding, ± symmetric; other leaflets elliptic to oblong, asymmetric, midrib excentric, from basiscopic corner, sparsely strigose, glabrescent. Inflorescences distinctly peduncled, puberulous with a few septate-glandular hairy. Peduncles 5–19.5 cm. Pedicels 5–17 mm. Sepals lanceolate, 4.5–6 by 1–1.5 mm, acute, sparsely strigose to glabrous, 0.5–0.7 as long as the corolla, in fruit half to ± equally long as the pedicels, 1.2–2 times as long as the fruit. Petals 9–10 by 1–2.5 mm, rounded to truncate, white with yellowish base. Fruit 3–4 by 2–3 mm, glabrous. Seeds 2–3 per cell, ca 1 by 0.8 mm, transversally tubercled and ridged.","Biophytum adiantoides. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 20. Accessed 2021-07-31",wfo-0000565432,EN,J.F. Veldkamp,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000565432,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00037
2,1,general,"Small, erect annual; stem simple, rarely up to 15 cm high. Leaves 3–9-jugate; rachis 0.5–3.5 cm; terminal leaflets longer than the preceding, obovate, ± oblique, 2–8 by 2–5 mm; other leaflets triangular to orbicular-elliptic, midrib ± median, rounded to obtuse, ± glabrous; nerves few, ± perpendicular to the midrib. Pedicels 1–3 mm. Sepals ovate-lanceolate, 3–5 by 0.7–1.5 mm, ca 0.6 times as long as the petals, in fruit longer than pedicel, ± exceeding the fruit. Petals lanceolate, orange, or yellow in lower half and orange or red in upper. Fruit 3–4 by 2–2.5 mm, apically ciliate on the ribs. Seeds 3–4 per cell, with two longitudinal ridges, in between with transverse rows of minute tubercles.","Biophytum petersianum. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 18. Accessed 2021-07-31",wfo-0000565517,EN,J.F. Veldkamp,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000565517,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00033
2,1,general,"Unbranched, erect annual, up to 55 cm; stem pithy, compressible. Leaves 6–11(–14)-jugate, rachis 2.5–6.5(–10) cm; terminal leaflets obovate, largest, 7–12 by 4–7 mm, ± asymmetric; other leaflets ± symmetric, elliptic with ± parallel margins, midrib ± median at base, base truncate, ± glabrous; nerves many, little conspicuous, oblique. Inflorescences strigose and septate-glandular hairy. Peduncles up to 6.5(–12.5) cm. Pedicles up to 7 mm. Sepals ovate-lanceolate, 2.2–4 by 0.5–1 mm, acute, ± half as long as the corolla, in fruit 3–8-nerved, 0.5–0.7 as long as the pedicles, ± as long as the fruit. Petals 6–8 by 1–2 mm, rounded to emarginated, yellow, limb with red to purplish lines. Fruit 2–3 by 2–2.5 mm, apically puberulous and minutely septate-glandular hairy on the ribs. Seeds up to 3 per cell, ca 1 by 0.5 mm, transversally ridged and tubercled.","Biophytum reinwardtii. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 19. Accessed 2021-07-31",wfo-0000565522,EN,J.F. Veldkamp,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000565522,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00035
2,1,general,"Erect, unbranched annual, up to 35 cm; stem pithy, compressible. Leaves 7–12(–14)-jugate, rachis 5–10(–16.5) cm; terminal leaflets largest, falcate-obovate, 8–18 by 3–10 mm, ± asymmetric; other leaflets ± symmetric, elliptic with parallel margins, base truncate, midrib median at base, ± glabrous; nerves many, little conspicuous, oblique. Inflorescences strigose mixed with septate-glandular hairs. Peduncles up to 14 cm. Pedicels 1.5–3.5 mm. Sepals ovate-lanceolate, 4–7 by 0.5–1.5 mm, acute, ± shorter than the corolla, in fruit 5–9-nerved, longer than the pedicels, 1.3–2 times as long as the fruit. Petals 5–7 by 1–2 mm, truncate, yellow, limb with purplish lines. Fruit 3–4 by 2 mm, apically puberulous and minutely septate-glandular hairy on the ribs. Seeds up to 3 per cell, 0.7–1 by 0.5–0.8 mm, transversally tubercled and ridged.","Biophytum sensitivum. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 19. Accessed 2021-07-31",wfo-0000565531,EN,J.F. Veldkamp,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000565531,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00034
2,1,general,"Erect, dwarf shrub, often sympodially branched, up to 30 cm. Leaves 8–16-jugate, rachis 3–8 cm; terminal leaflets as long as the preceding, elliptic- to obovate-oblong, 7–15 by 4–9 mm, ± symmetric; other leaflets elliptic to oblong, asymmetric, midrib excentric, from basiscopic corner; strigose, glabrescent. Inflorescences nearly sessile in tuft, puberulous and septate-glandular hairy. Peduncles up to 2 mm. Pedicles 4–6 mm. Sepals ovate-oblong to -lanceolate; 5 by 1–2 mm, acute to acuminate, ± half as long as the corolla, in fruit ± as long as the pedicel, ± as long as the fruit. Petals 8–9 by 2–3 mm, rounded, white to yellowish white. Fruit 4 by 4 mm, sparsely puberulous and minutely septate-glandular hairy on the ribs. Seeds 4 per cell, 1 by 1 mm, transversally tubercled and ridged.","Biophytum thorelianum. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 20. Accessed 2021-07-31",wfo-0000565549,EN,J.F. Veldkamp,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000565549,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00036
2,1,general,"Tree, up to 30 m, 1 m diam. Leaves oblong to lanceolate, 7.5–20 by 2.5–6 cm, obtuse to acute, sometimes acuminate at apex, acute, often ± tapering at base, margin entire, ± acicular-denticulate in young treelets. Inflorescences made up of many-flowered, shortened, sessile cymes, flowering successively or simultaneously, the rachis often not growing on vegetatively after flowering; pedicels 10–15 mm, up to 20 mm in fruit, those of one cyme fixed close together in ca 3, ± distinct tiers. Torus ca 0.5 mm high, 1 mm diam., in fruit up to 3 mm high, 5 mm diam. Sepals ovate to obovate, 4–5 by 1.5–2 mm. Petals ovate to obovate, 3.5–5 by 1.5–1.8 mm. Stamens with 1–1.5 mm long filaments; anthers 1.5–2 by ca 0.5 mm. Carpels ca 0.7 by 0.5 mm; style 1.5–3 mm, in fruit up to 5 mm. Drupes up to 6.5 by 5.5 mm.","Brackenridgea hookeri. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 27. Accessed 2021-07-31",wfo-0000570704,EN,A. Kanis,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000570704,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00045
