WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI,Volume,Part
wfo-0000276216,use,EN,"Only a sterile specimen (Smitinand 11738) was collected on October 6, 1972. The description here is based on the Malayan material.",H. Keng,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000276216,Forest Herbarium,All rights reserved,"Aromadendron elegans. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 259. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00438,2,3
wfo-0000795591,use,EN,"Young shoot, inflorescence and mature fruit are eaten raw or cooked. Fibre used for making rope.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000795591,Forest Herbarium,All rights reserved,"Gnetum gnemon. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 205. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00369,2,3
wfo-0000802332,use,EN,"Young shoot, inflorescence and mature fruit are eaten raw or cooked. Fibre used for making rope.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000802332,Forest Herbarium,All rights reserved,"Gnetum gnemon gnemon. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 205. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00370,2,3
wfo-0001380870,use,EN,"Young shoot, inflorescence and mature fruit are eaten raw or cooked. Fibre used for making rope.",C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001380870,Forest Herbarium,All rights reserved,"Gnetum gnemon tenerum. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 206. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00371,2,3
wfo-0000795615,use,EN,Fibre for making rope; mature fruits eaten cooked or roasted; stem containing drinkable water.,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000795615,Forest Herbarium,All rights reserved,"Gnetum latifolium funiculare. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 210. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00379,2,3
wfo-0000795677,use,EN,Fruits are commonly eaten after cooking. Fibre used for making rope.,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000795677,Forest Herbarium,All rights reserved,"Gnetum tenuifolium. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 207. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00372,2,3
wfo-0000658626,use,EN,"The staminate flowers of this species in the Thai collection are white, while Hayata describes the flowers as yellowish-green.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000658626,Forest Herbarium,All rights reserved,"Heterosmilax indica. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 248. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00423,2,3
wfo-0000485224,use,EN,The even-grained wood is pinkish or yellowish and good for furniture and cabinet work.,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000485224,Forest Herbarium,All rights reserved,"Podocarpus imbricatus. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 201. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00364,2,3
wfo-0000485162,use,EN,The light yellow and even-grained wood is mostly used for furniture and cabinet work.,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000485162,Forest Herbarium,All rights reserved,"Podocarpus neriifolius. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 199. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00361,2,3
wfo-0000484425,use,EN,Eaten as a vegetable and used as a medicine. ,R. Geesink,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000484425,Forest Herbarium,All rights reserved,"Portulaca oleracea. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 269. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00453,2,3
wfo-0000489351,use,EN,From Thailand no uses are known; outside Thailand locally used as a vegetable medicine.,R. Geesink,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000489351,Forest Herbarium,All rights reserved,"Portulaca quadrifida. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 269. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00452,2,3
wfo-0000454617,use,EN,"Thailand only locally, in other countries sometimes cultivated as an ornamental, and with edible leaves.",R. Geesink,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000454617,Forest Herbarium,All rights reserved,"Talinum paniculatum. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 272. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00459,2,3
