taxonID,description,type,language,contributor,audience,rightsHolder,created,creator,source,bibliographicCitation,URI,rights,license
wfo-0000765642,Occurs on coastal N.S.W. in the vicinity of Sydney and north to Karnah.,Distribution,en,,,Commonwealth of Australia (2017),,,5835,"L.Pedley (2017) <i>Doryanthes excelsa</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Doryanthes excelsa [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Doryanthes%20excelsa,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000765645,Occurs in south-eastern Qld and north-eastern N.S.W.,Distribution,en,,,Commonwealth of Australia (2017),,,5836,"L.Pedley (2017) <i>Doryanthes palmeri</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Doryanthes palmeri [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Doryanthes%20palmeri,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0001420814,Widespread in south western W.A. between Geraldton and Mogumber and eastwards to Salmon Gums and the edge of the Great Victoria Desert.,Distribution,en,,,Commonwealth of Australia (2017),,,8788,"A.S.George (2017) <i>Gyrostemon racemiger</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Gyrostemon racemiger [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Gyrostemon%20racemiger,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000001083,A monotypic genus endemic in N.S.W.,Distribution,en,,,Commonwealth of Australia (2017),,,1574,"I.R.H.Telford (2017) <i>Alania</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Alania [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Alania,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000001864,A genus of 6 species endemic in southern Western Australia.,Distribution,en,,,Commonwealth of Australia (2018),,,1957,"Barbara G. Briggs, Carolyn L. Connelly & Siegfried L. Krauss (2018) <i>Anarthria</i>, in Phillip G. Kodela (ed.)<i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Anarthria [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Anarthria,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000004254,A monotypic genus endemic in south-western W.A.,Distribution,en,,,Commonwealth of Australia (2017),,,2983,"A.S.George (2017) <i>Baxteria</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Baxteria [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Baxteria,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000004723,A genus of four species endemic in eastern subtropical and temperate Australia.,Distribution,en,,,Commonwealth of Australia (2017),,,3174,"R.J.F.Henderson (2017) <i>Blandfordia</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Blandfordia [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Blandfordia,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000005046,"A genus of 10 or more species, under taxonomic revision, endemic in tropical and temperate Australia. The &lt;i&gt;Australian Plant Census&lt;/i&gt; lists 11 species.",Distribution,en,,,Commonwealth of Australia (2017),,,3453,"D.M.Churchill (2017) <i>Borya</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Borya [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Borya,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000006007,"The &lt;i&gt;Flora of Australia&lt;/i&gt; publication said a genus of three species, two endemic in south-western W.A., one in south-eastern S.A. and western Vic. The &lt;i&gt;Australian Plant Census&lt;/i&gt; lists 11 species.",Distribution,en,,,Commonwealth of Australia (2017),,,3671,"A.S.George (2017) <i>Calectasia</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Calectasia [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Calectasia,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000008791,"Three species, 1 widespread in arid regions, 1 endemic in S.A. and one in south eastern Qld and north eastern N.S.W.",Distribution,en,,,Commonwealth of Australia (2017),,,4394,"A.S.George (2017) <i>Codonocarpus</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Codonocarpus [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Codonocarpus,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000010485,"Monotypic, endemic in southwestern W.A.",Distribution,en,,,Commonwealth of Australia (2017),,,5108,"A.S.George (2017) <i>Cypselocarpus</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Cypselocarpus [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Cypselocarpus,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000010838,A genus of three species endemic in south-western W.A.,Distribution,en,,,Commonwealth of Australia (2017),,,5228,"A.S.George (2017) <i>Dasypogon</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Dasypogon [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Dasypogon,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000012457,"A genus of two species confined to eastern Australia, both species sometimes cultivated.",Distribution,en,,,Commonwealth of Australia (2017),,,5834,"L.Pedley (2017) <i>Doryanthes</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Doryanthes [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Doryanthes,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000012891,A genus of 2 species in semi-arid habitats in the Western Australia.,Distribution,en,,,Commonwealth of Australia (2019),,,6186,"B.G. Briggs, C.L. Connelly, S.L. Krauss (2019) <i>Ecdeiocolea</i>, in P.G. Kodela (ed.)<i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Ecdeiocolea [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Ecdeiocolea,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000015543,A monospecific genus in the Eneabba–Jurien region of Western Australia. ,Distribution,en,,,Commonwealth of Australia (2020),,,7771,"B.G. Briggs, C.L. Connelly, S.L. Krauss (2020) <i>Georgeantha</i>, in P.G. Kodela (ed.)<i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Georgeantha [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Georgeantha,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000016620,"&lt;i&gt;&lt;/i&gt;12 species in southern and arid Australia, 1 also in Tas.&lt;br /&gt;",Distribution,en,,,Commonwealth of Australia (2017),,,8783,"A.S.George (2017) <i>Gyrostemon</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Gyrostemon [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Gyrostemon,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000020014,A monotypic genus endemic in south-western W.A.,Distribution,en,,,Commonwealth of Australia (2017),,,9765,"A.S.George (2017) <i>Kingia</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Kingia [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Kingia,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000022525,"A genus of 3 species, endemic in southern Western Australia.",Distribution,en,,,Commonwealth of Australia (2018),,,10494,"Barbara G. Briggs, Carolyn L. Connelly & Siegfried L. Krauss (2018) <i>Lyginia</i>, in Phillip G. Kodela (ed.)<i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Lyginia [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Lyginia,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000037827,"Monotypic, endemic in south-western W.A.",Distribution,en,,,Commonwealth of Australia (2017),,,15103,"A.S.George (2017) <i>Tersonia</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Tersonia [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Tersonia,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-7000000023,"A Western Australian family of 3 genera, including 11 species. Future research may show that another species should be recognised.",Distribution,en,,,Commonwealth of Australia (2018),,,1964,"Barbara G. Briggs (2018) <i>Anarthriaceae</i>, in Phillip G. Kodela (ed.)<i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Anarthriaceae [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Anarthriaceae,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-7000000034,"A family comprised of a single genus, &lt;i&gt;Aphanopetalum&lt;/i&gt; with 2 species endemic to Australia. &lt;i&gt;A. resinosum&lt;/i&gt; Endl. is found in rainforests in far eastern Victoria, New South Wales and Queensland, and &lt;i&gt;A. clematideum&lt;/i&gt; Domin grows on riverbanks and hillsides in southwestern Australia (Dickison 1994; FloraBase).",Distribution,en,,,Commonwealth of Australia (2018),,,2135,"Val Stajsic (2018) <i>Aphanopetalaceae</i>, in Phillip G. Kodela (ed.)<i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Aphanopetalaceae [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Aphanopetalaceae,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-7000000207,An endemic Australian family of 2 genera and 3 species of nutrient-poor soils in southern Western Australia.,Distribution,en,,,Commonwealth of Australia (2019),,,6189,"B.G. Briggs (2019) <i>Ecdeiocoleaceae</i>, in P.G. Kodela (ed.)<i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Ecdeiocoleaceae [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Ecdeiocoleaceae,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-7000000264,"Endemic in Australia; &lt;i&gt;&lt;/i&gt;4 genera and 17 species, mostly in drier regions; absent from wet tropics.&lt;br /&gt;",Distribution,en,,,Commonwealth of Australia (2017),,,8796,"A.S.George (2017) <i>Gyrostemonaceae</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Gyrostemonaceae [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Gyrostemonaceae,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-7000001189,"A family consisting solely of &lt;i&gt;Emblingia calceoliflora&lt;/i&gt;. Endemic to Western Australia, occurring in the Avon Wheatbelt, Carnarvon, Geraldton Sandplains, Yalgoo IBRA regions (&lt;i&gt;FloraBase&lt;/i&gt;).",Distribution,en,,,Commonwealth of Australia (2018),,,6322,"Val Stajsic (2018) <i>Emblingiaceae</i>, in Phillip G. Kodela (ed.)<i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Emblingiaceae [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Emblingiaceae,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
