taxonID,identifier,vernacularName,,,,,,,,,,,,,,,,,
wfo-0000293098,a394b0cc-b9bd-441a-81e7-d66db774edf1,"Coquillo, Coquito, Coyolillo",,,,,,,,,,,,,,2013-11-12,Dawn Trog,,2013-11-12
wfo-0000293273,a4db5a48-cb0e-4f85-acc8-7670d56a3889,"Pejibaye de Montaña, Surubre.",,,,,,,,,,,,,,2013-11-12,Dawn Trog,,2013-11-12
wfo-0000293953,d4a0ef63-6779-458a-9619-16d49f2bb6e6,Pejibaye de Montaña.,,,,,,,,,,,,,,2013-11-12,Dawn Trog,,2013-11-12
wfo-0000296551,b18d5b0a-e8e1-4f89-9927-82645aff0d12,"Corozo, Palma Real",,,,,,,,,,,,,,2013-11-12,Dawn Trog,,2013-11-12
wfo-0000307252,0e69773c-36ee-4740-8bc9-cb53e2825d9b,"Pejibaye, Pejiv Alle.",,,,,,,,,,,,,,2013-11-12,Dawn Trog,,2013-11-12
wfo-0000307467,01f8c1bf-abd2-4e0f-a3e2-1f441ca8bef3,"Huiscoyol, Uvita, Uvita de Monte,Vizcoyol.",,,,,,,,,,,,,,2013-11-12,Dawn Trog,,2013-11-12
wfo-0000308169,3e0c1560-79f2-4be1-a40b-0414da3d4ccb,"Huiscoyol, Viscoyol",,,,,,,,,,,,,,2013-11-12,Dawn Trog,,2013-11-12
wfo-0000788688,f8772da7-7098-4bfa-8dc7-bf4cd9e5914f,"Coligallo, Suita",,,,,,,,,,,,,,2013-11-12,Dawn Trog,,2013-11-12
wfo-4000007590,b926c9b2-ca27-448c-b7ca-c1c72113ae28,Pacaya,,,,,,,,,,,,,,2013-11-12,Dawn Trog,,2013-11-12
wfo-0000837825,25d31fa6-e190-47df-9e58-935edcd5f51f,Pacaya,,,,,,,,,,,,,,2013-11-15,Dawn Trog,,2013-11-15
wfo-0000903570,03ae068d-4c20-44e1-8c98-10d9172c7714,"Coco, Cocotero",,,,,,,,,,,,,,2013-11-15,Dawn Trog,,2013-11-15
wfo-0000933071,4ba5627a-7d6e-4e65-9cda-08fabd4a978e,"Guágara,Súrtuba.",,,,,,,,,,,,,,2013-11-15,Dawn Trog,,2013-11-15
wfo-0000933079,ced3101b-79b1-4f85-b745-507df20f73dd,"Escobo, Guá-Gara, Palma de Escoba, Súrtuba.",,,,,,,,,,,,,,2013-11-15,Dawn Trog,,2013-11-15
wfo-4000011210,e308f652-0c83-4223-af11-5a622102975e,Matamba,,,,,,,,,,,,,,2013-11-15,Dawn Trog,,2013-11-15
wfo-0000947985,6fdcb00d-ac23-479e-83e2-c72055812d0b,"Palma Africana, Palma de Aceite",,,,,,,,,,,,,,2013-11-15,Dawn Trog,,2013-11-15
wfo-0000947994,4f3d3a08-7e3c-4267-990c-ca5552bf3fc4,"Coquito, Corozo, Hone (Baja Talamanca), Palmiche (Pen. de Nicoya)",,,,,,,,,,,,,,2013-11-15,Dawn Trog,,2013-11-15
wfo-0000965698,74e67879-9ec9-45ae-be4d-8d8676001c4e,"Palmito, Palmito Mantequilla.",,,,,,,,,,,,,,2013-11-15,Dawn Trog,,2013-11-15
wfo-0000972064,c4b1cab7-83a0-4661-b9f0-023a28b119de,Caña de Danta.,,,,,,,,,,,,,,2013-11-15,Dawn Trog,,2013-11-15
wfo-0000972095,055f9109-b894-4374-a7b6-3ad7da8587ae,Súrtuba.,,,,,,,,,,,,,,2013-11-15,Dawn Trog,,2013-11-15
wfo-0000972149,9bef1a08-b019-42de-b22b-a47738298822,Súrtuba,,,,,,,,,,,,,,2013-11-15,Dawn Trog,,2013-11-15
wfo-0000217575,fcfd1d52-d8f2-4014-83a0-d3acc137bb59,"Chonta Negra,Maquenque, Palmilera.",,,,,,,,,,,,,,2013-11-19,Dawn Trog,,2013-11-19
wfo-0000235399,1b902fd9-7cbb-4ebc-9f1f-e2fa290b7599,"Palma Real, Sílico",,,,,,,,,,,,,,2013-11-19,Dawn Trog,,2013-11-19
wfo-0000254563,1ac5b9d3-1282-41a0-b951-bdc9a66e974f,Maquenque,,,,,,,,,,,,,,2013-11-19,Dawn Trog,,2013-11-19
wfo-0000282973,34425886-f258-4a69-a60f-740e6cb51dc9,Palmito Morado.,,,,,,,,,,,,,,2013-11-19,Dawn Trog,,2013-11-19
wfo-0000282990,5e50da04-c9be-47ab-99cf-103cec4ab730,Pacaya de Ratón,,,,,,,,,,,,,,2013-11-19,Dawn Trog,,2013-11-19
wfo-0000294948,a4d2f88f-1cbe-41d1-8a4f-05a2dc0f4c1b,Yolillo,,,,,,,,,,,,,,2013-11-19,Dawn Trog,,2013-11-19
wfo-0000299291,ed4ad868-f011-435f-9418-2b70d3b8edcd,"Guagarón, Palma de Escoba",,,,,,,,,,,,,,2013-11-19,Dawn Trog,,2013-11-19
wfo-0000311608,1d850517-bea6-4895-910b-7f4e85c380c8,"Chonta, Maquenque, Palmito Amargo",,,,,,,,,,,,,,2013-11-19,Dawn Trog,,2013-11-19
wfo-0000334047,53bfab7a-aff5-4cf1-916a-bd3e4518289c,Palma Conga,,,,,,,,,,,,,,2013-11-19,Dawn Trog,,2013-11-19
wfo-0000634022,a0235df3-a54b-43bc-8872-239c33dd16b2,Espárrago.,,,,,,,,,,,,,,2013-12-04,Dawn Trog,,2013-12-04
wfo-0000634742,e9301394-9b35-490f-b408-0ccb97f6722f,Velo de Novia,,,,,,,,,,,,,,2013-12-04,Dawn Trog,,2013-12-04
wfo-0000764243,12accb29-f023-402a-ad8a-ca1fda9210f0,"Caña India, Cornelina, Gracena.",,,,,,,,,,,,,,2013-12-04,Dawn Trog,,2013-12-04
wfo-0000337762,1585b309-7179-4d16-9aae-9994576ceae4,Pita,,,,,,,,,,,,,,2013-12-04,Dawn Trog,,2013-12-04
wfo-0000337770,9ec37395-7687-452d-9e70-a4a171cf1f27,"Corpus, Espíritu Santo, Flor de Santamaría, Piña de Palo",,,,,,,,,,,,,,2013-12-04,Dawn Trog,,2013-12-04
wfo-0000339432,5db9e387-85e6-40c4-885e-d930ecd4be31,Piña.,,,,,,,,,,,,,,2013-12-04,Dawn Trog,,2013-12-04
wfo-4000005472,a421329d-95cf-4f38-8d35-6c8a5e6d2ef5,Piñuela,,,,,,,,,,,,,,2013-12-04,Dawn Trog,,2013-12-04
wfo-0000341926,f1113995-f071-4dc6-8ec1-b6be9cb5cdf6,"Piñuela,Piro",,,,,,,,,,,,,,2013-12-04,Dawn Trog,,2013-12-04
wfo-0000341928,36835068-c78e-4e02-a9c6-bf77d81ecaef,"Piñuela, Piñuela de Garrobo",,,,,,,,,,,,,,2013-12-04,Dawn Trog,,2013-12-04
wfo-0000495173,5d575155-5ccc-4270-90ad-3383497e506c,"Broma Real, Grama Real",,,,,,,,,,,,,,2013-12-04,Dawn Trog,,2013-12-04
wfo-4000038422,74b3fb53-e419-48da-9310-4605fbc43e52,Chira,,,,,,,,,,,,,,2013-12-13,Dawn Trog,,2013-12-13
wfo-0000578417,3faa15fe-83e4-4375-9b8e-c742a605a8a9,Camarón.,,,,,,,,,,,,,,2013-12-13,Dawn Trog,,2013-12-13
wfo-0000586340,960bf058-5f0b-44d1-bd1a-f1202b17a48f,Barba de Viejo.,,,,,,,,,,,,,,2013-12-13,Dawn Trog,,2013-12-13
wfo-0000343805,e0732f8c-8eb4-4802-b1b9-035c9b0b9840,"Periquitoya, Platanilla.",,,,,,,,,,,,,,2014-01-16,Dawn Trog,,2014-01-16
wfo-0000357523,25c46861-1c38-4720-accd-198b5bcecffa,Príncipe Azul.,,,,,,,,,,,,,,2014-01-16,Dawn Trog,,2014-01-16
wfo-0000587454,0df12a2d-2283-4f2c-9ae6-e76463acd2b1,Carne de Chancho,,,,,,,,,,,,,,2014-01-16,Dawn Trog,,2014-01-16
wfo-0000590320,3befea54-f8f1-46f0-834d-5559719c3303,"Cañutillo, Matalomoyo.",,,,,,,,,,,,,,2014-01-23,Dawn Trog,,2014-01-23
wfo-0000590331,7d796d47-a3ac-40a7-bf3e-8e5d6fc38994,"Cañu-Tillo, Cucaracha, Hoja de Milagro.",,,,,,,,,,,,,,2014-01-23,Dawn Trog,,2014-01-23
wfo-4000009467,8545f0c7-60a1-4e77-94e6-c6efa2ae9218,"Caña Agria, Cañagria",,,,,,,,,,,,,,2014-01-23,Dawn Trog,,2014-01-23
wfo-0000363738,0e435496-a28a-4248-884e-75b0aee54f5c,Red Cane.,,,,,,,,,,,,,,2014-01-23,Dawn Trog,,2014-01-23
wfo-0000638388,2436c1c0-88c8-437b-b330-015f1e649730,"Chidra, Cola de Gallo, Tucuso.",,,,,,,,,,,,,,2014-02-13,Dawn Trog,,2014-02-13
wfo-4000006743,7c945ba8-4c04-4ad3-9adb-4cd217403dab,"Palma de Sombrero, Pita, Tococa",,,,,,,,,,,,,,2014-02-13,Dawn Trog,,2014-02-13
wfo-0000763027,e1e90bd7-408f-49d9-a06e-085ffdcf1833,"Chidra, Estococa, Elo-Tillo, Tule.",,,,,,,,,,,,,,2014-02-13,Dawn Trog,,2014-02-13
wfo-0000763693,9c402fa6-44bf-44e2-8651-295b8f90a3d9,Chidra.,,,,,,,,,,,,,,2014-02-13,Dawn Trog,,2014-02-13
wfo-0000764861,71bf56dd-c302-44a7-8c24-a1911f776590,"Hoja de Lapa,Oreja de Burro, Tornillo.",,,,,,,,,,,,,,2014-02-13,Dawn Trog,,2014-02-13
wfo-0000767143,35b98b55-f89b-480d-8985-f0046c155be3,"Chidra,Chirravaca, Tucuso.",,,,,,,,,,,,,,2014-02-13,Dawn Trog,,2014-02-13
wfo-0000743117,179e89e9-d6d4-4d06-97d1-ec92f1159876,Bejuco de Hombre.,,,,,,,,,,,,,,2014-02-13,Dawn Trog,,2014-02-13
wfo-0000342288,1a85b698-6ed2-4128-82c3-9cc36a211eb1,Pelo de Ratón.,,,,,,,,,,,,,,2014-02-19,Dawn Trog,,2014-02-19
wfo-0000367849,c03e3e98-b3e0-470f-afeb-9b00f0c437a5,Zuntol.,,,,,,,,,,,,,,2014-02-19,Dawn Trog,,2014-02-19
wfo-0000374521,d34aebde-7834-433e-a66e-41b5b899e90c,Zacate Jacintillo.,,,,,,,,,,,,,,2014-02-19,Dawn Trog,,2014-02-19
wfo-0000375064,aa67921a-2b45-4d3f-8fb9-bacc34500dd3,Papiro.,,,,,,,,,,,,,,2014-02-19,Dawn Trog,,2014-02-19
wfo-0000375418,8030770e-004f-477a-8d0f-ef1bb412e900,Papiro.,,,,,,,,,,,,,,2014-02-19,Dawn Trog,,2014-02-19
wfo-0000376670,ac25cc97-d7a7-4a1b-af34-746a39a5b6d5,Pelo de Chino.,,,,,,,,,,,,,,2014-02-19,Dawn Trog,,2014-02-19
wfo-0000377351,27384dfe-e068-46b8-81d5-7079b9cd07cb,"Cabezón, Zacate Deestrella.",,,,,,,,,,,,,,2014-02-19,Dawn Trog,,2014-02-19
wfo-0000378607,cc4bf835-7e28-4c86-8385-67b05d793af8,"Coyolillo, Pelo de Chino.",,,,,,,,,,,,,,2014-02-19,Dawn Trog,,2014-02-19
wfo-0000379135,d4faaf2f-f5c1-4528-9eb8-4989150116d1,Papiro,,,,,,,,,,,,,,2014-02-19,Dawn Trog,,2014-02-19
wfo-0000381487,47bafbac-2869-42c8-a367-02be2e4eb8da,"Coquito, Coyolillo.",,,,,,,,,,,,,,2014-02-19,Dawn Trog,,2014-02-19
wfo-0000383788,92b2e833-060f-4556-95c7-ab6501f412bd,Botón de Amor.,,,,,,,,,,,,,,2014-02-19,Dawn Trog,,2014-02-19
wfo-0000383860,f3fcdddf-0143-4f50-95bd-db94efb3e4e0,"Coyolillo, Jacintillo, Zacatecintillo.",,,,,,,,,,,,,,2014-02-19,Dawn Trog,,2014-02-19
wfo-0000384734,f2ede2c3-d0dc-4e5e-964a-376995012ccd,Junco.,,,,,,,,,,,,,,2014-02-19,Dawn Trog,,2014-02-19
wfo-0000396925,75f04d14-bf4e-4b4d-b542-112cff0152c7,Zacatón.,,,,,,,,,,,,,,2014-02-19,Dawn Trog,,2014-02-19
wfo-4000013172,c115f127-0bc4-4ed1-b1f7-808d01a27479,"Junco, Junquillo, Tristura, Tule",,,,,,,,,,,,,,2014-02-19,Dawn Trog,,2014-02-19
wfo-0000404186,0e93068e-f763-48a0-91bb-bd79f515178f,Tule.,,,,,,,,,,,,,,2014-02-19,Dawn Trog,,2014-02-19
wfo-0000420095,ec692979-457f-4512-975c-3c5900637bcd,Pelo de Chino,,,,,,,,,,,,,,2014-02-19,Dawn Trog,,2014-02-19
wfo-0000423470,738034e2-849b-4b49-99de-b2fd2e5ef678,Pelo de Chino.,,,,,,,,,,,,,,2014-02-19,Dawn Trog,,2014-02-19
wfo-0000455324,ab3e192c-4ef5-46ed-8a96-f3878f1886a6,Buttonhead,,,,,,,,,,,,,,2014-04-18,Dawn Trog,,2014-04-18
wfo-0000518989,91a40f91-4b88-4542-a2b4-5cfaae06d70a,"Cuita de Zoncho, Cuitas,Estrellita, Florcilla Blanca.",,,,,,,,,,,,,,2014-04-18,Dawn Trog,,2014-04-18
wfo-0000520432,8accb707-159e-4ee7-8692-29a40a272aea,Navajuela,,,,,,,,,,,,,,2014-04-18,Dawn Trog,,2014-04-18
wfo-4000034707,af8db892-bf9f-48f0-91cc-bbf6507359ad,Navajuela,,,,,,,,,,,,,,2014-04-18,Dawn Trog,,2014-04-18
wfo-0000596987,0dc54500-df1a-4783-bf0e-93a1cc71f4e8,Navajuela.,,,,,,,,,,,,,,2014-04-18,Dawn Trog,,2014-04-18
wfo-4000020982,948f2e47-d768-4b75-930f-c6740d9da64c,"Abejón, Abejoncillo, Lenteja de Agua",,,,,,,,,,,,,,2014-06-23,Dawn Trog,,2014-06-23
wfo-0000678941,16e9aa5e-208f-4305-a8da-2ba922c5194a,Azucena.,,,,,,,,,,,,,,2014-06-23,Dawn Trog,,2014-06-23
wfo-4000005972,e7466855-ec2f-4d4d-972c-1d333fa4db9a,"Bijagua, Platanilla",,,,,,,,,,,,,,2014-06-23,Dawn Trog,,2014-06-23
wfo-0000342842,c6db1ca7-b95b-4ac1-b576-74a71af40721,"Bijagua, Cascabel, Platanilla.",,,,,,,,,,,,,,2014-06-23,Dawn Trog,,2014-06-23
wfo-0000342972,1c920bf1-41ab-4235-b510-592e39ea87e4,"Bijagua, Hoja Blanca, Platanilla.",,,,,,,,,,,,,,2014-06-23,Dawn Trog,,2014-06-23
wfo-0000342977,309017f8-7a1e-42c4-bfe4-68f1546d1315,Platanilla.,,,,,,,,,,,,,,2014-06-23,Dawn Trog,,2014-06-23
wfo-0000466473,3f0e8879-f52b-4575-aec4-d138ab2b00ed,Sagú.,,,,,,,,,,,,,,2014-06-23,Dawn Trog,,2014-06-23
wfo-0000498545,3290c3c4-5f64-4952-bc06-01d915496276,Platanilla,,,,,,,,,,,,,,2014-06-23,Dawn Trog,,2014-06-23
wfo-0000570363,dbc2a5cf-a003-41b6-8c12-fbe3fcbf6a06,Platanilla,,,,,,,,,,,,,,2014-06-23,Dawn Trog,,2014-06-23
wfo-0000735101,f49472bb-8192-4f10-8642-0fe09a879b2e,"Cebadilla, Sabadilla.",,,,,,,,,,,,,,2014-06-23,Dawn Trog,,2014-06-23
wfo-0000473834,58a4330f-58e5-47a1-ad45-87b022e4ef2b,"Ba-Nano, Banano Dátil, Banano Enano, Claret, Guineo, Guineo Colorado, Guineo Morado,Guineo de Seda.",,,,,,,,,,,,,,2014-06-23,Dawn Trog,,2014-06-23
wfo-0000474224,2c78f64d-bdbb-40ce-99e6-0a30276360ba,"Antorcha, Antorcha de Brasil.",,,,,,,,,,,,,,2014-06-23,Dawn Trog,,2014-06-23
wfo-4000025011,3861e1d9-5154-4a74-879d-814fc872cdb6,"Chato, Curaré, Curarem, Guineo,Guineo de Burro, Guineo Cuadrado, Guineo de Jardín, Guineo Manzano, Guineo Negro, Guineopilipita, Plátano.",,,,,,,,,,,,,,2014-06-23,Dawn Trog,,2014-06-23
wfo-0000475111,70c928d9-af1e-4454-a8b6-8b10ea5ffe2e,"Abacá, Yute.",,,,,,,,,,,,,,2014-06-23,Dawn Trog,,2014-06-23
wfo-0000475207,90ac9c4d-a90f-4f67-8f82-8fd166a5119c,Guineo de Jardín.,,,,,,,,,,,,,,2014-06-23,Dawn Trog,,2014-06-23
wfo-4000011843,0f979164-727d-4212-bbd2-d9470481f61f,Ñame,,,,,,,,,,,,,,2014-06-24,Dawn Trog,,2014-06-24
wfo-0000388864,8cd35085-2ff9-4961-9a88-358843b27847,Ñame Blanco.,,,,,,,,,,,,,,2014-06-24,Dawn Trog,,2014-06-24
wfo-0000389411,1306c381-116c-40a2-a0d4-44c562eaa472,"Papa Caribe, Papa Chiricana, Papa de Aire, Papavoladora.",,,,,,,,,,,,,,2014-06-24,Dawn Trog,,2014-06-24
wfo-0000389722,0b97ef54-49a5-4cac-b975-e265451d6fd6,Ñame Negro,,,,,,,,,,,,,,2014-06-24,Dawn Trog,,2014-06-24
wfo-0000390052,15c69759-8143-46ca-a50b-f0140b220112,"Cacaí, Caqué",,,,,,,,,,,,,,2014-06-24,Dawn Trog,,2014-06-24
wfo-0000396105,cd7555fb-0c98-4450-9fde-2e6c548c56e2,"Jipapa, Ñame de la India, Ñame Morado,Ñampí, Papachina, Yampí.",,,,,,,,,,,,,,2014-06-24,Dawn Trog,,2014-06-24
wfo-0000765663,51af8dfc-ac42-4f8b-860a-b6ba72eedd2d,Itabo Cimarrón,,,,,,,,,,,,,,2014-06-24,Dawn Trog,,2014-06-24
wfo-0000765769,80dfdc52-061d-427d-961e-f293b4f2df3f,Caña India.,,,,,,,,,,,,,,2014-06-24,Dawn Trog,,2014-06-24
wfo-4000033956,9ce8a29f-c1ae-4707-890c-5e638ea65b15,"Lengua de Suegra, Espada de Judas, Espada del Diablo",,,,,,,,,,,,,,2014-06-24,Dawn Trog,,2014-06-24
wfo-0000608377,e20aea05-20cc-4673-975a-45654d75a2f8,"Cola de Gallo, Espadaña,Palma Bruja.",,,,,,,,,,,,,,2014-06-24,Dawn Trog,,2014-06-24
wfo-4000017228,f64a9023-4295-49a1-acc3-716cc5e06e12,Platanilla,,,,,,,,,,,,,,2014-06-24,Dawn Trog,,2014-06-24
wfo-0000437016,7d1eed68-85b1-4d96-aae5-6ceea9bcb81d,Caliguate.,,,,,,,,,,,,,,2014-06-24,Dawn Trog,,2014-06-24
wfo-0000437966,23a87543-2e7f-42dc-ad23-d8b6d6a57a83,Caliguate.,,,,,,,,,,,,,,2014-06-24,Dawn Trog,,2014-06-24
wfo-0000769366,3e9cbba1-eed0-4f65-afa7-b253fab7fe60,Hidrila.,,,,,,,,,,,,,,2014-06-24,Dawn Trog,,2014-06-24
wfo-0000668560,93327100-0519-48d8-93d5-6d33b47361cf,Trompa de Chancho.,,,,,,,,,,,,,,2014-06-24,Dawn Trog,,2014-06-24
wfo-0000788487,b32ca1f5-3c11-4d75-9979-94cd01676155,Chispa.,,,,,,,,,,,,,,2014-06-24,Dawn Trog,,2014-06-24
wfo-0000785420,782edd04-2647-48f0-9066-403781bb2ecd,Iris.,,,,,,,,,,,,,,2014-06-24,Dawn Trog,,2014-06-24
wfo-0000786480,f787fe41-7776-4ac1-8df3-b1805b51108d,Gladiolilla.,,,,,,,,,,,,,,2014-06-24,Dawn Trog,,2014-06-24
wfo-0000776350,074e6f5b-905f-4fd4-97dd-0c5e6005d432,Junco,,,,,,,,,,,,,,2014-06-24,Dawn Trog,,2014-06-24
wfo-0000317384,cfd10cf3-7b59-43c9-a863-cc9411a0a71d,Quince de Septiembre.,,,,,,,,,,,,,,2014-08-19,Dawn Trog,,2014-08-19
wfo-0000401408,5e32f977-4c1f-48ed-8e4f-b062424d7aba,Huelede Noche.,,,,,,,,,,,,,,2014-08-19,Dawn Trog,,2014-08-19
wfo-0000406871,fa9a2074-5c39-4c4e-a952-940a7eebbc8f,Chapulín.,,,,,,,,,,,,,,2014-08-19,Dawn Trog,,2014-08-19
wfo-0000821180,87f62034-f657-4425-9452-12dcc8560ace,Guaria de Turrialba.,,,,,,,,,,,,,,2014-08-19,Dawn Trog,,2014-08-19
wfo-0000823493,2559815a-b7c8-4675-9939-2e72c106bd78,Guaria Morada,,,,,,,,,,,,,,2014-08-25,Dawn Trog,,2014-08-25
wfo-0000214960,81b8d964-c1d7-423b-bded-f7b1516ae9e2,Temblorosa.,,,,,,,,,,,,,,2014-10-22,Dawn Trog,,2014-10-22
wfo-0000215689,d1bc23ef-d479-4693-80b9-9907b580234f,"Escudo, Cara de Gato.",,,,,,,,,,,,,,2014-10-22,Dawn Trog,,2014-10-22
wfo-0000248338,36223cd8-f076-4aa2-b0de-358f518b19e7,Guarión.,,,,,,,,,,,,,,2015-02-02,Dawn Trog,,2015-02-02
wfo-0000255668,2081d626-77eb-47fc-9b16-658868c9eafe,"Caite, Llu-Via de Oro.",,,,,,,,,,,,,,2015-02-02,Dawn Trog,,2015-02-02
wfo-0000255749,874c23d6-f29f-4bc6-8027-d07bd2342c9a,Llu-Via de Oro.,,,,,,,,,,,,,,2015-02-02,Dawn Trog,,2015-02-02
wfo-0000255783,6354d8ca-9bcd-48a0-8d05-a5959fb20a08,Lápiz.,,,,,,,,,,,,,,2015-02-02,Dawn Trog,,2015-02-02
wfo-0000255895,aba7dbe3-0186-418d-b1e5-cc80a70af36e,Lluvia de Oro.,,,,,,,,,,,,,,2015-02-02,Dawn Trog,,2015-02-02
wfo-0000256369,a133ba9e-70fd-4ab3-b79a-c74fa77b9e1f,Lluvia de A Vispas.,,,,,,,,,,,,,,2015-02-02,Dawn Trog,,2015-02-02
wfo-0000256422,1d5e5007-335f-4d64-83a9-293d0259c672,Lluvia de Oro.,,,,,,,,,,,,,,2015-02-02,Dawn Trog,,2015-02-02
wfo-0000256577,c31da710-8a45-4afc-b329-1b0adec17f66,Lluvia de Oro.,,,,,,,,,,,,,,2015-02-02,Dawn Trog,,2015-02-02
wfo-0000261334,d99d6d64-34d0-432a-827a-dd591aef099c,Lirio del V Alle.,,,,,,,,,,,,,,2015-02-02,Dawn Trog,,2015-02-02
wfo-0000261566,b2140fd6-d073-4564-a0a1-89fc416bd99d,Monedas.,,,,,,,,,,,,,,2015-02-02,Dawn Trog,,2015-02-02
wfo-0000267337,fab02341-4623-4a3d-8085-bd86a5188df3,Flor de Espíritu Santo.,,,,,,,,,,,,,,2015-02-02,Dawn Trog,,2015-02-02
