Volume,Part,type,description,bibliographicCitation,WFOID,language,contributor,audience,rightsHolder,created,creator,source,rights,license,URI
12,1,general,"Terrestrial herbs with underground tubers; stem glabrous (to pubescent). Foliage leaves 1–2, basal or cauline. Inflorescence spicate, often secund; bracts much smaller than the foliage leaves, much shorter than the flowers. Flowers resupinate, white to mauve or purple (rarely yellow). Sepals plain (i.e., not saccate); dorsal sepal 2–7.5 mm long. Labellum narrowly attached to the column, 3-lobed, often finely puberulose on the ventral side, spurred at base; spur shorter than the labellum lamina, not constricted at base. Column with a slightly bilobed, flat to convex stigma; distal part of rostellum narrow, straight, squeezed in between the thecae; viscidia 2, naked; anther firmly attached, thecae not extending from the column; pollinia 2, basitonous. Ovary glabrous. Fruit a capsule.</br></br>A genus of ca. 30 species distributed from north-eastern India, Tibet, northern Thailand and northern Vietnam across China to Taiwan, Korea, Japan and the Kuril Islands; 1 species in Thailand.","Amitostigma  . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 8. Accessed 2022-04-21",wfo-4000001605,EN,H.Æ. Pedersen et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-4000001605,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05482
12,1,general,"Flowering shoots 4–8 cm tall; stem 0.6–0.8 mm in diameter, 2-leaved. Foliage leaves basal, subsessile, (ob)lanceolate-oblong with sheathing, overlapping bases, acuminate, 2.2–4 by 0.8–1.1 cm. Inflorescence lax, secund; rachis up to 2 cm long, 1- to 4-flowered; bracts ovate, acute to acuminate, 2.4–4.2 by 1.4–2.7 mm. Flowers white. Sepals boat-shaped, obtuse, glabrous, 1-veined; dorsal sepal ovate to elliptic, 2.6–2.9 by 1.7–2 mm; lateral sepals obliquely ovate, 2.5–3.4 by 1.5–2.1 mm. Petals more or less connivent with the dorsal sepal, obliquely elliptic, obtuse to rounded, minutely dentate by protruding marginal cells, glabrous, 1-veined. 2.5–2.7 by 1.5–1.6 mm. Labellum moderately 3-lobed at the middle, finely puberulose on the ventral side. 4–5.6 by 4.7–6.2 mm; side lobes obliquely oblong, rounded; mid-lobe broadly obovate-oblong, rounded; spur downcurved, cylindrical, rounded, 3–3.8 mm long. Column semiterete, 1.2–1.5 mm long; stigma flat. Ovary 5.8–8 mm long.","Amitostigma thailandicum . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 9. Accessed 2022-04-21",wfo-0000962518,EN,H.Æ. Pedersen et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000962518,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05483
12,1,general,"Terrestrial, rhizomatous herbs; the creeping stem-like rhizome rooting from its nodes. Flowering shoots terminal, erect from a decumbent base. 7–34 cm tall. Foliage leaves (2–)3–7, crowded on the lower part of the stem, petiolate, sheathing at base. Inflorescence racemose (to spicate); bracts acuminate, (glandular-)pubescent on the dorsal side. Flowers 1–15, resupinate. Sepals free, obtuse to acuminate, 1-veined; dorsal sepal porrect over the column, 5.1–13.4 mm long; lateral sepals more or less spreading. Petals adherent (rarely adnate) to the dorsal sepal, acuminate to obtuse. Labellum basally adnate to the column, straight (i.e. not twisted), 6–12 mm long along the mid-line, differentiated into hypochile, mesochile, and epichile; hypochile spurred (protruding below the bases of the lateral sepals when the flower is viewed from the side), spur inside with 1 subsessile appendage on either side; mesochile with one pair of entire to pectinate lateral flanges: epichile deeply bilobed. Column straight (i.e., not twisted), with two parallel wings on the front; stigma bipartite, flat; rostellum triangular, bifid: viscidium 1, naked; anther versatile, (sub)acuminate in front; pollinia 2, basitonous. Ovary (glandular-)pubescent. Fruit a capsule dehiscing by 6 longitudinal slits.</br></br>A genus of ca. 30 species distributed from tropical Southeast Asia to northeastern Queensland and the western Pacific islands; 6 species in Thailand.","Anoectochilus  . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 10. Accessed 2022-04-21",wfo-4000002264,EN,H.Æ. Pedersen et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-4000002264,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05484
12,1,general,"Flowering shoots 7–32.5 cm tall. Foliage leaves very dark green to brown with pink to whitish reticulation above, uniformly pink below; lamina obliquely (ovate-helliptic, acute to subacuminate, mucronate, (1.8–)3.1–7 by (1.3–)2–5.5 cm. Inflorescence glandular-pubescent; rachis 1.5–7.6 cm long, 3- to 13-flowered; bracts lanceolate-oblong to ovate-lanceolate, 1-veined, pubescent on the dorsal side, 10.1–12 by 3.9–5.9 mm. Flowers short-pedicelled to subsessile, mainly greenish-yellow to purplish-green with white labellum. Sepals glandular pubescent on the dorsal side; dorsal sepal lanceolate-oblong, 8.6–9.3 by 3.9–4.1 mm; lateral sepals obliquely oblanceolate-oblong, subacuminate to obtuse, 9.4–9.9 by 3.4–3.5 mm. Petals obliquely oblanceolate, 8.4–9.6 by ca. 2.9 mm. Labellum 6.8–7 mm long along the mid-line; spur pointing backwards (parallel to the ovary), describing an obtuse to nearly right angle to the mesochile, fusiform-ovoid, retuse, ca. 4.5 mm long, only the pointed apex protruding below the bases of the lateral sepals; mesochile with a pair of pectinate flanges; epichile lobules 6.5–6.6 mm long, 1.5–2.5 times as long as wide, describing an acute angle to each other when flattened, forming a tiny conical receptacle at base. Column porrect (more or less continuing the line of the ovary), 5.6–5.9 mm long; wings on the front not prolonged into the spur; anther 5.1–5.3 mm long. Ovary (including pedicel) 9–13 mm long. Capsule suberect, short-pedicelled to subsessile, 1.2–1.4 cm long, 0.4–0.5 cm in diameter.","Anoectochilus albolineatus . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 11. Accessed 2022-04-21",wfo-0000216310,EN,H.Æ. Pedersen et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000216310,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05485
12,1,general,"Flowering shoots 17–34 cm tall. Foliage leaves bronze-black with copper-red reticulation above, uniformly copper-red below; lamina obliquely (ovate-)elliptic, acuminate to acute, mucronate, 2.7–8.3 by 1.8–5.2 cm. Inflorescence glandular-pubescent; rachis 2.5–9.5 cm long, 3- to 13-flowered; bracts ovate to lanceolate, 1-veined, glandular-pubescent on the dorsal side, 9.9–10.3 by 3.9–6.9 mm. Flowers short-pedicelled, mainly copper-red with pale yellow petals and yellow labellum. Sepals glandular-pubescent on the dorsal side, dorsal sepal (broadly) ovate, 5.1–5.6 by 3.8–5.2 mm; lateral sepals obliquely oblanceolate-oblong to obovate-oblong, 6.6–7.3 by 3–4.2 mm. Petals falcately and very obliquely obovate-oblanceolate, 5.9–7.4 by 2.1–2.9 mm. Labellum 8–10.5 mm long along the mid-line; spur pointing downwards (more or less perpendicular to the ovary), describing a right angle to the mesochile, conical, obtuse to rounded, 2.4–3.1 mm long, approximately the distal half protruding below the bases of the lateral sepals; mesochile with a pair of narrow entire flanges; epichile lobules 4–8 mm long, 2.5–3 times as long as wide, describing an obtuse to acute angle to each other when flattened, flat at base. Column reflexed (describing a right to acute angle to the ovary), 3.7–4.6 mm long; wings on the front not prolonged into the spur; anther 3.7–4 mm long. Ovary (including pedicel) 8–17 mm long. Capsule not seen.","Anoectochilus burmannicus . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 13. Accessed 2022-04-21",wfo-0000216431,EN,H.Æ. Pedersen et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000216431,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05486
12,1,general,"Flowering shoots 7–17 cm tall. Foliage leaves dark greenish-brown with golden or copper-red reticulation; lamina obliquely and broadly ovate to elliptic, acuminate to obtuse and mucronate, (1.5–)1.8–7 by (1.2–)1.5–4.5 cm. Inflorescence (glandular-)pubescent; rachis up to 1.8 cm long, 1- to 5-flowered; bracts ovate, 3-veined, pubescent on the dorsal side, 11–15 by 8–8.3 mm. Flowers short-pedicelled, predominantly white with two pink spots on the labellum and reddish indumentum on the sepals. Sepals covered with mainly non-glandular hairs on the dorsal side; dorsal sepal ovate-lanceolate, 10.8–12 by ca. 5 mm; lateral sepals obliquely and narrowly oblong, ca. 11.2 by ca. 4.5 mm. Petals very obliquely linear-oblong, ca. 11.8 by ca. 3 mm. Labellum 7–9 mm long along the mid-line; spur pointing backwards (parallel to the ovary), describing a right (to slightly obtuse) angle to the mesochile, cylindric, rounded to obtuse, 9–14 mm long, approximately the distal half protruding below the bases of the lateral sepals; mesochile with a pair of pectinate flanges; epichile lobules 5–7.5 mm long, 1.3–1.8 times as long as wide, describing a very obtuse angle to each other when flattened, forming a tiny conical receptacle at base. Column porrect (more or less continuing the line of the ovary), 6–7.8 mm long; wings on the front strongly prolonged, nearly reaching the bottom of the spur; anther ca. 6.4 mm long. Ovary (including pedicel) 15–16 mm long. Capsule not seen.","Anoectochilus geniculatus . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 13. Accessed 2022-04-21",wfo-0000216692,EN,H.Æ. Pedersen et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000216692,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05487
12,1,general,"Flowering shoots 9–21 cm tall. Foliage leaves dark green with pink to whitish reticulation above, uniformly purplish to pale green below, lamina broadly and obliquely ovate to elliptic, acute to obtuse, mucronate, (1.4)2–5.7 by (0.9–)1.2–3.9 cm. Inflorescence glandular-pubescent; rachis up to 5.1 cm long, 1- to 11-flowered; bracts ovate, 1-veined, glandular-pubescent on the dorsal side, 8.7–9 by 5.7–6.4 mm. Flowers subsessile, mainly green with white petal margins and labellum and pale orange column. Sepals glandular-pubescent on the dorsal side; dorsal sepal ovate, ca. 7.5 by ca. 4.2 mm; lateral sepals obliquely linear-oblong, 10.3–10.5 by ca. 3.7 mm. Petals falcately and very obliquely oblanceolate-oblong, 8–8.1 by 3–3.2 mm. Labellum 6–8.7 mm long along the mid-line; spur pointing backwards (parallel to the ovary), describing an obtuse angle to the mesochile, (conical-)cylindric, retuse, 4.5–5.5 mm long, approximately the distal half protruding below the bases of the lateral sepals; mesochile with a pair of narrow (erose-)dentate flanges; epichile lobules 7–11.3 mm long, 4–5 times as long as wide, describing an acute angle to each other when flattened, flat at base. Column porrect (more or less continuing the line of the ovary), ca. 4.7 mm long; wings on the front not prolonged into the spur; anther ca. 3.8 mm long. Ovary 8.5–14 mm long. Capsule spreading, subsessile, ca. 1.6 cm long, 0.5–0.6 cm in diameter.","Anoectochilus lylei . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 16. Accessed 2022-04-21",wfo-0000216986,EN,H.Æ. Pedersen et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000216986,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05488
12,1,general,"Flowering shoots (9–)14–26 cm tall. Foliage leaves velvety, dark purplish-green with red, pink or yellow reticulation; lamina obliquely (ovate-)elliptic, obtuse to acute, mucronate, (1.6–)2.8–6 by (0.9–)2–4 cm. Inflorescence glandular-pubescent; rachis up to 8.6 cm long, 1- to 14-flowered; bracts triangular-ovate, 1-veined (to 3-veined), glandular-pubescent on the dorsal side, 7.5–12.6 by 3.5–5.9 mm. Flowers subsessile, mainly reddish-brown (to greenish-white) with white to cream petals and labellum. Sepals covered with mainly glandular hairs on the dorsal side; dorsal sepal broadly lanceolate, 10.9–13.4 by 5–5.4 mm; lateral sepals obliquely oblanceolate-oblong, 11.6–15 by 4.6–5 mm. Petals obliquely linear-oblanceolate, 11.4–13.5 by 2.5–3.4 mm. Labellum 10.4–12 mm long along the mid-line; spur pointing backwards (parallel to the ovary), describing an obtuse angle to the mesochile, cylindric, emarginate, 7–10 mm long, approximately the distal half protruding below the bases of the lateral sepals; mesochile with a pair of pectinate flanges; epichile lobules 6.8–7.6 mm long, 2.8–3.2 times as long as wide, describing a very obtuse angle to each other when flattened, with a tiny apiculum in the sinus. Column porrect (more or less continuing the line of the ovary), 6.8–8.2 mm long; wings on the front moderately prolonged, reaching approximately half-way down the spur; anther 5.8–7.5 mm long. Ovary 12.2–14.5 mm long. Capsule not seen.","Anoectochilus reinwardtii . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 16. Accessed 2022-04-21",wfo-0000217233,EN,H.Æ. Pedersen et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000217233,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05489
12,1,general,"Flowering shoots 11–30 cm tall, Foliage leaves velvety, dark green with golden to copper red reticulation above, uniformly pinkish-purple below; lamina obliquely elliptic to broadly ovate, short-acuminate to acute or rounded, mucronate, 1.1–7.8 by 0.9–5.5 cm. Inflorescence glandular-pubescent; rachis up to 15 cm long, 2- to 15-flowered (rarely 1-flowered); bracts ovate, 1- to 3-veined, glandular-pubescent on the dorsal side, 5–15 by 4–6.8 mm. Flowers short pedicelled, mainly green to whitish-pink with white labellum and column. Sepals glandular pubescent on the dorsal side; dorsal sepal recurved at apex, ovate, 6.4–6.7 by 3.5–5.2 mm; lateral sepals obliquely lanceolate-oblong, 7.4–8.8 by 3.4–4.3 mm. Petals very obliquely oblanceolate, 6.3–6.7 by 2.4–2.5 mm. Labellum 6.2–7.5 mm long along the mid-line; spur pointing forwards (more or less continuing the line of the ovary), describing an acute angle to the mesochile, slenderly conical, retuse to emarginate, 2.5–5.2 mm long, approximately the distal half protruding below the bases of the lateral sepals; mesochile with a pair of pectinate flanges; epichile lobules 4–10 mm long, 2–3 times as long as wide, describing an acute to obtuse angle to each other when flattened, forming a tiny conical receptacle at base. Column reflexed (describing an acute angle to the ovary), 3.4–4.4 mm long; wings on the front not prolonged into the spur; anther 3.4–3.6 mm long. Ovary (including pedicel) 8.5–16.6 mm long. Capsule suberect, short-pedicelled, 1.5–1.8 cm long, 0.7–0.8 cm in diameter.","Anoectochilus roxburghii . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 19. Accessed 2022-04-21",wfo-0000217261,EN,H.Æ. Pedersen et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000217261,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05490
12,1,general,"Terrestrial herbs with underground tubers. Flowering shoots (6.8–)12–63 cm tall; stem glabrous. Foliage leaves (3–)4–11, scattered along the stem. Inflorescence spicate; bracts more or less similar to the foliage leaves, all of them longer than the flowers. Flowers 2–14 (to many), resupinate, white, greenish, rose-coloured to purple or variegated. Sepals plain (i.e., not saccate); dorsal sepal 5.5–20.9 mm long. Labellum narrowly attached to the column, elliptic to broadly (ob)ovate or subcircular, smooth on the ventral side, spurred at base; spur shorter than the labellum lamina, not constricted at base. Column with an entire, concave stigma; distal part of rostellum narrow, straight, squeezed in between the thecae; viscidia 2, naked; anther firmly attached, thecae not extending from the column; pollinia 2, basitonous. Ovary glabrous. Fruit a capsule, dehiscing by 6 longitudinal slits.</br></br>A genus of ca. 35 species distributed in tropical and southern Africa, in Madagascar, in tropical parts of mainland Southeast Asia and in Taiwan; 5 species in Thailand.","Brachycorythis  . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 21. Accessed 2022-04-21",wfo-4000005208,EN,H.Æ. Pedersen et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-4000005208,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05491
