WFOID,identifier,vernacularName,isPreferredName,source,language,countryCode,uri,rights,license,bibliographicCitation,Volume,Part
wfo-0000962518,ver-THA-0000962518.01,ueang khao tok hin (เอื้องข้าวตอกหิน)(Chiang Mai),,ref-THA-0000962518,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05483,Forest Herbarium,All rights reserved,"Amitostigma thailandicum . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 9. Accessed 2022-04-21",12,1
wfo-0000962518,ver-THA-0000962518.02,nang ua chiang dao (นางอั้วเชียงดาว)(Chiang Mai),,ref-THA-0000962518,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05483,Forest Herbarium,All rights reserved,"Amitostigma thailandicum . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 9. Accessed 2022-04-21",12,1
wfo-0000216310,ver-THA-0000216310.01,ueang din siam (เอื้องดินสยาม)(General),,ref-THA-0000216310,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05485,Forest Herbarium,All rights reserved,"Anoectochilus albolineatus . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 11. Accessed 2022-04-21",12,1
wfo-0000216692,ver-THA-0000216692.01,wan nam thong (ว่านน้ำทอง)(Nakhon Si Thammarat),,ref-THA-0000216692,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05487,Forest Herbarium,All rights reserved,"Anoectochilus geniculatus . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 13. Accessed 2022-04-21",12,1
wfo-0000216986,ver-THA-0000216986.01,ueang din pak som (เอื้องดินปากส้อม)(General),,ref-THA-0000216986,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05488,Forest Herbarium,All rights reserved,"Anoectochilus lylei . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 16. Accessed 2022-04-21",12,1
wfo-0000217233,ver-THA-0000217233.01,wan nok khum (ว่านนกคุ่ม)(Northern),,ref-THA-0000217233,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05489,Forest Herbarium,All rights reserved,"Anoectochilus reinwardtii . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 16. Accessed 2022-04-21",12,1
wfo-0000217261,ver-THA-0000217261.01,wan mai na (ว่านไหมนา)(General),,ref-THA-0000217261,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05490,Forest Herbarium,All rights reserved,"Anoectochilus roxburghii . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 19. Accessed 2022-04-21",12,1
wfo-0000378772,ver-THA-0000378772.01,ueang dok thian (เอื้องดอกเทียน)(General),,ref-THA-0000378772,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05492,Forest Herbarium,All rights reserved,"Brachycorythis acuta . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 21. Accessed 2022-04-21",12,1
wfo-0000380127,ver-THA-0000380127.01,thao khulu (ท้าวคูลู)(General),,ref-THA-0000380127,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05494,Forest Herbarium,All rights reserved,"Brachycorythis helferi . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 24. Accessed 2022-04-21",12,1
wfo-0000380127,ver-THA-0000380127.02,mangkon khap kaeo (มังกรคาบแก้ว)(General),,ref-THA-0000380127,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05494,Forest Herbarium,All rights reserved,"Brachycorythis helferi . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 24. Accessed 2022-04-21",12,1
wfo-0000380127,ver-THA-0000380127.03,wan nang bua (ว่านนางบัว)(General),,ref-THA-0000380127,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05494,Forest Herbarium,All rights reserved,"Brachycorythis helferi . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 24. Accessed 2022-04-21",12,1
wfo-0000380127,ver-THA-0000380127.04,ueang din (เอื้องดิน)(General),,ref-THA-0000380127,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05494,Forest Herbarium,All rights reserved,"Brachycorythis helferi . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 24. Accessed 2022-04-21",12,1
wfo-0000917161,ver-THA-0000917161.01,wan nang bua pong (ว่านนางบัวป้อง)(Northern),,ref-THA-0000917161,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05496,Forest Herbarium,All rights reserved,"Brachycorythis neglecta . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 27. Accessed 2022-04-21",12,1
wfo-0000917161,ver-THA-0000917161.02,ueang din fa man (เอื้องดินฟ้าม้าน)(Northern),,ref-THA-0000917161,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05496,Forest Herbarium,All rights reserved,"Brachycorythis neglecta . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 27. Accessed 2022-04-21",12,1
wfo-0000842089,ver-THA-0000842089.01,wan pai chaek (ว่านพายแฉก)(General),,ref-THA-0000842089,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05504,Forest Herbarium,All rights reserved,"Cheirostylis thailandica . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 39. Accessed 2022-04-21",12,1
wfo-0000842122,ver-THA-0000842122.01,ueang din pak pat yunnan (เอื้องดินปากพัดยูนนาน)(General),,ref-THA-0000842122,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05505,Forest Herbarium,All rights reserved,"Cheirostylis yunnanensis . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 39. Accessed 2022-04-21",12,1
wfo-0000933370,ver-THA-0000933370.01,ueang maeng mum (เอื้องแมงมุม)(Loei),,ref-THA-0000933370,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05509,Forest Herbarium,All rights reserved,"Cryptostylis arachnites . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 44. Accessed 2022-04-21",12,1
