WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI
wfo-0001387134,general,EN,"Stipules 8 by 1.5 mm, ovate-lanceolate, caudate, puberulous in the lower half. Leaves: petiole 2.5–3.5 cm; pinnae 10–16 pairs, (2.8–)4.5–8.5 cm, glands below the junction of the 2 distal pairs; leaflets (25–)50–70 pairs per pinna 4–6 by 0.7–1 mm, lateral veins on lower surface raised, conspicuous. Calyx 2–3.2 mm; tube velutinous; teeth 0.5–1 mm, ovate-elliptic, acute, puberulous. Corolla 4.2 mm; tube glabrous; teeth 1.5 mm, elliptic-ovate, acute, puberulous to glabrous at the apex. Pod [see Nielsen (l. c.)].",I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001387134,Forest Herbarium,All rights reserved,"Acacia megaladena garrettii. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 181. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00831
wfo-0001387134,ecology,EN,In lower montane forests; alt. 1420 m.,I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001387134,Forest Herbarium,All rights reserved,"Acacia megaladena garrettii. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 181. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00831
wfo-0001387134,distribution,EN,"Thailand, S. China (Yunnan).",I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001387134,Forest Herbarium,All rights reserved,"Acacia megaladena garrettii. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 181. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00831
wfo-0000199709,general,EN,"Stipules 2.5–6 by 0.5–1.3 mm, lanceolate, cuspidate, glabrous with ciliate margins. Leaves: petiole (1.3–)1.5–4.5 cm; pinnae 11–34 pairs, 1.2–7.5 cm; glands below the junctions of the 2–4 distal pairs; leaflets 29–70 pairs, 1.5–4.5 by 0.3–0.8 mm, lateral veins inconspicuous, rarely prominulous, not raised. Calyx 1.5–2.5 mm; tube glabrous; teeth 0.4–0.8 mm, triangular acute, glabrous. Corolla 2–3 mm long, glabrous; lobes 0.5–1.1 mm, ovate-elliptic, acute, glabrous. Pod 95–18 by 2–3.5 cm.",I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199709,Forest Herbarium,All rights reserved,"Acacia megaladena indochinensis. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 180. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00830
wfo-0000199709,ecology,EN,"Dry evergreen forests, mixed deciduous forests, dry deciduous forests, dry deciduous dipterocarp forests, scrub jungle, in clearings, along roadsides and forest margins; alt. up to 800 m.",I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199709,Forest Herbarium,All rights reserved,"Acacia megaladena indochinensis. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 180. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00830
wfo-0000199709,distribution,EN,"Thailand, Cambodia?, Laos, S. Vietnam.",I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199709,Forest Herbarium,All rights reserved,"Acacia megaladena indochinensis. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 180. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00830
wfo-0000199707,general,EN,"Stipules: 2–3 by 0.4–0.8 mm, linear-filiform, puberulous to woolly. Leaves: petiole (1.5–)2.5–6.5 cm; pinnae 8–20 pairs, 2–12 cm, glands below the junctions of the 2–3 distal pairs; leaflets 19–81 pairs per pinnae, (2–)3.5–7.5 by 0.8–1.5 mm, both surfaces glabrous, margins ciliate; lateral veins prominent, raised or prominulous. Calyx 1.7–2.9 mm; tube glabrous to faintly puberulous; teeth 5, 0.4–0.8(–1) mm, ovate, acute, glabrous to puberulous. Corolla 2–3.4 mm; tube glabrous or rarely faintly puberulous on veins and lobes; lobes 5, 0.8–1.1 mm, oblong, narrowly obovate, acute, glabrous to faintly puberulous at the apex. Pod 9.5–17 by (0.8–)1.3–3.5 cm, oblong, acuminate at the ends, flat, dark red-brown, chartaceous, glabrous, without gland, dehiscing along both sutures; veins and marks over the seeds inconspicuous. Seeds 7–9 by 4.5–5.5 mm, ovate-elliptic to ellipsoid, flat, brown; pleurogram 4–6 by 1.5–2.5 mm, elliptic to oblong.",I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199707,Forest Herbarium,All rights reserved,"Acacia megaladena megaladena. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 180. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00829
wfo-0000199707,ecology,EN,"Scrub jungle, deciduous forests; alt. 500–1000 m.",I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199707,Forest Herbarium,All rights reserved,"Acacia megaladena megaladena. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 180. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00829
wfo-0000199707,distribution,EN,"Thailand, India (type), Nepal, S. China (Yunnan), Burma, Laos, N. Vietnam, Java.",I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199707,Forest Herbarium,All rights reserved,"Acacia megaladena megaladena. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 180. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00829
wfo-0000186399,general,EN,"Woody climber or ± scandent shrub; branchlets spiny. Stipules 3–5 by 1–1.5 cm (ovate-) lanceolate, cuspidate, tomentose to woolly. Leaves: petiolar gland in the lower half of the petiole usually just above the basal pulvinous ; leaflets opposite, sessile, acute, both surfaces usually glabrous, lower rarely partly ciliate, margins ciliate, base asymmetrically truncate, the main vein marginal at base the lateral veins inconspicuous (rarely prominulous) beneath. Inflorescence: peduncles panicled or solitary to 4 together in the upper leaf-axils. Flowers in heads; floral bracts 0.8–1.5 mm, spathulate, not projecting beyond the flowers in bud. Ovary 0.8–1 mm, hairy; stipe 1–1.5 mm.",I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000186399,Forest Herbarium,All rights reserved,"Acacia pennata. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 174. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00823
wfo-0000199720,general,EN,"Woody climber, branchlets spiny, puberulous to tomentose, glabxescent, in younger parts densely covered with glandular hairs. Stipules 1.5–2.5 by 0.4–0.8 mm, filiform, puberulous to tomentose. Leaves: rachis 9–16 cm; petiole 1–2.2 cm; gland at or above the middle of the petiole, 0.6–1.2 cm above the base, substipitate to stipitate; pinnae (12–)17–33 pairs, (1–)1.3–3.8 cm, glands between the junctions of the 8–14 distal pairs, stipitate; leaflets 25–67 pairs per pinna, opposite, sessile, 1.5–3.5(–4) by 0.3–0.5 mm, linear-oblong; base asymmetrically truncate, apex broadly acute to subobtuse, straight or only slightly bent forwards; both surfaces glabrous, margin and apex glabrous to ciliate; main vein starting marginally, not parallel to the upper margin, lateral veins inconspicuous to prominulous, not reticulate. Inflorescence: peduncles panicled or axillary. Flowers in heads, floral bracts ca 0.5 mm, lanceolate to spathulate. Calyx 1.5–2.5 mm; tube glabrous; teeth 5, (0.3–)0.5(–0.9) mm long, ovate, acute, glabrous to puberulous at the apex. Corolla 1.8–2.5 mm; tube glabrous; teeth 5, 0.9 mm long, narrowly ovate, acute, glabrous. Ovary 0.5–1 mm long, sericeous to woolly; stipe 0.5–1 mm long. Pod (immature): 7–12.5 by 1.9–2.4 cm, narrowly oblong, with sinuate margins, flat, brown, chartaceus, faintly puberulous, glabrescent, glandular hairy when young; veins indistinct. Seeds (immature), 6.5 by 3.8–4 mm, elliptic; pleurogram 4.5 by 2 mm, narrowly elliptic.",I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199720,Forest Herbarium,All rights reserved,"Acacia pluricapitata. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 176. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00827
wfo-0000199720,ecology,EN,In evergreen forests at low altitudes.,I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199720,Forest Herbarium,All rights reserved,"Acacia pluricapitata. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 176. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00827
wfo-0000199720,distribution,EN,"Thailand, S. Vietnam, Malay Peninsular (type, Penang), Sumatra, Borneo, Java.",I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199720,Forest Herbarium,All rights reserved,"Acacia pluricapitata. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 176. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00827
wfo-0000199724,general,EN,"A shrub with straggling branches or a woody climber; branchlets spiny, densely puberulous to tomentose, covered with dark glandular hairs, glabrescent. Stipules 1.2 by 1 mm, broadly ovate, acute, puberulous; leaves and panicles often found together on short shoots in the axils of old leaf scars. Leaves: rachis 3–8.7 cm; petiole 0.5–1.5 cm; gland 0.4–0.7 cm above the base, at or below the middle of the petiole; pinnae 8–11 pairs, 1.1–4 cm, glands between the junctions of the 4–6 distal pairs; leaflets 17–44 pairs per pinna, opposite, sessile, (2.5–)3–5.5 by (0.8–)1.3 mm, oblong; base asymmetrically truncate; apex acute and sometimes mucronate, slightly bent forwards; both surfaces glabrous but margins densely ciliate; main vein marginal at the base running submarginally but not parallel to the upper margin towards the apex, lateral veins prominent, anastomosing, reticulate. Inflorescence: peduncles panicled or solitary to paired in the upper leaf-axils. Flowers in heads, floral bracts 1 mm, spoon-shaped. Calyx 2 mm; tube glabrous; teeth 5, 0.5–1 mm, ovate, acute, irregular, faintly puberulous at the apex. Corolla 2.5–2.9 mm; tube glabrous; teeth 5, 1 mm, ovate, acute, glabrous. Ovary 1 mm, velutinous; stipe 1 mm. Pod ca 2 cm broad, slightly inflated, tightly curled, greenish-grey, chartaceous, glabrous, with prominulous veins and marks over the seeds; dehiscent? Seeds ca 6 by 4.5 mm, broadly ellipsoid, biconvex, brown, pleurogram ca 3 by 1 mm, oblong.",I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199724,Forest Herbarium,All rights reserved,"Acacia thailandica. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 172. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00822
wfo-0000199724,ecology,EN,"In evergreen scrub and at edge of swamps, at low altitudes.",I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199724,Forest Herbarium,All rights reserved,"Acacia thailandica. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 172. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00822
wfo-0000199724,distribution,EN,"Thailand, Cambodia.",I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199724,Forest Herbarium,All rights reserved,"Acacia thailandica. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 172. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00822
wfo-0000199726,general,EN,"Deciduous shrub or small tree up to 5 m high; branchlets tomentose, stipular spines up to 4.5 cm, shoots dimorphic, long and short; young leaves and peduncles crowded on the short shoots. Leaves: rachis (2.5–)3–9 cm; petiole 0.6–1 cm; gland just below the junctions of the proximal pair of pinnae, distal gland (s) 1–2, below the junctions of the distal pair (5) of pinnae; pinnae 7–23 pairs, 0.9–2.5 cm; leaflets 12–50 pairs per pinna, opposite, sessile, 1.7–3 by 0.4–1 mm, oblong; base truncate/ cuneate, asymmetrical; apex obtuse with slightly scarious margin; both surfaces faintly to densely puberulous; main vein slightly excentric, nearly parallel to the margins, lateral veins inconspicuous. Inflorescence peduncles not panicled, axillary, bearing the involucel at or below the middle. Flowers in heads; floral bracts ca 0.9 mm, spathulate, tomentose. Calyx 0.9–1.2 mm, tube adpressedly puberulous to tomentose; teeth 4–5, 0.1–0.2 mm, triangular, acute, tomentose. Corolla 3.2–3.5 mm, tube glabrous; lobes 4–5, 0.9–1 mm long, ovate to ovate-elliptic, acute, with long hairs at the apex. Stamens more than 40. Ovary 0.8–1 mm, glabrous, sessile (stipeless than 0.2 mm). Pod ca 9–11 by 0.8–1.0 cm, linear-falcate, brownish, slightly convex, with parallel margins; coriaceous-chartaceous, faintly puberulous, with prominulous, longitudinal 1 parallel veins, With distinct marks over the seeds; dehiscing along both sutures. Seeds 6.5–9 by 5–5.5 mm, ellipsoid to oblong; flat, ca 1.5 mm thick; pleurogram up to 7 by 2.8 mm, oblong.",I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199726,Forest Herbarium,All rights reserved,"Acacia tomentosa. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 161. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00811
wfo-0000199726,use,EN,Wood for construction.,I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199726,Forest Herbarium,All rights reserved,"Acacia tomentosa. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 161. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00811
wfo-0000199726,ecology,EN,Open scrubs and savannas; alt up to 1000 m.,I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199726,Forest Herbarium,All rights reserved,"Acacia tomentosa. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 161. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00811
wfo-0000199726,distribution,EN,"Thailand, India (type), Burma, Indo-China, Java.",I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199726,Forest Herbarium,All rights reserved,"Acacia tomentosa. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 161. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00811
wfo-0000199731,general,EN,"Straggling shrub or woody climber; branchlets spiny, ± densely puberulous to tomentose, brownish–greyish, ± glandular hairy. Stipules 1.5–3.5 by 0.5–1.5 mm, linear to ovate-lanceolate, tomentose to woolly, early caduceus. Leaves evenly scattered along the stem; rachis 8–26.5 cm; petiole (1.5–)2.8–6.5 cm; gland (s) ca 0.5–1.2 cm above the base (rarely 2 glands, the distal one then in the upper half of the petiole, 1–2 cm above the base); pinnae (5–)7–18(–25) pairs, (3–)4–11.5 cm; glands at the junctions of the 1–7 distal pairs; leaflets (8–)11–46 pairs per pinna, opposite, sessile, chartaceous, (3.5–)5–8.5 by (1.3–)2–3 mm, oblong to subfalcate, base truncate; apex asymmetrically acute often mucronate to apiculate, bent forwards; upper surface glabrous to velutinous, lower puberulous to velutinous, margins ciliate; main vein subcentral at the base but running excentrically towards the apex; 1–2 {–3) prominent to inconspicuous accessory veins ascending from the base; lateral veins prominent to inconspicuous beneath. Inflorescence: peduncles panicled. Flowers in heads, floral bracts 1 mm, spathulate, not projecting beyond the flowers in bud. Calyx 1.5–2.5 mm, tube puberulous to velutinous; lobes 5, 0.3–0.8 mm, ovate, acute, puberulous to velutinous. Corolla 2.1–3.5 mm tube glabrous; lobes 0.8–1 mm, faintly puberulous to velutinous. Stamens numerous. Ovary 0.8–1 mm, puberulous to velutinous. Pod 11.5–18 by 1.8–2.5 cm, oblong with slightly sinuate margins, flat, red-brown, chartaceous, densely covered by reddish glandular hairs, with prominent veins and marks over the seeds. Seeds 11 by 8.5 mm, ellipsoid, flat, brown, ca 1.5 mm thick; pleurogram 6–6.5 by 2.3–2.5 mm, oblong, pleurogram parallel to the margins.",I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199731,Forest Herbarium,All rights reserved,"Acacia torta. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 166. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00816
wfo-0000199731,ecology,EN,Evergreen forests; alt. ca 50 m.,I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199731,Forest Herbarium,All rights reserved,"Acacia torta. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 166. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00816
wfo-0000199731,distribution,EN,"Thailand, India (type).",I.C. Nielsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000199731,Forest Herbarium,All rights reserved,"Acacia torta. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 166. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00816
wfo-0000491787,general,EN,"Annual herb, 10–55 cm; stem erect. Stipules narrowly triangular, 0.8–1 mm long. Leaves: petiole terete, 1–5(–7) cm long; blade ovate or lanceolate-ovate, 2.5(–7.5) by 1–3(–4) cm, chartaceous, base cordate or obtuse, sometimes cuneate, margin serrate or crenulate, apex acute, obtuse or acuminate, scabrous on both surfaces, nerves in 2–4 pairs. Inflorescences in groups of (1–)4, axillary, 0.5–1.5(–2) cm long, staminate part apical. Staminate flowers 5–8 per node, buds subglobular, 0.3–0.5 mm in diam.; bracts ovate-oblong or ovate-lanceolate, 0.6–1 by ca 0.2 mm, pubescent outside; pedicel 0.1–0.2 mm long; sepals ovate, ca 0.5 by 0.3 mm, glandular outside, puberulent. Pistillate flowers 1(–3) per node; bracts broadly ovate, 4–6 by 5–9 mm, with 3–5 deep lobes, margin, glabrous inside, hispidulous with glandular hairs outside; sepals 3, ovate, 0.8–1 by 0.3–0.5 mm, hispidulous; ovary globular, 0.8–1 mm in diam., hispidulous; stigmas 1–2.5 mm long. Fruits 3-lobed, globular or subglobular, 1–1.5 by 1.2–2 mm, hispidulous. Seeds ovoid, 1–1.2 by 0.8–1 mm. Sometimes solitary irregular pistillate flowers at the end of branches; pedicel 0.5–1 mm long; sepals 3, ovate-lanceolate, pubescent; style 1, attached at base of ovary, apex fimbriate; ovary 1 locule in fruit; fruits indehiscent, oblate, 2–3 by ca 2 mm, pubescent, with longitudinal suture in the center, apical appendage cup-shaped, 0.8–1.2 mm wide, apically fimbriate.",K. Chayamarit & P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000491787,Forest Herbarium,All rights reserved,"Acalypha brachystachya. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 24. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03125
