WFOID,identifier,vernacularName,isPreferredName,source,language,countryCode,uri,rights,license,bibliographicCitation
wfo-0001083258,ver-THA-0001083258.01,khlong khleng chang (โคลงเคลงช้าง)(Narathiwat),0.0,ref-THA-0001083258,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02631,Forest Herbarium,All rights reserved,"Melastoma sanguineum. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 447. Accessed 2021-07-31"
wfo-0001083258,ver-THA-0001083258.02,bre chang (เบร์ช้าง)(Peninsular),0.0,ref-THA-0001083258,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02631,Forest Herbarium,All rights reserved,"Melastoma sanguineum. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 447. Accessed 2021-07-31"
wfo-0001083258,ver-THA-0001083258.03,mang khre chang (มั่งเคร่ช้าง)(Peninsular),0.0,ref-THA-0001083258,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02631,Forest Herbarium,All rights reserved,"Melastoma sanguineum. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 447. Accessed 2021-07-31"
wfo-0001083258,ver-THA-0001083258.04,rnang khre khan (มังเคร่ขน)(Peninsular),0.0,ref-THA-0001083258,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02631,Forest Herbarium,All rights reserved,"Melastoma sanguineum. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 447. Accessed 2021-07-31"
wfo-0001083258,ver-THA-0001083258.05,meri chang (เมรีช้าง)(Peninsular),0.0,ref-THA-0001083258,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02631,Forest Herbarium,All rights reserved,"Melastoma sanguineum. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 447. Accessed 2021-07-31"
wfo-0001083258,ver-THA-0001083258.06,ka-du-du (กะดูดุ)(Malay-Songkhla),0.0,ref-THA-0001083258,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02631,Forest Herbarium,All rights reserved,"Melastoma sanguineum. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 447. Accessed 2021-07-31"
wfo-0000452175,ver-THA-0000452175.01,khang pak put (ขางปากปุด)(Northern),0.0,ref-THA-0000452175,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02768,Forest Herbarium,All rights reserved,"Melochia corchorifolia. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 592. Accessed 2021-07-31"
wfo-0000452175,ver-THA-0000452175.02,sa-aeng bai mon (สะแองใบมน)(Central),0.0,ref-THA-0000452175,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02768,Forest Herbarium,All rights reserved,"Melochia corchorifolia. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 592. Accessed 2021-07-31"
wfo-0000452175,ver-THA-0000452175.03,seng lek (เส้งเล็ก)(Central),0.0,ref-THA-0000452175,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02768,Forest Herbarium,All rights reserved,"Melochia corchorifolia. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 592. Accessed 2021-07-31"
wfo-0001260558,ver-THA-0001260558.01,sa dam (สาดำ)(Northern),0.0,ref-THA-0001260558,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02769,Forest Herbarium,All rights reserved,"Melochia umbellata. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 592. Accessed 2021-07-31"
wfo-0001260558,ver-THA-0001260558.02,thao yai mom luang (เท้ายายม่อมหลวง)(Northern),0.0,ref-THA-0001260558,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02769,Forest Herbarium,All rights reserved,"Melochia umbellata. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 592. Accessed 2021-07-31"
wfo-0001260558,ver-THA-0001260558.03,fai phi yai (ฝ้ายผีใหญ่)(Southeastern),0.0,ref-THA-0001260558,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02769,Forest Herbarium,All rights reserved,"Melochia umbellata. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 592. Accessed 2021-07-31"
wfo-0001260558,ver-THA-0001260558.04,po dam (ปอดำ)(Peninsular),0.0,ref-THA-0001260558,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02769,Forest Herbarium,All rights reserved,"Melochia umbellata. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 592. Accessed 2021-07-31"
wfo-0001260558,ver-THA-0001260558.05,poe (เปอ)(Peninsular),0.0,ref-THA-0001260558,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02769,Forest Herbarium,All rights reserved,"Melochia umbellata. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 592. Accessed 2021-07-31"
wfo-0000240135,ver-THA-0000240135.01,khruea-khang-puk (เครือขางปุก)(Shan-Mae Hong Son),0.0,ref-THA-0000240135,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02132,Forest Herbarium,All rights reserved,"Melodinus cambodiensis. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 16. Accessed 2021-07-31"
wfo-0000240143,ver-THA-0000240143.01,nat-to-che (นัดโต๊ะเจ๊ะ)(Karen-Chiang Mai),0.0,ref-THA-0000240143,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02133,Forest Herbarium,All rights reserved,"Melodinus cochinchinensis. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 16. Accessed 2021-07-31"
wfo-0000240143,ver-THA-0000240143.02,ham moei (หำเมย)(Loei),0.0,ref-THA-0000240143,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02133,Forest Herbarium,All rights reserved,"Melodinus cochinchinensis. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 16. Accessed 2021-07-31"
wfo-0001238676,ver-THA-0001238676.01,champi (จำปี),0.0,ref-THA-0001238676,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00443,Forest Herbarium,All rights reserved,"Michelia alba. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 262. Accessed 2021-07-31"
wfo-0000242718,ver-THA-0000242718.01,champa (จำปา)(Central),0.0,ref-THA-0000242718,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00445,Forest Herbarium,All rights reserved,"Michelia champaca. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 264. Accessed 2021-07-31"
wfo-0000242718,ver-THA-0000242718.02,champi pa (จำปีป่า)(Peninsular),0.0,ref-THA-0000242718,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00445,Forest Herbarium,All rights reserved,"Michelia champaca. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 264. Accessed 2021-07-31"
wfo-0000242744,ver-THA-0000242744.01,champi khaek (จำปีแขก)(Central),0.0,ref-THA-0000242744,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00442,Forest Herbarium,All rights reserved,"Michelia figo. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 262. Accessed 2021-07-31"
wfo-0000242744,ver-THA-0000242744.02,champa khaek (จำปาแขก)(Southeastern),0.0,ref-THA-0000242744,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00442,Forest Herbarium,All rights reserved,"Michelia figo. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 262. Accessed 2021-07-31"
wfo-0000242748,ver-THA-0000242748.01,kaeo mahawan (แก้วมหาวัน)(Northern),0.0,ref-THA-0000242748,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00446,Forest Herbarium,All rights reserved,"Michelia floribunda. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 264. Accessed 2021-07-31"
wfo-0000242748,ver-THA-0000242748.02,champi noi (จำปีน้อย)(Northeastern),0.0,ref-THA-0000242748,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00446,Forest Herbarium,All rights reserved,"Michelia floribunda. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 264. Accessed 2021-07-31"
wfo-0000242834,ver-THA-0000242834.01,champi luang (จำปีหลวง),0.0,ref-THA-0000242834,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00444,Forest Herbarium,All rights reserved,"Michelia rajaniana. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 262. Accessed 2021-07-31"
wfo-0000451546,ver-THA-0000451546.01,phla khon (พลาขน)(General),0.0,ref-THA-0000451546,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01535,Forest Herbarium,All rights reserved,"Microcos fibrocarpa. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 38. Accessed 2021-07-31"
wfo-0000451629,ver-THA-0000451629.01,phla som (พลาส้ม)(Peninsular),0.0,ref-THA-0000451629,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01536,Forest Herbarium,All rights reserved,"Microcos laurifolia. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 39. Accessed 2021-07-31"
wfo-0000451652,ver-THA-0000451652.01,ka phla (กะผล้า)(Peninsular),0.0,ref-THA-0000451652,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01533,Forest Herbarium,All rights reserved,"Microcos paniculata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 34. Accessed 2021-07-31"
wfo-0000451652,ver-THA-0000451652.02,phlap phla (พลับพลา)(Peninsular),0.0,ref-THA-0000451652,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01533,Forest Herbarium,All rights reserved,"Microcos paniculata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 34. Accessed 2021-07-31"
wfo-0000451652,ver-THA-0000451652.03,phla (พลา)(Peninsular),0.0,ref-THA-0000451652,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01533,Forest Herbarium,All rights reserved,"Microcos paniculata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 34. Accessed 2021-07-31"
wfo-0000451652,ver-THA-0000451652.04,(chuk khuat (จุกขวด)(Peninsular),0.0,ref-THA-0000451652,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01533,Forest Herbarium,All rights reserved,"Microcos paniculata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 34. Accessed 2021-07-31"
wfo-0000451652,ver-THA-0000451652.05,ko om (ก่อออม)(Peninsular),0.0,ref-THA-0000451652,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01533,Forest Herbarium,All rights reserved,"Microcos paniculata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 34. Accessed 2021-07-31"
wfo-0000451652,ver-THA-0000451652.06,khanan (ขนาน)(Southwestern),0.0,ref-THA-0000451652,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01533,Forest Herbarium,All rights reserved,"Microcos paniculata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 34. Accessed 2021-07-31"
wfo-0000451652,ver-THA-0000451652.07,khom (คอม)(Southwestern),0.0,ref-THA-0000451652,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01533,Forest Herbarium,All rights reserved,"Microcos paniculata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 34. Accessed 2021-07-31"
wfo-0000451652,ver-THA-0000451652.08,khon som (คอนส้ม)(Southeastern),0.0,ref-THA-0000451652,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01533,Forest Herbarium,All rights reserved,"Microcos paniculata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 34. Accessed 2021-07-31"
wfo-0000451652,ver-THA-0000451652.09,lai (ลาย)(Southeastern),0.0,ref-THA-0000451652,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01533,Forest Herbarium,All rights reserved,"Microcos paniculata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 34. Accessed 2021-07-31"
wfo-0000451652,ver-THA-0000451652.10,khom (คอม)(Central),0.0,ref-THA-0000451652,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01533,Forest Herbarium,All rights reserved,"Microcos paniculata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 34. Accessed 2021-07-31"
wfo-0000451652,ver-THA-0000451652.11,lai (หลาย)(Central),0.0,ref-THA-0000451652,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01533,Forest Herbarium,All rights reserved,"Microcos paniculata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 34. Accessed 2021-07-31"
wfo-0000451652,ver-THA-0000451652.12,pha om (ผ้าอ้อม)(Eastern),0.0,ref-THA-0000451652,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01533,Forest Herbarium,All rights reserved,"Microcos paniculata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 34. Accessed 2021-07-31"
wfo-0000451652,ver-THA-0000451652.13,"ta pla (ตาปลา)(North, Northeastern)",0.0,ref-THA-0000451652,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01533,Forest Herbarium,All rights reserved,"Microcos paniculata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 34. Accessed 2021-07-31"
wfo-0000451652,ver-THA-0000451652.14,"mak khom (หมากคอม)(North, Northeastern)",0.0,ref-THA-0000451652,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01533,Forest Herbarium,All rights reserved,"Microcos paniculata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 34. Accessed 2021-07-31"
wfo-0000451652,ver-THA-0000451652.15,"khom (คอม) po kum(ปอกุ่ม)(North, Northeastern)",0.0,ref-THA-0000451652,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01533,Forest Herbarium,All rights reserved,"Microcos paniculata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 34. Accessed 2021-07-31"
wfo-0000451652,ver-THA-0000451652.16,"pha (พ่า)(North, Northeastern)",0.0,ref-THA-0000451652,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01533,Forest Herbarium,All rights reserved,"Microcos paniculata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 34. Accessed 2021-07-31"
wfo-0000451652,ver-THA-0000451652.17,"ma khom (มะคอม)(North, Northeastern)",0.0,ref-THA-0000451652,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01533,Forest Herbarium,All rights reserved,"Microcos paniculata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 34. Accessed 2021-07-31"
wfo-0000451652,ver-THA-0000451652.18,"ma kom (มะก้อม)(North, Northeastern)",0.0,ref-THA-0000451652,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01533,Forest Herbarium,All rights reserved,"Microcos paniculata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 34. Accessed 2021-07-31"
wfo-0000451652,ver-THA-0000451652.19,"hai khoi (ให้คอย)(North, Northeastern)",0.0,ref-THA-0000451652,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01533,Forest Herbarium,All rights reserved,"Microcos paniculata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 34. Accessed 2021-07-31"
wfo-0000451679,ver-THA-0000451679.01,salot lek (สลอดเล็ก)(Central),0.0,ref-THA-0000451679,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01532,Forest Herbarium,All rights reserved,"Microcos sinuata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 34. Accessed 2021-07-31"
wfo-0000451679,ver-THA-0000451679.02,som kung (ส้มกุ้ง)(Central),0.0,ref-THA-0000451679,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01532,Forest Herbarium,All rights reserved,"Microcos sinuata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 34. Accessed 2021-07-31"
wfo-0000451679,ver-THA-0000451679.03,lai khao (ลายเขา)(Southeastern),0.0,ref-THA-0000451679,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01532,Forest Herbarium,All rights reserved,"Microcos sinuata. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 34. Accessed 2021-07-31"
wfo-0000243094,ver-THA-0000243094.01,chan chamot (จันชะมด)(Chanthaburi),0.0,ref-THA-0000243094,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03533,Forest Herbarium,All rights reserved,"Microdesmis caseariifolia. Flora of Thailand. Vol. 8. Part 2, 2007. Pg. 450. Accessed 2021-07-31"
wfo-0000243094,ver-THA-0000243094.02,salot pa (สลอดป่า)(Trat),0.0,ref-THA-0000243094,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03533,Forest Herbarium,All rights reserved,"Microdesmis caseariifolia. Flora of Thailand. Vol. 8. Part 2, 2007. Pg. 450. Accessed 2021-07-31"
wfo-0000243094,ver-THA-0000243094.03,tana tua mia (ตานาตัวเมีย)(Phuket),0.0,ref-THA-0000243094,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03533,Forest Herbarium,All rights reserved,"Microdesmis caseariifolia. Flora of Thailand. Vol. 8. Part 2, 2007. Pg. 450. Accessed 2021-07-31"
wfo-0000243094,ver-THA-0000243094.04,lamduan dong (ลำดวนดง)(Phuket),0.0,ref-THA-0000243094,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03533,Forest Herbarium,All rights reserved,"Microdesmis caseariifolia. Flora of Thailand. Vol. 8. Part 2, 2007. Pg. 450. Accessed 2021-07-31"
wfo-0000243094,ver-THA-0000243094.05,mueai (เมือย)(Trang),0.0,ref-THA-0000243094,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03533,Forest Herbarium,All rights reserved,"Microdesmis caseariifolia. Flora of Thailand. Vol. 8. Part 2, 2007. Pg. 450. Accessed 2021-07-31"
wfo-0001115299,ver-THA-0001115299.01,hora khao nua (โหราเขาเนื้อ)(Central),0.0,ref-THA-0001115299,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0189,Forest Herbarium,All rights reserved,"Microlepia platyphylla. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 121–123. Accessed 2021-07-31"
wfo-0001115299,ver-THA-0001115299.02,hora phak kut (โหราผักกูด)(Central),0.0,ref-THA-0001115299,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0189,Forest Herbarium,All rights reserved,"Microlepia platyphylla. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 121–123. Accessed 2021-07-31"
wfo-0001115299,ver-THA-0001115299.03,hora khao krabu (โหราเขากระบือ)(Southwestern),0.0,ref-THA-0001115299,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0189,Forest Herbarium,All rights reserved,"Microlepia platyphylla. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 121–123. Accessed 2021-07-31"
wfo-0001107361,ver-THA-0001107361.01,kut phi (กูดผี)(Central),0.0,ref-THA-0001107361,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0186,Forest Herbarium,All rights reserved,"Microlepia speluncae. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 118–120. Accessed 2021-07-31"
wfo-0001107361,ver-THA-0001107361.02,kut yi (กูดยี)(Central),0.0,ref-THA-0001107361,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0186,Forest Herbarium,All rights reserved,"Microlepia speluncae. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 118–120. Accessed 2021-07-31"
wfo-0001107361,ver-THA-0001107361.03,hora phak kut (โหราผักกูด)(Central),0.0,ref-THA-0001107361,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0186,Forest Herbarium,All rights reserved,"Microlepia speluncae. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 118–120. Accessed 2021-07-31"
wfo-0001107361,ver-THA-0001107361.04,chon (โชน)(Southwestern),0.0,ref-THA-0001107361,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0186,Forest Herbarium,All rights reserved,"Microlepia speluncae. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 118–120. Accessed 2021-07-31"
wfo-0001107361,ver-THA-0001107361.05,neraphusi (เนระพูสี)(Peninsular),0.0,ref-THA-0001107361,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0186,Forest Herbarium,All rights reserved,"Microlepia speluncae. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 118–120. Accessed 2021-07-31"
wfo-0001125780,ver-THA-0001125780.01,kut cham (กูดฉ่ำ)(Northern),0.0,ref-THA-0001125780,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0713,Forest Herbarium,All rights reserved,"Microsorum cuspidatum. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 531. Accessed 2021-07-31"
wfo-0001115929,ver-THA-0001115929.01,ka-lo ra-wa (กาโลระวา)(Malay-Peninsular),0.0,ref-THA-0001115929,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0715,Forest Herbarium,All rights reserved,"Microsorum nigrescens. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 532–533. Accessed 2021-07-31"
wfo-0001117269,ver-THA-0001117269.01,kut hang nok kaling (กูดหางนกกะลิง)(Peninsular),0.0,ref-THA-0001117269,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0711,Forest Herbarium,All rights reserved,"Microsorum pteropus. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 529–530. Accessed 2021-07-31"
wfo-0001108698,ver-THA-0001108698.01,kraprok hang sing (กระปรอกหางสิงห์)(Southeastern),0.0,ref-THA-0001108698,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0710,Forest Herbarium,All rights reserved,"Microsorum punctatum. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 528–529. Accessed 2021-07-31"
wfo-0001108698,ver-THA-0001108698.02,prue mai (ปรือไม้)(Southwestern,0.0,ref-THA-0001108698,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0710,Forest Herbarium,All rights reserved,"Microsorum punctatum. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 528–529. Accessed 2021-07-31"
wfo-0001108698,ver-THA-0001108698.03,lin phi mai (ลิ้นผีไม้)(Peninsular),0.0,ref-THA-0001108698,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0710,Forest Herbarium,All rights reserved,"Microsorum punctatum. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 528–529. Accessed 2021-07-31"
wfo-0001108698,ver-THA-0001108698.04,hang nok wa (หางนกหว้า)(Peninsular),0.0,ref-THA-0001108698,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0710,Forest Herbarium,All rights reserved,"Microsorum punctatum. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 528–529. Accessed 2021-07-31"
wfo-0001108698,ver-THA-0001108698.05,ai-ka bu-kong ka-waeng (ไอกาบุกงกะแวง)(Malay-Peninsular),0.0,ref-THA-0001108698,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0710,Forest Herbarium,All rights reserved,"Microsorum punctatum. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 528–529. Accessed 2021-07-31"
wfo-0001115928,ver-THA-0001115928.01,kraprok bai chaek (กระปรอกใบแฉก)(Southeastern),0.0,ref-THA-0001115928,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0714,Forest Herbarium,All rights reserved,"Microsorum rubidum. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 532. Accessed 2021-07-31"
wfo-0001107365,ver-THA-0001107365.01,yai phaek (ยายแพรก)(Peninsular),0.0,ref-THA-0001107365,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0716,Forest Herbarium,All rights reserved,"Microsorum scolopendria. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 533–534. Accessed 2021-07-31"
wfo-0000243692,ver-THA-0000243692.01,soi nok (สร้อยนก)(General),0.0,ref-THA-0000243692,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03535,Forest Herbarium,All rights reserved,"Microstachys chamaelea. Flora of Thailand. Vol. 8. Part 2, 2007. Pg. 453. Accessed 2021-07-31"
wfo-0000778968,ver-THA-0000778968.01,"pip (ปีป)(Central, Southeastern)",0.0,ref-THA-0000778968,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00918,Forest Herbarium,All rights reserved,"Millingtonia hortensis. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 35. Accessed 2021-07-31"
wfo-0000778968,ver-THA-0000778968.02,kasalong (กาซะลอง)(Northern),0.0,ref-THA-0000778968,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00918,Forest Herbarium,All rights reserved,"Millingtonia hortensis. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 35. Accessed 2021-07-31"
wfo-0000778968,ver-THA-0000778968.03,katsalong (กาดสะลอง)(Northern),0.0,ref-THA-0000778968,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00918,Forest Herbarium,All rights reserved,"Millingtonia hortensis. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 35. Accessed 2021-07-31"
wfo-0000778968,ver-THA-0000778968.04,tek-tong-pho (เต็กตองโพ่)(Karen-Southwestern),0.0,ref-THA-0000778968,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00918,Forest Herbarium,All rights reserved,"Millingtonia hortensis. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 35. Accessed 2021-07-31"
wfo-0000165078,ver-THA-0000165078.01,maiyarap ton (ไมยราบต้น)(Northern),0.0,ref-THA-0000165078,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00801,Forest Herbarium,All rights reserved,"Mimosa pigra. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 151. Accessed 2021-07-31"
wfo-0000165372,ver-THA-0000165372.01,maiyarap (ไมยราบ)(Central),0.0,ref-THA-0000165372,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00803,Forest Herbarium,All rights reserved,"Mimosa pudica. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 152. Accessed 2021-07-31"
wfo-0000165372,ver-THA-0000165372.02,ra ngap (ระงับ)(Central),0.0,ref-THA-0000165372,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00803,Forest Herbarium,All rights reserved,"Mimosa pudica. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 152. Accessed 2021-07-31"
wfo-0000165372,ver-THA-0000165372.03,kratuep yot (กระทืบยอด)(Southeastern),0.0,ref-THA-0000165372,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00803,Forest Herbarium,All rights reserved,"Mimosa pudica. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 152. Accessed 2021-07-31"
wfo-0000165372,ver-THA-0000165372.04,nam ya rap (หนามหญ้าราบ)(Southeastern),0.0,ref-THA-0000165372,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00803,Forest Herbarium,All rights reserved,"Mimosa pudica. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 152. Accessed 2021-07-31"
