WFOID,identifier,vernacularName,isPreferredName,source,language,countryCode,uri,rights,license,bibliographicCitation
wfo-0000792525,ver-THA-0000792525.02,ko thai (ก่อไทย)(Northern),0.0,ref-THA-0000792525,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03883,Forest Herbarium,All rights reserved,"Castanopsis thaiensis. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 239. Accessed 2021-07-31"
wfo-0000815457,ver-THA-0000815457.01,ko khao (ก่อข้าว)(Northern),0.0,ref-THA-0000815457,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03884,Forest Herbarium,All rights reserved,"Castanopsis tribuloides. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 239. Accessed 2021-07-31"
wfo-0000815457,ver-THA-0000815457.02,ko dueai (ก่อเดือย)(Northern),0.0,ref-THA-0000815457,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03884,Forest Herbarium,All rights reserved,"Castanopsis tribuloides. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 239. Accessed 2021-07-31"
wfo-0000815457,ver-THA-0000815457.03,ko laem (ก่อแหลม)(Northern),0.0,ref-THA-0000815457,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03884,Forest Herbarium,All rights reserved,"Castanopsis tribuloides. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 239. Accessed 2021-07-31"
wfo-0000815457,ver-THA-0000815457.04,ko bai lueam (ก่อใบเลื่อม)(Northern),0.0,ref-THA-0000815457,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03884,Forest Herbarium,All rights reserved,"Castanopsis tribuloides. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 239. Accessed 2021-07-31"
wfo-0000815457,ver-THA-0000815457.05,ko nam (ก่อหนาม)(Northern),0.0,ref-THA-0000815457,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03884,Forest Herbarium,All rights reserved,"Castanopsis tribuloides. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 239. Accessed 2021-07-31"
wfo-0000815457,ver-THA-0000815457.06,ko duk (ก่อดูก)(Northern),0.0,ref-THA-0000815457,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03884,Forest Herbarium,All rights reserved,"Castanopsis tribuloides. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 239. Accessed 2021-07-31"
wfo-0000815457,ver-THA-0000815457.07,ko nuat maew (ก่อหนวดแมว)(Northeastern),0.0,ref-THA-0000815457,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03884,Forest Herbarium,All rights reserved,"Castanopsis tribuloides. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 239. Accessed 2021-07-31"
wfo-0000815457,ver-THA-0000815457.08,ko laem (ก่อแหลม)(Northeastern),0.0,ref-THA-0000815457,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03884,Forest Herbarium,All rights reserved,"Castanopsis tribuloides. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 239. Accessed 2021-07-31"
wfo-0000815457,ver-THA-0000815457.09,ko haeng (ก่อแห้ง)(Northeastern),0.0,ref-THA-0000815457,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03884,Forest Herbarium,All rights reserved,"Castanopsis tribuloides. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 239. Accessed 2021-07-31"
wfo-0000815623,ver-THA-0000815623.01,ko ban (ก่อบ้าน)(Peninsular),0.0,ref-THA-0000815623,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03885,Forest Herbarium,All rights reserved,"Castanopsis wallichii. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 241. Accessed 2021-07-31"
wfo-0000815623,ver-THA-0000815623.02,ko kin luk (ก่อกินลูก)(Peninsular),0.0,ref-THA-0000815623,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03885,Forest Herbarium,All rights reserved,"Castanopsis wallichii. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 241. Accessed 2021-07-31"
wfo-0000815623,ver-THA-0000815623.03,ko mu (ก่อหมู)(Peninsular),0.0,ref-THA-0000815623,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03885,Forest Herbarium,All rights reserved,"Castanopsis wallichii. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 241. Accessed 2021-07-31"
wfo-0000815623,ver-THA-0000815623.04,ko lung khao (ก่อหลังขาว)(Peninsular),0.0,ref-THA-0000815623,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03885,Forest Herbarium,All rights reserved,"Castanopsis wallichii. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 241. Accessed 2021-07-31"
wfo-0000815623,ver-THA-0000815623.05,ko yi (ก่อยี)(Peninsular),0.0,ref-THA-0000815623,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03885,Forest Herbarium,All rights reserved,"Castanopsis wallichii. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 241. Accessed 2021-07-31"
wfo-0000590691,ver-THA-0000590691.01,son-patiphat (สนปฏิพัทธ์)(General),0.0,ref-THA-0000590691,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00557,Forest Herbarium,All rights reserved,"Casuarina junghuhniana. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 401. Accessed 2021-07-31"
wfo-0000187712,ver-THA-0000187712.01,ma kham khaek (มะขามแขก)(Southwestern),0.0,ref-THA-0000187712,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00848,Forest Herbarium,All rights reserved,"Cathormion umbellatum. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 201. Accessed 2021-07-31"
wfo-0000187712,ver-THA-0000187712.02,"rakam pa (ระกำป่า)(Northern, Southwestern)",0.0,ref-THA-0000187712,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00848,Forest Herbarium,All rights reserved,"Cathormion umbellatum. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 201. Accessed 2021-07-31"
wfo-0000592594,ver-THA-0000592594.01,"nun (นุ่น)(General, Northern)",0.0,ref-THA-0000592594,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03685,Forest Herbarium,All rights reserved,"Ceiba pentandra. Flora of Thailand. Vol. 9. Part 1, 2005. Pg. 17. Accessed 2021-07-31"
wfo-0000592594,ver-THA-0000592594.02,"ngoa (ง้าว)(General, Northern)",0.0,ref-THA-0000592594,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03685,Forest Herbarium,All rights reserved,"Ceiba pentandra. Flora of Thailand. Vol. 9. Part 1, 2005. Pg. 17. Accessed 2021-07-31"
wfo-0000592594,ver-THA-0000592594.03,"ngiu noi (งิ้วน้อย)(General, Northern)",0.0,ref-THA-0000592594,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03685,Forest Herbarium,All rights reserved,"Ceiba pentandra. Flora of Thailand. Vol. 9. Part 1, 2005. Pg. 17. Accessed 2021-07-31"
wfo-0000592594,ver-THA-0000592594.04,"ngiu soi (งิ้วสร้อย)(General, Northern)",0.0,ref-THA-0000592594,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03685,Forest Herbarium,All rights reserved,"Ceiba pentandra. Flora of Thailand. Vol. 9. Part 1, 2005. Pg. 17. Accessed 2021-07-31"
wfo-0000592594,ver-THA-0000592594.05,"ngiu sai (งิ้วสาย)(General, Northern)",0.0,ref-THA-0000592594,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03685,Forest Herbarium,All rights reserved,"Ceiba pentandra. Flora of Thailand. Vol. 9. Part 1, 2005. Pg. 17. Accessed 2021-07-31"
wfo-0000593019,ver-THA-0000593019.01,dok dai (ดอกด้าย)(Northern),0.0,ref-THA-0000593019,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01220,Forest Herbarium,All rights reserved,"Celosia argentea. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 380. Accessed 2021-07-31"
wfo-0000593019,ver-THA-0000593019.02,dai soi (ดอกสร้อย)(Northern),0.0,ref-THA-0000593019,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01220,Forest Herbarium,All rights reserved,"Celosia argentea. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 380. Accessed 2021-07-31"
wfo-0000593019,ver-THA-0000593019.03,soi kai (สร้อยไก่)(Northern),0.0,ref-THA-0000593019,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01220,Forest Herbarium,All rights reserved,"Celosia argentea. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 380. Accessed 2021-07-31"
wfo-0000593019,ver-THA-0000593019.04,ngon kai dok klom (หงอนไก่ดอกกลม)(Central),0.0,ref-THA-0000593019,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01220,Forest Herbarium,All rights reserved,"Celosia argentea. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 380. Accessed 2021-07-31"
wfo-0000593019,ver-THA-0000593019.05,ngon kai thai (หงอนไก่ไทย)(Central),0.0,ref-THA-0000593019,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01220,Forest Herbarium,All rights reserved,"Celosia argentea. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 380. Accessed 2021-07-31"
wfo-0000593019,ver-THA-0000593019.06,ngon kai fa (หงอนไก่ฟ้า)(Central),0.0,ref-THA-0000593019,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01220,Forest Herbarium,All rights reserved,"Celosia argentea. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 380. Accessed 2021-07-31"
wfo-0000593019,ver-THA-0000593019.07,"ngon kai farang (หงอนไก่ฝรั่ง)(Central, for the “tree-like” branched variety)",0.0,ref-THA-0000593019,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01220,Forest Herbarium,All rights reserved,"Celosia argentea. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 380. Accessed 2021-07-31"
wfo-0000594096,ver-THA-0000594096.01,bua bok (บัวบก)(Central),0.0,ref-THA-0000594096,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01311,Forest Herbarium,All rights reserved,"Centella asiatica. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 447. Accessed 2021-07-31"
wfo-0000594096,ver-THA-0000594096.02,"phak nok (ผักหนอก)(Northern, Northeastern)",0.0,ref-THA-0000594096,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01311,Forest Herbarium,All rights reserved,"Centella asiatica. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 447. Accessed 2021-07-31"
wfo-0000594243,ver-THA-0000594243.01,ya khrang khon (หญ้าครั่งขน)(Northeastern),0.0,ref-THA-0000594243,TH,THA,https://botany.dnp.go.th/eflora/florainfra.html?tdcode=01199,Forest Herbarium,All rights reserved,"Centranthera cochinchinensis lutea. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 228. Accessed 2021-07-31"
wfo-0000594243,ver-THA-0000594243.02,ya hon nok khwe (หญ้าหอนนกเคว)(Northeastern),0.0,ref-THA-0000594243,TH,THA,https://botany.dnp.go.th/eflora/florainfra.html?tdcode=01199,Forest Herbarium,All rights reserved,"Centranthera cochinchinensis lutea. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 228. Accessed 2021-07-31"
wfo-0000594260,ver-THA-0000594260.01,ya dok lamphong (หญ้าดอกลำโพง)(Northeastern),0.0,ref-THA-0000594260,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01196,Forest Herbarium,All rights reserved,"Centranthera siamensis. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 227. Accessed 2021-07-31"
wfo-0000353066,ver-THA-0000353066.01,ya khon kai noi (หญ้าขนไก่น้อย)(Northeastern),0.0,ref-THA-0000353066,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00304,Forest Herbarium,All rights reserved,"Centrolepis cambodiana. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 161. Accessed 2021-07-31"
wfo-0000353066,ver-THA-0000353066.02,ya khon nok khieo (หญ้าขนนกเขียว)(Northeastern),0.0,ref-THA-0000353066,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00304,Forest Herbarium,All rights reserved,"Centrolepis cambodiana. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 161. Accessed 2021-07-31"
wfo-0001046037,ver-THA-0001046037.01,suang (สวง)(Central),0.0,ref-THA-0001046037,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01242,Forest Herbarium,All rights reserved,"Centrostachys aquatica. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 398. Accessed 2021-07-31"
wfo-0001046037,ver-THA-0001046037.02,suang na (สวงนา)(Central),0.0,ref-THA-0001046037,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01242,Forest Herbarium,All rights reserved,"Centrostachys aquatica. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 398. Accessed 2021-07-31"
wfo-0000594956,ver-THA-0000594956.01,makham pom dong(มะขามป้อมดง),0.0,ref-THA-0000594956,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00353,Forest Herbarium,All rights reserved,"Cephalotaxus griffithii. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 195. Accessed 2021-07-31"
wfo-0001107241,ver-THA-0001107241.01,kut phao (กูดเพา)(Northern),0.0,ref-THA-0001107241,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0274,Forest Herbarium,All rights reserved,"Ceratopteris thalictroides. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 184–185. Accessed 2021-07-31"
wfo-0001107241,ver-THA-0001107241.02,kha khiat nam khem (ขาเขียดน้ำเค็ม)(Southeastern),0.0,ref-THA-0001107241,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0274,Forest Herbarium,All rights reserved,"Ceratopteris thalictroides. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 184–185. Accessed 2021-07-31"
wfo-0000834469,ver-THA-0000834469.01,rak khao (รักขาว)(Chanthaburi),0.0,ref-THA-0000834469,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02192,Forest Herbarium,All rights reserved,"Cerbera manghas. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 67. Accessed 2021-07-31"
wfo-0000834469,ver-THA-0000834469.02,pakpet (ปากเป็ด)(Trat),0.0,ref-THA-0000834469,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02192,Forest Herbarium,All rights reserved,"Cerbera manghas. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 67. Accessed 2021-07-31"
wfo-0000834469,ver-THA-0000834469.03,nien nu (เนียนหนู)(Satun),0.0,ref-THA-0000834469,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02192,Forest Herbarium,All rights reserved,"Cerbera manghas. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 67. Accessed 2021-07-31"
wfo-0000834469,ver-THA-0000834469.04,thian nu (เทียนหนู)(Satun),0.0,ref-THA-0000834469,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02192,Forest Herbarium,All rights reserved,"Cerbera manghas. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 67. Accessed 2021-07-31"
wfo-0000834469,ver-THA-0000834469.05,ma-ta-ko (มะตากอ)(Malay-Narathiwat),0.0,ref-THA-0000834469,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02192,Forest Herbarium,All rights reserved,"Cerbera manghas. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 67. Accessed 2021-07-31"
wfo-0000834592,ver-THA-0000834592.01,tinpet (ตีนเป็ด)(Central),0.0,ref-THA-0000834592,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02193,Forest Herbarium,All rights reserved,"Cerbera odollam. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 67. Accessed 2021-07-31"
wfo-0000834592,ver-THA-0000834592.02,tinpet nam (ตีนเป็ดน้ำ)(Central),0.0,ref-THA-0000834592,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02193,Forest Herbarium,All rights reserved,"Cerbera odollam. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 67. Accessed 2021-07-31"
wfo-0000834592,ver-THA-0000834592.03,tinpet thale (ตีนเป็ดทะเล)(Central),0.0,ref-THA-0000834592,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02193,Forest Herbarium,All rights reserved,"Cerbera odollam. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 67. Accessed 2021-07-31"
wfo-0000834592,ver-THA-0000834592.04,sang la (สั่งลา)(Krabi),0.0,ref-THA-0000834592,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02193,Forest Herbarium,All rights reserved,"Cerbera odollam. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 67. Accessed 2021-07-31"
wfo-0000597945,ver-THA-0000597945.01,prong (โปรง),0.0,ref-THA-0000597945,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00018,Forest Herbarium,All rights reserved,"Ceriops tagal. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 11. Accessed 2021-07-31"
wfo-0000597945,ver-THA-0000597945.02,prong daeng (โปรงแดง),0.0,ref-THA-0000597945,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00018,Forest Herbarium,All rights reserved,"Ceriops tagal. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 11. Accessed 2021-07-31"
wfo-0000597945,ver-THA-0000597945.03,prong yai (โปรงใหญ่),0.0,ref-THA-0000597945,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00018,Forest Herbarium,All rights reserved,"Ceriops tagal. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 11. Accessed 2021-07-31"
wfo-0000836079,ver-THA-0000836079.01,mak khwai (หมักควาย)(Nakhon Phanom),0.0,ref-THA-0000836079,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03256,Forest Herbarium,All rights reserved,"Chaetocarpus castanocarpus. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 153. Accessed 2021-07-31"
wfo-0000836079,ver-THA-0000836079.02,khi non (ขี้หนอน)(Central),0.0,ref-THA-0000836079,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03256,Forest Herbarium,All rights reserved,"Chaetocarpus castanocarpus. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 153. Accessed 2021-07-31"
wfo-0000836079,ver-THA-0000836079.03,"samphao (สำเภา)(Central, Chon Buri)",0.0,ref-THA-0000836079,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03256,Forest Herbarium,All rights reserved,"Chaetocarpus castanocarpus. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 153. Accessed 2021-07-31"
wfo-0000836079,ver-THA-0000836079.04,chi (ชี่)(Prachin Buri),0.0,ref-THA-0000836079,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03256,Forest Herbarium,All rights reserved,"Chaetocarpus castanocarpus. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 153. Accessed 2021-07-31"
wfo-0000836079,ver-THA-0000836079.05,si (ซี่)(Prachin Buri),0.0,ref-THA-0000836079,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03256,Forest Herbarium,All rights reserved,"Chaetocarpus castanocarpus. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 153. Accessed 2021-07-31"
wfo-0000836079,ver-THA-0000836079.06,sanan (สนัน)(Trat),0.0,ref-THA-0000836079,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03256,Forest Herbarium,All rights reserved,"Chaetocarpus castanocarpus. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 153. Accessed 2021-07-31"
wfo-0000836079,ver-THA-0000836079.07,a-kang (อะกาง)(Malay-Narathiwat),0.0,ref-THA-0000836079,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03256,Forest Herbarium,All rights reserved,"Chaetocarpus castanocarpus. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 153. Accessed 2021-07-31"
wfo-0000836079,ver-THA-0000836079.08,ba-tu (บาตู)(Malay-Narathiwat),0.0,ref-THA-0000836079,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03256,Forest Herbarium,All rights reserved,"Chaetocarpus castanocarpus. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 153. Accessed 2021-07-31"
wfo-0000836079,ver-THA-0000836079.09,dang khao (ดังข้าว)(Phangnga),0.0,ref-THA-0000836079,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03256,Forest Herbarium,All rights reserved,"Chaetocarpus castanocarpus. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 153. Accessed 2021-07-31"
wfo-0000836079,ver-THA-0000836079.10,dang khao mao (ดังข้าวเม่า)(Trang),0.0,ref-THA-0000836079,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03256,Forest Herbarium,All rights reserved,"Chaetocarpus castanocarpus. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 153. Accessed 2021-07-31"
wfo-0000836079,ver-THA-0000836079.11,ma uek khang (มะอึกค่าง)(Surat Thani),0.0,ref-THA-0000836079,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03256,Forest Herbarium,All rights reserved,"Chaetocarpus castanocarpus. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 153. Accessed 2021-07-31"
wfo-0000836079,ver-THA-0000836079.12,padang khao (ปะดังขาว)(Satun),0.0,ref-THA-0000836079,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03256,Forest Herbarium,All rights reserved,"Chaetocarpus castanocarpus. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 153. Accessed 2021-07-31"
wfo-0000836079,ver-THA-0000836079.13,khi non khao (ขี้หนอนขาว)(Peninsular),0.0,ref-THA-0000836079,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03256,Forest Herbarium,All rights reserved,"Chaetocarpus castanocarpus. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 153. Accessed 2021-07-31"
wfo-0000599823,ver-THA-0000599823.01,sen (เสน)(Eastern),0.0,ref-THA-0000599823,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01019,Forest Herbarium,All rights reserved,"Champereia manillana. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 94. Accessed 2021-07-31"
wfo-0000599823,ver-THA-0000599823.02,"phak wan (ผักหวาน)(Southeastern, Peninsular)",0.0,ref-THA-0000599823,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01019,Forest Herbarium,All rights reserved,"Champereia manillana. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 94. Accessed 2021-07-31"
wfo-0000599823,ver-THA-0000599823.03,phak wan pa (ผักหวานป่า)(Southeastern),0.0,ref-THA-0000599823,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01019,Forest Herbarium,All rights reserved,"Champereia manillana. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 94. Accessed 2021-07-31"
wfo-0000599823,ver-THA-0000599823.04,phak puem (ผักปึม)(Peninsular),0.0,ref-THA-0000599823,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01019,Forest Herbarium,All rights reserved,"Champereia manillana. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 94. Accessed 2021-07-31"
wfo-0000599823,ver-THA-0000599823.05,puk pa (ปุกป่า)(Peninsular),0.0,ref-THA-0000599823,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01019,Forest Herbarium,All rights reserved,"Champereia manillana. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 94. Accessed 2021-07-31"
wfo-0001118134,ver-THA-0001118134.01,kachot khai (กะฉอดไข่)(Southeastern),0.0,ref-THA-0001118134,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0299,Forest Herbarium,All rights reserved,"Cheilanthes belangeri. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 202–203. Accessed 2021-07-31"
wfo-0001118134,ver-THA-0001118134.02,kut ngot (กูดหงอด)(Northern),0.0,ref-THA-0001118134,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0299,Forest Herbarium,All rights reserved,"Cheilanthes belangeri. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 202–203. Accessed 2021-07-31"
wfo-0001107933,ver-THA-0001107933.01,kut ngoen (กูดเงิน)(Northern),0.0,ref-THA-0001107933,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0301,Forest Herbarium,All rights reserved,"Cheilanthes farinosa. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 203–204. Accessed 2021-07-31"
wfo-0001115235,ver-THA-0001115235.01,chon phi (โชนผี)(Peninsular),0.0,ref-THA-0001115235,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0298,Forest Herbarium,All rights reserved,"Cheilanthes tenuifolia. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 201–202. Accessed 2021-07-31"
wfo-0001117301,ver-THA-0001117301.01,bua chaek (บัวแฉก)(Peninsular),0.0,ref-THA-0001117301,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0656,Forest Herbarium,All rights reserved,"Cheiropleuria bicuspis. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 484–485. Accessed 2021-07-31"
wfo-0000843313,ver-THA-0000843313.01,kop nang (กอบนาง)(Nakhon Si Thammarat),0.0,ref-THA-0000843313,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02145,Forest Herbarium,All rights reserved,"Chilocarpus costatus. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 26. Accessed 2021-07-31"
wfo-0000843313,ver-THA-0000843313.02,yan kop nang (ย่านกอบนาง)(Nakhon Si Thammarat),0.0,ref-THA-0000843313,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02145,Forest Herbarium,All rights reserved,"Chilocarpus costatus. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 26. Accessed 2021-07-31"
wfo-0000843376,ver-THA-0000843376.01,yan plong thong (ย่านปล้องทอง)(Phangnga),0.0,ref-THA-0000843376,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02146,Forest Herbarium,All rights reserved,"Chilocarpus denudatus. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 27. Accessed 2021-07-31"
wfo-0000830094,ver-THA-0000830094.01,ket san(เก็ดส้าน),0.0,ref-THA-0000830094,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02436,Forest Herbarium,All rights reserved,"Chionanthus eriorachis. Flora of Thailand. Vol. 7. Part 2, 2000. Pg. 291. Accessed 2021-07-31"
