"wfo_id","description","type","BibliographicCitation","URL","licence","provider"
"wfo-1200001482","Fruit not peeling an outer layer before splitting. Flower bud scales (sterile bracts or perulae) fringed with simple white hairs. Filaments with hairs in the middle part, glabrous both distally and proximally. Anthers extrorse or apical. Flowers small, less than 15mm long, campanulate, usually broader than long and with the lobes about the same length as or longer than the tube. Style–ovary junction abrupt. Scales mostly disc-shaped with a large swollen centre and narrow flange. Scales well spaced with the lower epidermis of the leaf clearly visible between them.","Morphology","Argent G. 2015, Rhododendrons subgen. Vireya 2nd edn.","https://research-scotland.ac.uk/items/235dc3cf-47be-44c3-9438-fb1803f4141f#:~:text=https%3A//hdl.handle.net/20.500.12594/1547","CC0 1.0 Universal (CC0 1.0)","Royal Botanic Garden Edinburgh"
"wfo-1200001388","Epiphytic, much-branched shrub to 3m. Twigs smooth, older rounded and often whitish, tips sub-angular or flattened and densely brown-scaly; internodes 1.5–12cm. Leaves 3–6 together in tight pseudowhorls. Blade 25–60 × 15–25mm, obovate; apex broadly obtuse or rounded; margin entire, very slightly revolute; base tapering, scaly on both sides initially, glabrescent above, sub-densely and persistently scaly beneath. Scales thin, irregularly and shallowly dentate or lobed at the margin; centre slightly impressed, sub-revolute. Mid-vein narrowly and shallowly impressed above in the proximal 2/3, broadly and shallowly prominent beneath in the proximal ½, distally smooth; lateral veins 3–5 per side, indistinct on both sides, reticulation obscure. Petiole 3–8 × 1–2mm, weakly to distinctly grooved above, scaly.Flower buds to 10 × 6mm, ellipsoid to slightly obovoid, smooth in outline with all except the very basal bracts appressed, brownish-green, with a few scales outside. Bracts triangular at the base passing to broadly rounded, concave, the apex retuse often with a minute point, brown-scaly along the central line towards the apex, the margin entire but fringed with scales in the apical part. Bracteoles to 6mm, filiform, glabrous. Flowers 3–7 in a loose, open umbel, held semi-erect to half-hanging. Pedicels 10–22 × c.1.5mm, laxly brown-scaly, without hairs. Calyx 3–4mm in diameter, green, disc-shaped. Corolla 35–42 × 25–35mm, tubular-trumpet-shaped, white, faintly scented; tube 25–35 × 5–9 × 6–7mm, cylindrical, straight or very slightly curved, densely scaly outside, laxly papillose hairy in the proximal ½ inside; lobes 10–12 × 9–10mm, broadly elliptic, obovate or rounded, spreading to weakly reflexed, overlapping c.halfway, scaly outside, glabrous inside. Stamens at first exserted to 7mm in a group centrally, or slightly deflected to the lower side of the mouth, later the filaments curving and the anthers irregularly spreading back against the corolla lobes, weakly dimorphic; filaments filiform, shortly hairy in the lower 2/3; anthers c.1.5mm, oblong, base obtuse. Disc low, glabrous or densely hairy on the upper margin. Ovary c.6 × 1.5mm, sub-cylindrical, slightly 5-ribbed, densely scaly, the scales thick and sub-entire, also very shortly patently or with distally directed hairs, gradually tapering distally; style 35–40mm, scaly and hairy in the proximal part, then hairy or scaly and finally glabrous distally; stigma c.2mm in diameter, at the mouth when the flower opens, becoming exserted to 7mm as the flower ages. Fruit 40–45 × c.3mm, cylindrical, slender, curved, tapering apically, 5-ribbed, densely brown-scaly and shortly hairy.","Morphology","Argent G. 2015, Rhododendrons subgen. Vireya 2nd edn.","https://research-scotland.ac.uk/items/235dc3cf-47be-44c3-9438-fb1803f4141f#:~:text=https%3A//hdl.handle.net/20.500.12594/1547","CC0 1.0 Universal (CC0 1.0)","Royal Botanic Garden Edinburgh"
"wfo-0001250632","Shrub to 1m. Twigs green, with moderately dense brown scales set on persistent stalks, rough with stalks after the scales have fallen. Leaves spirally arranged along the twigs, although rapid extension growth may look bare with only small cataphylls which quickly fall. Blade 7–30 x 3–13mm, obovate-spathulate or elliptic, glossy dark green above, dull and paler below; apex obtuse or retuse but with a conspicuous mucronate gland; margin narrowly cartilaginous, entire, flat or slightly revolute; base narrowly attenuate; moderately to sparsely scaly, the scales set in shallow depressions, glabrescent above, persistently scaly beneath. Scales circular, with narrow marginal zones and variably developed centres. Mid-vein impressed above, broadly and shallowly raised below; lateral veins obscure. Petiole c.1–3 x 1mm, not clearly demarcated from the blade, grooved above, scaly, especially beneath. Flower buds to 5 x 4mm, ovoid, green passing to pale brown, smooth except for the slightly spreading tips of the lowest bracts. Bracts ovate, acutely pointed, scaly outside near the midline and apex and densely fringed with long white hairs, glabrous inside, often persisting around the base of the pedicels until fruiting. Bracteoles 6–7 x 0.75–1.25mm, with a few scales outside distally, long marginal hairs at the apex, much shorter ones on the sides. Flowers solitary, occasionally 2 or 3 together held horizontally or semi-erect. Pedicels 12–20 x c.1mm, scaly. Calyx lobes 2–3 x c.1.5mm, elongate-ovate to sub-rounded, scaly outside and fringed with scales on the margins. Corolla c.8 x 6mm, white or flushed pink; tube c.4 x 3 x 4mm, broadly cylindrical, scaly outside, glabrous inside; lobes c.4 x 3mm, round or obovate, wide-spreading, not overlapping when fully open, glabrous or with a few scales outside. Stamens exserted to c.5mm; filaments densely long-hairy in the upper 23 to a level with the base of the anthers, but then glabrous; anthers c.2.5 x 1.5mm, pink. Disc glabrous. Ovary c.2 x 1mm, densely scaly but without simple hairs; style c.2.5mm, glabrous, expanded upwards, club-shaped. Fruit 20–25 x c.5mm, sometimes reported as bright red, spindle-shaped, the valves recurving. Seeds 10–15mm, without tails c.1mm, the longest tail 7mm.","Morphology","Argent G. 2015, Rhododendrons subgen. Vireya 2nd edn.","https://research-scotland.ac.uk/items/235dc3cf-47be-44c3-9438-fb1803f4141f#:~:text=https%3A//hdl.handle.net/20.500.12594/1547","CC0 1.0 Universal (CC0 1.0)","Royal Botanic Garden Edinburgh"
"wfo-0000405404","Shrub to 1.5m. Twigs slender, spreading, rounded, rough, densely white-scaly, quickly glabrescent; internodes 3–8.5cm with 1–2 deciduous scale leaves. Leaves in tight pseudowhorls of 5–9. Blade 15–30 x 5–12mm, elliptic to obovate, sub-sessile; apex acute to sub-obtuse, shortly apiculate; margin entire, cartilaginous, recurved when dry; base tapering; densely scaly above at first but quickly glabrescent, dark green; below sparsely brown-scaly, pale green. Scales circular or sub-circular, moderately dense, with a broad marginal zone and small centre. Mid-vein prominent, impressed above, raised beneath; lateral veins 3–4 per side, impressed above, obscure beneath. Petiole 2–3 x c.1.5mm, grooved above, sparsely scaly. Bud to 10 x 8mm, green, smooth, sub-spherical. Bracts to 5–8 x 3–6mm, outer ovate mucronate, inner larger, sub-hemispherical, deeply concave, cuspidate, shortly and irregularly ciliate along the margins and sometimes with a few scales. Bracteoles c.10.5 x 0.6mm, subulate with long stalked brown scales around the margins. Inflorescence a 2–6-flowered umbel. Pedicels 10–20mm, slender, slightly curved, densely silvery scaly. Calyx of low triangular lobes to 1 x 1.5mm, densely pale brown scaly outside and with a fringe of scales. Corolla c.10 x 15–25mm, campanulate, white, fleshy; tube 3.5–8 x c.4 x c.8mm, sparsely scaly outside, hairy inside in a broad band just above the base; lobes 6–8 x 5–8mm, sparsely scaly outside, rounded or broadly oblong, sub-acute, or obtuse, erect gradually becoming reflexed. Stamens c.12mm, slightly dimorphic, exserted to 7mm; filaments white, hairy in the middle; anthers c.2.5mm, oblong, cream with brown margins to the pores. Disc circular, 10-lobed, glabrous. Ovaryc.5 x 2.5mm, ovoid, 5-ridged, densely scaly; style c.5mm, thick, bent to the lower side of the flower, glabrous, slightly enlarged upwards, often becoming deciduous later; stigma truncate. Fruit 20–27 x 4–5mm, straight, spindle-shaped with persistent brown scales; splitting without peeling an irregular layer but the outer layer sometimes separating after the capsule has split; valves opening to a wide angle and the placentae opening lantern-like. Seeds to 11mm, without tails 1.2mm, the longest tail 5.5mm, the tails extremely slender, filiform and flexuous.","Morphology","Argent G. 2015, Rhododendrons subgen. Vireya 2nd edn.","https://research-scotland.ac.uk/items/235dc3cf-47be-44c3-9438-fb1803f4141f#:~:text=https%3A//hdl.handle.net/20.500.12594/1547","CC0 1.0 Universal (CC0 1.0)","Royal Botanic Garden Edinburgh"
"wfo-0001250631","Small shrub. Twigs reddish, densely covered with rounded scales on stalks later rough with the persistent scale stalks and when dry, the surface rugulose. Leaves in loose to moderately compact pseudowhorls of 4–8 together. Blade 16–22 x 7–10mm, broadly spathulate to elliptic; apex rounded to slightly emarginate with a shortly protruding, mucronate gland; margin recurved especially proximally; base tapering or narrowly tapering, somewhat decurrent; upper surface sparsely scaly, the scales not impressed and the surface becoming glabrescent; below moderately to sparsely and persistently scaly. Scales round and impressed with broad swollen centres and narrow flanges. Mid-vein impressed above and raised below throughout its length; lateral veins 1–2 per side, narrowly impressed above, and weakly raised below, in smaller leaves totally obscure. Petiole 1.5–2 x c.1mm, scaly. Outer bracts subulate, scaly outside, fringed with hairs and with a few hairs inside near the apex, inner bracts ovate scaly outside, fringed with short hairs, glabrous inside. Bracteoles sub-linear, becoming broader distally, fringed with hairs, the truncate apices especially fringed with long white hairs. Inflorescence 3-flowered. Pedicels 10–20 x c.1mm, densely to sparsely scaly. Calyx 2.5–3 x 1.5–2mm, lobes broadly elliptic, scaly outside and with scales on the margin whose stalks give the lobes an irregular edge. Corolla c.7 x 5mm, pale pink; tube c.5 x 4 x 5mm, densely scaly outside, glabrous inside; lobes c.3 x 2.5mm, with a few scales outside in the basal ½. Stamens exserted, with long hairs in the middle part of the filaments; anthers 1.5mm, orange in colour. Ovary c.3 x 1.75mm, densely scaly but without simple hairs; style c.3mm, glabrous. Fruit c.25mm. Seeds small with tails.","Morphology","Argent G. 2015, Rhododendrons subgen. Vireya 2nd edn.","https://research-scotland.ac.uk/items/235dc3cf-47be-44c3-9438-fb1803f4141f#:~:text=https%3A//hdl.handle.net/20.500.12594/1547","CC0 1.0 Universal (CC0 1.0)","Royal Botanic Garden Edinburgh"
"wfo-0000400684","Shrub to 2m. Twigs 1–2mm in diameter, with stalked scales, conspicuously rough with persistent protruding scale bases after the scales have fallen; internodes 2–10cm. Leaves 4–7 together in tight pseudowhorls. Blade 20–30 x 8–16mm, obovate to spathulate; apex emarginate or rounded, with a small protruding mucronate gland; margin entire, revolute especially in the basal ½; base narrowly tapering; upper surface green, glabrescent, lower surface sparsely covered with scales, paler green. Scales sub-circular, brown or translucent, mostly pale, variable in size and slightly impressed. Mid-vein impressed above and raised beneath; lateral veins 1–4 per side, impressed above and strongly and conspicuously raised beneath. Petiole 2–4 x 1–1.5mm, grooved above, rounded below, brown scaly and very shortly hairy above. Flower buds to 8 x 3mm, green becoming pale brown, the bracts with a few scales mainly outside and fringed with white hairs, glabrous inside. Bracteoles to 5mm, slender, glabrous except for a few hairs near the apex. Pedicels 15–25 x c.1mm, green, moderately to densely scaly. Inflorescence of solitary, or paired, flowers, these held semi-erect, horizontal to half-hanging. Calyx green, densely scaly; lobes c.1 x 1.5mm, rounded or triangular. Corolla c.12 x 12mm (dry!), orange, or yellow, moderately densely scaly outside, and with long patent white hairs just below the mouth inside; lobes probably reflexed but semi-erect in dry specimens, overlapping up to 23. Stamens arranged all round the mouth, dimorphic, the long filaments hairy towards the base only, the short ones along their entire length and protruding up to 5mm. Disc green, mainly glabrous, but with just a few hairs on the upper side. Ovary green, densely covered in scales and moderately densely hairy; style c.5 x 1mm, deflexed, glabrous. Fruit c.20 x 5mm, green passing to brown, cylindrical with longitudinal grooves and a persistent deflexed style; valves splitting to the base and curving backwards, straight, not twisting, placentae becoming detached from the base of the central column. Seeds reported to be tailed (not seen).","Morphology","Argent G. 2015, Rhododendrons subgen. Vireya 2nd edn.","https://research-scotland.ac.uk/items/235dc3cf-47be-44c3-9438-fb1803f4141f#:~:text=https%3A//hdl.handle.net/20.500.12594/1547","CC0 1.0 Universal (CC0 1.0)","Royal Botanic Garden Edinburgh"
"wfo-0001228141","Shrub to 60cm. Twigs rounded, rough, scaly and densely papillose with scale bases. Leaves 3–4 together in pseudowhorls. Blade 14–20 x 8–10mm, spathulate-obovate; apex emarginate, apiculate with a small protruding gland; margin conspicuously recurved; base tapering; upper surface yellowish-green, lower paler, sparsely scaly. Mid-vein conspicuous; laterals veins 3–4 per side, just visible above, inconspicuous below. Petiole to 3mm. Inflorescence terminal, 1-flowered. Pedicels 10–15mm, slender, shortly hairy and scaly. Calyx shortly hairy and sparsely scaly, 5-lobed, the lobes rounded, to 1.2 x 1mm, sparsely bristly-ciliate. Corolla 10–12 x c.14mm, broadly campanulate, yellow; tube sparsely scaly outside; lobes 6–7.5mm, ovate-spathulate, spotted with red. Stamens 8–10mm, the filaments hairy about the middle. Ovary to 2.2mm, shortly cylindrical, densely hairy and scaly; style c.5mm, bent downwards; stigma depressed-rounded to broadly 5-lobed. Fruit 9–12mm, oblong, scaly and hairy.","Morphology","Argent G. 2015, Rhododendrons subgen. Vireya 2nd edn.","https://research-scotland.ac.uk/items/235dc3cf-47be-44c3-9438-fb1803f4141f#:~:text=https%3A//hdl.handle.net/20.500.12594/1547","CC0 1.0 Universal (CC0 1.0)","Royal Botanic Garden Edinburgh"
"wfo-1200001339","Shrub to 2m. Twigs 1–2mm in diameter, green, with stalked scales, conspicuously rough with the persistent protruding scale bases; internodes 1–4cm. Leaves 4–7 together in tight pseudowhorls. Blade 12–40 x 5–25mm, broadly elliptic to obovate; apex emarginate or rounded, with a small protruding mucronate gland; margin entire, slightly revolute; base narrowly tapering; upper surface green, glabrescent, lower surface sparsely covered with scales, pale green. Scales sub-circular, brown or translucent, mostly pale, variable in size and slightly impressed. Mid-vein impressed above and raised beneath, lateral veins 2–4 per side, weakly impressed above and raised beneath or obscure in smaller leaves. Petiole 2–4mm, grooved above, rounded below, brown scaly and very shortly hairy above. Flower buds 6–8 x 3–4mm, green becoming pale brown, ovate, smooth with broadly acute points. Bracts minutely shortly hairy outside and fringed with longer white hairs, glabrous inside. Bracteoles 1.5mm, filiform with a few white hairs, withering quickly. Pedicels 15–25 x c.1mm, green, moderately to densely scaly from an uneven surface. Inflorescence of solitary, or paired, flowers, semi-erect, horizontal to half-hanging. Flowers 6–8 x 16–22mm, campanulate. Calyx green, densely scaly, wavy to distinctly lobed with rounded or weakly triangular lobes to 3mm. Corolla yellow; tube 4–5 x 4–5 x 4–5mm, moderately densely scaly outside with inconspicuous translucent scales, and with long patent white hairs just below the mouth inside; lobes 6–8 x 5–7mm, the three upper patterned with rows of faint orange-brown spots on the inner side and with a few translucent scales outside, reflexed to the horizontal or a little beyond, overlapping up to 13. Stamens arranged all round the mouth but with a gap on the lower side where the style is placed, irregularly dimorphic and exserted to 5mm; filaments yellow, tapering to the base in the lower 13 and also upwards for about 23, with long patent white hairs in the middle part; anthers 2–2.5 x c.1mm, brown. Disc green, glabrous. Ovary 2.8 x 2.2mm, green, densely covered in silvery scales. Fruit 12–16 x 4–5mm, the pedicel turning to place them erect, green passing to brown, cylindrical with longitudinal grooves and a persistent deflexed style; valves splitting to the base and curving backwards, straight, not twisting, the placentae remaining firmly adherent to the central column. Seeds 4–4.7mm, bright orange-brown, without tails 1.2–1.9mm, the longest tail 1.2–1.5mm, tails mostly straight, sometimes a little crimped usually at just one end.","Morphology","Argent G. 2015, Rhododendrons subgen. Vireya 2nd edn.","https://research-scotland.ac.uk/items/235dc3cf-47be-44c3-9438-fb1803f4141f#:~:text=https%3A//hdl.handle.net/20.500.12594/1547","CC0 1.0 Universal (CC0 1.0)","Royal Botanic Garden Edinburgh"
"wfo-0001231548","Differing chiefly in that the ovary is both hairy and scaly. The calyx lobes are also well developed, 1.8 x 2mm, with scales along the margins of the lobes. Seeds 2.5–3mm, without tails c.1mm, the longest tail 1.2mm.","Morphology","Argent G. 2015, Rhododendrons subgen. Vireya 2nd edn.","https://research-scotland.ac.uk/items/235dc3cf-47be-44c3-9438-fb1803f4141f#:~:text=https%3A//hdl.handle.net/20.500.12594/1547","CC0 1.0 Universal (CC0 1.0)","Royal Botanic Garden Edinburgh"
"wfo-0000405481","Shrub. Twigs rounded, c.2mm in diameter, smooth, laxly covered with rounded, sessile scales, older parts glabrescent. Leaves arranged up to 5 together in pseudowhorls, very variable. Blade 25–45 x 10–20mm, obovate; apex rounded to minutely emarginate and with a small apical gland; margin very slightly revolute; base narrowly tapering and partly decurrent; above dark green becoming glabrescent, below paler and laxly scaly. Mid-vein distinct, impressed above and raised below; lateral veins 2–3 per side, curved, impressed above, slightly raised beneath. Petiole 3–5 x 1.5–2mm, flattened.Bracts to 10 x 5mm, the outer shortly ovate and obtuse, long-hairy outside, with the margin densely white ciliate; the inner narrowly ovate with longer sub-acuminate apices. Inflorescence of solitary flowers or rarely in pairs. Pedicels densely scaly, without simple hairs, at flowering 15–20mm. Calyx c.3mm in diameter, oblique, with obtuse lobes to 1mm, frequently indistinct. Corollac.14mm long, colour not recorded but presumably yellow, tubular-campanulate; tube c.8 x 4mm, shortly cylindrical, outside densely scaly, inside white-hairy; lobes 6–7 x c.4mm, spreading, obovate, outside laxly scaly, inside glabrous. Stamens dimorphic, 8 and 10mm long; filaments linear, flattened, at the base glabrous, in the middle part white-hairy, the upper part glabrous; anthers c.3 x 0.7mm. Disc glabrous. Ovary c.5 x 2.5mm, conical, strongly contracted distally, densely scaly; style columnar, club-shaped above, glabrous; stigma truncate, rounded. Fruit (immature) c.17 x 3mm, with a thick persistent glabrous 5–6mm style.","Morphology","Argent G. 2015, Rhododendrons subgen. Vireya 2nd edn.","https://research-scotland.ac.uk/items/235dc3cf-47be-44c3-9438-fb1803f4141f#:~:text=https%3A//hdl.handle.net/20.500.12594/1547","CC0 1.0 Universal (CC0 1.0)","Royal Botanic Garden Edinburgh"
