WFOID,vernacularName,identifier,isPreferredName,source,language,countryCode,uri,bibliographicCitation,rights,license
wfo-0000812678,ko dueai (ก่อเดือย)(Northern),ver-THA-0000812678.01,0.0,ref-THA-0000812678,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03853,"Castanopsis acuminatissima. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 185. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000812678,ko nam (ก่อหนาม)(Northern),ver-THA-0000812678.02,0.0,ref-THA-0000812678,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03853,"Castanopsis acuminatissima. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 185. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000812678,ko laem (ก่อแหลม)(Northern),ver-THA-0000812678.03,0.0,ref-THA-0000812678,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03853,"Castanopsis acuminatissima. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 185. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000812678,ko it (ก่ออิด)(Northeastern),ver-THA-0000812678.04,0.0,ref-THA-0000812678,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03853,"Castanopsis acuminatissima. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 185. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000812678,ko mat (ก่อหมัด)(Northeastern),ver-THA-0000812678.05,0.0,ref-THA-0000812678,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03853,"Castanopsis acuminatissima. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 185. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000812678,ko daeng (ก่อแดง)(Northeastern),ver-THA-0000812678.06,0.0,ref-THA-0000812678,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03853,"Castanopsis acuminatissima. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 185. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000812678,ko kin nuai (ก่อกินหน่วย)(Eastern),ver-THA-0000812678.07,0.0,ref-THA-0000812678,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03853,"Castanopsis acuminatissima. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 185. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000812715,ko paen (ก่อแป้น)(Northern),ver-THA-0000812715.01,0.0,ref-THA-0000812715,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03854,"Castanopsis argentea. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 187. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000812715,ko rang (ก่อรั้ง)(Northeastern),ver-THA-0000812715.02,0.0,ref-THA-0000812715,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03854,"Castanopsis argentea. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 187. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000812715,ko khao (ก่อขาว)(Peninsular),ver-THA-0000812715.03,0.0,ref-THA-0000812715,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03854,"Castanopsis argentea. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 187. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000812715,ko krang (ก่อกรัง)(Peninsular),ver-THA-0000812715.04,0.0,ref-THA-0000812715,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03854,"Castanopsis argentea. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 187. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000812715,ko paen (ก่อแป้น)(Peninsular),ver-THA-0000812715.05,0.0,ref-THA-0000812715,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03854,"Castanopsis argentea. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 187. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000812715,ko khao (ก่อเขา)(Peninsular),ver-THA-0000812715.06,0.0,ref-THA-0000812715,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03854,"Castanopsis argentea. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 187. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000812734,ko yum (ก่อหยุม)(Northern),ver-THA-0000812734.01,0.0,ref-THA-0000812734,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03855,"Castanopsis argyrophylla. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 189. Accessed 2021-07-31",Forest Herbarium,All rights reserved
wfo-0000812734,ko hua lok (ก่อหัวลอก)(Northern),ver-THA-0000812734.02,0.0,ref-THA-0000812734,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03855,"Castanopsis argyrophylla. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 189. Accessed 2021-07-31",Forest Herbarium,All rights reserved
