taxonID,vernacularName,language,languageName,rightsHolder,license
wfo-0001077627,moganyandja,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001077627,nsa,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001077627,tshishushulo,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320115,alirikingi,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320115,kanyerekiru,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000568358,likele,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000568358,buma,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000568358,bosongo,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000568358,ebundu,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000568358,longo fuma,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000560740,akoke atotingo,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000560740,akoke,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000318727,kikulu,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000318727,kpwokpwo,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000318727,musaombo somba,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000318727,nsasi,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000318733,dipoki,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000318733,mulolo,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000318733,musombo,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000318731,sengele,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000031264,akenyamata,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000074721,umusyigura,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000074721,kolokoso,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000085247,mululundja,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000085247,molanga,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000085247,nlulu,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001218733,"Ananas, Pain de sucre (fr.) ; Pineapple (angl.) ; Ananas (allem.) ; Ananá, Piña tropical (esp.).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000588009,"Papayer, Arbre de melon (fr.) ; Papaya, Pawpaw, Tree melon (angl.) ; Mellonenbaume (allem.) ; Papayi (swahili) ; Bukonde (dial. tshiluba) ; Umupapayi (dial. kinyarwanda, kirundi) ; Payipayi (dial. lingala, tshiluba, turumbu).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000751874,"Papayer, Arbre de melon (fr.) ; Papaya, Pawpaw, Tree melon (angl.) ; Mellonenbaume (allem.) ; Papayi (swahili) ; Bukonde (dial. tshiluba) ; Umupapayi (dial. kinyarwanda, kirundi) ; Payipayi (dial. lingala, tshiluba, turumbu).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-4000009467,"gingembre spirale, gingembre spiralé (fr.) ; bush cane, ginger lily, spiral ginger (angl.).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001347681,nteba (en kinyanga).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000362989,"bokako (en turumbu) ; bokaako (en turumbu) ; gagago (en babua, malebimo) ; kako (en turumbu) ; matsanga lavu (en kikongo) ; nkuisa (en kiyumbe).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-4000014833,"gingembre spirale, gingembre spiralé (fr.) ; bush cane, ginger lily, spiral ginger (angl.).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000424772,"Kanoti grass (angl.). Itaola moke, Itaola na mai, Itola (dial. lokundu) ; Kekemu, Kotikoti, Panzi libamba (dial. kiyumbe) ; Likolekole (dial. turumbu).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000675737,"Red hot poker, Torch lily (angl.) ; Umwangange (dial. kinyarwanda).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000675253,"Ireke, Milembera (dial. kinyarwanda), Kirundi (dial. kirundi).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000762276,"Bushy bulbine (angl.) ; Ikinyaamunyo (dial. baniambo), Lundikiki (dial. kaluba).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-4000003280,Asperge (fr.) ; Asparagus (angl.).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000631590,Tsingenge (dial. bashi).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000634415,Umushabishabi (dial. kinyarwanda).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000632591,"Asperge sauvage, Asperge rampante, Piège de l’hyène (fr.) ; Wild asparagus (angl.) ; Mukasakata (dial. kirundi), Umushabishabi (dial. kinyarwanda).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000631275,"Asperge sauvage, Asperge rampante, Piège de l’hyène (fr.) ; Wild asparagus (angl.) ; Balakuli (dial. azande), Kaguna (dial. kinzande), Umushabishabi (dial. kirundi).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000754119,"Agave d’Amérique (fr.) ; American agave, American aloe, Century plant (angl.).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001257076,"Sisal, Langue de bœuf, Pite sisal (fr.) ; Hemp plant, Sisal, Sisal agave, Sisal hemp (angl.) ; Mkatani, Mkatani mkonge (swahili).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000768263,"Aloès créole, Aloès malgache, Aloès vert, Chanvre de Maurice, Fourcroya (fr.) ; Giant cabuya, Green aloe, Mauritius hemp (angl.).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000289047,"boila la ngema, lilombo (en turumbu) ; embae (en babua) ; kiala kumbi (à Luki) ; yasala (en ngwaka).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001362988,"apengenge, mane (en kibila) ; bukambala, ikoyi (en kitembo) ; kalongo, katimafuta, nkindisabatwa, sabatwa (en kirega) ; umutovu, urugoramure (en kinyarwanda).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000925778,"kangate (en lontumba ?) ; ngala katschi, tshipetapeta (en tshiluba) ; tsania (en kiumbe).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000925777,faux-quinquina (fr.) ; bakanburu (à La Kulu) ; yato (en ngwaka).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000860414,"quinquina jaune, quinquina calisaya (fr.) ; crown cinchona, yellow cinchona (angl.) ; cascarilla, quina (esp.) ; ikinini (en kinyarwanda, en kirundi).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000862489,"arbre à quinine, quinquina rouge (fr.) ; quinine tree, red cinchona (angl.) ; ikinini (en kinyarwanda, en kirundi).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-4000028348,"bolombo (à Yangambi), inaolo a agwondia, inaolo a efufuko, inaolo a oliti, sunukalaka mbolu (en turumbu).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000265054,"akpokpodea, akpokpotia (en babua) ; alambila (à Basoko) ; sangale, songali (en ngwaka) ; likamba, lilamba, lilamba lilibande (en turumbu).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000336332,"bompempetchwa, issesseke, nia kendu (en kundu) ; botele bo kikereke, botele bo lokonda, botele bo lowe, inaolo a botele (en turumbu) ; indjale (en lingala) ; lofetjo (riv. Ikilemba) ; wampezo (en bangala).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000265043,n’kakala (en kiyumbe).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000265022,"asuhole, kankulankula (en kirega) ; bonga (en kinyanga) ; lumonzo (en kiluba).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000227191,chenche (en kirundi).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001387084,kanyamamfundo (en kinyaruanda).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000226921,tcheyi (au Burundi).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000313630,"urucyemba-gupfwa, urukarambu, urukembagufa (au Rwanda) ; mukembanfa (en kihunde).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001335292,fondolo (à Kisebula-Panzi) ; kikosa (en kiluba) ; nkongi nkongi (en kikongo).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000220564,"cat’s claw (angl.) ; fila, talalo (dans l’Upemba) ; ikikosa, tshikosa (en kibemba) ; talala (à Ankoro) ; zelala (à Mupanga).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000934091,"djusa, dzudza, yadassu (en kilur) ; santchu, sotchu (en kilendu).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000911262,"gitingwa, gitinwa, kitungwa (en kinyarwanda) ; mutingwa (en kihunde).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-1000061635,kabulubu (au Katanga).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000298138,mulyanzwebe (en kindande) ; n’gyé (en kilendu) ; umukuzunyana (en kinyaruanda).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000298132,gbakanda (dans la Garamba).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001297776,dungu (au Shaba).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001297695,kalembula (en kibembe)?; ndokili (en zande).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001296676,"liseron bleu, volubilis (fr.)?; common morning glory (angl.)?; muhulula (en mashi).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001297295,"blue dawn morning-glory, ocean-blue morning-glory (angl.).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000156560,ndokili (en zande).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001296667,"dohri, ndekile, ndokeli, ndokilipia (en zande)?; n’zia dianga (au Bas-Congo)?; sengelenge pembe (en babua)?; umushishuilo, umushikura (en kirundi).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000156811,katumba tumba (à Kisanga).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001297862,"ndokili (en zande)?; nzia nseke (à Luki)?; umurandagashi, umunyereza, umuzenga (en kinyarwanda).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001298682,dikaka di nkombo (en kiyaka)?; kantumbatumba (en tshiluba)?; katanda (à Kasai).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001426113,ndokili (en zande).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001297771,"bonininga, lonininga (en turumbu), kialaba (en kiluba), umuhobera (en kinyarwanda), umusecurabama (en kirundi).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001297287,Christmas vine (angl.).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001297164,"liane d’argent (fr.)?; elephant creeper, hawaii baby, woodrose (angl.).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000407924,"Abyssinian banana ; Ethiopian banana ; False banana (angl.) ; Ikigomogomo, Ikigomogo (dial. Kirundi) ; Igitembetembe, Intembe, Itembe Itembetembe (dial. Kinyarwanda) ; Cirembo (dial. Mashi) ; Ikijombo, Butembe (dial. Lega).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000952011,"emien (fr.) ; danga (en zande) ; dengali, djanga (en ngwaka) ; diokodioko (en kikongo, en kindibu) ; kalumbu, kankenke (en tschiluba) ; nsongete (en kiumba).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000276275,boleko (en mongo) ; ionga (à Booke) ; sulua (à Luki).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000803551,"carisse, pommier-kei, pommier Natal (fr.).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000819442,"pervenche de Madagascar, rose amère (fr.) ; Madagascar periwinkle (angl.) ; mtunda (swah.) ; mongaingai (à Yambata).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000943081,"bokange, bonkanghe (à Eala) ; etotofe (en bangala) ; inaolo a ahangela, olende bo lowe (en turumbu) ; makobi (en kiyaka) ; mbobo na kamba (en babua) ; muninga sendwe (à Katako-Kombe).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000222726,"abeli (à Kalume) ; ele, ere (en kirega) ; karibumba (à Ruwenzori) ; kasangbabungo (en kiluba) ; mubungo (en kinyarwanda) ; mulundi (en shankadi, en chibiba) ; mupila, mupili ya may (en kitabwa) ; mupira (en kingwana) ; nyanguku (à Kabare).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000222799,"bula matari (à Kaniama) ; ebrenbalé (en mayogo) ; mokangakanga, malomboma (en lissongo).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000222731,"bungu bungu, mbungu mbungu (en kiyaka) ; dinsania (à Kisantu).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000222794,"bulundu (en kiluba) ; carte ila, mupira (en kishwahili) ; mabungo (en kilambe) ; mateke, mepila (en baluba) ; muhulu (à Kolwezi) ; mupila (en kitabwa) ; mutoji (en kitshokwe) ; muwungo (en kibemba).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000222806,lumugu (à Kizu).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001360850,"menamabuye (en kifulero) ; musene, rwamba, umumenamabuye, urububa (en kinyarwanda) ; tshibeka (en kinyabongo) ; watsu (en kilendu).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000223877,"eake, ijaku, daka (en lokundu) ; ishukulo (en kirega) ; itoko i tokembe, likaofi li tokembe (en turumbu) ; triri (en kinyanga).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000327897,"itoko, itoko i tokembe, likawfi, likawfi li lowe, likawfi li tokembe, totindele (en turumbu) ; lungolo-ngolo (dans le Bas-Congo) ; nkaka motominabwiki (en kikongo).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000220101,"akagumamenyo, idibata, kanyabijumba (en kinyarwanda)?; bukeke-mukasi (en mashi)?; lunyangumba (en tshiragaga)?; ngumyuangunmya (en kihunde).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000220726,mbundama (en bashi)?; umwicarampundu (en kinyarwanda).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000220780,musisanghware [umusesankware] (en kirundi).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000970240,"kalamata (en kinande)?; lukalalambwa (en mashi, en tshiragaga)?; lukarara (en kihunde)?; lukera (en batuzi)?; lumarabasha (en mashi)?; urukakamwe (en kinyarwanda).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000968646,lukarara (en bahunde)?; urukarakambwe (en kinyarwanda).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000970205,"karamat (en kindandi)?; rukarara (en kihunde, en kinyarwanda)?; umukaka (en kirundi); umukarakambwe, urukarakambwe (en kinyarwanda).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000298141,mufukanunka (en kitwaba) ; mununkanunka (en kibemba).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000298164,achwinpodo (en kilur) ; atsinputu (à Nioka) ; basindjukwa (en kilendu) ; kibushibushi (en tshiluba) ; nunka (dans les Marungu) ; somilo (en kakwa) ; umukuzaniana (au Rwanda) ; umuombusa (en kirundi).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-1200113352,kamamukonzala (?) (en kiluba) ; mutundu (en kifulero).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-1200095881,kanichi (à Lukafu).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-1000061636,kawsala (dans le Haut-Katanga).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000887105,bleeding glory-bower (en anglais).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000879942,mbambake (en turumbu).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-1200071194,munduli nduli (en fiot) ; tsala bengi (à Luki).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000879964,ihuha (en kirundi) ; kapupa (en kibemba) ; lunkinja (en kiluba).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000881904,katsjimasaye (à Lukafu).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-1200029844,mungemba (en kiluba).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000594832,"bulrush (angl.) ; kisonge, mobere, musundu (en kibemba).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000595260,"massette à larges feuilles, quenouille à larges feuilles, roseau des étangs (fr.) ; bulrush, cattail, broad-leaved cattail, common cattail, reedmace, great reedmace (angl.).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000459744,"capucine, grande capucine, nasturtium (fr.) ; climbing nasturtium, garden nasturtium, Indian cress, monks cress (angl.) ; Große Kapuzinerkresse (allem.) ; umuhanda (en kinyaruanda).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000764834,"capucine, grande capucine, nasturtium (fr.) ; climbing nasturtium, garden nasturtium, Indian cress, monks cress (angl.) ; Große Kapuzinerkresse (allem.) ; umuhanda (en kinyaruanda).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000764829,cyanastrum (angl.).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000740704,"Liseron épineux, Sarsepareille (fr.) ; Rough bindweed, Sarsaparilla (angl.) ; Zarzaparrilla (esp.) ; Brögrö (dial. kilendu) ; Mukilikuli (dial. kilembo) ; Suri (dial. kinyarwanda).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000255435,"Kabanga Diwele, Kilalakanga (dial. tshiluba), Kilumbilumbi (dial. kibemba), Mukusu, Tshilamba (dial. kitabwa), Tshikuinshidi (dial. basogge).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000255436,"Kakonga(n)zi (dial. kissongola), Kikusa (dial. ikwangwati), Mukwangati (dial. kirega et kissongola).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000547034,"Argémone, chardon du pays, pavot épineux, pavot du Mexique, tache de l’œil (fr.) ; Mexican poppy, Mexican thistle, prickly poppy, yellow thistle (angl.) ; mtunguja bonde (swah.).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000567121,"tree bocconia, tree poppy (angl.).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000680430,"globe du soleil, pavot de Californie (fr.) ; California poppy (angl.).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000222725,idongoselele (à Bongoy).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000222908,"adiaputu, adiabatuwe, pomilo (en babua) ; bonongonse (en lovundo) ; bonsele (en lokundu) ; elekodji (en bankutshu) ; inaolo a elongo, libetebete (en turumbu) ; lundukila (à Kimpelo) ; mabindase (en azande).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000222865,"itofe, iyoyo, libetebete, yoyo, yololo (en turumbu) ; m’bata, mundogulongu (à Bayala).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000222801,"mvoki, mavoki (à Luki).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000222762,malophi (à Muhila R.) ; mupila (en kitabwa).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000330816,"eteta la bobo, kpobilo (en babua) ; inaolo a libobo, inaolo a lilombo, iyoyo, boyo bo afoyo (en turumbu) ; manzanza, maloombe (en nkunga) ; mavoki (à Luki) ; se (en ngwaka) ; tchibobobo (en lulua).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000933883,libobo (en turumbu).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000934263,asangea (en babua) ; mulunda (en kirega).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000261088,"ikele (en kongo) ; inaolo a onono, iyololo ilibande, onono, onono bwa afoyo, oyo, yololo (en turumbu) ; inolongo (à Bongoy) ; malombo (à Gimbi) ; mavoki, singa ia mavoki (à Luki) ; mbungu mbungu (à Kisantu) ; tale (en ngwaka).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000261090,"bodi bodi, m’fula, m’voki (à Luki).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000261095,dondo (en azande).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001132540,lukerabatuzi (au mont Kahuzi).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000970155,"ababa, baba (en kilur).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000970131,baba (en kilur)?; lukanikwa (en kiluba)?; umukararambgwe (en kinyarwanda).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000487062,"Ceylon leadwort, White plumbago, Wild leadwort, Wild white leadwort (angl.) ; Dentelaire de Ceylan, Plombago de Ceylan (fr.) ; Mwambula (swahili) ; Akataburingi, Umutshutsa (dial. kinyarwanda) ; Inaolo a etotofo, Itandia moko ilo, Itoko (dial. turumbu).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000672564,"Igihungeri, Ikinyabushishi, Umushisishisi (dial. kinyarwanda) ; Kashasha (dial. mashi) ; Matiti, Mushishi (dial. kinyarwanda) ; Mshishi, Msisi (dial. kibatwa).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000673256,Ikinabushishi (dial. kinyarwanda) ; Kashasha (dial. mashi).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000672378,"Hokira (dial. kinyanga) ; Ibishashara (dial. kirundi) ; Igihungeri, Ikinabushishi (dial. kinyarwanda) ; Kashasha (dial. mashi) ; Kisusute (dial. kinande).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000422496,"Kalembe, Mubakabaka, Mulembo, Mwikobole (dial. mashi) ; Kashua- mireka (dial. kinyanga) ; Umugonga, Umusewe, Umusine (dial. kinyarwanda).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000877708,maiani (à Shinsenda).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000881580,mohuta-matambi (en kirundi).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000881115,mwandjatôka (à Kiala).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000887137,bangala (à Dundusana) ; boïlo (à Eala) ; bokongoongo (en topoké) ; bonsini (en bangala) ; mbambake (en turumbu).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000887742,"dikinza ngolo, dolokwa etekele, inaroa y bambaki, mandudi dudi, mbambake e boliki, mundudi ndudi nsinga (à Luki, à Mobeka) ; esosolo (à Likimi) ; etekele lo niele (en turumbu) ; gwendji (à Yambata) ; ifonge (en kundu) ; shangashanga (en lulua).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000882721,kadiambusi (en kiluba).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000879657,"mabulakatu, makukua tatu (en kiyaka).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000879975,"kona, konia (en kibila) ; mbambake (en turumbu).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-4000027868,Baquois (fr.) ; Screw-pine (angl.).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000727580,Mfubu (Sanga Nord).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000726962,"Ikanga (kitembo), Kikakarwe (kipili).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000729872,"Likenka (kibemba), Mafubu, Malengala, Manengele (kitabwa).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000329100,sokolobe (au Katanga).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000329081,"kasokolobe, musokolobe (en kibemba) ; mulengo (en kitshok) ; nsambi (en kijaka) ; nteba (en kikongo).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000329104,"kalobelobe, sokolobe (en kiholoholo) ; luako (en kibembe) ; mbari (en kikongo) ; mbula mbula (en kiyaka) ; nsambi (dans le Bas-Congo).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000329099,muntula (au Katanga).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-1200096650,lulobe (en kihololo) ; masuku (au Katanga).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-1200009287,mbula mbula (au Kwango).,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000329094,"dotwa (en kioba) ; kokoko, mukokolo (en kilemba) ; makakolo (en kiluba) ; masuku, musuku (en kitabwa) ; mlobe (en kitabwa).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-1200096651,"makombio (en kisela) ; malobe, mundengudengu masuku (en kibemba) ; mulengo (au Kwango) ; mupopolo (en kitwaba).",,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
