taxonID,vernacularName,language,languageName,rightsHolder,license
wfo-0000530260,tshiburka,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530326,ntendebuga,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530326,ntendabuka,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320077,nyamungungu,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320123,ngandu,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320123,nakazi,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000416503,muhim-bomujimbu,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000359066,bushashi,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000318727,mugore,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320083,tshitundambuga,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320083,tshikombahwihwi,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320083,lugwarha,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000738373,lugwarha,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000738373,kambeshera,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000738373,kagwara,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000738373,iguarha,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000738373,irese,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000031264,tshibasa,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000031264,kigembyegembye,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000072547,tshimvurahi,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000072547,kalilanshule,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000072547,chihondo,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000072547,budwiko,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000104729,chibula,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320133,tshigozigozi,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000070418,tshungulwishi,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000070418,tshingulwishi,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000070418,sunumu,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000070418,chinkulwishi,mho,Mashi (Zambia),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000297056,suli,nga,Ngbaka,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320104,talari,nga,Ngbaka,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320103,olobo,nga,Ngbaka,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000236816,tetu,nga,Ngbaka,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000236816,somoda,nga,Ngbaka,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000560740,kokombo,nga,Ngbaka,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000176136,deko,ngc,Ngombe (DRoC),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000577156,linonge,ngc,Ngombe (DRoC),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000919515,bwiranandando,njd,Ndonde Hamba,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320083,karamata,njd,Ndonde Hamba,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000742531,munoya moke,nnb,Nande,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000416503,munzanza,nnb,Nande,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000416503,muhanza,nnb,Nande,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000681128,bwitabwahona,nnb,Nande,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000074721,kahuhuma,nnb,Nande,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000919515,ikosa,nnb,Nande,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000236816,nyampunga,nyj,Nyanga,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000236816,kakoi,nyj,Nyanga,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000236816,kahurwa,nyj,Nyanga,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000236816,kahulwa,nyj,Nyanga,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000933761,tsheri,nyj,Nyanga,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000318733,nkizu,nyj,Nyanga,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000610645,tulimba,nyj,Nyanga,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320098,kyatsameno,nyj,Nyanga,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320098,olili,pof,Poke,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000176732,akososi,run,Rundi,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000176732,aganyabuyozi,run,Rundi,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000176732,agakachve,run,Rundi,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000318733,umutembera,run,Rundi,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320083,urutamva,run,Rundi,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320083,ungwiba,run,Rundi,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320083,logwiba,run,Rundi,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320083,kanwa,run,Rundi,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000738373,urgwiba urutamva,run,Rundi,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000738373,logwiba,run,Rundi,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320133,umukwegangwe,run,Rundi,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320133,umukata,run,Rundi,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000074721,ubonati,run,Rundi,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000074721,ijijuagala,run,Rundi,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000070418,icozameno,run,Rundi,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320083,kolokose,sop,Songe,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,lenga-lenga,swa,Swahili,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000297056,olela,swa,Swahili,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000297056,mulela,swa,Swahili,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000297056,molera,swa,Swahili,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000297056,molela,swa,Swahili,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000297056,peke,swc,Congo Swahili,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000359066,bushaie,swc,Congo Swahili,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,kilenga,tap,Taabwa,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001094663,musombo,tap,Taabwa,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000649260,mukusukusu,tap,Taabwa,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000919529,kavumbangulube,tap,Taabwa,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000681128,mugnindu,tap,Taabwa,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000318727,mpata,tap,Taabwa,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320118,mususu,tap,Taabwa,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000318733,mpata,tap,Taabwa,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000526544,mutulituli,tbt,Tembo,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000236816,kanyabaoli,tbt,Tembo,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000236816,kahenyabaoli,tbt,Tembo,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000236816,kafaboya,tbt,Tembo,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000236816,chifungulu,tbt,Tembo,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000933761,lushasha,tbt,Tembo,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000933761,luhoho,tbt,Tembo,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000933761,itubia,tbt,Tembo,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000933761,intubiu,tbt,Tembo,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000933761,intubia,tbt,Tembo,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000359066,mukelenge,tbt,Tembo,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000359066,bukerenge,tbt,Tembo,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320133,nyamasheke,tbt,Tembo,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000742531,musangu,tlj,Talinga-Bwisi,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000526544,jadjay,tll,Tetela,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320072,okiakia,tll,Tetela,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001302706,botongo,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001302706,duie-duie,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320124,alego,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320123,yat 1er,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000031264,atchak,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000099383,n'gelele,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000074721,agwenio,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000070418,agwaya,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320135,mkamba,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000417232,muzimaniungu,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000417232,mugimaniungu,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000417232,kasengia,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320135,sanunga,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320135,saningo,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000417232,katetana,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000297056,mbu,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000297056,bukombora,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000297056,bukombola,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000297056,bokombola,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320103,kabungo,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000560740,bulembo,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000313555,fumapembe,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000568358,mufunka,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000085247,bavoapanda,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000416503,umugimbu,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000416503,monganje,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000526544,kabukole,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000416503,mu(n);jimbu,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000416503,mutaku,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000416503,mutako,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000297056,bofeko,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000297056,mulela,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000297056,ndjoko,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000070418,kyatsamenu,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000568358,elenge,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320083,dia-bilonda,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000070418,chekameno,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000070418,kiatsamenu,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000070418,kidyameno,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000070418,maseke,und,Undetermined,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000526548,nkusu nkusu,yaf,Yaka (DRoC),Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000297056,sanga sanga,yom,Yombe,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000577156,divulu,yom,Yombe,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000919515,mukoki ya finda,yom,Yombe,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000649588,mumpa,yom,Yombe,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000649588,muikila,yom,Yombe,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000649588,likombo,yom,Yombe,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000919529,tsembania,yom,Yombe,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320070,lubota lupati,yom,Yombe,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320106,mukuna,yom,Yombe,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000560740,nzinzi,yom,Yombe,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000560740,munzinzi,yom,Yombe,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000070394,kela kuabi,yom,Yombe,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000070394,dinakassa,yom,Yombe,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000085247,mundudindudi,yom,Yombe,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320138,bananghi,znd,Zande Languages,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,foto,znd,Zande Languages,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320098,bokayo,znd,Zande Languages,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320098,bakwakaya,znd,Zande Languages,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000070418,mawaka,znd,Zande Languages,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000742531,nisalu,znd,Zande Languages,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000297056,akete,znd,Zande Languages,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000919515,gitikili,znd,Zande Languages,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000236816,fuvula akuli,znd,Zande Languages,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000236816,fungu oculi,znd,Zande Languages,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000313555,vondolo,znd,Zande Languages,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000313555,kuvudola,znd,Zande Languages,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000313555,kovondoro,znd,Zande Languages,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000313555,kovondora,znd,Zande Languages,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000313555,kovondolo,znd,Zande Languages,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000313555,kovondola,znd,Zande Languages,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000313555,kovoandola,znd,Zande Languages,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000313555,digidoatule,znd,Zande Languages,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000313555,abobu,znd,Zande Languages,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000318733,sendemboli,znd,Zande Languages,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000074721,banzeru,znd,Zande Languages,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000074721,bengiligali,znd,Zande Languages,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000074721,abagamu,znd,Zande Languages,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320135,muvungu-mungn,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,badabu,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,boiunda,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,baundu,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,boamakongo,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,die,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,de,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,deye,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,ibihabyinkuba,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,imgwisa,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,kaba,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,kitekoteko,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,kwepde-kwepde,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,kwede-kwede,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,libebea-poto,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,lifolia,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,lignete,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,liponda,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,mahagananguba,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,matangeu,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,mushebankuba,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,n'gere,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,nguanembili,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,nouma,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,pore,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,poto,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530260,vembe,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530326,bambo,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530326,de,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530326,ipewa,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000530326,ipeba,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001302560,bogere,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001302560,kaboga,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001094663,kilumbila,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001094663,kilowele,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000212788,n'tenda,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000212788,bofaka,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000212788,kitalinga bulemo,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000212788,kimbuba baleha,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000212788,lubamga,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320123,nyabuba,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320123,ubugandu,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320123,urukukwe,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000176136,bosei,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000176136,boteno,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000176136,didzangi,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000176136,lekonde,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000176136,monsandja,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001320122,mutumbotumbo,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000176732,magata,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000742532,luyange,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000742532,kasindagulungu,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000526544,bofali,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000526544,bonkotoa,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000526544,dianuni,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000526544,kobula,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000526544,kintsamba,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000526544,nkala nketele,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000526544,teba,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000526548,mofanga fanga,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000526548,kombele,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000526548,bondjobo,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000526548,bange,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000526548,boembe,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000526548,boseisei,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000526548,musatosato,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000526548,botondo,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000526548,egodo balu,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000526548,mpeteteka,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000297056,mongongome,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000297056,bo(i);eko,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000297056,bosongo,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000297056,danga,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000297056,songo,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000297056,gongo,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000297056,kingela,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000297056,mombua,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000297056,nawaraga,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000297056,olela,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0000297056,webango,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
wfo-0001077627,modikataba,,,Meise Botanic Garden,http://creativecommons.org/licenses/by/4.0/
