WFOID	countryCode	locationID	locality	establishmentMeans	source
wfo-0000932204	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000932221	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000932337	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000932432	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000932549	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000932555	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000932717	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199611	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199612	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199616	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199617	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199620	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199622	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125804	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125812	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001115938	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125797	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001260483	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000148009	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125807	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125801	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001127475	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000933111	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001117889	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001262457	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001115883	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001117858	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000933411	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001260751	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001260753	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125819	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001126866	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000628887	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000508970	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000628914	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000628992	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000629095	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000629110	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000629123	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001255454	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125321	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001128161	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001115244	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001118146	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001115178	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001107268	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000631218	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000631521	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000631609	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000631611	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000631639	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000631644	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000631666	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000632045	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000632046	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000632067	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000632079	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000632088	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125570	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000165841	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199623	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000187706	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199631	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000192868	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000368290	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000369396	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000369470	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000369738	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000369779	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000370376	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000370828	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000370936	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000370984	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000371697	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000371820	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000372020	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000372214	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000372493	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000373077	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000374429	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000374472	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000375064	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000375418	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000375442	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000375604	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000376670	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000376711	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000376893	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000377477	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001302265	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000377879	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000377920	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000378352	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000378418	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000378423	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000378425	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000378607	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000378672	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000379032	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000379135	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000379694	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000379977	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000380345	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000380720	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000380997	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000381487	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000382726	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000382899	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000383008	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000383810	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000383910	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000384026	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000384110	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000636137	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000636139	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000636147	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001109556	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000937204	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000937270	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000937271	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000637556	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000637911	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000140484	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001112749	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001124802	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000140590	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001111449	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001255610	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001255611	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000140679	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000140687	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000938013	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000938023	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000938025	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001366308	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000639165	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000639179	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000166389	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000641209	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000641231	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000641236	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000641240	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000641253	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000641278	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000641542	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000641567	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001107281	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125712	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001116140	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001114366	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001127907	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125347	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199436	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199437	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199442	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000765197	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001229927	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001254565	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001107285	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001117735	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001117733	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001124457	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001108279	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000145739	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000647511	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000647544	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000647555	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000647562	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000647564	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000647601	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000647605	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000647610	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000647615	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000647643	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000647780	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001364897	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000647787	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000943499	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000943501	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000648493	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000648506	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000648509	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000648546	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000648560	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000648591	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000648598	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000648612	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000648652	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000648659	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000648699	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000648705	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000648745	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000648746	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000648757	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000648759	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000648772	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000648774	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000648792	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000648807	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000648873	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000648906	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000648941	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000648967	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000648970	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000648995	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649022	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649048	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649111	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649152	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649186	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649192	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649200	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649235	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649282	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649283	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649309	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649357	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649364	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649430	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649506	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649540	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649551	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649596	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649610	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649637	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649663	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649725	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649731	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649814	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649824	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649851	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649863	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649864	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649873	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649876	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649889	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649908	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649926	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649937	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649936	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649971	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000649981	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000396895	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000396918	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001108167	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001266206	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001116784	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001223859	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001126643	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001107290	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001114652	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001109577	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001118137	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000154548	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001244883	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001122923	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001116768	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001118615	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001126309	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001116771	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001115254	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000154643	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000154671	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001254218	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001111648	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001108157	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001126299	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000154711	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001107293	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001116778	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001255199	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000154759	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000650164	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000650181	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001115259	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000158394	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000159376	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000158395	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001280828	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000158396	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000159399	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000159403	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000159408	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000159421	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000159433	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000158397	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000158398	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000652410	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000652423	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001003548	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000653170	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000782255	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000782270	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000398239	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000654176	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001124010	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000945853	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000945969	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000839253	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000657258	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001116308	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001118162	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000748043	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001230328	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001122949	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001115919	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001115917	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001115918	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001115265	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001116951	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001122468	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001116277	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001115065	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001123005	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001123006	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001117000	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001115269	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001123023	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001115173	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001107309	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001115069	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001116406	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000946394	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000946417	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000946443	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000946448	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000946503	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000946505	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000946506	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000946512	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000946521	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000946559	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000946603	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000946619	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000946621	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000946649	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000946682	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000946712	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000657551	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001017370	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000657778	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000657785	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000657789	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000657790	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000658070	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000658071	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000658077	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000946993	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000401771	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000664054	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000664088	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000664266	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000664315	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000664320	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000664331	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000664362	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000664420	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000664480	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000664560	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000664629	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000664710	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001281570	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000664772	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000664785	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000664870	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001119694	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000146928	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001257370	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125335	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001257340	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125331	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125334	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001117292	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000948026	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000402716	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000403493	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000403815	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000403820	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000404186	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000404901	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000405494	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000405756	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000405873	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000405878	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000406058	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000406061	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000406139	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000406233	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000666433	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000666434	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000666586	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000666817	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000666863	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000666872	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000666882	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000666901	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000666929	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000666960	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000666970	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000666992	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000666996	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000666998	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000667004	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000667015	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001276064	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000667830	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000667831	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000667832	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000949014	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000949016	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000949031	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000770776	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000668122	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000668124	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199858	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000195898	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199867	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000951905	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000951914	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000952417	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000952421	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000670258	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001117763	TH	THA	Thailand	Managed	Flora of Thailand
