WFOID	countryCode	locationID	locality	establishmentMeans	source
wfo-1000028492	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000393721	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000393666	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000393656	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000393686	TH	THA	Thailand	Managed	Flora of Thailand
wfo-1000028493	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001345506	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000394064	TH	THA	Thailand	Managed	Flora of Thailand
wfo-1000034011	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000394052	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000394339	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000394384	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000394184	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000394181	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001066143	TH	THA	Thailand	Managed	Flora of Thailand
wfo-1000028495	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000030919	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000394130	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000393922	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000031754	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000745762	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000745760	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000745759	TH	THA	Thailand	Managed	Flora of Thailand
wfo-1000024375	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001066254	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000393936	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000393951	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000745851	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000393943	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001066253	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001066470	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001042322	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000032277	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000393937	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000033777	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000435431	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000435443	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000435424	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000035976	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000435213	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000435214	TH	THA	Thailand	Managed	Flora of Thailand
wfo-1000029028	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000039418	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000744927	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000409785	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000409774	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001066289	TH	THA	Thailand	Managed	Flora of Thailand
wfo-1000029318	TH	THA	Thailand	Managed	Flora of Thailand
wfo-1000029319	TH	THA	Thailand	Managed	Flora of Thailand
wfo-1000029320	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000039910	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000415903	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000750265	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000415867	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000415858	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000415886	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000745982	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001066093	TH	THA	Thailand	Managed	Flora of Thailand
wfo-1000041775	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000416394	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000744962	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000416390	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001066584	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000416343	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000416342	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000416484	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001066292	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000416213	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001066290	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000744968	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001066575	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000744969	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000417847	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000744971	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000046206	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001336567	TH	THA	Thailand	Managed	Flora of Thailand
wfo-1000025222	TH	THA	Thailand	Managed	Flora of Thailand
wfo-1000025223	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000049112	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001423415	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000041030	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000428846	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000428950	TH	THA	Thailand	Managed	Flora of Thailand
wfo-1000034922	TH	THA	Thailand	Managed	Flora of Thailand
wfo-1000034923	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000428916	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001345175	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000428719	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000428653	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000000136	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000260807	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000262136	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000262239	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000000350	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000350733	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000352676	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000000376	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000406722	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000410535	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000414856	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000000646	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001290318	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000000953	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000914792	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000000956	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000915610	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000916144	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000916275	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000917172	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000921877	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000922580	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000923688	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000924413	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000924583	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000001337	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000948440	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000948800	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000949005	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000791100	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000911358	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000949355	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000949409	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000949607	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000949771	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000001605	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000962518	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000001608	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000530923	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000530936	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000001656	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000962985	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000963072	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000963094	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000963255	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000963266	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000963277	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001084330	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000963399	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000963421	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000963566	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000963619	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000963630	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000963705	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000963737	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000963748	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000963897	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000963918	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000963929	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000963959	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000805227	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000805229	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000964200	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000964211	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000911373	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000964383	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000964470	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000964601	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000964677	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000911375	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000964718	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000964847	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000964943	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000964996	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000965051	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000339331	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000965117	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000965291	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000965302	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000911379	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000965363	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000965373	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000911380	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000965476	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000965498	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000965534	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000911382	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000965575	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000965681	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000965724	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000965764	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000965775	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001334220	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000339334	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000965978	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000001766	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000967496	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000001819	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000969180	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000916924	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000916926	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000916925	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000002264	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000216310	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000216431	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000216692	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000216986	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000217233	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000217261	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000002444	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000219340	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000002653	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000243466	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000243488	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000243561	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000243581	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000002696	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000916119	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000916123	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000002953	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000262620	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000262825	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000263352	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000263373	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000002961	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000263554	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000263620	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000263720	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000263799	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000269241	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000003046	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000269928	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000270150	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000270285	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000340641	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000803712	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000270972	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000271691	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000340645	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000272722	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000340649	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000272863	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000273144	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000273500	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000273876	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000340650	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000274298	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000275179	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001426669	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000003202	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001362846	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001426684	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000003508	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000823083	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000004476	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000564313	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000004800	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000346509	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000005012	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000350280	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000005013	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000350367	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000005208	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000378772	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000379738	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000380127	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000380609	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000917161	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000005476	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000431412	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000431499	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000431706	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000432056	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000433229	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000005953	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000753883	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000753905	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000754099	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000754207	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000754262	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000754480	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001316910	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000754589	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000754622	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000754686	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000754826	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000755027	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000755089	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000755551	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000755604	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000755625	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000755864	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000756063	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000756193	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000756214	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000756324	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000756628	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001317000	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000756737	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000757035	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000757412	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000757564	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000758656	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000758754	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000758896	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000758959	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000759145	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000759276	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000759317	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000759596	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000759895	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000760097	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000760138	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000760452	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000342751	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000760674	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000760696	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000761041	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000761133	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000761185	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000005961	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000761437	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000761561	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000761933	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000762132	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000762308	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000762585	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000763411	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000763422	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000763688	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001332694	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000763930	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000763985	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000764357	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000764718	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000764776	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000764996	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000765006	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000765240	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000765279	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000765392	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000918923	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000766043	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000006381	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000826725	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000828038	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000828547	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001290348	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000006870	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000809498	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000809531	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000809552	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000809593	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000007233	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000829082	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000007234	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000829590	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000829601	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000007792	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000841587	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000841788	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000841798	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000841850	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000841935	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000842016	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000842089	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000842122	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000008210	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000853621	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000008232	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000854556	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000857328	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000008361	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000605602	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000008417	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000868907	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000008565	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000609634	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000609867	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000609945	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000609961	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000610273	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000610648	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000610666	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000610729	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000610773	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000610774	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000008798	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000830497	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000008832	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000917213	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000906692	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000906807	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000906964	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000907010	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000907404	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000907480	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000907802	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000907823	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000908226	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000908410	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000908411	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000908423	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000908643	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000908689	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000908727	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001334649	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000908934	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000908961	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000909039	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000909051	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000909151	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000909165	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000909243	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000909246	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000909253	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000909347	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000909388	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000909440	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000909490	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000909503	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000909580	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000909610	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000909683	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000909736	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000008922	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000916597	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000916613	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000008962	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000917419	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000917474	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000917516	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000357858	TH	THA	Thailand	Managed	Flora of Thailand
wfo-4000009342	TH	THA	Thailand	Managed	Flora of Thailand
