WFOID	title	identifier	rights	license	format	source	audience	creator	created	modified	contributor	publisher	description	locality	subject	rightsHolder	latitude	longitude	references
wfo-0000456530	Tinospora siamensis. Drawing	img-THA-0000456530.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L.L. Forman	Forest Herbarium	Figure 80						https://botany.dnp.go.th/image/flora/5/MENI_Fig_80.jpg
wfo-0001083980	Tinospora sinensis. Drawing	img-THA-0001083980.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L.L. Forman	Forest Herbarium	Figure 80						https://botany.dnp.go.th/image/flora/5/MENI_Fig_80.jpg
wfo-0001140274	Torenia cordifolia. Drawing	img-THA-0001140274.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			T. Yamazaki	Forest Herbarium	Figure 50						https://botany.dnp.go.th/image/flora/5/SCRO_Fig50.jpg
wfo-0000458525	Torenia hirsutissima. Drawing	img-THA-0000458525.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			T. Yamazaki	Forest Herbarium	Figure 50						https://botany.dnp.go.th/image/flora/5/SCRO_Fig50.jpg
wfo-0000458557	Torenia siamensis. Drawing	img-THA-0000458557.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			T. Yamazaki	Forest Herbarium	Figure 50						https://botany.dnp.go.th/image/flora/5/SCRO_Fig50.jpg
wfo-0001140273	Torenia violacea. Drawing	img-THA-0001140273.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			T. Yamazaki	Forest Herbarium	Figure 50						https://botany.dnp.go.th/image/flora/5/SCRO_Fig50.jpg
wfo-0000326442	Trachelospermum asiaticum. Drawing	img-THA-0000326442.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			D.J. Middleton	Forest Herbarium	Figure 35						https://botany.dnp.go.th/image/flora/7/APOC_figure35.jpg
wfo-0001275123	Trachyspermum involucratum . Drawing	img-THA-0001275123.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			I.C. Hedge and J.M. Lamond	Forest Herbarium	Figure 98						https://botany.dnp.go.th/image/flora/5/UMBEL_Fig98.jpg
wfo-0000327065	Triadica cochinchinensis. Drawing	img-THA-0000327065.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 91						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig91.jpg
wfo-0000020781	Trianthema portulacastrum. Drawing	img-THA-0000020781.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L. Phuphathanaphong	Forest Herbarium	Figure 1						https://botany.dnp.go.th/image/flora/9/AIZO_Fig1.jpg
wfo-0000410405	Trianthema triquetra. Drawing	img-THA-0000410405.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L. Phuphathanaphong	Forest Herbarium	Figure 2						https://botany.dnp.go.th/image/flora/9/AIZO_Fig2.jpg
wfo-0000457802	Tribulus cistoides. Drawing	img-THA-0000457802.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			K. Chayamarit	Forest Herbarium	Figure 34						https://botany.dnp.go.th/image/flora/7/ZYGO_Figure34.jpg
wfo-0001118120	Trichomanes birmanicum. Drawing	img-THA-0001118120.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 5: 7						https://botany.dnp.go.th/image/flora/3/PTER_fig5.jpg
wfo-0000592065	Trichophorum subcapitatum. Drawing	img-THA-0000592065.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"D.A. Simpson, T. Koyama"	Forest Herbarium	Figure 11						https://botany.dnp.go.th/image/flora/6/CYPE_Figure11.jpg
wfo-0000408012	Trichosanthes cucumerina. Drawing	img-THA-0000408012.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 41: A						https://botany.dnp.go.th/image/flora/9/CUCU_Fig41.jpg
wfo-0000407959	Trichosanthes dolichosperma. Drawing	img-THA-0000407959.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 41: B						https://botany.dnp.go.th/image/flora/9/CUCU_Fig41.jpg
wfo-0001301354	Trichosanthes dunniana. Drawing	img-THA-0001301354.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 41: C						https://botany.dnp.go.th/image/flora/9/CUCU_Fig41.jpg
wfo-0000407965	Trichosanthes erosa. Drawing	img-THA-0000407965.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 41: D						https://botany.dnp.go.th/image/flora/9/CUCU_Fig41.jpg
wfo-0001383261	Trichosanthes erosa. Drawing	img-THA-0001383261.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 42						https://botany.dnp.go.th/image/flora/9/CUCU_Fig42.jpg
wfo-0000407988	Trichosanthes inthanonensis. Drawing	img-THA-0000407988.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 41: E						https://botany.dnp.go.th/image/flora/9/CUCU_Fig41.jpg
wfo-0001225399	Trichosanthes kerrii. Drawing	img-THA-0001225399.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 41: F						https://botany.dnp.go.th/image/flora/9/CUCU_Fig41.jpg
wfo-0001225399	Trichosanthes kerrii. Drawing	img-THA-0001225399.2	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 43						https://botany.dnp.go.th/image/flora/9/CUCU_Fig43.jpg
wfo-0000408636	Trichosanthes pallida. Drawing	img-THA-0000408636.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 44: A–B						https://botany.dnp.go.th/image/flora/9/CUCU_Fig44.jpg
wfo-0000408109	Trichosanthes phonsenae. Drawing	img-THA-0000408109.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 45						https://botany.dnp.go.th/image/flora/9/CUCU_Fig45.jpg
wfo-0001225373	Trichosanthes quinquangulata. Drawing	img-THA-0001225373.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 41: I						https://botany.dnp.go.th/image/flora/9/CUCU_Fig41.jpg
wfo-0001225373	Trichosanthes quinquangulata. Drawing	img-THA-0001225373.2	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 48: A–A'						https://botany.dnp.go.th/image/flora/9/CUCU_Fig48.jpg
wfo-0001225376	Trichosanthes tricuspidata. Drawing	img-THA-0001225376.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 41: J–K						https://botany.dnp.go.th/image/flora/9/CUCU_Fig41.jpg
wfo-0001225376	Trichosanthes tricuspidata. Drawing	img-THA-0001225376.2	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 48: B–B'						https://botany.dnp.go.th/image/flora/9/CUCU_Fig48.jpg
wfo-0001360734	Trichosanthes tricuspidata. Drawing	img-THA-0001360734.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 48: B–B'						https://botany.dnp.go.th/image/flora/9/CUCU_Fig48.jpg
wfo-0001225374	Trichosanthes villosa. Drawing	img-THA-0001225374.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 41: M						https://botany.dnp.go.th/image/flora/9/CUCU_Fig41.jpg
wfo-0001225374	Trichosanthes villosa. Drawing	img-THA-0001225374.2	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 49						https://botany.dnp.go.th/image/flora/9/CUCU_Fig49.jpg
wfo-0000408069	Trichosanthes wawrae. Drawing	img-THA-0000408069.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 41: L						https://botany.dnp.go.th/image/flora/9/CUCU_Fig41.jpg
wfo-0000457326	Trichospermum javanicum. Drawing	img-THA-0000457326.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 26						https://botany.dnp.go.th/image/flora/6/TILI_Figure26.jpg
wfo-0001046390	Trichurus monsoniae. Drawing	img-THA-0001046390.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			K. Larsen	Forest Herbarium	Figure 89						https://botany.dnp.go.th/image/flora/5/AMAR_Fig89.jpg
wfo-0000592991	Tricostularia undulata. Drawing	img-THA-0000592991.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"D.A. Simpson, T. Koyama"	Forest Herbarium	Figure 39						https://botany.dnp.go.th/image/flora/6/CYPE_Figure39.jpg
wfo-0000454400	Trigoniastrum hypoleucum. Drawing	img-THA-0000454400.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & J.F. Veldkamp	Forest Herbarium	Figure 1						https://botany.dnp.go.th/image/flora/9/TRIG_Fig1.jpg
wfo-0000328176	Trigonobalanus doichangensis. Drawing	img-THA-0000328176.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 131						https://botany.dnp.go.th/image/flora/9/FAGA_Fig131.jpg
wfo-0000328239	Trigonostemon albiflorus. Drawing	img-THA-0000328239.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 92						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig92.jpg
wfo-0000328303	Trigonostemon laevigatus. Drawing	img-THA-0000328303.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 93						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig93.jpg
wfo-0000328314	Trigonostemon longifolius. Drawing	img-THA-0000328314.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 94						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig94.jpg
wfo-0000328357	Trigonostemon reidioides. Drawing	img-THA-0000328357.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 95						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig95.jpg
wfo-0001237385	Tristellateia australasiae. Drawing	img-THA-0001237385.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P. Sirirugsa	Forest Herbarium	Figure 63						https://botany.dnp.go.th/image/flora/5/MALP_Fig63.jpg
wfo-0000457312	Triumfetta annua. Drawing	img-THA-0000457312.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 28						https://botany.dnp.go.th/image/flora/6/TILI_Figure28.jpg
wfo-0000457402	Triumfetta bartramia. Drawing	img-THA-0000457402.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 32						https://botany.dnp.go.th/image/flora/6/TILI_Figure32.jpg
wfo-0001142832	Triumfetta grandidens. Drawing	img-THA-0001142832.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 31						https://botany.dnp.go.th/image/flora/6/TILI_Figure31.jpg
wfo-0001142566	Triumfetta pilosa. Drawing	img-THA-0001142566.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 29						https://botany.dnp.go.th/image/flora/6/TILI_Figure29.jpg
wfo-0001142693	Triumfetta repens. Drawing	img-THA-0001142693.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 30						https://botany.dnp.go.th/image/flora/6/TILI_Figure30.jpg
wfo-0000594497	Typha angustifolia. Drawing	img-THA-0000594497.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			D.A. Simpson	Forest Herbarium	Figure 1						https://botany.dnp.go.th/image/flora/9/TYPH_Fig1.jpg
wfo-0000330495	Urceola micrantha. Drawing	img-THA-0000330495.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			D.J. Middleton	Forest Herbarium	Figure 46						https://botany.dnp.go.th/image/flora/7/APOC_figure46.jpg
wfo-0000417612	Urobotrya siamensis. Drawing	img-THA-0000417612.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P. Hiepko	Forest Herbarium	Figure 28						https://botany.dnp.go.th/image/flora/5/OPIL_Fig28.jpg
wfo-0000153780	Vaginularia trichoidea. Drawing	img-THA-0000153780.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 17						https://botany.dnp.go.th/image/flora/3/PTER_fig17.jpg
wfo-0001143773	Valeriana hardwickii. Drawing	img-THA-0001143773.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			K. Larsen	Forest Herbarium	Figure 40						https://botany.dnp.go.th/image/flora/5/VALE_Fig40.jpg
wfo-0000330951	Vallaris solanacea. Drawing	img-THA-0000330951.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			D.J. Middleton	Forest Herbarium	Figure 30						https://botany.dnp.go.th/image/flora/7/APOC_figure30.jpg
wfo-0000332485	Vernicia fordii. Drawing	img-THA-0000332485.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 96						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig96.jpg
wfo-0000332486	Vernicia montana. Drawing	img-THA-0000332486.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 97						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig97.jpg
wfo-0001259594	Viscum articulatum. Drawing	img-THA-0001259594.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			B.A. Barlow	Forest Herbarium	Figure 1						https://botany.dnp.go.th/image/flora/7/VISC_Figure1.jpg
wfo-0001253894	Vittaria amboinensis. Drawing	img-THA-0001253894.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 17						https://botany.dnp.go.th/image/flora/3/PTER_fig17.jpg
wfo-0001125535	Vittaria sikkimensis. Drawing	img-THA-0001125535.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 17						https://botany.dnp.go.th/image/flora/3/PTER_fig17.jpg
wfo-0000427365	Waltheria indica. Drawing	img-THA-0000427365.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 120						https://botany.dnp.go.th/image/flora/7/STER_Fig120.jpg
wfo-0001245624	Weinmannia fraxinea. Drawing	img-THA-0001245624.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			H.C.F. Hopkins	Forest Herbarium	Figure 1						https://botany.dnp.go.th/image/flora/9/CUNO_Fig1.jpg
wfo-0000334280	Wetria insignis. Drawing	img-THA-0000334280.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 98						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig98.jpg
wfo-0001142540	Wikstroemia indica. Drawing	img-THA-0001142540.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			B. Peterson	Forest Herbarium	Figure 95						https://botany.dnp.go.th/image/flora/6/THYM_Figure95.jpg
wfo-0000334372	Willughbeia edulis. Drawing	img-THA-0000334372.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			D.J. Middleton	Forest Herbarium	Figure 7						https://botany.dnp.go.th/image/flora/7/APOC_figure7.jpg
wfo-0000334465	Wolffia globosa. Drawing	img-THA-0000334465.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			E. Landolt	Forest Herbarium	Figure 18: G						https://botany.dnp.go.th/image/flora/7/LEMN_Fig18.jpg
wfo-0001125328	Woodwardia cochinchinensis. Drawing	img-THA-0001125328.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 24						https://botany.dnp.go.th/image/flora/3/PTER_fig24.jpg
wfo-0000334526	Wrightia dubia. Drawing	img-THA-0000334526.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			D.J. Middleton	Forest Herbarium	Figure 27						https://botany.dnp.go.th/image/flora/7/APOC_figure27.jpg
wfo-0000334559	Wrightia pubescens. Drawing	img-THA-0000334559.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			D.J. Middleton	Forest Herbarium	Figure 28						https://botany.dnp.go.th/image/flora/7/APOC_figure28.jpg
wfo-0000428558	Xanthophyllum ellipticum. Drawing	img-THA-0000428558.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C.A. Pendry	Forest Herbarium	Figure 56						https://botany.dnp.go.th/image/flora/7/POLY_Fig56.jpg
wfo-0000428552	Xanthophyllum flavescens. Drawing	img-THA-0000428552.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C.A. Pendry	Forest Herbarium	Figure 57						https://botany.dnp.go.th/image/flora/7/POLY_Fig57.jpg
wfo-0000428410	Xerospermum noronhianum. Drawing	img-THA-0000428410.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen	Forest Herbarium	Figure 1g						https://botany.dnp.go.th/image/flora/7/SAPI_figure1.jpg
wfo-0000428410	Xerospermum noronhianum. Drawing	img-THA-0000428410.2	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen	Forest Herbarium	Figure 27b–d						https://botany.dnp.go.th/image/flora/7/SAPI_figure27.jpg
wfo-0001120257	Xiphopteris khaoluangensis. Drawing	img-THA-0001120257.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 58						https://botany.dnp.go.th/image/flora/3/PTER_fig58.jpg
wfo-0000199874	Xylia xylocarpa. Drawing	img-THA-0000199874.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			I.C. Nielsen	Forest Herbarium	Figure 35						https://botany.dnp.go.th/image/flora/4/LEGU_Fig35.jpg
wfo-0000609082	Xyris bancana. Drawing	img-THA-0000609082.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			B. Hansen	Forest Herbarium	Figure 41						https://botany.dnp.go.th/image/flora/5/XYRI_Fig41.jpg
wfo-0000609515	Xyris capensis. Drawing	img-THA-0000609515.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			B. Hansen	Forest Herbarium	Figure 41						https://botany.dnp.go.th/image/flora/5/XYRI_Fig41.jpg
wfo-0000609901	Xyris complanata. Drawing	img-THA-0000609901.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			B. Hansen	Forest Herbarium	Figure 41						https://botany.dnp.go.th/image/flora/5/XYRI_Fig41.jpg
wfo-0000611248	Xyris grandis. Drawing	img-THA-0000611248.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			B. Hansen	Forest Herbarium	Figure 41						https://botany.dnp.go.th/image/flora/5/XYRI_Fig41.jpg
wfo-0000611531	Xyris indica. Drawing	img-THA-0000611531.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			B. Hansen	Forest Herbarium	Figure 41						https://botany.dnp.go.th/image/flora/5/XYRI_Fig41.jpg
wfo-0000611598	Xyris intersita. Drawing	img-THA-0000611598.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			B. Hansen	Forest Herbarium	Figure 41						https://botany.dnp.go.th/image/flora/5/XYRI_Fig41.jpg
