WFOID	identifier	bibliographicCitation	URI
wfo-0000552878	ref-THA-0000552878	"Astilbe rivularis. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 915. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03118
wfo-0001117798	ref-THA-0001117798	"Athyrium anisopterum. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 448–449. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0620
wfo-0001117797	ref-THA-0001117797	"Athyrium dissitifolium. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 446. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0617
wfo-0001118527	ref-THA-0001118527	"Athyrium mackinnoniorum. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 446–448. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0618
wfo-0001122800	ref-THA-0001122800	"Athyrium setiferum. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 448. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0619
wfo-0000301941	ref-THA-0000301941	"Austrobuxus nitidus. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 105. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03206
wfo-0000557404	ref-THA-0000557404	"Averrhoa bilimbi. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 22. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00040
wfo-0000557405	ref-THA-0000557405	"Averrhoa carambola. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 21. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00039
wfo-0000558019	ref-THA-0000558019	"Azima sarmentosa. Flora of Thailand. Vol. 7. Part 2, 2000. Pg. 341. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02502
wfo-0001109619	ref-THA-0001109619	"Azolla caroliniana. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 605–606. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0821
wfo-0001107239	ref-THA-0001107239	"Azolla pinnata. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 605. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0820
wfo-0000304430	ref-THA-0000304430	"Baccaurea bracteata. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 109. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03208
wfo-0000304473	ref-THA-0000304473	"Baccaurea brevipes. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 109. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03209
wfo-0000304837	ref-THA-0000304837	"Baccaurea lanceolata. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 110. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03210
wfo-0000304880	ref-THA-0000304880	"Baccaurea macrocarpa. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 111. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03211
wfo-0000304892	ref-THA-0000304892	"Baccaurea macrophylla. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 112. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03212
wfo-0000304975	ref-THA-0000304975	"Baccaurea minor. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 112. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03213
wfo-0000305017	ref-THA-0000305017	"Baccaurea motleyana. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 113. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03214
wfo-0000305136	ref-THA-0000305136	"Baccaurea parviflora. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 113. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03215
wfo-0000305238	ref-THA-0000305238	"Baccaurea polyneura. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 114. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03216
wfo-0000305259	ref-THA-0000305259	"Baccaurea ptychopyxis. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 116. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03217
wfo-0000305368	ref-THA-0000305368	"Baccaurea racemosa. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 117. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03218
wfo-0000305379	ref-THA-0000305379	"Baccaurea ramiflora. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 117. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03219
wfo-0000305568	ref-THA-0000305568	"Baccaurea sumatrana. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 118. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03220
wfo-0000558250	ref-THA-0000558250	"Bacopa floribunda. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 146. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01079
wfo-0000558282	ref-THA-0000558282	"Bacopa monnieri. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 145. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01078
wfo-0000310830	ref-THA-0000310830	"Baeckea frutescens. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 782. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02953
wfo-0000313210	ref-THA-0000313210	"Balakata baccata. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 119. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03222
wfo-0000558623	ref-THA-0000558623	"Balanophora abbreviata. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 178. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00326
wfo-0000558661	ref-THA-0000558661	"Balanophora fungosa minor. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 180. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00330
wfo-0000558666	ref-THA-0000558666	"Balanophora harlandii. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 178. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00327
wfo-0000558697	ref-THA-0000558697	"Balanophora latisepala. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 180. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00331
wfo-0000558698	ref-THA-0000558698	"Balanophora laxiflora. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 181. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00332
wfo-0000314238	ref-THA-0000314238	"Baliospermum calycinum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 121. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03224
wfo-0000314537	ref-THA-0000314537	"Baliospermum solanifolium. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 121. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03225
wfo-0000559923	ref-THA-0000559923	"Baratranthus axanthus. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 668. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02833
wfo-0000781260	ref-THA-0000781260	"Barnettia kerrii. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 58. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00953
wfo-0000781261	ref-THA-0000781261	"Barnettia pagetii. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 58. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00952
wfo-0000823202	ref-THA-0000823202	"Basella alba. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 410. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01261
wfo-0000212858	ref-THA-0000212858	"Bauhinia acuminata. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 11. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00634
wfo-0000199456	ref-THA-0000199456	"Bauhinia bassacensis. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 29. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00656
wfo-0000199460	ref-THA-0000199460	"Bauhinia bidentata. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 23. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00648
wfo-0000212869	ref-THA-0000212869	"Bauhinia binata. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 22. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00647
wfo-0000196998	ref-THA-0000196998	"Bauhinia brachycarpa. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 17. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00641
wfo-0000199470	ref-THA-0000199470	"Bauhinia bracteata. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 31. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00657
wfo-0000199491	ref-THA-0000199491	"Bauhinia concreta. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 27. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00655
wfo-0000199492	ref-THA-0000199492	"Bauhinia curtisii. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 24. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00651
wfo-0000199498	ref-THA-0000199498	"Bauhinia glabrifolia. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 43. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00676
wfo-0000199501	ref-THA-0000199501	"Bauhinia glabrifolia maritima. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 44. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00678
wfo-0000199508	ref-THA-0000199508	"Bauhinia glabrifolia sericea. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 44. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00677
wfo-0000197091	ref-THA-0000197091	"Bauhinia glauca. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 40. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00670
wfo-0001056091	ref-THA-0001056091	"Bauhinia glauca tenuiflora. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 41. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00672
wfo-0000199516	ref-THA-0000199516	"Bauhinia harmsiana. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 32. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00658
wfo-0000199517	ref-THA-0000199517	"Bauhinia harmsiana harmsiana. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 32. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00659
wfo-0000199518	ref-THA-0000199518	"Bauhinia harmsiana media. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 32. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00660
wfo-0000196986	ref-THA-0000196986	"Bauhinia hirsuta. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 13. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00635
wfo-0000199522	ref-THA-0000199522	"Bauhinia integrifolia. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 38. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00668
wfo-0000199526	ref-THA-0000199526	"Bauhinia involucellata. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 37. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00666
wfo-0000199533	ref-THA-0000199533	"Bauhinia lakhonensis. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 40. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00669
wfo-0000199536	ref-THA-0000199536	"Bauhinia malabarica. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 19. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00642
wfo-0000213034	ref-THA-0000213034	"Bauhinia monandra. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 6. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00625
wfo-0000199545	ref-THA-0000199545	"Bauhinia nervosa. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 35. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00664
wfo-0000197074	ref-THA-0000197074	"Bauhinia ornata. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 42. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00673
wfo-0001388117	ref-THA-0001388117	"Bauhinia ornata burmanica. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 43. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00675
wfo-0000197084	ref-THA-0000197084	"Bauhinia ornata kerrii. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 42. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00674
wfo-0000199554	ref-THA-0000199554	"Bauhinia penicilliloba. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 33. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00661
wfo-0000199557	ref-THA-0000199557	"Bauhinia pottsii. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 9. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00627
wfo-0000199563	ref-THA-0000199563	"Bauhinia pottsii decipiens. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 11. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00632
wfo-0000199565	ref-THA-0000199565	"Bauhinia pottsii mollissima. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 10. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00630
wfo-0000199558	ref-THA-0000199558	"Bauhinia pottsii pottsii. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 9. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00628
wfo-0000199568	ref-THA-0000199568	"Bauhinia pottsii subsessilis. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 10. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00631
wfo-0000199570	ref-THA-0000199570	"Bauhinia pottsii velutina. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 10. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00629
wfo-0000199573	ref-THA-0000199573	"Bauhinia prainiana. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 20. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00643
wfo-0000199575	ref-THA-0000199575	"Bauhinia pulla. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 33. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00662
wfo-0000213155	ref-THA-0000213155	"Bauhinia purpurea. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 7. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00626
wfo-0000213166	ref-THA-0000213166	"Bauhinia racemosa. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 14. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00637
wfo-0000199579	ref-THA-0000199579	"Bauhinia ridleyi. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 34. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00663
wfo-0000199581	ref-THA-0000199581	"Bauhinia saccocalyx. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 20. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00644
wfo-0000199582	ref-THA-0000199582	"Bauhinia saigonensis. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 35. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00665
wfo-0000197019	ref-THA-0000197019	"Bauhinia scandens. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 25. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00652
wfo-0000199592	ref-THA-0000199592	"Bauhinia similis. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 37. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00667
wfo-0000199594	ref-THA-0000199594	"Bauhinia strychnifolia. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 24. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00650
wfo-0000213258	ref-THA-0000213258	"Bauhinia tomentosa. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 14. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00636
wfo-0000199598	ref-THA-0000199598	"Bauhinia tubicalyx. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 27. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00654
wfo-0000213330	ref-THA-0000213330	"Bauhinia variegata. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 11. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00633
wfo-0000196990	ref-THA-0000196990	"Bauhinia viridescens. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 16. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00638
wfo-0001388119	ref-THA-0001388119	"Bauhinia viridescens hirsuta. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 17. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00640
wfo-0000196995	ref-THA-0000196995	"Bauhinia viridescens viridescens. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 16. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00639
wfo-0000199604	ref-THA-0000199604	"Bauhinia winitii. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 21. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00645
wfo-0000197050	ref-THA-0000197050	"Bauhinia yunnanensis. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 22. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00646
wfo-0000321708	ref-THA-0000321708	"Beaumontia grandiflora. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 101. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02232
wfo-0000321774	ref-THA-0000321774	"Beaumontia macrantha. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 101. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02233
wfo-0000321794	ref-THA-0000321794	"Beaumontia multiflora. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 103. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02234
wfo-0000321804	ref-THA-0000321804	"Beaumontia murtonii. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 103. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02235
wfo-0001128375	ref-THA-0001128375	"Belvisia annamensis. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 521. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0701
wfo-0001230270	ref-THA-0001230270	"Belvisia henryi. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 520–521. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0700
wfo-0001115943	ref-THA-0001115943	"Belvisia mucronata. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 520. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0699
wfo-0000147896	ref-THA-0000147896	"Belvisia revoluta. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 521–522. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0702
wfo-0000508548	ref-THA-0000508548	"Benincasa pruriens. Flora of Thailand. Vol. 9. Part 4, 2008. Pg. 421. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03983
wfo-0000508549	ref-THA-0000508549	"Benincasa pruriens hispida. Flora of Thailand. Vol. 9. Part 4, 2008. Pg. 421. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03984
wfo-0000564422	ref-THA-0000564422	"Berrya cordifolia. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 69. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01563
wfo-0000564428	ref-THA-0000564428	"Berrya mollis. Flora of Thailand. Vol. 6. Part 1, 1993. Pg. 70. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01564
wfo-0000565432	ref-THA-0000565432	"Biophytum adiantoides. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 20. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00037
wfo-0000565517	ref-THA-0000565517	"Biophytum petersianum. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 18. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00033
wfo-0000565522	ref-THA-0000565522	"Biophytum reinwardtii. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 19. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00035
wfo-0000565531	ref-THA-0000565531	"Biophytum sensitivum. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 19. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00034
wfo-0000565549	ref-THA-0000565549	"Biophytum thorelianum. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 20. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00036
wfo-0000342237	ref-THA-0000342237	"Bischofia javanica. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 124. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03227
wfo-0000342784	ref-THA-0000342784	"Blachia andamanica. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 127. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03229
wfo-0000342951	ref-THA-0000342951	"Blachia siamensis. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 127. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03230
wfo-0001280636	ref-THA-0001280636	"Blastus borneensis. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 417. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02599
