"taxonID","Identifier","bibliographicCitation"
"wfo-0000580028","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000580017","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000579995","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000579984","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000579920","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000579878","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000654399","76282","Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346."
"wfo-0000654705","76282","Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346."
"wfo-0000579856","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000579816","472618","Molau, Ulf. 1988. Scrophulariaceae Part I. Calceolarieae. Fl. Neotrop. Monogr. 47: 1-325."
"wfo-0000579769","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000579747","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000579735","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000579724","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000579713","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000777159","473042","Balslev, Henrik. 1996. Juncaceae. Fl. Neotrop. Monogr. 68: 1-167."
"wfo-0000777110","473042","Balslev, Henrik. 1996. Juncaceae. Fl. Neotrop. Monogr. 68: 1-167."
"wfo-0000776969","473042","Balslev, Henrik. 1996. Juncaceae. Fl. Neotrop. Monogr. 68: 1-167."
"wfo-0000776345","473042","Balslev, Henrik. 1996. Juncaceae. Fl. Neotrop. Monogr. 68: 1-167."
"wfo-0000654700","76282","Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346."
"wfo-0000654366","76282","Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346."
"wfo-0000579670","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000654323","76282","Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346."
"wfo-0000654304","76282","Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346."
"wfo-0000579627","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000579514","472618","Molau, Ulf. 1988. Scrophulariaceae Part I. Calceolarieae. Fl. Neotrop. Monogr. 47: 1-325."
"wfo-0000579514","472618","Molau, Ulf. 1988. Scrophulariaceae Part I. Calceolarieae. Fl. Neotrop. Monogr. 47: 1-325."
"wfo-0001257333","76282","Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346."
"wfo-0001252976","331375","Sleumer, Hermann O. 1984. Olacaceae. Fl. Neotrop. Monogr. 38: 1-159."
"wfo-0000579576","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000579565","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000654648","76282","Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346."
"wfo-0000654627","76282","Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346."
"wfo-0000654584","76282","Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346."
"wfo-0000654583","76282","Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346."
"wfo-0000654577","76282","Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346."
"wfo-0000654569","76282","Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346."
"wfo-0000654542","76282","Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346."
"wfo-0000654517","76282","Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346."
"wfo-0000654468","76282","Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346."
"wfo-0000579488","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000579488","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000579477","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000579295","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000579262","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000307161","25507","Henderson, A. 2000. Bactris (Palmae). Fl. Neotrop. Monogr. 79: 1-181."
"wfo-0000306802","25507","Henderson, A. 2000. Bactris (Palmae). Fl. Neotrop. Monogr. 79: 1-181."
"wfo-0000306377","25507","Henderson, A. 2000. Bactris (Palmae). Fl. Neotrop. Monogr. 79: 1-181."
"wfo-0000579203","472618","Molau, Ulf. 1988. Scrophulariaceae Part I. Calceolarieae. Fl. Neotrop. Monogr. 47: 1-325."
"wfo-0000579190","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000579110","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000579088","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000579068","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578992","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578971","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578938","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578906","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578885","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578853","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578810","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578751","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578742","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578731","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578692","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578683","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578652","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578616","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578595","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578552","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578536","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578510","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578498","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578496","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578495","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578490","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578482","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578480","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578479","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578473","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578462","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578455","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578452","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578450","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578448","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578443","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578435","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578431","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578426","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578069","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578058","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578036","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000578004","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000577928","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000577917","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000577906","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000577862","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000577819","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000577808","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000577797","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000577786","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000577752","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000577642","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000577552","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000577529","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000577488","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000577465","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000577389","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000577296","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000577286","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000577275","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000577253","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000577186","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000577110","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000577102","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000577082","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000577062","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000577028","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000577018","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000576931","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000576846","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000576741","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000576677","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000576663","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000576652","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000576631","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000576553","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000576544","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000576533","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000576511","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000576394","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000576273","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000576195","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000576184","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000576151","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000576139","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000576128","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000576107","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000576088","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000576068","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000576046","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000576024","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000575995","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000575988","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000575979","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000575930","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000575898","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000575878","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000575859","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000575770","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000575760","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000575749","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000575705","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000575694","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000575612","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000575549","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000575539","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000575524","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000575505","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000575464","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000575398","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000575320","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000575292","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000575166","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000575135","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-0000575124","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
