taxonID,description,type,language,contributor,audience,rightsHolder,creator,source,rights,license
wfo-0000017704,"clairières de forêt secondaire, rivières, stations rudérales ; au Gabon à 0–300 m d’altitude, ailleurs à 1–600 m.",ecology,fre,,,,,ref-Gbn-0000017704,,
wfo-0000018279,"bord de route, terrains vagues ; au Gabon à 100–600 m d’altitude, ailleurs à 0–1950 m.",ecology,fre,,,,,ref-Gbn-0000018279,,
wfo-0000021260,"semi-aquatique, milieu humide en forêt fluviale, bord des cours d’eau, stations marécageuses en forêt ; au Gabon à 3–50 m d’altitude, ailleurs jusqu’à 1150 m.",ecology,fre,,,,,ref-Gbn-0000021260,,
wfo-0000021577,"commun en lisière forestière, en forêt secondaire, en bord de rivière ou en bord de route et dans les friches ; au Gabon à 0–800 m d’altitude, ailleurs à 0–3000 m.",ecology,fre,,,,,ref-Gbn-0000021577,,
wfo-0000022938,"stations rudérales et savanes ; au Gabon vers 170 m d’altitude, ailleurs à 0–1500 m.",ecology,fre,,,,,ref-Gbn-0000022938,,
wfo-0000023147,"végétation secondaire, mauvaise herbe des cultures ; au Gabon à 0–400 m d’altitude, ailleurs jusqu’à 2000 m.",ecology,fre,,,,,ref-Gbn-0000023147,,
wfo-0000023376,"introduit et souvent naturalisé en Afrique ; au Gabon adventice, à environ 200 m d’altitude, ailleurs à 50–2500 m.",ecology,fre,,,,,ref-Gbn-0000023376,,
wfo-0000023483,"prairies et prairies boisées brûlées ; au Gabon à 0–100 m d’altitude, ailleurs jusqu’à 1200 m.",ecology,fre,,,,,ref-Gbn-0000023483,,
wfo-0000024232,"prairies et savanes brûlées, forêts claires, cultures ; ailleurs à 100–2100 m d’altitude.",ecology,fre,,,,,ref-Gbn-0000024232,,
wfo-0000027368,"forêt humide, notamment en forêt riveraine, lisières et en clairières, également en végétation secondaire ; au Gabon à 500–800 m d’altitude, ailleurs à 0–3050 m.",ecology,fre,,,,,ref-Gbn-0000027368,,
wfo-0000031399,"prairies et prairies boisées, surtout en cas de brûlis réguliers ; au Gabon à 15–600 m d’altitude, ailleurs à 45–2600 m.",ecology,fre,,,,,ref-Gbn-0000031399,,
wfo-0000034728,"vieilles plantations ; au Gabon à ± 500 m d’altitude, ailleurs jusqu’à 1660 m.",ecology,fre,,,,,ref-Gbn-0000034728,,
wfo-0000035211,"lisière et éclaircies de la forêt côtière sempervirente ; au Gabon à 0–400 m, ailleurs jusqu’à 1500 m.",ecology,fre,,,,,ref-Gbn-0000035211,,
wfo-0000037718,"forêt secondaire, bord de route ; au Gabon à 0–650 m d’altitude, ailleurs à 200–1900 m.",ecology,fre,,,,,ref-Gbn-0000037718,,
wfo-0000041890,"bord des routes, terres agricoles abandonnées, prairies boisées, broussailles ouvertes ; au Gabon à basse altitude, ailleurs à 350–1200 m.",ecology,fre,,,,,ref-Gbn-0000041890,,
wfo-0000042164,"prairie boisée sur sable ; au Gabon à 400–650 m d’altitude, ailleurs jusqu’à 1000 m.",ecology,fre,,,,,ref-Gbn-0000042164,,
wfo-0000043626,"prairie boisée, savane brûlée (premier recru) ; au Gabon à 50–550 m d’altitude, ailleurs jusqu’à 1800 m.",ecology,fre,,,,,ref-Gbn-0000043626,,
wfo-0000043646,"subspontané, anciennes plantations ; au Gabon à ± 400 m d’altitude, ailleurs cultivé depuis le niveau de la mer jusqu’à 1000 m au moins.",ecology,fre,,,,,ref-Gbn-0000043646,,
wfo-0000043751,"prairies, bords de route ou de chemin, stations rudérales ; au Gabon à 0–580 m d’altitude, ailleurs à 0–2850 m.",ecology,fre,,,,,ref-Gbn-0000043751,,
wfo-0000045675,"forêt secondaire, anciennes cultures ; au Gabon à 350–700 m d’altitude, ailleurs à 250–2500 m.",ecology,fre,,,,,ref-Gbn-0000045675,,
wfo-0000046038,"prairies boisées, surtout si elles sont brûlées ; au Gabon à ±450 m d’altitude, ailleurs à 850–1800 m.",ecology,fre,,,,,ref-Gbn-0000046038,,
wfo-0000050435,"savane ou prairie sur sable, plage juste au-dessus de la ligne des hautes eaux ; au Gabon à 0–100 m, ailleurs jusqu’à 1100 m.",ecology,fre,,,,,ref-Gbn-0000050435,,
wfo-0000052590,"rives des lacs, marécages, sol humide ; au Gabon à 0–500 m d’altitude, ailleurs à 0–1700 m.",ecology,fre,,,,,ref-Gbn-0000052590,,
wfo-0000059091,"savane herbeuse ou boisée ; au Gabon vers 720 m d’altitude, ailleurs à 350–750 m.",ecology,fre,,,,,ref-Gbn-0000059091,,
wfo-0000060240,"clairières et lisière de la forêt tropicale, sol peu profond sur roche ; au Gabon à 0‒900 m d’altitude, ailleurs à 0–1200 m.",ecology,fre,,,,,ref-Gbn-0000060240,,
wfo-0000066268,"savanes sur sable ; au Gabon à 550–600 m d’altitude, ailleurs jusqu’à 1375 m.",ecology,fre,,,,,ref-Gbn-0000066268,,
wfo-0000067484,"pionnier sur sol défriché, peut être commun en bord de route ou en station rudérale ; au Gabon à 0‒550 m d’altitude, ailleurs jusqu’à 1000 m.",ecology,fre,,,,,ref-Gbn-0000067484,,
wfo-0000068556,"mauvaise herbe des cultures et dans les stations rudérales ; au Gabon à 100–600 m d’altitude, ailleurs entre 0 et 1400 m.",ecology,fre,,,,,ref-Gbn-0000068556,,
wfo-0000069777,"lisière de forêt plus sèche, bords de route, terrains vagues, brousse secondaire ; au Gabon, à 50–800 m d’altitude, ailleurs à 50‒2650 m.",ecology,fre,,,,,ref-Gbn-0000069777,,
wfo-0000072251,"lisière forestière, prairies ; au Gabon à 75–620 m d’altitude, ailleurs à 600–2400 m.",ecology,fre,,,,,ref-Gbn-0000072251,,
wfo-0000072744,"brousse secondaire et parfois cultivé à proximité des villages ; au Gabon à 0–650 m d’altitude, ailleurs à 300–1950 m.",ecology,fre,,,,,ref-Gbn-0000072744,,
wfo-0000075063,"berges, bancs de sable dans les rivières, prairies marécageuses ; l’herbe peut former des tapis ou couvrir de grandes surfaces ; au Gabon à 5–150 m d’altitude, ailleurs à 0–1350 m.",ecology,fre,,,,,ref-Gbn-0000075063,,
wfo-0000075384,"friches, terrains cultivés, végétation secondaire ; peut former de grandes colonies ; au Gabon jusqu’à 600 m d’altitude, ailleurs jusqu’à 1250 m.",ecology,fre,,,,,ref-Gbn-0000075384,,
wfo-0000076948,"jardins, forêt perturbée ; au Gabon à 0–150 m d’altitude, ailleurs à 0–2400 m.",ecology,fre,,,,,ref-Gbn-0000076948,,
wfo-0000077851,"prairie sèche sur inselbergs ; au Gabon à 450–800 m d’altitude, ailleurs à 0–1200 m.",ecology,fre,,,,,ref-Gbn-0000077851,,
wfo-0000080652,"stations rudérales, lisière de forêt, prairies humides, rochers ; au Gabon à 0–750 m d’altitude, ailleurs à 0–550 m.",ecology,fre,,,,,ref-Gbn-0000080652,,
wfo-0000081271,"savane/lisière de forêt, savane humide ; au Gabon à 350–600 m d’altitude, ailleurs à 300–1000 m.",ecology,fre,,,,,ref-Gbn-0000081271,,
wfo-0000084145,"lisières de forêt, clairières, généralement dans les stations perturbées de la zone forestière ; parfois localement commun ; au Gabon à 300‒750 m d’altitude, ailleurs jusqu’à 3150 m.",ecology,fre,,,,,ref-Gbn-0000084145,,
wfo-0000084902,"en savane ou prairies marécageuses ; au Gabon à ± 600 m d’altitude, ailleurs à 0‒1800 m.",ecology,fre,,,,,ref-Gbn-0000084902,,
wfo-0000085247,"lisière forêt/prairie boisée ; au Gabon à ± 100 m d’altitude, ailleurs à 0–1200 m.",ecology,fre,,,,,ref-Gbn-0000085247,,
wfo-0000085274,sols sableux près de l’eau ; près du niveau de la mer.,ecology,fre,,,,,ref-Gbn-0000085274,,
wfo-0000086034,"mauvaise herbe des cultures et des terrains vagues, envahissante sur sol nu ; peut former des taches ou des tapis ; au Gabon à 0–15 m d’altitude, ailleurs à 0–2850 m.",ecology,fre,,,,,ref-Gbn-0000086034,,
wfo-0000089902,"sol humide en forêt, souvent près des cours d’eau et parfois dans l’eau ; au Gabon à 1–600 m d’altitude, ailleurs jusqu’à 2350 m.",ecology,fre,,,,,ref-Gbn-0000089902,,
wfo-0000090813,"lisière de forêt, prairies, brousse secondaire ; au Gabon à ± 500 m d’altitude, ailleurs à 900–2200 m.",ecology,fre,,,,,ref-Gbn-0000090813,,
wfo-0000093042,"bord de route forestière ; au Gabon à 100–730 m d’altitude, ailleurs à 0–2550 m.",ecology,fre,,,,,ref-Gbn-0000093042,,
wfo-0000095596,"végétation rudérale et secondaire, savane boisée, végétation de bord de mer ; au Gabon à 5–550 m d’altitude, ailleurs à 0–2400 m.",ecology,fre,,,,,ref-Gbn-0000095596,,
wfo-0000095907,"prairie ripicole, prairie boisée, peut résister au feu ; au Gabon à 150‒700 m d’altitude, ailleurs à 600‒1800 m.",ecology,fre,,,,,ref-Gbn-0000095907,,
wfo-0000096838,"forêt et lisière forestière, brousse secondaire en zone forestière, prairies fluviales ; au Gabon à 500–700 m d’altitude, ailleurs à 1200–2400 m.",ecology,fre,,,,,ref-Gbn-0000096838,,
wfo-0000101222,prairie boisée ; au Gabon à 200‒450 m d’altitude.,ecology,fre,,,,,ref-Gbn-0000101222,,
wfo-0000101479,"plage, peut supporter des niveaux élevés de salinité ; au Gabon à 0–10 m d’altitude, ailleurs jusqu’à 1800 m.",ecology,fre,,,,,ref-Gbn-0000101479,,
wfo-0000104680,"généralement dans des stations perturbées telles que les terrains vagues, les cultures et les brousses secondaires ; parfois localement commun ; au Gabon à 0‒600 m d’altitude, ailleurs jusqu’à 2500 m.",ecology,fre,,,,,ref-Gbn-0000104680,,
wfo-0000108811,"stations rudérales humides, lisière de mangrove, bord de route ; parfois localement commun ; au Gabon à 0–450 m d’altitude, ailleurs à 0‒2000 m.",ecology,fre,,,,,ref-Gbn-0000108811,,
wfo-0000112521,"prairie ou sur affleurement de grès ; au Gabon à 400–800 m d’altitude, ailleurs à 1350–2900 m.",ecology,fre,,,,,ref-Gbn-0000112521,,
wfo-0000112889,"mauvaise herbe des cultures et des friches où elle peut être commune, pionnière dans les zones sablonneuses nues, également dans les prairies et les clairières forestières ; au Gabon à 0–30 m d’altitude, ailleurs à 0–1700 m.",ecology,fre,,,,,ref-Gbn-0000112889,,
wfo-0000113385,"lisière forestière, bord de rivière ; au Gabon à 150–800 m, ailleurs à 250–700 m.",ecology,fre,,,,,ref-Gbn-0000113385,,
wfo-0000113908,"forêt perturbée et forêt marécageuse, forêt galerie ; au Gabon à 0–800 m d’altitude, ailleurs à 0–1850 m.",ecology,fre,,,,,ref-Gbn-0000113908,,
wfo-0000115943,"mauvaise herbe des cultures et des stations rudérales ; au Gabon à 0–500 m d’altitude, ailleurs à 0‒2500 m.",ecology,fre,,,,,ref-Gbn-0000115943,,
wfo-0000122653,"lisière forestière, stations rudérales, savanes boisées, poches d’humus sur rochers, mauvaise herbe des cultures ; au Gabon à 0–770 m d’altitude, ailleurs jusqu’à 2100 m.",ecology,fre,,,,,ref-Gbn-0000122653,,
wfo-0000122737,"forêt humide submontagnarde ; au Gabon à 720–753 m d’altitude, ailleurs à 1800–2300 m.",ecology,fre,,,,,ref-Gbn-0000122737,,
wfo-0000124691,"prairies, lisière des forêts, marais, stations perturbées ; ailleurs à 300–2700 m.",ecology,fre,,,,,ref-Gbn-0000124691,,
wfo-0000125251,"savane près de la rivière, forêt fluviale, lisière de brousse ; au Gabon à ± 75 m d’altitude, ailleurs à 400–1650 m.",ecology,fre,,,,,ref-Gbn-0000125251,,
wfo-0000128539,"forêt humide ; au Gabon à 0–600 m d’altitude, ailleurs à jusqu’à 2000 m.",ecology,fre,,,,,ref-Gbn-0000128539,,
wfo-0000128668,"bord des cours d’eau, bord de route, stations humides des prairies, rudérale ; au Gabon à 0–800 m d’altitude, ailleurs jusqu’à 1700 m.",ecology,fre,,,,,ref-Gbn-0000128668,,
wfo-0000129192,"mosaïque forêt-prairie boisée ; au Gabon à 400–600 m d’altitude, ailleurs à 250–1900 m.",ecology,fre,,,,,ref-Gbn-0000129192,,
wfo-0000132037,"brousses, forêt secondaire, savane à ptéridophytes ; au Gabon probablement autour de 170 m d’altitude, ailleurs jusqu’à 2550 m.",ecology,fre,,,,,ref-Gbn-0000132037,,
wfo-0000132639,"lisière de forêt riveraine, forêt marécageuse, forêt submontagnarde, savane ; au Gabon à 500–650 m d’altitude, ailleurs à 700–2250 m.",ecology,fre,,,,,ref-Gbn-0000132639,,
wfo-0000132960,"mauvaise herbe de sol humide dans la zone de la forêt dense humide, stations marécageuses, prairies près des rivières ; au Gabon à 30–800 m d’altitude, ailleurs à 0‒1200 m.",ecology,fre,,,,,ref-Gbn-0000132960,,
wfo-0000133716,"lisière de forêt et de végétation secondaire, mauvaise herbe commune des stations perturbées et des cultures ; au Gabon à 100–1000 m d’altitude, ailleurs de 0 à 2500 m.",ecology,fre,,,,,ref-Gbn-0000133716,,
wfo-0000136469,"bord de piste en forêt équatoriale ; au Gabon à 75 m d’altitude, ailleurs à 75–1100 m.",ecology,fre,,,,,ref-Gbn-0000136469,,
wfo-0000136707,"zones marécageuses ; au Gabon à ± 120 m d’altitude, ailleurs jusqu’à 1100 m.",ecology,fre,,,,,ref-Gbn-0000136707,,
wfo-0000137736,"brousse secondaire de lisière de forêt et clairières, « landes à Pteridium » ; altitude au Gabon inconnue, ailleurs à 900–3100 m.",ecology,fre,,,,,ref-Gbn-0000137736,,
wfo-0000139042,"forêts denses primaires et secondaires, souvent en lisière ; au Gabon à 350–900 m d’altitude, ailleurs à 100–1300 m.",ecology,fre,,,,,ref-Gbn-0000139042,,
wfo-0000139232,"bords de route, terrains vagues ; au Gabon près du niveau de la mer jusqu’à 325 m, ailleurs jusqu’à 1200 m.",ecology,fre,,,,,ref-Gbn-0000139232,,
wfo-0000155440,"forêt dense humide sempervirente et semi-décidue, forêt de galeries forestières ; au Gabon, à 0–600 m d’altitude, ailleurs jusqu’à 1050 m.",ecology,fre,,,,,ref-Gbn-0000155440,,
wfo-0000155447,forêt primaire et secondarisée ; au Gabon et ailleurs jusqu’à 700 m d’altitude.,ecology,fre,,,,,ref-Gbn-0000155447,,
wfo-0000155448,forêt primaire et secondarisée ; à 300–700 m d’altitude.,ecology,fre,,,,,ref-Gbn-0000155448,,
wfo-0000157623,forêt primaire et secondarisée ; jusqu’à 650 m d’altitude.,ecology,fre,,,,,ref-Gbn-0000157623,,
wfo-0000157624,forêt primaire et secondarisée ; jusqu’à 660 m d’altitude.,ecology,fre,,,,,ref-Gbn-0000157624,,
wfo-0000157626,"forêt dense humide, à basse altitude.",ecology,fre,,,,,ref-Gbn-0000157626,,
wfo-0000171420,"forêt primaire et secondarisée ; au Gabon à 525–600 m d’altitude, ailleurs jusqu’à 1300 m.",ecology,fre,,,,,ref-Gbn-0000171420,,
wfo-0000171603,savane et forêt riveraine ; jusqu’à 1200 m d’altitude.,ecology,fre,,,,,ref-Gbn-0000171603,,
wfo-0000171932,forêts secondaires et terrains abandonnés ; jusqu’à 1250 m d’altitude. Floraison d’octobre à février ; fruits de décembre à mars (en Afrique de l’Ouest).,ecology,fre,,,,,ref-Gbn-0000171932,,
wfo-0000171997,"forêts secondaires et bords de rivière ; 30–480 m d’altitude au Gabon. Au Gabon, fleurs en août et septembre et fruits en octobre.",ecology,fre,,,,,ref-Gbn-0000171997,,
wfo-0000172019,"forêts primaires et secondaires, galeries forestières, bords de rivières ; au Gabon jusqu’à 700 m d’altitude, ailleurs jusqu’à 750 m. Au Gabon, fleurs d’août à octobre, fruits en septembre et novembre.",ecology,fre,,,,,ref-Gbn-0000172019,,
wfo-0000172030,"bords de mangroves et fourrés d’arrière-plage. Fleurs et fruits presque toute l’année. Les fruits sont disséminés par l’eau, et sont souvent rejetés sur les plages.",ecology,fre,,,,,ref-Gbn-0000172030,,
wfo-0000172094,"forêts secondaires et lisières, parfois en terrain marécageux ; au Gabon à 0–900 m d’altitude. Floraison de mai à février, fructification d’août à janvier.",ecology,fre,,,,,ref-Gbn-0000172094,,
wfo-0000172116,forêt secondaire âgée ; au Gabon vers 475 m d’altitude. Fleurs en mars et avril.,ecology,fre,,,,,ref-Gbn-0000172116,,
wfo-0000172158,"galeries forestières, savanes arbustives, recrus forestiers, et particulièrement fourrés secs sur affleurements rocheux ; altitude non signalée au Gabon, ailleurs jusqu’à 1020 m. Au Gabon, fleurs en février et juillet.",ecology,fre,,,,,ref-Gbn-0000172158,,
wfo-0000172168,"galeries forestières, savanes arbustives, recrus forestiers et fourrés d’inselbergs ; au Gabon, à 100–285 m d’altitude, ailleurs, à 0–1290 m. Au Gabon, fructification en octobre.",ecology,fre,,,,,ref-Gbn-0000172168,,
wfo-0000172231,"habitat inconnu, probablement en forêt de basse altitude. Floraison en mai et août.",ecology,fre,,,,,ref-Gbn-0000172231,,
wfo-0000172261,"forêts secondaires et lisières, galeries forestières, souvent en terrain inondable ; 0–300 m d’altitude au Gabon. Fleurs en juillet et août ; fruits en septembre et octobre.",ecology,fre,,,,,ref-Gbn-0000172261,,
wfo-0000172272,"forêts inondables de bord de lac ou de rivière ; au Gabon à 0–430 m d’altitude, ailleurs jusqu’à 470 m. Au Gabon, floraison de janvier à mai, fructification de février à mai, et en octobre et novembre.",ecology,fre,,,,,ref-Gbn-0000172272,,
wfo-0000172314,"forêts secondaires, bords de rivière, galeries forestières, forêts claires, lisières d’inselbergs ; au Gabon jusqu’à 665 m d’altitude, ailleurs jusqu’à 1200 m. Floraison d’octobre à décembre au Gabon.",ecology,fre,,,,,ref-Gbn-0000172314,,
wfo-0000172360,"forêt de basse altitude, à ± 250 m. Floraison en mai et juin.",ecology,fre,,,,,ref-Gbn-0000172360,,
wfo-0000172410,"forêts secondaires, galeries forestières, bords de rivières ou de marécages, recrus, jachères et fourrés de recolonisation en savane ; jusqu’à 600 m d’altitude au Gabon, ailleurs jusqu’à 1400 m. Au Gabon, floraison de mai à août (une fois en février) et fructification d’octobre à février.",ecology,fre,,,,,ref-Gbn-0000172410,,
wfo-0000172425,"forêts secondaires, lisières, recrus, galeries forestières, savanes boisées et forêts basses sur crêtes rocheuses ; jusqu’à 780 m d’altitude au Gabon et ailleurs. Au Gabon, floraison en janvier, février et septembre ; fructification de septembre à décembre.",ecology,fre,,,,,ref-Gbn-0000172425,,
wfo-0000172458,"forêts secondaires, lisières et recrus, parfois sur sol rocheux, colonise souvent les talus de bord de route ; 0–800 m d’altitude au Gabon, jusqu’à 1000 m ailleurs. Au Gabon, floraison de juin à février et fructification de septembre à février.",ecology,fre,,,,,ref-Gbn-0000172458,,
wfo-0000172487,": forêt dense, parfois en bord de rivière ; au Gabon vers 470 m d’altitude. Floraison en septembre et octobre au Gabon.",ecology,fre,,,,,ref-Gbn-0000172487,,
wfo-0000172847,"forêts riveraines, lisières, savanes arborées, fréquente sur sols sableux ; au Gabon à 40 m d’altitude, ailleurs jusqu’à 500 m. Fleurs de novembre à mars ; fruits d’avril à juillet. Les fruits flottent sur l’eau.",ecology,fre,,,,,ref-Gbn-0000172847,,
wfo-0000172858,"forêt primaire et secondaire, rochers près de sources ; au Gabon à 10–650 m d’altitude, ailleurs jusqu’à 500 m. Floraison d’octobre à mars ; fruits de janvier à mars.",ecology,fre,,,,,ref-Gbn-0000172858,,
wfo-0000172866,"forêts semi-caducifoliées et sempervirentes, riveraines, lisières de forêt, lieux plus humides que P. soyauxii ; au Gabon jusqu’à 500 m d’altitude. Fleurs en février.",ecology,fre,,,,,ref-Gbn-0000172866,,
wfo-0000173025,"jachères, bords de route, marécages, savanes ripicoles ; au Gabon, à 10–190 m d’altitude, ailleurs jusqu’à 1100 m.",ecology,fre,,,,,ref-Gbn-0000173025,,
wfo-0000173179,"lieux humides ouverts, dans les marigots, mares, végétation herbeuse rudérale ; au Gabon, à 0–400 m d’altitude, ailleurs jusqu’à 1050 m. Floraison et fructification en février.",ecology,fre,,,,,ref-Gbn-0000173179,,
wfo-0000173255,"bords de rivières et lacs, même dans l’eau, marécages, phragmitaies, végétation ouverte sur sable, rare en forêt dense ; à 0–1600 m d’altitude ; formant des peuplements étendus, mais aussi trouvée par pieds isolées.",ecology,fre,,,,,ref-Gbn-0000173255,,
wfo-0000173414,"endroits humides, bords de rivière, zones inondées ; jusqu’à 1530 m d’altitude.",ecology,fre,,,,,ref-Gbn-0000173414,,
wfo-0000173490,"savanes arboricoles, savanes inondables, bords des routes, terrains cultivés, jachères, inselbergs, souvent sur sable ; au moins montant jusqu’à 700 m.",ecology,fre,,,,,ref-Gbn-0000173490,,
wfo-0000174031,"savanes marécageuses, sols sableux ; au Gabon à basse altitude, ailleurs jusqu’à 1150 m.",ecology,fre,,,,,ref-Gbn-0000174031,,
wfo-0000174378,"En culture sèche et irriguée partout dans les régions chaudes, parfois échappée / spontanée dans des stations naturelles. Au Gabon, parfois spontanée dans la végétation secondaire herbacée, provenant évidemment de graines répandues par les gens.",ecology,fre,,,,,ref-Gbn-0000174378,,
wfo-0000174479,"savanes herbacées, bords de route, endroits humides, bords des lacs ; au Gabon à 125–640 m d’altitude, ailleurs jusqu’à 1300 m. Floraison de février à mai.",ecology,fre,,,,,ref-Gbn-0000174479,,
wfo-0000176006,"forêt dense, dans le sous-bois ; au Gabon à basse altitude, ailleurs jusqu’à 450 m. Fleurs et fruits en octobre.",ecology,fre,,,,,ref-Gbn-0000176006,,
wfo-0000176026,"forêt saxicole, inselbergs, bords de rivière, forêt secondaire ; au Gabon à 140–760 m d’altitude, ailleurs jusqu’à 700 m. Fleurs et fruits en avril, mai et octobre ; fruits en décembre.",ecology,fre,,,,,ref-Gbn-0000176026,,
wfo-0000176136,"sous-bois des forêts sèches et secondaires, galeries forestières, bord des eaux vives, des rapides ; au Gabon d’altitude inconnue, ailleurs jusqu’à 1500 m.",ecology,fre,,,,,ref-Gbn-0000176136,,
wfo-0000176332,"sables maritimes, savanes boisées et herbacées, stations rudérales, bords de route, très résistante à la sécheresse ; au Gabon et ailleurs, à 1–500 m d’altitude. Floraison de janvier à mai, juillet et d’octobre à décembre ; fruit en février, novembre et décembre.",ecology,fre,,,,,ref-Gbn-0000176332,,
wfo-0000176343,"savane herbacée et arbustive, jachères, sur sols pauvres ; au Gabon à environ 200 m d’altitude, ailleurs jusqu’à 1850 m. Fleurs en août.",ecology,fre,,,,,ref-Gbn-0000176343,,
wfo-0000176386,"pâturages et savanes, bords de route, bords de rivière ; au Gabon à 275–500 m d’altitude, ailleurs jusqu’à 1600 m. Fleurs et fruits en octobre, de décembre à février et avril.",ecology,fre,,,,,ref-Gbn-0000176386,,
wfo-0000176622,"végétations littorale, secondaire, le long des routes et rivières, stations rudérales, savanes sèches, sables, jachères ; au Gabon à 5–640 m d’altitude, ailleurs jusqu’à 1500 m. En fleur une grande partie de l’année : mai, juillet, septembre, de novembre à janvier.",ecology,fre,,,,,ref-Gbn-0000176622,,
wfo-0000176873,"savanes arbustives, savanes marécageuses et rocheuses, stations rudérales, jachères ; au Gabon à 170 m d’altitude, ailleurs à 0–2500 m.",ecology,fre,,,,,ref-Gbn-0000176873,,
wfo-0000176915,"plantations de cocotiers, le long des routes, stations rudérales, savanes, savanes marécageuses et rocheuses ; au Gabon à 100–200 m d’altitude, ailleurs jusqu’à 900 m.",ecology,fre,,,,,ref-Gbn-0000176915,,
wfo-0000177100,"savane herbeuse ouverte ; au Gabon à ± 450 m d’altitude, ailleurs jusqu’à 1000 m. Fleurs en septembre.",ecology,fre,,,,,ref-Gbn-0000177100,,
wfo-0000177228,": sur sables, savane arbustive, champs d’igname ; ailleurs jusqu’à 1900 m d’altitude.",ecology,fre,,,,,ref-Gbn-0000177228,,
wfo-0000177343,"sols ferrugineux, stations rudérales, savanes ; au Gabon à 10–600 m d’altitude, ailleurs jusqu’à 1300 m. Fleurs et fruits tout au long de l’année.",ecology,fre,,,,,ref-Gbn-0000177343,,
wfo-0000177430,"bords de route ou de rivière ; au Gabon à 30 m d’altitude, ailleurs jusqu’à 1500 m.",ecology,fre,,,,,ref-Gbn-0000177430,,
wfo-0000177440,"terrains humides et rudéraux, bords des routes, pelouses, lisières ; au Gabon à ± 300 m d’altitude, ailleurs jusqu’à 1800 m. Fleurs et fruits en février et décembre.",ecology,fre,,,,,ref-Gbn-0000177440,,
wfo-0000177471,"végétation ouverte, prairie dans forêt secondaire ; au Gabon à 440 m d’altitude, ailleurs à 0–1200 m. Fleurs et fruits en février.",ecology,fre,,,,,ref-Gbn-0000177471,,
wfo-0000177482,"sur sol sablonneux, rudérale, bords des routes, pelouses ; au Gabon à 5–335 m d’altitude, ailleurs jusqu’à 1800 m.",ecology,fre,,,,,ref-Gbn-0000177482,,
wfo-0000177537,"assez commune dans la savane humide et la forêt claire, bords de route et rudérale ; au Gabon jusqu’à 250 m d’altitude, ailleurs jusqu’à 1300 m.",ecology,fre,,,,,ref-Gbn-0000177537,,
wfo-0000177943,"savanes arbustives, galeries forestières, végétation à Raphia ou bambou ; à basse altitude.",ecology,fre,,,,,ref-Gbn-0000177943,,
wfo-0000177956,"savanes herbacées et arbustives, sèches ou humides, forêts ouvertes ; au Gabon à environ 400 m d’altitude, ailleurs jusqu’à 2000 m. Fleurs en mars.",ecology,fre,,,,,ref-Gbn-0000177956,,
wfo-0000178000,"savanes herbacées et arbustives, stations rudérales, bords de route ; au Gabon à 5–350 m d’altitude, ailleurs jusqu’à 1200 m. Fleurs et fruits en janvier et février, d’avril à juillet et novembre.",ecology,fre,,,,,ref-Gbn-0000178000,,
