taxonID,description,type,language,contributor,audience,rightsHolder,creator,source,rights,license
wfo-0000221741,Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000221741,,
wfo-0000221743,Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000221743,,
wfo-0000221744,Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000221744,,
wfo-0000224589,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000224589,,
wfo-0000224590,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000224590,,
wfo-0000242198,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000242198,,
wfo-0000242254,Largement répandu ; probablement Préoccupation mineure (LC) ; invasif dans certaines régions.,conservation,fre,,,,,ref-Gbn-0000242254,,
wfo-0000253211,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000253211,,
wfo-0000253344,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000253344,,
wfo-0000253537,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000253537,,
wfo-0000256769,Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000256769,,
wfo-0000256770,Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000256770,,
wfo-0000269796,Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000269796,,
wfo-0000274773,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000274773,,
wfo-0000274784,Répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000274784,,
wfo-0000274793,Largement répandu ; probablement Préoccupation mineure (LC) ; enregistré comme Vulnérable (VU) au Cameroun.,conservation,fre,,,,,ref-Gbn-0000274793,,
wfo-0000279402,Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000279402,,
wfo-0000279403,Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000279403,,
wfo-0000279709,"Signalé comme En danger critique d’extinction (CR) au Cameroun. Bien qu’il soit répandu, très peu de récoltes ont été effectuées.",conservation,fre,,,,,ref-Gbn-0000279709,,
wfo-0000282533,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000282533,,
wfo-0000282699,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000282699,,
wfo-0000282807,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000282807,,
wfo-0000294908,Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000294908,,
wfo-0000294916,Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000294916,,
wfo-0000294926,Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000294926,,
wfo-0000294939,Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000294939,,
wfo-0000294940,Données insuffisantes (DD).,conservation,fre,,,,,ref-Gbn-0000294940,,
wfo-0000294950,Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000294950,,
wfo-0000298207,"Attribué préliminairement à Préoccupation mineure (LC) par Pollard dans Cheek et al. (2004), sous le nom de C. violaceum.",conservation,fre,,,,,ref-Gbn-0000298207,,
wfo-0000300090,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000300090,,
wfo-0000301276,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000301276,,
wfo-0000302764,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000302764,,
wfo-0000307466,Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000307466,,
wfo-0000307468,Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000307468,,
wfo-0000333016,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000333016,,
wfo-0000333061,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000333061,,
wfo-0000333079,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000333079,,
wfo-0000333097,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000333097,,
wfo-0000333121,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000333121,,
wfo-0000333253,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000333253,,
wfo-0000333333,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000333333,,
wfo-0000333410,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000333410,,
wfo-0000333490,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000333490,,
wfo-0000333558,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000333558,,
wfo-0000333685,à large répartition et attribué préliminairement à Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000333685,,
wfo-0000357004,Attribué préliminairement à En danger (EN) ; avec cinq localités pour l’ensemble de son aire de répartition géographique.,conservation,fre,,,,,ref-Gbn-0000357004,,
wfo-0000389228,"Préoccupation mineure (LC), y inclus les variétés ; statut selon la liste rouge de l’IUCN, évalué par Omosowon et al. (2019a).",conservation,fre,,,,,ref-Gbn-0000389228,,
wfo-0000389474,"Préoccupation mineure (LC) ; statut selon la liste rouge de l’IUCN, évalué par Omosowon et al. (2019b).",conservation,fre,,,,,ref-Gbn-0000389474,,
wfo-0000391069,"Préoccupation mineure (LC) ; statut selon la liste rouge de l’IUCN, évalué par Omosowon et al. 2019c).",conservation,fre,,,,,ref-Gbn-0000391069,,
wfo-0000392514,"Préoccupation mineure (LC) ; statut selon la liste rouge de l’IUCN, évalué par Omosowon et al. (2019h).",conservation,fre,,,,,ref-Gbn-0000392514,,
wfo-0000393994,"Préoccupation mineure (LC) ; statut selon la liste rouge de l’IUCN, évalué par Omosowon et al. (2020).",conservation,fre,,,,,ref-Gbn-0000393994,,
wfo-0000394285,"Manque de Données (DD) ; statut selon la liste rouge de l’IUCN, évalué par Omosowon et al. (2019e).",conservation,fre,,,,,ref-Gbn-0000394285,,
wfo-0000395049,"Préoccupation mineure (LC) ; statut selon la liste rouge de l’IUCN, évalué par Omosowon et al. (2019f).",conservation,fre,,,,,ref-Gbn-0000395049,,
wfo-0000395188,"Préoccupation mineure (LC) ; statut selon la liste rouge de l’IUCN, évalué par Omosowon et al. (2019g).",conservation,fre,,,,,ref-Gbn-0000395188,,
wfo-0000395371,"Préoccupation mineure (LC) ; statut selon la liste rouge de l’IUCN, évalué par Omosowon et al. (2019h).",conservation,fre,,,,,ref-Gbn-0000395371,,
wfo-0000754995,Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000754995,,
wfo-0000805557,connu uniquement de la localité-type – un chantier forestier – et une menace continue peut donc être déduite ; attribué préliminairement à En danger critique (CR).,conservation,fre,,,,,ref-Gbn-0000805557,,
wfo-0000808188,probablement En danger (EN) ; connu de sept récoltes représentant deux localités.,conservation,fre,,,,,ref-Gbn-0000808188,,
wfo-0000836900,Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000836900,,
wfo-0000838394,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000838394,,
wfo-0000879478,"Vulnérable (VU) ; selon la Liste Rouge de l’UICN, évalué par Pollard (2004a).",conservation,fre,,,,,ref-Gbn-0000879478,,
wfo-0000879728,"à large répartition dans la région guinéo-congolaise, mais avec seulement un peu plus d’une dizaine de localités connues ; attribué préliminairement à Quasi menacé (NT) par Pollard dans Cheek et al. (2004).",conservation,fre,,,,,ref-Gbn-0000879728,,
wfo-0000879975,Attribué préliminairement à Préoccupation mineure (LC) par Pollard dans Cheek et al. (2004).,conservation,fre,,,,,ref-Gbn-0000879975,,
wfo-0000880189,Évalué comme Préoccupation mineure (LC) par IUCN & BGCI (2020a).,conservation,fre,,,,,ref-Gbn-0000880189,,
wfo-0000881287,"Bien qu’il ait une aire de répartition géographique assez large, il reste connu de peu de localités et est attribué préliminairement à Quasi menacé (NT) ici.",conservation,fre,,,,,ref-Gbn-0000881287,,
wfo-0000881531,Pollard dans Cheek et al. (2004) a évalué C. globuliflorum préliminairement comme Préoccupation mineure (LC) et C. grandifolium comme Quasi Menacé (NT). Ces deux espèces sont considérées comme synonymes d’un concept d’espèce plus large de C. excavatum (voir les notes taxonomiques ci-dessous) à qui est donc attribué préliminairement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000881531,,
wfo-0000881813,Évalué comme Préoccupation mineure (LC) par UICN et BGCI (2020b).,conservation,fre,,,,,ref-Gbn-0000881813,,
wfo-0000881926,largement distribué et attribué préliminairement à Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000881926,,
wfo-0000884166,attribué préliminairement à Préoccupation mineure (LC) par Pollard dans Cheek et al. (2004).,conservation,fre,,,,,ref-Gbn-0000884166,,
wfo-0000885516,"à large répartition, attribué préliminairement à Préoccupation mineure (LC).",conservation,fre,,,,,ref-Gbn-0000885516,,
wfo-0000886280,largement distribué et attribué préliminairement à Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000886280,,
wfo-0000886415,à large répartition et attribué préliminairement à Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000886415,,
wfo-0000886685,attribué préliminairement à Préoccupation mineure (LC) par Pollard dans Cheek et al. (2004).,conservation,fre,,,,,ref-Gbn-0000886685,,
wfo-0000887137,à large répartition et attribué préliminairement à Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000887137,,
wfo-0000887447,attribué préliminairement à Préoccupation mineure (LC) par Pollard dans Cheek et al. (2004).,conservation,fre,,,,,ref-Gbn-0000887447,,
wfo-0000887742,à large répartition et attribué préliminairement à Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000887742,,
wfo-0000887775,à large répartition et attribué préliminairement à Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000887775,,
wfo-0000913654,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000913654,,
wfo-0000914260,Largement répandu et cultivé ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000914260,,
wfo-0000915123,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000915123,,
wfo-0000915794,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000915794,,
wfo-0000952573,Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000952573,,
wfo-0000952574,Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000952574,,
wfo-0000952576,Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000952576,,
wfo-0000952577,Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000952577,,
wfo-0000952579,Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000952579,,
wfo-0000952580,Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000952580,,
wfo-0000952581,Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000952581,,
wfo-0000952588,Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000952588,,
wfo-0000953817,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0000953817,,
wfo-0001069790,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0001069790,,
wfo-0001316618,Données insuffisantes (DD).,conservation,fre,,,,,ref-Gbn-0001316618,,
wfo-0001316680,En danger (EN).,conservation,fre,,,,,ref-Gbn-0001316680,,
wfo-0001316681,Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0001316681,,
wfo-0001333521,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0001333521,,
wfo-0001335292,à large répartition et attribué préliminairement à Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0001335292,,
wfo-0001427531,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-0001427531,,
wfo-1000022775,Vulnérable (VU) ; statut proposé par Beentje & Lachenaud (2020).,conservation,fre,,,,,ref-Gbn-1000022775,,
wfo-1000031505,"Une préférence pour l’habitat perturbé ouvert peut réduire les risques des activités humaines dans les régions côtières et en plus l’espèce a une large distribution. Cependant, une évaluation complète de cette espèce jusque-là négligée, est souhaitable.",conservation,fre,,,,,ref-Gbn-1000031505,,
wfo-1000031564,largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-1000031564,,
wfo-1000031577,"La distribution est très limitée, les populations sont sévèrement fragmentées et l’habitat est sous pression ; probablement En danger (EN).",conservation,fre,,,,,ref-Gbn-1000031577,,
wfo-1000031578,"Considérée comme vulnérable au Cameroun en raison de la régression de l’habitat forestier (Onana & Cheek, 2011). L’espèce n’est pas endémique du Cameroun, comme ces auteurs le suggèrent et devra être évaluée sur l’ensemble de son aire de distribution. Une catégorie Quasi menacée (NT) peut être appropriée en raison de la diminution de l’étendue et de la qualité de l’habitat.",conservation,fre,,,,,ref-Gbn-1000031578,,
wfo-1000031598,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-1000031598,,
wfo-1000031633,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-1000031633,,
wfo-1000032173,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-1000032173,,
wfo-1000043637,"La distribution réelle de cette espèce est probablement limitée à une petite zone montagneuse avec des précipitations suffisantes. Les lieux de récolte des spécimens d’herbier cités sont en grande partie en dehors des zones protégées. Donc, avec seulement trois localités connues, le statut selon la Liste Rouge de l’UICN est probablement En Danger (EN).",conservation,fre,,,,,ref-Gbn-1000043637,,
wfo-1200008038,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-1200008038,,
wfo-1200037562,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-1200037562,,
wfo-1200098615,Largement répandu ; probablement Préoccupation mineure (LC).,conservation,fre,,,,,ref-Gbn-1200098615,,
