taxonID,description,type,language,contributor,audience,rightsHolder,creator,source,rights,license
wfo-0000228357,"alt. 80-1800 m. Herbacée terrestre en prairie marécageuse, périodiquement inondée et balayée par les feux, marécage, forêt à Chrysobalanus icaco et Syzygium gui-neense dominant, bordure de mangrove, forêt ombrophile de basse terre, forêt secondaire, savane paturée à Daniellia et Lophira, savane surpâturée par le bétail, parfois sur du sable pur, lithophyte sur roc de banc de rivière, épiphyte à 2,5 m du sol sur tronc de palmier à huile, en plein soleil et à l'ombre.",Habitat,fre,,,,,ref-Gbn-0000228357,,
wfo-0000228592,"alt. 20-1800 m. Epiphyte sur arbre et fougère arborescente en lieu humide, boisement à Brachystegia, Uapaca et Anogeissus, récolté sur tronc moussu en forêt marécageuse à. 2-3 m ou plus au-dessus du sol.",Habitat,fre,,,,,ref-Gbn-0000228592,,
wfo-0000252727,"alt. 430-1250 m. Èpiphyte sur fût de grand arbre de forêt en ravin humide et ombragé en forêt ombrophile, mais observé aussi sur le tronc d'un Rinorea sp.",Habitat,fre,,,,,ref-Gbn-0000252727,,
wfo-0000461348,alt. 0-900 m. Epiphyte sur le tronc et à la couronne des arbres en forêt primaire sempervirente et semidécidue.,Habitat,fre,,,,,ref-Gbn-0000461348,,
wfo-0000496778,"alt. 0-750 m. Epiphyte sur liane, à la couronne et sur écorce d'arbres, dans divers types de forêt: primaire, marécageuse, dégradée, exploitée; de basse altitude et côtière.",Habitat,fre,,,,,ref-Gbn-0000496778,,
wfo-0000584629,alt. 0-500 m. Èpiphyte sur branche de grand arbre en forêt primaire et en relique forestière en savane.,Habitat,fre,,,,,ref-Gbn-0000584629,,
wfo-0000609699,épiphyte; forêt primaire.,Habitat,fre,,,,,ref-Gbn-0000609699,,
wfo-0000614894,"alt. 0-800 m. Èpiphyte à la couronne et sur écorce d' arbre de forêt primaire et de forêt exploitée, récolté sur un Dacryodes sp.",Habitat,fre,,,,,ref-Gbn-0000614894,,
wfo-0000629029,alt. 570 m. Epiphyte sur arbre mort en forêt primaire.,Habitat,fre,,,,,ref-Gbn-0000629029,,
wfo-0000469327,"alt. 0-1100 m. Epiphyte en forêt de basse altitude ombrophile, semi-déci-due et forêt submontagnarde, mangrove, forêt primaire et secondaire ancienne, plantation de cacao.",Habitat,fre,,,,,ref-Gbn-0000469327,,
wfo-0000470146,alt. 0-850 m. Forêt planitiaire et collinéenne. Epiphyte.,Habitat,fre,,,,,ref-Gbn-0000470146,,
wfo-0000476155,"alt. 0-1000 m. Epiphyte de savane côtière, forêt planitiaire et submontagnarde, forêt marécageuse, sur tronc mouillé en permanence ainsi que sur arbre abattu.",Habitat,fre,,,,,ref-Gbn-0000476155,,
wfo-0000500287,épiphyte en forêt planitiaire et montagnarde.,Habitat,fre,,,,,ref-Gbn-0000500287,,
wfo-0000513082,"alt. 0-800 m. Epiphyte; forêt planitiaire à submontagnarde, parfois en forêt littorale, plantation et forêt secondaire.",Habitat,fre,,,,,ref-Gbn-0000513082,,
wfo-0000546289,alt. 0-800 m. Epiphyte sur l'écorce à la couronne des arbres de forêt plani-tiaire et submontagnarde et de mangrove.,Habitat,fre,,,,,ref-Gbn-0000546289,,
wfo-0000551120,"aIt. 0-1500 m. Épiphyte sur tronc en forêt planitiaire primaire et secondaire et en forêt montagnarde ou ripicole, en forêt à Aucoumea-Brachystegia ou boisement décidu mixte.",Habitat,fre,,,,,ref-Gbn-0000551120,,
wfo-0000645088,forêts ombrophiles ou galeries forestières; alt. 0-1600 m.,Habitat,fre,,,,,ref-Gbn-0000645088,,
wfo-0000595005,"alt. 300-400 m. Épiphyte sur tronc à 25-30 m au-dessus du sol, en forêt pla-nitiaire secondaire.",Habitat,fre,,,,,ref-Gbn-0000595005,,
wfo-0000600560,"alt. 400 m. Epiphyte; basse terre, forêt secondaire.",Habitat,fre,,,,,ref-Gbn-0000600560,,
wfo-0000610435,"alt. 200-2100 m. Epiphyte, parfois lithophyte en forêt primaire et secondaire, planitiaire à montagnarde, et dans des boisements à Brachystegia.",Habitat,fre,,,,,ref-Gbn-0000610435,,
wfo-0000613481,"alt. 0-2300 m. Épiphyte souvent très exposé en forêt ombrophile, plani-tiaire, primaire, semi-décidue ou montagnarde, boisement à Brachystegia, parfois en forêt secondaire; récolté sur Elaeophorbia cf. grandifolia; parfois lithophyte.",Habitat,fre,,,,,ref-Gbn-0000613481,,
wfo-0000626512,"alt. 0-1000 m. Epiphyte sur tronc ou branche à 20-30 m au-dessus du sol en forêt planitiaire à submontagnarde, parfois en forêt secondaire.",Habitat,fre,,,,,ref-Gbn-0000626512,,
wfo-0000648110,"alt. 0-1800 m. Epiphyte sur tronc et branche à <30 m au-dessus du sol, rarement lithophyte, parfois récolté sur roche nue; forêt planitiaire, reste de forêt en savane, forêt montagnarde, littorale, plantation de café, forêt basse à Chrysobalanus icaco et Syzygium guineense dominants, forêt de mangrove et mangrove.",Habitat,fre,,,,,ref-Gbn-0000648110,,
wfo-0000462403,alt. 640-2400 m. Epiphyte en forêt primaire de montagne.,Habitat,fre,,,,,ref-Gbn-0000462403,,
wfo-0000494731,épiphyte en forêt planitiaire et mangrove.,Habitat,fre,,,,,ref-Gbn-0000494731,,
wfo-0000501099,"alt. 0-1000 m. Epiphyte en forêt planitiaire et collinéenne, récolté à 2 m au-dessus du sol sur branche de Dacryodes edulis.",Habitat,fre,,,,,ref-Gbn-0000501099,,
wfo-0000552511,"alt. 0-2100 m. Epiphyte en forêt planitiaire et montagnarde, forêt secondaire à Lophira alata, boisement à Brachystegia, sur branche et tronc, ou lithophyte sur roche couverte de lichens ou de mousses.",Habitat,fre,,,,,ref-Gbn-0000552511,,
wfo-0000572190,"alt. 160-750 m. Épiphyte, 2-10 m au-dessus du sol, souvent récolté sur branche morte en forêt planitiaire à montagnarde, parfois forêt ou fourré à Brachystegia, parfois lithophyte.",Habitat,fre,,,,,ref-Gbn-0000572190,,
wfo-0000577252,forêt de plaine. Épiphyte sur Pandanus.,Habitat,fre,,,,,ref-Gbn-0000577252,,
wfo-0000469769,épiphyte sur tronc. Forêt primaire de plaine; récolté une fois sur Gilbertiodendron dewevrei.,Habitat,fre,,,,,ref-Gbn-0000469769,,
wfo-0000470171,épiphyte; forêt planitaire à montagnarde; récolté sur grosse branche d'un Aucoumea klaineana,Habitat,fre,,,,,ref-Gbn-0000470171,,
wfo-0000475565,alt. 0-2000 m. Epiphyte sur branche d'arbre; forêt planitiaire à submontagnarde; forêt primaire périodiquement inondée à Gilbertiodendron.,Habitat,fre,,,,,ref-Gbn-0000475565,,
wfo-0000517567,"alt. 300-600 m. Epiphyte sur branche et tronc; forêt planitiaire submontagnarde et montagnarde, prairie, rare en boisement à Brachystegia; parfois lithophyte.",Habitat,fre,,,,,ref-Gbn-0000517567,,
wfo-0000519149,alt. 0-700 m. Epiphyte sur branche; observé à 30 m au-dessus du sol; forêt planitiaire à montagnarde.,Habitat,fre,,,,,ref-Gbn-0000519149,,
wfo-0000563069,alt. 0-1200 m. Epiphyte sur branche; forêt planitiaire à submontagnarde.,Habitat,fre,,,,,ref-Gbn-0000563069,,
wfo-0000574745,"alt. 0-500 m. Epiphyte sur branche et tronc d'arbre; forêt en plaine et sur relief, relique forestière en savane, récolté sur Euphorbia.",Habitat,fre,,,,,ref-Gbn-0000574745,,
wfo-0000593672,"alt. 0-1900 m. Epiphyte sur tronc et branche; forêt planitiaire, littorale, primaire ombrophile, montagnarde, relique forestière en savane; récolté entre 1 et 30 m au-dessus du sol, parfois lithophyte.",Habitat,fre,,,,,ref-Gbn-0000593672,,
wfo-0000614787,"alt. 0-2000 m. Epiphyte ou lihtophyte; forêt de basse à haute altitude, relique forestière en savane, forêt dégradée et forêt exploitée.",Habitat,fre,,,,,ref-Gbn-0000614787,,
wfo-0000647598,"alt. 0-500 m. Épiphyte parmi les mousses et des Peperomia (Hallé 3244), récolté sur branche d'arbre mort à 2 m au-dessus du sol; forêt sur relief.",Habitat,fre,,,,,ref-Gbn-0000647598,,
wfo-0000971936,"alt. 1100-1400 m. Epiphyte; savane, forêt ombrophile primaire et marécageuse; récolté en mangrove sur branche d'un Rhizophora, ainsi que sur un Sysygium gui-neense et un Manilkara.",Habitat,fre,,,,,ref-Gbn-0000971936,,
wfo-0000971940,alt.? Épiphyte; forêt dense humide de plaine et de contrefort montagneux.,Habitat,fre,,,,,ref-Gbn-0000971940,,
wfo-0000429369,alt. 100 m. Épiphyte sur fût couvert de lichens exposé du fait de son émergence.,Habitat,fre,,,,,ref-Gbn-0000429369,,
wfo-0000280567,"alt. 0-600 m. Épiphyte sur paroi granitique subverticale, vers 25 m de hauteur, avec Parmelia sp.",Habitat,fre,,,,,ref-Gbn-0000280567,,
wfo-0000280618,alt. inconnue. Épiphyte sur tronc et branche principale en savane boisée.,Habitat,fre,,,,,ref-Gbn-0000280618,,
wfo-0000280681,alt. 0- 950 m. Epiphyte sur arbre de mangrove et forêt sublittorale.,Habitat,fre,,,,,ref-Gbn-0000280681,,
wfo-0000280228,"alt. 0-1 350 m. épiphyte en forêt humide, forêt ombrophile atlantique à Légumineuses et forêt rivulaire, observé sur tronc de Gilbertiodendron dewevrei.",Habitat,fre,,,,,ref-Gbn-0000280228,,
wfo-0000280535,alt. 0-900 m. Épiphyte en forêt humide de basse altitude.,Habitat,fre,,,,,ref-Gbn-0000280535,,
wfo-0000280663,alt. Inconnue. Épiphyte.,Habitat,fre,,,,,ref-Gbn-0000280663,,
wfo-0000280330,"alt. 500-2 950 m. Épiphyte en forêt dense, forêt montagnarde ou lithophyte.",Habitat,fre,,,,,ref-Gbn-0000280330,,
wfo-0000280381,alt. 650-1 650 m. Épiphyte sur branche couverte de lichens ou sur tronc à  3 m au-dessus du sol.,Habitat,fre,,,,,ref-Gbn-0000280381,,
wfo-0000280384,alt. 400-1000 m. Épiphyte en forêt dense humide de plaine ou submontagnarde.,Habitat,fre,,,,,ref-Gbn-0000280384,,
wfo-0000280452,alt inconnue.,Habitat,fre,,,,,ref-Gbn-0000280452,,
wfo-0000280467,"alt. 0-300 m. Épiphyte à 2 m de hauteur, sommet de colline baigné d'humidité.",Habitat,fre,,,,,ref-Gbn-0000280467,,
wfo-0000280230,"alt. 800-1850 m. Épiphyte en forêt dense humide, forêt de brouillard ou lithophyte.",Habitat,fre,,,,,ref-Gbn-0000280230,,
wfo-0000280264,"alt. 1 000-2 500 m. Épiphyte en forêt de montagne, forêt sclérophylle sur lave, bambousaie, formation marécageuse.",Habitat,fre,,,,,ref-Gbn-0000280264,,
wfo-0000280290,"alt. 900-3 500 m. Épiphyte en forêt à mousses de basse altitude; galeries forestières, rencontré notamment sur Syzygium cordatum.",Habitat,fre,,,,,ref-Gbn-0000280290,,
wfo-0000280380,épiphyte en forêt humide de basse altitude.,Habitat,fre,,,,,ref-Gbn-0000280380,,
wfo-0000280461,"alt. 500-1 500 m. Épiphyte en forêt dense humide de basse altitude et som-mitale, forêt sublittorale, forêt arbustive, lisière forêt-savane, observé sur tronc de Ficus mucuso et palmier à huile, jusqu'à 20 m au-dessus du sol.",Habitat,fre,,,,,ref-Gbn-0000280461,,
wfo-0000280551,"alt. 400-1 150 m. Épiphyte en forêt humide de basse et moyenne altitude, plaine de lave.",Habitat,fre,,,,,ref-Gbn-0000280551,,
wfo-0000280574,"alt. 700-1 000 m. Terrestre, rupicole ou lithophyte au soleil sur pente rocheuse, sur rocher granitique parmi les Cypéracées et la végétation à Microdracoides.",Habitat,fre,,,,,ref-Gbn-0000280574,,
wfo-0000280594,alt. 950 m. Épiphyte en forêt montagnarde.,Habitat,fre,,,,,ref-Gbn-0000280594,,
wfo-0000280605,"alt. 470-980 m. Épiphyte en forêt dense, sur branche ombragée sur l'eau, lithophyte sur talus rocheux entre la rive et la mangrove.",Habitat,fre,,,,,ref-Gbn-0000280605,,
wfo-0000280382,alt. 900-2 000 m. Épiphyte en forêt humide ou lithophyte sur rocher humide en forêt.,Habitat,fre,,,,,ref-Gbn-0000280382,,
wfo-0000280654,alt. 600-1 500 m. Épiphyte en forêt montagnarde et submontagnarde.,Habitat,fre,,,,,ref-Gbn-0000280654,,
wfo-0000280347,"alt. 1 500 m. Sur rocher ou épiphyte sur branche en forêt en bordure de mangrove, parfois terrestre sur coussin d'Afrotrilcpis.",Habitat,fre,,,,,ref-Gbn-0000280347,,
wfo-0000280383,alt. 750 m. Épiphyte ou terrestre parmi les touffes d'herbe sur rocher.,Habitat,fre,,,,,ref-Gbn-0000280383,,
wfo-0000280395,"alt. 500-1 800 m. Épiphyte ou lithophyte en fourré sec, forêt secondaire, savane boisée de transition, forêt rivulaire, forêt humide, observé sur Ficus.",Habitat,fre,,,,,ref-Gbn-0000280395,,
wfo-0000280517,"alt. 500-1 200 m. Épiphyte ou rarement lithophyte en forêt rivulaire, bois, fourré.",Habitat,fre,,,,,ref-Gbn-0000280517,,
wfo-0000280521,épiphyte sur tronc d'arbre et grosse branche en forêt rivulaire et forêt humide.,Habitat,fre,,,,,ref-Gbn-0000280521,,
wfo-0000280538,"alt. 0-1 350 m. Épiphyte en forêt primaire, forêt secondarisée à Pychanthus angolense récolté sur Irvingia smithii, Dialium corbisieri, Mangifera indica, Xerophyta sp., lithophyte sur rocher granitique, souvent avec Afrotrilepis pilosa.",Habitat,fre,,,,,ref-Gbn-0000280538,,
wfo-0000280583,alt. inconnue. Epiphyte.,Habitat,fre,,,,,ref-Gbn-0000280583,,
wfo-0000280597,"alt. 650-900 m. Épiphyte, forêt dense humide, forêt marécageuse.",Habitat,fre,,,,,ref-Gbn-0000280597,,
wfo-0000280662,"alt. 0-1 700 m. Épiphyte en forêt dense humide, savane boisée, observée notamment sur Crudia harmsiana, Coffea sp., Elaeis guineensis, Garcinia punctata, Mangifera indica, Millettia laurentii, Scorodophlœus zenkeri, Uapaca heudelotii.",Habitat,fre,,,,,ref-Gbn-0000280662,,
wfo-0000280223,"alt. 0-2 500 m. En forêt claire, forêt de montagne, forêt secondaire, savane boisée, formation marécageuse, parfois sur termitière, epiphyte notamment sur Brachystegia bœhmii, Prunus africana.",Habitat,fre,,,,,ref-Gbn-0000280223,,
wfo-0000280255,"alt. inconnue. Epiphyte sur grand arbre tombé, nombreux petits pieds dispersés, surtout sur branche.",Habitat,fre,,,,,ref-Gbn-0000280255,,
wfo-0000280286,"alt. 750-2 500 m. Epiphyte en forêt montagnarde et submontagnarde, parfois forêt dégradée, observé sur Ficus exposé.",Habitat,fre,,,,,ref-Gbn-0000280286,,
wfo-0000280319,épiphyte en forêt dense humide de basse et moyenne altitude.,Habitat,fre,,,,,ref-Gbn-0000280319,,
wfo-0000280337,alt. inconnue. Épiphyte sur grand arbre.,Habitat,fre,,,,,ref-Gbn-0000280337,,
wfo-0000280443,épiphyte.,Habitat,fre,,,,,ref-Gbn-0000280443,,
wfo-0000280573,"alt. 400-2 200 m. Épiphyte en forêt dense humide, formation marécageuse, maquis sclérophylle, forêt claire sur sommet d'inselberg gréseux, observé sur Uapaca, Cynometra laurentii.",Habitat,fre,,,,,ref-Gbn-0000280573,,
wfo-0000280622,"alt. 50-2 100 m. Epiphyte en forêt dense humide, forêt sclérophylle, récolté sur Gilbertiodendron deweveri,Nephrolepis pumicicola, Julbemardia sp.",Habitat,fre,,,,,ref-Gbn-0000280622,,
wfo-0000280647,alt. 800-1 700 m. Epiphyte en forêt ou forêt claire ou lithophyte sur affleurement gréseux couvert de lichen.,Habitat,fre,,,,,ref-Gbn-0000280647,,
wfo-0000645265,forêts ombrophiles sempervirentes et semi-décidues.,Habitat,fre,,,,,ref-Gbn-0000645265,,
wfo-0000218609,"al. 0-2 200 m. Terrestre ou litophyte en forêt claire et prairie boisée, épiphyte sur Hyphaene guineensis, Cola acuminata et Pithecelobium altissimum.",Habitat,fre,,,,,ref-Gbn-0000218609,,
wfo-0000254506,"alt. 0-1 200 m. Terrestre sciaphile dans l'humus en forêt dense humide, sur berge ombragée de rivière, en fourré sur rocher en bord de mer ou épiphyte en savane.",Habitat,fre,,,,,ref-Gbn-0000254506,,
wfo-0000254522,alt. 0-1 200 m. Terrestre aux endroits humides et ombragés en forêt et fourré.,Habitat,fre,,,,,ref-Gbn-0000254522,,
wfo-0000975227,"alt. 150-1 300 m. Epiphyte en forêt, souvent sur palmier et notamment Hyphaene, Elaeis guineensis.",Habitat,fre,,,,,ref-Gbn-0000975227,,
wfo-0000959647,"alt. 50-1 300 m. Terrestre dans les marais à Papyrus ou autres prairies humides, ou lithophyte sur berge rocheuse de rivière.",Habitat,fre,,,,,ref-Gbn-0000959647,,
wfo-0000959663,"alt. 0-2 300 m. Terrestre en marais saumâtre ou non, prairie périodiquement inondée par lac ou rivière.",Habitat,fre,,,,,ref-Gbn-0000959663,,
wfo-0000959717,alt. 0-2 000 m. Marais.,Habitat,fre,,,,,ref-Gbn-0000959717,,
wfo-0000959739,alt. 950-1 300 m. Terrestre en marais saumâtre ou non et prairie périodiquement humide.,Habitat,fre,,,,,ref-Gbn-0000959739,,
wfo-0000959754,"alt. 1 200-1 350 m. Terrestre en prairie humide, marais saumâtre ou non.",Habitat,fre,,,,,ref-Gbn-0000959754,,
wfo-0000959801,"alt. 100-2 300 m. Terrestre en prairie boisée ou non, fourré et bois, peng-bele, dembo, jachère.",Habitat,fre,,,,,ref-Gbn-0000959801,,
wfo-0000959859,"alt. 170-1 300 m. Terrestre en forêt dense humide à Uapaca guineensis, Harungana madagascariensis,Maesopsis eminii etc., en forêt arbustive montagnarde basse, en terreau sableux brun-rouge sur roche ferrugineuse, lithophyte en zone pierreuse, aussi en forêt secondaire.",Habitat,fre,,,,,ref-Gbn-0000959859,,
wfo-0000959907,"terrestre en forêt dense humide, galerie forestière, forêt rivulaire, plantation d'Hevea.",Habitat,fre,,,,,ref-Gbn-0000959907,,
wfo-0000959951,"alt. 0-2 500 m. Terrestre au bord de torrent, rivière et lac, marais, tourbière et en zone ouverte et forestée.",Habitat,fre,,,,,ref-Gbn-0000959951,,
wfo-0000960058,alt. 600 m. Lieux humide.,Habitat,fre,,,,,ref-Gbn-0000960058,,
wfo-0000960082,"alt. 0-2 000 m. Terrestre en prairie périodiquement humide, marais, eaux saumâtres.",Habitat,fre,,,,,ref-Gbn-0000960082,,
wfo-0000960276,"alt. 500 m. Savane herbeuse à Imperata cylindrica, prairie, fourré, bois.",Habitat,fre,,,,,ref-Gbn-0000960276,,
wfo-0000960315,alt. inconnue. Terrestre en savane herbeuse,Habitat,fre,,,,,ref-Gbn-0000960315,,
wfo-0000970641,"alt. 1 100-1 300 m. Epiphyte en forêt sempervirente, forêt périodiquement inondée à Brachystegia eurycoma et Garcinia, observé à 3 m au-dessus du sol, sur Gilbertiodendron dewevrei.",Habitat,fre,,,,,ref-Gbn-0000970641,,
wfo-0000970659,"alt. 500-1 100 m. Épiphyte sur branche, à 3-8 m au-dessus du sol, en forêt sempervirente, galerie forestière, forêt dense humide semi-decidue à Celtis et Sterculiaceae, observé sur Gilbertiodendron dewevrei.",Habitat,fre,,,,,ref-Gbn-0000970659,,
wfo-0000970679,alt. 100-570 m. Épiphyte ou rarement lithophyte.,Habitat,fre,,,,,ref-Gbn-0000970679,,
wfo-0000970718,"alt. 900-1 300 m. Epiphyte en forêt sempervirente, forêt dense, galerie forestière.",Habitat,fre,,,,,ref-Gbn-0000970718,,
wfo-0000970743,alt. 1 100-1 300 m. Épiphyte en forêt dense humide.,Habitat,fre,,,,,ref-Gbn-0000970743,,
wfo-0000970765,alt. inconnue. Épiphyte en forêt dense.,Habitat,fre,,,,,ref-Gbn-0000970765,,
