"wfo_id","description","type","BibliographicCitation","URL","licence","provider"
"wfo-1200105927","The epithet honours the late G. C. G. Argent of the Royal Botanic Garden Edinburgh (RBGE) for his lifetime’s work on Ericaceae, especially on the genus Rhododendron, and is also in recognition of his mentoring of the first author.","General","Mambrasar Y.M., Warseno T., Kuswantoro F. & Arifiani D. 2024, NOTES ON RHODODENDRON (ERICACEAE) FROM BALI, INDONESIA, AND A NEW SUBSPECIES OF RHODODENDRON JAVANICUM., Edinburgh J. Bot. Vol.81 , pp.1-11.","https://doi.org/10.24823/ejb.2024.1962","CC0 1.0 Universal (CC0 1.0)","Royal Botanic Garden Edinburgh"
"wfo-1000049427","The epithet coarctatum (neuter) is Latin for ‘crowded’ or ‘pressed together’. This is in reference to the growth habit and the slightly appressed flowers of the new species","General","Tamayo M.N., Fernando E.S. & Fritsch P.W. 2023, VACCINIUM COARCTATUM (ERICACEAE), AN ULTRAMAFIC-OBLIGATE NEW SPECIES FROM THE DWARF FOREST OF MOUNT REDONDO, DINAGAT ISLAND, PHILIPPINES, Edinburgh J. Bot. Vol.80 , pp.1-12.","https://doi.org/10.24823/EJB.2023.1960","CC0 1.0 Universal (CC0 1.0)","Royal Botanic Garden Edinburgh"
